|word_ru|word_uz|topic_index|topic_ru|chapter_index|chapter_ru|part_index|part_ru
357|Почему?|Nima sababdan?|15|Вопросы|1|основные понятия / часть 1|1|ОСНОВНЫЕ ПОНЯТИЯ
358|Для чего?|Nima uchun?|15|Вопросы|1|основные понятия / часть 1|1|ОСНОВНЫЕ ПОНЯТИЯ
359|Как?|Qanday?|15|Вопросы|1|основные понятия / часть 1|1|ОСНОВНЫЕ ПОНЯТИЯ
360|Какой?|Qanaqa?|15|Вопросы|1|основные понятия / часть 1|1|ОСНОВНЫЕ ПОНЯТИЯ
361|Который?|Qaysi?|15|Вопросы|1|основные понятия / часть 1|1|ОСНОВНЫЕ ПОНЯТИЯ
362|Кому?|Kimga?|15|Вопросы|1|основные понятия / часть 1|1|ОСНОВНЫЕ ПОНЯТИЯ
363|О ком?|Kim haqida?|15|Вопросы|1|основные понятия / часть 1|1|ОСНОВНЫЕ ПОНЯТИЯ
364|О чём?|Nima haqida?|15|Вопросы|1|основные понятия / часть 1|1|ОСНОВНЫЕ ПОНЯТИЯ
365|С кем?|Kim bilan?|15|Вопросы|1|основные понятия / часть 1|1|ОСНОВНЫЕ ПОНЯТИЯ
366|Сколько? (исчисл.)|Nechta?|15|Вопросы|1|основные понятия / часть 1|1|ОСНОВНЫЕ ПОНЯТИЯ
367|Сколько? (неисчисл.)|Qancha?|15|Вопросы|1|основные понятия / часть 1|1|ОСНОВНЫЕ ПОНЯТИЯ
368|Чей?|Kimniki?|15|Вопросы|1|основные понятия / часть 1|1|ОСНОВНЫЕ ПОНЯТИЯ
369|с ... (с кем-л.)|...bilan|16|Основные предлоги|1|основные понятия / часть 1|1|ОСНОВНЫЕ ПОНЯТИЯ
370|без (~ сахара и т.п.)|...siz|16|Основные предлоги|1|основные понятия / часть 1|1|ОСНОВНЫЕ ПОНЯТИЯ
371|в (предлог движения)|...ga|16|Основные предлоги|1|основные понятия / часть 1|1|ОСНОВНЫЕ ПОНЯТИЯ
372|о (говорить о ...)|haqida|16|Основные предлоги|1|основные понятия / часть 1|1|ОСНОВНЫЕ ПОНЯТИЯ
373|перед (во времени)|avval|16|Основные предлоги|1|основные понятия / часть 1|1|ОСНОВНЫЕ ПОНЯТИЯ
374|перед (в пространстве)|oldin|16|Основные предлоги|1|основные понятия / часть 1|1|ОСНОВНЫЕ ПОНЯТИЯ
375|под (внизу)|tagida|16|Основные предлоги|1|основные понятия / часть 1|1|ОСНОВНЫЕ ПОНЯТИЯ
376|над (наверху)|ustida|16|Основные предлоги|1|основные понятия / часть 1|1|ОСНОВНЫЕ ПОНЯТИЯ
377|на (на чём-то)|...ga|16|Основные предлоги|1|основные понятия / часть 1|1|ОСНОВНЫЕ ПОНЯТИЯ
378|из (откуда-то)|...dan|16|Основные предлоги|1|основные понятия / часть 1|1|ОСНОВНЫЕ ПОНЯТИЯ
379|из (о материале)|...dan|16|Основные предлоги|1|основные понятия / часть 1|1|ОСНОВНЫЕ ПОНЯТИЯ
380|через ... (о времени)|...dan keyin|16|Основные предлоги|1|основные понятия / часть 1|1|ОСНОВНЫЕ ПОНЯТИЯ
381|через (о препятствии)|ustidan|16|Основные предлоги|1|основные понятия / часть 1|1|ОСНОВНЫЕ ПОНЯТИЯ
382|Где?|Qaerda?|17|Вводные и служебные слова. Наречия - 1|1|основные понятия / часть 1|1|ОСНОВНЫЕ ПОНЯТИЯ
383|здесь|shu erda|17|Вводные и служебные слова. Наречия - 1|1|основные понятия / часть 1|1|ОСНОВНЫЕ ПОНЯТИЯ
384|там|u erda|17|Вводные и служебные слова. Наречия - 1|1|основные понятия / часть 1|1|ОСНОВНЫЕ ПОНЯТИЯ
385|где-то|qaerdadir|17|Вводные и служебные слова. Наречия - 1|1|основные понятия / часть 1|1|ОСНОВНЫЕ ПОНЯТИЯ
386|нигде|hech qaerda|17|Вводные и служебные слова. Наречия - 1|1|основные понятия / часть 1|1|ОСНОВНЫЕ ПОНЯТИЯ
387|у ... (около)|yonida|17|Вводные и служебные слова. Наречия - 1|1|основные понятия / часть 1|1|ОСНОВНЫЕ ПОНЯТИЯ
388|у окна|deraza yonida|17|Вводные и служебные слова. Наречия - 1|1|основные понятия / часть 1|1|ОСНОВНЫЕ ПОНЯТИЯ
389|Куда?|Qaerga?|17|Вводные и служебные слова. Наречия - 1|1|основные понятия / часть 1|1|ОСНОВНЫЕ ПОНЯТИЯ
390|сюда|bu erga|17|Вводные и служебные слова. Наречия - 1|1|основные понятия / часть 1|1|ОСНОВНЫЕ ПОНЯТИЯ
391|туда|u erga|17|Вводные и служебные слова. Наречия - 1|1|основные понятия / часть 1|1|ОСНОВНЫЕ ПОНЯТИЯ
392|отсюда|bu erdan|17|Вводные и служебные слова. Наречия - 1|1|основные понятия / часть 1|1|ОСНОВНЫЕ ПОНЯТИЯ
393|оттуда|u erdan|17|Вводные и служебные слова. Наречия - 1|1|основные понятия / часть 1|1|ОСНОВНЫЕ ПОНЯТИЯ
394|близко|yaqin|17|Вводные и служебные слова. Наречия - 1|1|основные понятия / часть 1|1|ОСНОВНЫЕ ПОНЯТИЯ
395|далеко|uzoq|17|Вводные и служебные слова. Наречия - 1|1|основные понятия / часть 1|1|ОСНОВНЫЕ ПОНЯТИЯ
396|около (рядом)|yonida|17|Вводные и служебные слова. Наречия - 1|1|основные понятия / часть 1|1|ОСНОВНЫЕ ПОНЯТИЯ
397|рядом (недалеко)|yonma-yon|17|Вводные и служебные слова. Наречия - 1|1|основные понятия / часть 1|1|ОСНОВНЫЕ ПОНЯТИЯ
398|недалеко (ехать, идти)|uzoq emas|17|Вводные и служебные слова. Наречия - 1|1|основные понятия / часть 1|1|ОСНОВНЫЕ ПОНЯТИЯ
399|левый|chap|17|Вводные и служебные слова. Наречия - 1|1|основные понятия / часть 1|1|ОСНОВНЫЕ ПОНЯТИЯ
400|слева|chapdan|17|Вводные и служебные слова. Наречия - 1|1|основные понятия / часть 1|1|ОСНОВНЫЕ ПОНЯТИЯ
401|налево|chapga|17|Вводные и служебные слова. Наречия - 1|1|основные понятия / часть 1|1|ОСНОВНЫЕ ПОНЯТИЯ
402|правый|o‘ng|17|Вводные и служебные слова. Наречия - 1|1|основные понятия / часть 1|1|ОСНОВНЫЕ ПОНЯТИЯ
403|справа|o‘ngda|17|Вводные и служебные слова. Наречия - 1|1|основные понятия / часть 1|1|ОСНОВНЫЕ ПОНЯТИЯ
404|направо|o‘ngga|17|Вводные и служебные слова. Наречия - 1|1|основные понятия / часть 1|1|ОСНОВНЫЕ ПОНЯТИЯ
405|спереди|oldida|17|Вводные и служебные слова. Наречия - 1|1|основные понятия / часть 1|1|ОСНОВНЫЕ ПОНЯТИЯ
406|передний|oldingi|17|Вводные и служебные слова. Наречия - 1|1|основные понятия / часть 1|1|ОСНОВНЫЕ ПОНЯТИЯ
407|вперёд (движение)|oldiga|17|Вводные и служебные слова. Наречия - 1|1|основные понятия / часть 1|1|ОСНОВНЫЕ ПОНЯТИЯ
408|сзади (находиться)|orqada|17|Вводные и служебные слова. Наречия - 1|1|основные понятия / часть 1|1|ОСНОВНЫЕ ПОНЯТИЯ
409|сзади (подойти)|orqadan|17|Вводные и служебные слова. Наречия - 1|1|основные понятия / часть 1|1|ОСНОВНЫЕ ПОНЯТИЯ
410|назад (движение)|orqaga|17|Вводные и служебные слова. Наречия - 1|1|основные понятия / часть 1|1|ОСНОВНЫЕ ПОНЯТИЯ
411|середина|o‘rta|17|Вводные и служебные слова. Наречия - 1|1|основные понятия / часть 1|1|ОСНОВНЫЕ ПОНЯТИЯ
412|посередине|o‘rtada|17|Вводные и служебные слова. Наречия - 1|1|основные понятия / часть 1|1|ОСНОВНЫЕ ПОНЯТИЯ
413|сбоку (со стороны)|yonida|17|Вводные и служебные слова. Наречия - 1|1|основные понятия / часть 1|1|ОСНОВНЫЕ ПОНЯТИЯ
414|везде|har erda|17|Вводные и служебные слова. Наречия - 1|1|основные понятия / часть 1|1|ОСНОВНЫЕ ПОНЯТИЯ
415|вокруг|atrofda|17|Вводные и служебные слова. Наречия - 1|1|основные понятия / часть 1|1|ОСНОВНЫЕ ПОНЯТИЯ
416|изнутри|ichida|17|Вводные и служебные слова. Наречия - 1|1|основные понятия / часть 1|1|ОСНОВНЫЕ ПОНЯТИЯ
417|куда-то|qaergadir|17|Вводные и служебные слова. Наречия - 1|1|основные понятия / часть 1|1|ОСНОВНЫЕ ПОНЯТИЯ
418|напрямик|to‘g‘ri yo‘ldan|17|Вводные и служебные слова. Наречия - 1|1|основные понятия / часть 1|1|ОСНОВНЫЕ ПОНЯТИЯ
419|обратно|qarama-qarshi tomonga|17|Вводные и служебные слова. Наречия - 1|1|основные понятия / часть 1|1|ОСНОВНЫЕ ПОНЯТИЯ
420|откуда-нибудь|biror joydan|17|Вводные и служебные слова. Наречия - 1|1|основные понятия / часть 1|1|ОСНОВНЫЕ ПОНЯТИЯ
421|откуда-то|qaerdandir|17|Вводные и служебные слова. Наречия - 1|1|основные понятия / часть 1|1|ОСНОВНЫЕ ПОНЯТИЯ
422|во-первых|birinchidan|17|Вводные и служебные слова. Наречия - 1|1|основные понятия / часть 1|1|ОСНОВНЫЕ ПОНЯТИЯ
423|во-вторых|ikkinchidan|17|Вводные и служебные слова. Наречия - 1|1|основные понятия / часть 1|1|ОСНОВНЫЕ ПОНЯТИЯ
424|в-третьих|uchinchidan|17|Вводные и служебные слова. Наречия - 1|1|основные понятия / часть 1|1|ОСНОВНЫЕ ПОНЯТИЯ
425|вдруг|to‘satdan|17|Вводные и служебные слова. Наречия - 1|1|основные понятия / часть 1|1|ОСНОВНЫЕ ПОНЯТИЯ
426|вначале|dastlab|17|Вводные и служебные слова. Наречия - 1|1|основные понятия / часть 1|1|ОСНОВНЫЕ ПОНЯТИЯ
427|впервые|ilk bor|17|Вводные и служебные слова. Наречия - 1|1|основные понятия / часть 1|1|ОСНОВНЫЕ ПОНЯТИЯ
428|задолго до ...|ancha oldin|17|Вводные и служебные слова. Наречия - 1|1|основные понятия / часть 1|1|ОСНОВНЫЕ ПОНЯТИЯ
429|заново|yangidan|17|Вводные и служебные слова. Наречия - 1|1|основные понятия / часть 1|1|ОСНОВНЫЕ ПОНЯТИЯ
430|насовсем|butunlay|17|Вводные и служебные слова. Наречия - 1|1|основные понятия / часть 1|1|ОСНОВНЫЕ ПОНЯТИЯ
431|никогда|hech qachon|17|Вводные и служебные слова. Наречия - 1|1|основные понятия / часть 1|1|ОСНОВНЫЕ ПОНЯТИЯ
432|опять|yana|17|Вводные и служебные слова. Наречия - 1|1|основные понятия / часть 1|1|ОСНОВНЫЕ ПОНЯТИЯ
433|теперь|hozir|17|Вводные и служебные слова. Наречия - 1|1|основные понятия / часть 1|1|ОСНОВНЫЕ ПОНЯТИЯ
434|часто|tez-tez|17|Вводные и служебные слова. Наречия - 1|1|основные понятия / часть 1|1|ОСНОВНЫЕ ПОНЯТИЯ
435|тогда|o‘shanda|17|Вводные и служебные слова. Наречия - 1|1|основные понятия / часть 1|1|ОСНОВНЫЕ ПОНЯТИЯ
436|срочно|tezda|17|Вводные и служебные слова. Наречия - 1|1|основные понятия / часть 1|1|ОСНОВНЫЕ ПОНЯТИЯ
437|обычно|odatda|17|Вводные и служебные слова. Наречия - 1|1|основные понятия / часть 1|1|ОСНОВНЫЕ ПОНЯТИЯ
438|кстати, ...|aytmoqchi|17|Вводные и служебные слова. Наречия - 1|1|основные понятия / часть 1|1|ОСНОВНЫЕ ПОНЯТИЯ
439|возможно|bo‘lishi mumkin|17|Вводные и служебные слова. Наречия - 1|1|основные понятия / часть 1|1|ОСНОВНЫЕ ПОНЯТИЯ
440|вероятно|ehtimol|17|Вводные и служебные слова. Наречия - 1|1|основные понятия / часть 1|1|ОСНОВНЫЕ ПОНЯТИЯ
441|может быть|bo‘lishi mumkin|17|Вводные и служебные слова. Наречия - 1|1|основные понятия / часть 1|1|ОСНОВНЫЕ ПОНЯТИЯ
442|кроме того, ...|undan tashqari ...|17|Вводные и служебные слова. Наречия - 1|1|основные понятия / часть 1|1|ОСНОВНЫЕ ПОНЯТИЯ
443|поэтому ...|shuning uchun|17|Вводные и служебные слова. Наречия - 1|1|основные понятия / часть 1|1|ОСНОВНЫЕ ПОНЯТИЯ
444|несмотря на ...|qaramay|17|Вводные и служебные слова. Наречия - 1|1|основные понятия / часть 1|1|ОСНОВНЫЕ ПОНЯТИЯ
445|благодаря ...|tufayli|17|Вводные и служебные слова. Наречия - 1|1|основные понятия / часть 1|1|ОСНОВНЫЕ ПОНЯТИЯ
446|что (местоимение)|nima|17|Вводные и служебные слова. Наречия - 1|1|основные понятия / часть 1|1|ОСНОВНЫЕ ПОНЯТИЯ
447|что (союз)|...ki|17|Вводные и служебные слова. Наречия - 1|1|основные понятия / часть 1|1|ОСНОВНЫЕ ПОНЯТИЯ
448|что-то|qandaydir|17|Вводные и служебные слова. Наречия - 1|1|основные понятия / часть 1|1|ОСНОВНЫЕ ПОНЯТИЯ
449|что-нибудь|biror narsa|17|Вводные и служебные слова. Наречия - 1|1|основные понятия / часть 1|1|ОСНОВНЫЕ ПОНЯТИЯ
450|ничего|hech narsa|17|Вводные и служебные слова. Наречия - 1|1|основные понятия / часть 1|1|ОСНОВНЫЕ ПОНЯТИЯ
451|кто|kim|17|Вводные и служебные слова. Наречия - 1|1|основные понятия / часть 1|1|ОСНОВНЫЕ ПОНЯТИЯ
452|кто-то|kimdir|17|Вводные и служебные слова. Наречия - 1|1|основные понятия / часть 1|1|ОСНОВНЫЕ ПОНЯТИЯ
453|кто-нибудь|birortasi|17|Вводные и служебные слова. Наречия - 1|1|основные понятия / часть 1|1|ОСНОВНЫЕ ПОНЯТИЯ
454|никто|hech kim|17|Вводные и служебные слова. Наречия - 1|1|основные понятия / часть 1|1|ОСНОВНЫЕ ПОНЯТИЯ
455|никуда|hech qaerga|17|Вводные и служебные слова. Наречия - 1|1|основные понятия / часть 1|1|ОСНОВНЫЕ ПОНЯТИЯ
456|ничей|egasiz|17|Вводные и служебные слова. Наречия - 1|1|основные понятия / часть 1|1|ОСНОВНЫЕ ПОНЯТИЯ
457|чей-нибудь|biror kimsaniki|17|Вводные и служебные слова. Наречия - 1|1|основные понятия / часть 1|1|ОСНОВНЫЕ ПОНЯТИЯ
458|так|shunday|17|Вводные и служебные слова. Наречия - 1|1|основные понятия / часть 1|1|ОСНОВНЫЕ ПОНЯТИЯ
459|также|hamda|17|Вводные и служебные слова. Наречия - 1|1|основные понятия / часть 1|1|ОСНОВНЫЕ ПОНЯТИЯ
460|тоже|ham|17|Вводные и служебные слова. Наречия - 1|1|основные понятия / часть 1|1|ОСНОВНЫЕ ПОНЯТИЯ
461|Почему?|Nimaga?|18|Вводные и служебные слова. Наречия - 2|1|основные понятия / часть 1|1|ОСНОВНЫЕ ПОНЯТИЯ
462|почему-то|nimagadir|18|Вводные и служебные слова. Наречия - 2|1|основные понятия / часть 1|1|ОСНОВНЫЕ ПОНЯТИЯ
463|потому, что ...|chunki ...|18|Вводные и служебные слова. Наречия - 2|1|основные понятия / часть 1|1|ОСНОВНЫЕ ПОНЯТИЯ
464|зачем-то|negadir|18|Вводные и служебные слова. Наречия - 2|1|основные понятия / часть 1|1|ОСНОВНЫЕ ПОНЯТИЯ
465|и|va|18|Вводные и служебные слова. Наречия - 2|1|основные понятия / часть 1|1|ОСНОВНЫЕ ПОНЯТИЯ
466|или|yoki|18|Вводные и служебные слова. Наречия - 2|1|основные понятия / часть 1|1|ОСНОВНЫЕ ПОНЯТИЯ
467|но|lekin|18|Вводные и служебные слова. Наречия - 2|1|основные понятия / часть 1|1|ОСНОВНЫЕ ПОНЯТИЯ
468|для (предлог)|uchun|18|Вводные и служебные слова. Наречия - 2|1|основные понятия / часть 1|1|ОСНОВНЫЕ ПОНЯТИЯ
469|слишком|juda ham|18|Вводные и служебные слова. Наречия - 2|1|основные понятия / часть 1|1|ОСНОВНЫЕ ПОНЯТИЯ
470|только|faqat|18|Вводные и служебные слова. Наречия - 2|1|основные понятия / часть 1|1|ОСНОВНЫЕ ПОНЯТИЯ
471|точно|aniq|18|Вводные и служебные слова. Наречия - 2|1|основные понятия / часть 1|1|ОСНОВНЫЕ ПОНЯТИЯ
472|около (~ 10 кг)|taxminan|18|Вводные и служебные слова. Наречия - 2|1|основные понятия / часть 1|1|ОСНОВНЫЕ ПОНЯТИЯ
473|приблизительно|taxminan|18|Вводные и служебные слова. Наречия - 2|1|основные понятия / часть 1|1|ОСНОВНЫЕ ПОНЯТИЯ
474|приблизительный|taxminan|18|Вводные и служебные слова. Наречия - 2|1|основные понятия / часть 1|1|ОСНОВНЫЕ ПОНЯТИЯ
475|почти|deyarli|18|Вводные и служебные слова. Наречия - 2|1|основные понятия / часть 1|1|ОСНОВНЫЕ ПОНЯТИЯ
476|остальное|qolgani|18|Вводные и служебные слова. Наречия - 2|1|основные понятия / часть 1|1|ОСНОВНЫЕ ПОНЯТИЯ
477|каждый|har bir|18|Вводные и служебные слова. Наречия - 2|1|основные понятия / часть 1|1|ОСНОВНЫЕ ПОНЯТИЯ
478|любой|har qanday|18|Вводные и служебные слова. Наречия - 2|1|основные понятия / часть 1|1|ОСНОВНЫЕ ПОНЯТИЯ
479|много|ko‘p|18|Вводные и служебные слова. Наречия - 2|1|основные понятия / часть 1|1|ОСНОВНЫЕ ПОНЯТИЯ
480|многие|ko‘pchilik|18|Вводные и служебные слова. Наречия - 2|1|основные понятия / часть 1|1|ОСНОВНЫЕ ПОНЯТИЯ
481|все (все люди)|barcha|18|Вводные и служебные слова. Наречия - 2|1|основные понятия / часть 1|1|ОСНОВНЫЕ ПОНЯТИЯ
482|в обмен на ...|o‘rniga|18|Вводные и служебные слова. Наречия - 2|1|основные понятия / часть 1|1|ОСНОВНЫЕ ПОНЯТИЯ
483|взамен|evaziga|18|Вводные и служебные слова. Наречия - 2|1|основные понятия / часть 1|1|ОСНОВНЫЕ ПОНЯТИЯ
484|вручную|qo‘l bilan|18|Вводные и служебные слова. Наречия - 2|1|основные понятия / часть 1|1|ОСНОВНЫЕ ПОНЯТИЯ
485|вряд ли|ehtimoldan uzoq|18|Вводные и служебные слова. Наречия - 2|1|основные понятия / часть 1|1|ОСНОВНЫЕ ПОНЯТИЯ
486|наверное (вероятно)|ehtimol|18|Вводные и служебные слова. Наречия - 2|1|основные понятия / часть 1|1|ОСНОВНЫЕ ПОНЯТИЯ
487|нарочно|atayin|18|Вводные и служебные слова. Наречия - 2|1|основные понятия / часть 1|1|ОСНОВНЫЕ ПОНЯТИЯ
488|случайно|tasodifan|18|Вводные и служебные слова. Наречия - 2|1|основные понятия / часть 1|1|ОСНОВНЫЕ ПОНЯТИЯ
489|очень|juda|18|Вводные и служебные слова. Наречия - 2|1|основные понятия / часть 1|1|ОСНОВНЫЕ ПОНЯТИЯ
490|например|masalan|18|Вводные и служебные слова. Наречия - 2|1|основные понятия / часть 1|1|ОСНОВНЫЕ ПОНЯТИЯ
491|между|o‘rtasida|18|Вводные и служебные слова. Наречия - 2|1|основные понятия / часть 1|1|ОСНОВНЫЕ ПОНЯТИЯ
492|среди|ichida|18|Вводные и служебные слова. Наречия - 2|1|основные понятия / часть 1|1|ОСНОВНЫЕ ПОНЯТИЯ
493|столько|shuncha|18|Вводные и служебные слова. Наречия - 2|1|основные понятия / часть 1|1|ОСНОВНЫЕ ПОНЯТИЯ
494|особенно|ayniqsa|18|Вводные и служебные слова. Наречия - 2|1|основные понятия / часть 1|1|ОСНОВНЫЕ ПОНЯТИЯ
495|понедельник|dushanba|19|Дни недели|2|основные понятия / часть 2|1|ОСНОВНЫЕ ПОНЯТИЯ
496|вторник|seshanba|19|Дни недели|2|основные понятия / часть 2|1|ОСНОВНЫЕ ПОНЯТИЯ
497|среда|chorshanba|19|Дни недели|2|основные понятия / часть 2|1|ОСНОВНЫЕ ПОНЯТИЯ
498|четверг|payshanba|19|Дни недели|2|основные понятия / часть 2|1|ОСНОВНЫЕ ПОНЯТИЯ
499|пятница|juma|19|Дни недели|2|основные понятия / часть 2|1|ОСНОВНЫЕ ПОНЯТИЯ
500|суббота|shanba|19|Дни недели|2|основные понятия / часть 2|1|ОСНОВНЫЕ ПОНЯТИЯ
501|воскресенье|yakshanba|19|Дни недели|2|основные понятия / часть 2|1|ОСНОВНЫЕ ПОНЯТИЯ
502|сегодня|bugun|19|Дни недели|2|основные понятия / часть 2|1|ОСНОВНЫЕ ПОНЯТИЯ
503|завтра|ertaga|19|Дни недели|2|основные понятия / часть 2|1|ОСНОВНЫЕ ПОНЯТИЯ
504|послезавтра|indinga|19|Дни недели|2|основные понятия / часть 2|1|ОСНОВНЫЕ ПОНЯТИЯ
505|вчера|kecha|19|Дни недели|2|основные понятия / часть 2|1|ОСНОВНЫЕ ПОНЯТИЯ
506|позавчера|o‘tgan kuni|19|Дни недели|2|основные понятия / часть 2|1|ОСНОВНЫЕ ПОНЯТИЯ
507|день|kun|19|Дни недели|2|основные понятия / часть 2|1|ОСНОВНЫЕ ПОНЯТИЯ
508|рабочий день|ish kuni|19|Дни недели|2|основные понятия / часть 2|1|ОСНОВНЫЕ ПОНЯТИЯ
509|праздничный день|bayram kuni|19|Дни недели|2|основные понятия / часть 2|1|ОСНОВНЫЕ ПОНЯТИЯ
510|выходной день|dam olish kuni|19|Дни недели|2|основные понятия / часть 2|1|ОСНОВНЫЕ ПОНЯТИЯ
511|выходные|dam olish kunlari|19|Дни недели|2|основные понятия / часть 2|1|ОСНОВНЫЕ ПОНЯТИЯ
512|весь день|kun bo‘yi|19|Дни недели|2|основные понятия / часть 2|1|ОСНОВНЫЕ ПОНЯТИЯ
513|на следующий день|ertasi kuni|19|Дни недели|2|основные понятия / часть 2|1|ОСНОВНЫЕ ПОНЯТИЯ
514|2 дня назад|ikki kun avval|19|Дни недели|2|основные понятия / часть 2|1|ОСНОВНЫЕ ПОНЯТИЯ
515|накануне|arafasida|19|Дни недели|2|основные понятия / часть 2|1|ОСНОВНЫЕ ПОНЯТИЯ
516|ежедневный|har kungi|19|Дни недели|2|основные понятия / часть 2|1|ОСНОВНЫЕ ПОНЯТИЯ
517|ежедневно|har kuni|19|Дни недели|2|основные понятия / часть 2|1|ОСНОВНЫЕ ПОНЯТИЯ
518|неделя|hafta|19|Дни недели|2|основные понятия / часть 2|1|ОСНОВНЫЕ ПОНЯТИЯ
519|на прошлой неделе|o‘tgan hafta|19|Дни недели|2|основные понятия / часть 2|1|ОСНОВНЫЕ ПОНЯТИЯ
520|на следующей неделе|kelgusi haftada|19|Дни недели|2|основные понятия / часть 2|1|ОСНОВНЫЕ ПОНЯТИЯ
521|еженедельный|haftalik|19|Дни недели|2|основные понятия / часть 2|1|ОСНОВНЫЕ ПОНЯТИЯ
522|еженедельно|har hafta|19|Дни недели|2|основные понятия / часть 2|1|ОСНОВНЫЕ ПОНЯТИЯ
523|2 раза в неделю|haftasiga ikki marta|19|Дни недели|2|основные понятия / часть 2|1|ОСНОВНЫЕ ПОНЯТИЯ
524|каждый вторник|har seshanba|19|Дни недели|2|основные понятия / часть 2|1|ОСНОВНЫЕ ПОНЯТИЯ
525|утро|tong|20|Часы. Время суток|2|основные понятия / часть 2|1|ОСНОВНЫЕ ПОНЯТИЯ
526|утром|ertalab|20|Часы. Время суток|2|основные понятия / часть 2|1|ОСНОВНЫЕ ПОНЯТИЯ
527|полдень|choshgoh|20|Часы. Время суток|2|основные понятия / часть 2|1|ОСНОВНЫЕ ПОНЯТИЯ
528|после обеда|tushlikdan so‘ng|20|Часы. Время суток|2|основные понятия / часть 2|1|ОСНОВНЫЕ ПОНЯТИЯ
529|вечер|oqshom|20|Часы. Время суток|2|основные понятия / часть 2|1|ОСНОВНЫЕ ПОНЯТИЯ
530|вечером|kechqurun|20|Часы. Время суток|2|основные понятия / часть 2|1|ОСНОВНЫЕ ПОНЯТИЯ
531|ночь|tun|20|Часы. Время суток|2|основные понятия / часть 2|1|ОСНОВНЫЕ ПОНЯТИЯ
532|ночью|tunda|20|Часы. Время суток|2|основные понятия / часть 2|1|ОСНОВНЫЕ ПОНЯТИЯ
533|полночь|yarim tun|20|Часы. Время суток|2|основные понятия / часть 2|1|ОСНОВНЫЕ ПОНЯТИЯ
534|секунда|soniya|20|Часы. Время суток|2|основные понятия / часть 2|1|ОСНОВНЫЕ ПОНЯТИЯ
535|минута|daqiqa|20|Часы. Время суток|2|основные понятия / часть 2|1|ОСНОВНЫЕ ПОНЯТИЯ
536|час|soat|20|Часы. Время суток|2|основные понятия / часть 2|1|ОСНОВНЫЕ ПОНЯТИЯ
537|полчаса|yarim soat|20|Часы. Время суток|2|основные понятия / часть 2|1|ОСНОВНЫЕ ПОНЯТИЯ
538|четверть часа|chorak soat|20|Часы. Время суток|2|основные понятия / часть 2|1|ОСНОВНЫЕ ПОНЯТИЯ
539|15 минут|o‘n besh daqiqa|20|Часы. Время суток|2|основные понятия / часть 2|1|ОСНОВНЫЕ ПОНЯТИЯ
540|сутки|sutka|20|Часы. Время суток|2|основные понятия / часть 2|1|ОСНОВНЫЕ ПОНЯТИЯ
541|восход солнца|quyosh chiqishi|20|Часы. Время суток|2|основные понятия / часть 2|1|ОСНОВНЫЕ ПОНЯТИЯ
542|рассвет|tong otishi|20|Часы. Время суток|2|основные понятия / часть 2|1|ОСНОВНЫЕ ПОНЯТИЯ
543|раннее утро|erta tong|20|Часы. Время суток|2|основные понятия / часть 2|1|ОСНОВНЫЕ ПОНЯТИЯ
544|закат|kun botishi|20|Часы. Время суток|2|основные понятия / часть 2|1|ОСНОВНЫЕ ПОНЯТИЯ
545|рано утром|ertalab|20|Часы. Время суток|2|основные понятия / часть 2|1|ОСНОВНЫЕ ПОНЯТИЯ
546|сегодня утром|bugun ertalab|20|Часы. Время суток|2|основные понятия / часть 2|1|ОСНОВНЫЕ ПОНЯТИЯ
547|завтра утром|ertaga tongda|20|Часы. Время суток|2|основные понятия / часть 2|1|ОСНОВНЫЕ ПОНЯТИЯ
548|сегодня днём|bugun kunduzi|20|Часы. Время суток|2|основные понятия / часть 2|1|ОСНОВНЫЕ ПОНЯТИЯ
549|после обеда|tushlikdan so‘ng|20|Часы. Время суток|2|основные понятия / часть 2|1|ОСНОВНЫЕ ПОНЯТИЯ
550|завтра после обеда|ertaga tushlikdan so‘ng|20|Часы. Время суток|2|основные понятия / часть 2|1|ОСНОВНЫЕ ПОНЯТИЯ
551|сегодня вечером|bugun kechqurun|20|Часы. Время суток|2|основные понятия / часть 2|1|ОСНОВНЫЕ ПОНЯТИЯ
552|завтра вечером|ertaga kechqurun|20|Часы. Время суток|2|основные понятия / часть 2|1|ОСНОВНЫЕ ПОНЯТИЯ
553|ровно в 3 часа|roppa-rosa soat uchda|20|Часы. Время суток|2|основные понятия / часть 2|1|ОСНОВНЫЕ ПОНЯТИЯ
554|около 4-х часов|soat to‘rtlar atrofida|20|Часы. Время суток|2|основные понятия / часть 2|1|ОСНОВНЫЕ ПОНЯТИЯ
555|к 12-ти часам|soat o‘n ikkilarga|20|Часы. Время суток|2|основные понятия / часть 2|1|ОСНОВНЫЕ ПОНЯТИЯ
556|через 20 минут|yigirma daqiqadan keyin|20|Часы. Время суток|2|основные понятия / часть 2|1|ОСНОВНЫЕ ПОНЯТИЯ
557|через час|bir soatdan keyin|20|Часы. Время суток|2|основные понятия / часть 2|1|ОСНОВНЫЕ ПОНЯТИЯ
558|вовремя|vaqtida|20|Часы. Время суток|2|основные понятия / часть 2|1|ОСНОВНЫЕ ПОНЯТИЯ
559|без четверти|chorakam|20|Часы. Время суток|2|основные понятия / часть 2|1|ОСНОВНЫЕ ПОНЯТИЯ
560|в течение часа|bir soat davomida|20|Часы. Время суток|2|основные понятия / часть 2|1|ОСНОВНЫЕ ПОНЯТИЯ
