1307|verb|zurückkehren, kehrt zurück, kehrte zurück, ist zurückgekehrt|возвращаться|Er kehrt nach Hause zurück.|Он возвращается домой.
1308|der|der Gegenstand, -̈e|предмет|Der Gegenstand ist schwer.|Предмет тяжёлый.
1309|pron|euer|ваш|Euer Haus ist schön.|Ваш дом красивый.
1310|verb|umsetzen, setzt um, setzte um, hat umgesetzt|внедрять|Er setzt den Plan um.|Он внедряет план.
1311|verb|betreiben, betreibt, betrieb, hat betrieben|заниматься|Er betreibt ein Geschäft.|Он ведёт бизнес.
1312|die|die Zusammenarbeit|сотрудничество|Die Zusammenarbeit ist gut.|Сотрудничество хорошее.
1313|verb|enden, endet, endete, hat geendet|заканчиваться|Der Film endet gut.|Фильм заканчивается хорошо.
1314|adv|vielmehr|скорее|Ich mag Tee, vielmehr Kaffee.|Я люблю чай, скорее кофе.
1315|verb|konzentrieren, konzentriert, konzentrierte, hat konzentriert|концентрироваться|Ich kann mich nicht konzentrieren.|Я не могу сконцентрироваться.
1316|verb|landen, landet, landete, ist gelandet|приземляться|Das Flugzeug landet pünktlich.|Самолёт приземляется вовремя.
1317|der|der See, -n|озеро|Der See ist klar.|Озеро чистое.
1317|die|der See, -n|море|Die See ist ruhig.|Море спокойное.
1318|der|der Tourist, -en|турист|Der Tourist ist verloren.|Турист потерялся.
1319|die|die Konzentration, -en|концентрация|Die Konzentration ist wichtig.|Концентрация важна.
1320|verb|verbieten, verbietet, verbot, hat verboten|запрещать|Das Rauchen ist verboten.|Курение запрещено.
1321|adj|krank|больной|Er ist krank.|Он болен.
1322|die|die Fähigkeit, -en|способность|Die Fähigkeit ist wichtig.|Способность важна.
1323|adj|finanziell|финансовый|Die finanzielle Lage ist schlecht.|Финансовое положение плохое.
1324|der, die|die Jugendliche|подросток|Die Jugendliche liest ein Buch.|Подросток читает книгу.
1325|das|das Netz, -e|сеть|Das Netz ist groß.|Сеть большая.
1326|die|die Änderung, -en|изменение|Die Änderung ist notwendig.|Изменение необходимо.
1327|verb|abschließen, schließt ab, schloss ab, hat abgeschlossen|закрывать|Er schließt die Tür ab.|Он закрывает дверь.
1328|die|die Erkenntnis, -se|осознание|Die Erkenntnis war wichtig.|Осознание было важным.
1329|adj|selbstverständlich|само собой разумеющийся|Das ist selbstverständlich.|Это само собой разумеется.
1330|verb|erzeugen, erzeugt, erzeugte, hat erzeugt|производить|Der Motor erzeugt Strom.|Двигатель производит электричество.
1331|die|die Ursache, -n|причина|Die Ursache ist unbekannt.|Причина неизвестна.
1332|adj|ursprünglich|изначальный|Das Gebäude ist ursprünglich.|Здание изначальное.
1333|die|die Basis, -en|основа|Das ist die Basis.|Это основа.
1334|verb|erzielen, erzielt, erzielte, hat erzielt|достигать|Er erzielte sein Ziel.|Он достиг своей цели.
1335|die|die Forschung, -en|исследование|Die Forschung ist abgeschlossen.|Исследование завершено.
1336|verb|schießen, schießt, schoss, hat geschossen|стрелять|Er schießt ein Tor.|Он забивает гол.
1337|verb|warnen, warnt, warnte, hat gewarnt|предупреждать|Der Lehrer warnte die Schüler.|Учитель предупредил учеников.
1338|der|Zentimeter, cm|сантиметр|Das Buch ist zehn Zentimeter dick.|Книга десять сантиметров толщиной.
1339|verb|eröffnen, eröffnet, eröffnete, hat eröffnet|открывать|Das Geschäft eröffnet morgen.|Магазин открывается завтра.
1340|die|die Ahnung, -en|представление|Ich habe keine Ahnung.|У меня нет представления.
1341|verb|ankündigen, kündigt an, kündigte an, hat angekündigt|объявлять|Er kündigte seinen Besuch an.|Он объявил о своём визите.
1342|das|das Enzym, -e|фермент|Das Enzym ist wichtig.|Фермент важен.
1343|adj|individuell|индивидуальный|Das Design ist individuell.|Дизайн индивидуальный.
1344|adj|intensiv|интенсивный|Das Training ist intensiv.|Тренировка интенсивная.
1345|die|die Bundesregierung, -en|федеральное правительство|Die Bundesregierung tagt heute.|Федеральное правительство заседает сегодня.
1346|verb|begreifen, begreift, begriff, hat begriffen|понимать|Er begreift das Konzept.|Он понимает концепцию.
1347|die|die Szene, -n|сцена|Die Szene ist berühmt.|Сцена известная.
1348|die|DDR (Deutsche Demokratische Republik)|ГДР (Германская Демократическая Республика)|Die DDR existiert nicht mehr.|ГДР больше не существует.
1349|adj|rasch|быстрый|Der Bus kam rasch.|Автобус приехал быстро.
1350|adj|real|реальный|Das ist real.|Это реально.
1351|der, die|die Abgeordnete|депутат|Die Abgeordnete spricht.|Депутат говорит.
1352|verb|verstärken, verstärkt, verstärkte, hat verstärkt|усиливать|Die Brücke wird verstärkt.|Мост усиливается.
1353|verb|ausschließen, schließt aus, schloss aus, hat ausgeschlossen|исключать|Er wurde ausgeschlossen.|Он был исключён.
1354|adj|sinnvoll|разумный|Das ist sinnvoll.|Это разумно.
1355|der|der Bezug, -̈e|ссылка|Er nimmt Bezug auf das Buch.|Он ссылается на книгу.
1356|der|der Dienstag, -e|вторник|Dienstag ist ein Arbeitstag.|Вторник - рабочий день.
1357|der|der Stand, -̈e|уровень|Der Stand ist hoch.|Уровень высокий.
1358|verb|retten, rettet, rettete, hat gerettet|спасать|Er rettete das Kind.|Он спас ребёнка.
1359|num|zwanzig|двадцать|Zwanzig Menschen kamen.|Пришло двадцать человек.
1360|der|der Club, -s|клуб|Der Club ist voll.|Клуб полон.
1361|die|die Gewalt, -en|насилие|Gewalt ist keine Lösung.|Насилие не является решением.
1362|verb|gucken, guckt, guckte, hat geguckt (kucken)|смотреть|Er guckte aus dem Fenster.|Он смотрел в окно.
1363|der|der Anschlag, -̈e|нападение|Der Anschlag war verheerend.|Нападение было разрушительным.
1364|verb|beeinflussen, beeinflusst, beeinflusste, hat beeinflusst|влиять|Das Wetter beeinflusst mich.|Погода влияет на меня.
1365|verb|riechen, riecht, roch, hat gerochen|нюхать|Die Rose riecht gut.|Роза хорошо пахнет.
1366|prep|außerhalb|за пределами|Er wohnt außerhalb der Stadt.|Он живёт за пределами города.
1367|verb|begleiten, begleitet, begleitete, hat begleitet|сопровождать|Sie begleitet ihn.|Она сопровождает его.
1368|das|das Publikum, die Publika|публика|Das Publikum klatschte.|Публика аплодировала.
1369|der|der Besucher, -|посетитель|Der Besucher ist willkommen.|Посетитель приветствуется.
1370|das|das Wachstum|рост|Das Wachstum ist stark.|Рост сильный.
1371|verb|aufgeben, gibt auf, gab auf, hat aufgegeben|сдаваться|Er gibt nicht auf.|Он не сдаётся.
1372|adj|stolz|гордый|Ich bin stolz auf dich.|Я горжусь тобой.
1373|der|der Verlust, -e|потеря|Der Verlust war groß.|Потеря была велика.
1374|verb|begründen, begründet, begründete, hat begründet|обосновывать|Er begründet seine Meinung.|Он обосновывает своё мнение.
1375|adj|streng|строгий|Der Lehrer ist streng.|Учитель строгий.
1376|die|die Ecke, -n|угол|Die Ecke ist dunkel.|Угол тёмный.
1377|der|der Lauf, -̈e|бег|Der Lauf war anstrengend.|Бег был изнуряющим.
1378|der|der Artikel, -|статья|Der Artikel ist interessant.|Статья интересная.
1379|adj|berühmt|известный|Der Schauspieler ist berühmt.|Актёр известный.
1380|verb|ersetzen, ersetzt, ersetzte, hat ersetzt|заменять|Der alte Computer wird ersetzt.|Старый компьютер заменяется.
1381|die|die Wahrscheinlichkeit, -en|вероятность|Die Wahrscheinlichkeit ist hoch.|Вероятность высокая.
1382|das|das Ausland|зарубежье|Er lebt im Ausland.|Он живёт за границей.
1383|adj|bayrisch|баварский|Das Essen ist bayrisch.|Еда баварская.
1384|adv|diesmal|в этот раз|Diesmal mache ich es.|В этот раз я это сделаю.
1385|das|das Gehirn, -e|мозг|Das Gehirn ist komplex.|Мозг сложный.
1386|das|das Gebäude, -|здание|Das Gebäude ist hoch.|Здание высокое.
1387|adj|langfristig|долгосрочный|Die Investition ist langfristig.|Инвестиция долгосрочная.
1388|adj|herzlich|сердечный|Er ist herzlich willkommen.|Он сердечно приветствуется.
1389|verb|sichern, sichert, sicherte, hat gesichert|обеспечивать|Die Tür ist gesichert.|Дверь защищена.
1390|das|das Material, -ien|материал|Das Material ist teuer.|Материал дорогой.
1391|verb|verbringen, verbringt, verbrachte, hat verbracht|проводить|Er verbringt viel Zeit.|Он проводит много времени.
1392|der|der Strom, -̈e|электричество|Der Strom ist weg.|Электричество пропало.
1393|das|das Amt, -Äer|учреждение|Er arbeitet im Amt.|Он работает в учреждении.
1394|verb|kritisieren, kritisiert, kritisierte, hat kritisiert|критиковать|Er kritisiert den Plan.|Он критикует план.
1395|verb|vermitteln, vermittelt, vermittelte, hat vermittelt|посредничать|Er vermittelt den Vertrag.|Он посредничает в договоре.
1396|die|die Wirklichkeit, -en|реальность|Die Wirklichkeit ist hart.|Реальность суровая.
1397|die|die Union, -en|союз|Die Union ist stark.|Союз сильный.
1398|das|das Studium, -en|учёба|Das Studium ist schwer.|Учёба трудная.
1399|verb|festhalten, hält fest, hielt fest, hat festgehalten|удерживать|Er hält am Plan fest.|Он придерживается плана.
1400|verb|präsentieren, präsentiert, präsentierte, hat präsentiert|презентовать|Sie präsentiert ihre Ideen.|Она презентует свои идеи.
1401|die|die Demokratie, -n|демократия|Die Demokratie ist wichtig.|Демократия важна.
1402|adv|niemals|никогда|Ich werde niemals lügen.|Я никогда не буду лгать.
1403|die|die Aufnahme, -n|запись|Die Aufnahme war klar.|Запись была чёткой.
1404|die|die Ausnahme, -n|исключение|Das ist eine Ausnahme.|Это исключение.
1405|verb|beenden, beendet, beendete, hat beendet|заканчивать|Der Krieg wurde beendet.|Война была закончена.
1406|die|die Investition, -en|инвестиция|Die Investition ist groß.|Инвестиция значительная.
1407|die|die Lust, -̈e|желание|Ich habe Lust auf Eis.|Я хочу мороженого.
1408|verb|prüfen, prüft, prüfte, hat geprüft|проверять|Der Lehrer prüft die Tests.|Учитель проверяет тесты.
1409|verb|anlegen, legt an, legte an, hat angelegt|вкладывать|Er legt das Geld an.|Он вкладывает деньги.
1410|der|der Zuschauer, -|зритель|Der Zuschauer applaudiert.|Зритель аплодирует.
1411|adj|hell|светлый|Das Zimmer ist hell.|Комната светлая.
1412|adv|mitten|посреди|Mitten im Raum.|Посреди комнаты.
1413|prep|zufolge|согласно|Dem Bericht zufolge.|Согласно отчёту.
1414|der|der Konflikt, -e|конфликт|Der Konflikt ist gelöst.|Конфликт решён.
1415|die|die Bahn, -en|поезд|Die Bahn ist pünktlich.|Поезд вовремя.
1416|das|Syrien|Сирия|Syrien ist weit weg.|Сирия далеко.
1417|das|das Einkommen, -|доход|Das Einkommen ist hoch.|Доход высокий.
1418|verb|empfehlen, empfiehlt, empfahl, hat empfohlen|рекомендовать|Ich empfehle dieses Buch.|Я рекомендую эту книгу.
1419|adj|britisch|британский|Sie ist britisch.|Она британка.
1420|verb|fürchten, fürchtet, fürchtete, hat gefürchtet|бояться|Er fürchtet die Dunkelheit.|Он боится темноты.
1421|verb|vorbereiten, bereitet vor, bereitete vor, hat vorbereitet|готовить|Er bereitet das Essen vor.|Он готовит еду.
1422|die|die Aktivität, -en|активность|Die Aktivität ist anstrengend.|Активность утомительна.
1423|der|der Auftrag, -̈e|заказ|Der Auftrag ist wichtig.|Заказ важен.
1424|adj|froh|счастливый|Ich bin froh.|Я счастлив.
1425|verb|äußern, äußert, äußerte, hat geäußert|выражать|Er äußerte seine Meinung.|Он выразил своё мнение.
1426|der|der Geist, -er|дух|Der Geist ist stark.|Дух силен.
1427|das|das Objekt, -e|объект|Das Objekt ist schwer.|Объект тяжёлый.
1428|adv|möglicherweise|возможно|Er kommt möglicherweise.|Он возможно придёт.
1429|adj|zuständig|ответственный|Er ist zuständig.|Он ответственный.
1430|verb|aufweisen, weist auf, wies auf, hat aufgewiesen|показывать|Der Bericht weist Fehler auf.|Отчёт показывает ошибки.
1431|verb|springen, springt, sprang, ist gesprungen|прыгать|Das Kind springt hoch.|Ребёнок прыгает высоко.
1432|der|der Hof, -̈e|двор|Der Hof ist groß.|Двор большой.
1433|der|der Polizist, -en|полицейский|Der Polizist hilft.|Полицейский помогает.
1434|die|die Übung, -en|упражнение|Die Übung ist schwer.|Упражнение трудное.
1435|der|der Widerstand, -̈e|сопротивление|Der Widerstand wächst.|Сопротивление растёт.
1436|verb|anziehen, zieht an, zog an, hat angezogen|надевать|Er zieht das Hemd an.|Он надевает рубашку.
1437|der|der Experte, -n|эксперт|Der Experte spricht.|Эксперт говорит.
1438|adv|ohnehin|всё равно|Er kommt ohnehin.|Он всё равно придёт.
1439|verb|füllen, füllt, füllte, hat gefüllt|наполнять|Der Eimer ist gefüllt.|Ведро наполнено.
1440|die|die Gemeinde, -n|сообщество|Die Gemeinde ist klein.|Сообщество маленькое.
1441|die|die Pause, -n|перерыв|Die Pause ist kurz.|Перерыв короткий.
1442|adj|scharf|острый|Das Messer ist scharf.|Нож острый.
1443|verb|schütteln, schüttelt, schüttelte, hat geschüttelt|трясти|Er schüttelt den Kopf.|Он трясёт головой.
1444|das|das Fernsehen|телевидение|Das Fernsehen läuft.|Телевидение работает.
1445|die|die Formel, -n|формула|Die Formel ist schwer.|Формула сложная.
1446|adj|gelb|жёлтый|Die Blume ist gelb.|Цветок жёлтый.
1447|das|das Sommersemester, -|летний семестр|Das Sommersemester beginnt.|Летний семестр начинается.
1448|adj|heftig|сильный|Der Sturm war heftig.|Шторм был сильный.
1449|die|die Bühne, -n|сцена|Die Bühne ist leer.|Сцена пустая.
1450|verb|empfinden, empfindet, empfand, hat empfunden|чувствовать|Er empfindet Freude.|Он чувствует радость.
1451|der|der Schaden, -̈|ущерб|Der Schaden ist groß.|Ущерб большой.
1452|adj|umgekehrt|обратный|Die Richtung ist umgekehrt.|Направление обратное.
1453|verb|veröffentlichen, veröffentlicht, veröffentlichte, hat veröffentlicht|опубликовать|Das Buch wurde veröffentlicht.|Книга была опубликована.
1454|verb|aufstellen, stellt auf, stellte auf, hat aufgestellt|ставить|Er stellt den Stuhl auf.|Он ставит стул.
1455|adj|abhängig|зависимый|Ich bin abhängig.|Я зависим.
1456|die|die Strecke, -n|расстояние|Die Strecke ist lang.|Расстояние длинное.
1457|die|die Praxis, -en|практика|Die Praxis ist modern.|Практика современная.
1458|adj|ungefähr|примерно|Der Weg ist ungefähr zehn Kilometer.|Путь примерно десять километров.
1459|verb|mitnehmen, nimmt mit, nahm mit, hat mitgenommen|взять с собой|Er nimmt den Hund mit.|Он берёт с собой собаку.
1460|adj|üblich|обычный|Das ist üblich.|Это обычно.
1461|verb|übertragen|переводить|Daten werden übertragen.|Данные передаются.
1462|die|die Wissenschaft, -en|наука|Die Wissenschaft ist spannend.|Наука захватывающая.
1463|adj|global|глобальный|Das Problem ist global.|Проблема глобальная.
1464|der|der Nachmittag, -e|после полудня|Der Nachmittag ist sonnig.|После полудня солнечно.
1465|die|die Annahme, -n|предположение|Die Annahme war richtig.|Предположение было правильным.
1466|die|die Umgebung, -en|окрестности|Die Umgebung ist schön.|Окрестности красивые.
1467|die|die Öffentlichkeit, -en|общественность|Die Öffentlichkeit ist informiert.|Общественность проинформирована.
1468|der|der Spiegel, -|зеркало|Der Spiegel ist groß.|Зеркало большое.
1469|verb|zurückkommen, kommt zurück, kam zurück, ist zurückgekommen|возвращаться|Er kommt zurück.|Он возвращается.
1470|verb|besetzen, besetzt, besetzte, hat besetzt|занимать|Die Stelle ist besetzt.|Место занято.
1471|das|das Gegenteil, -e|противоположность|Das Gegenteil ist richtig.|Противоположность верна.
1472|adv|vorbei|прошло|Die Zeit ist vorbei.|Время прошло.
1473|der|der Fan, -s|фанат|Der Fan ist begeistert.|Фанат в восторге.
1474|die|die Karte, -n|билет|Die Karte ist teuer.|Билет дорогой.
1475|adj|arm|бедный|Er ist arm.|Он беден.
1476|die|die Krise, -n|кризис|Die Krise ist vorbei.|Кризис прошёл.
1477|die|die Strategie, -n|стратегия|Die Strategie ist klug.|Стратегия умная.
1478|die|die Debatte, -n|дебаты|Die Debatte war lang.|Дебаты были долгими.
1479|pron|davor|перед|Er stand davor.|Он стоял перед ним.
1480|der|der Journalist, -en|журналист|Der Journalist schreibt.|Журналист пишет.
1481|verb|kochen, kocht, kochte, hat gekocht|готовить|Er kocht gern.|Он любит готовить.
1482|verb|zurückgehen, geht zurück, ging zurück, ist zurückgegangen|уменьшаться|Die Preise gehen zurück.|Цены уменьшаются.
1483|der|der Schmerz, -en|боль|Der Schmerz ist stark.|Боль сильная.
1484|adj|erheblich|значительный|Die Kosten sind erheblich.|Затраты значительные.
1485|adj|ausschließlich|исключительно|Das ist ausschließlich für Mitglieder.|Это исключительно для членов.
1486|adj|griechisch|греческий|Das Essen ist griechisch.|Еда греческая.
1486|das|griechisch|греческий|Er spricht Griechisch.|Он говорит по-гречески.
1487|part|naja|ну|Naja, was soll's?|Ну, что поделать?
1488|die|die Runde, -n|раунд|Die Runde ist spannend.|Раунд захватывающий.
1489|der|der Angriff, -e|атака|Der Angriff war schnell.|Атака была быстрой.
1490|verb|einführen, führt ein, führte ein, hat eingeführt|вводить|Das Produkt wird eingeführt.|Продукт вводится.
1491|adv|desto|тем|Je länger, desto besser.|Чем дольше, тем лучше.
1492|der|der Wettbewerb, -e|соревнование|Der Wettbewerb ist hart.|Соревнование жесткое.
1493|verb|verfügen, verfügt, verfügte, hat verfügt|располагать|Er verfügt über viele Bücher.|Он располагает многими книгами.
1494|pron|woher|откуда|Woher kommst du?|Откуда ты?
1495|der|der Zweifel, -|сомнение|Er hat Zweifel.|У него есть сомнения.
1496|der|der Konzern, -e|концерн|Der Konzern expandiert.|Концерн расширяется.
1497|verb|tanzen, tanzt, tanzte, hat getanzt|танцевать|Wir tanzen gern.|Мы любим танцевать.
1498|verb|überleben, überlebt, überlebte, hat überlebt|выживать|Er überlebte den Unfall.|Он выжил в аварии.
1499|adj|spezifisch|специфический|Das ist spezifisch.|Это специфично.
1500|adj|stabil|стабильный|Das Haus ist stabil.|Дом стабильный.
1501|die|die Kamera, -s|камера|Die Kamera ist teuer.|Камера дорогая.
1502|der|der Schatten, -|тень|Der Baum wirft einen Schatten.|Дерево отбрасывает тень.
1503|verb|berücksichtigen, berücksichtigt, berücksichtigte, hat berücksichtigt|учитывать|Er berücksichtigt die Fakten.|Он учитывает факты.
1504|das|das Pferd, -e|лошадь|Das Pferd ist schnell.|Лошадь быстрая.
1505|verb|begegnen, begegnet, begegnete, ist begegnet|встретить|Er begegnet ihr.|Он встречает её.
1506|der|der Zugang, -̈e|доступ|Der Zugang ist gesperrt.|Доступ закрыт.
1507|num|elf|одиннадцать|Elf Personen kamen.|Пришли одиннадцать человек.
1508|die|die Suche, -n|поиск|Die Suche ist erfolgreich.|Поиск успешен.
1509|adj|doppelt|двойной|Die Menge ist doppelt so groß.|Количество вдвое больше.
1510|verb|festlegen, legt fest, legte fest, hat festgelegt|устанавливать|Die Regeln sind festgelegt.|Правила установлены.
1511|adj|österreichisch|австрийский|Das Essen ist österreichisch.|Еда австрийская.
1512|conj|sodass|так что|Er arbeitet, sodass er Geld verdient.|Он работает, так что зарабатывает деньги.
1513|die|die Tatsache, -n|факт|Die Tatsache ist bekannt.|Факт известен.
1514|der|der Alkohol, -e|алкоголь|Er trinkt keinen Alkohol.|Он не пьёт алкоголь.
1515|verb|informieren, informiert, informierte, hat informiert|информировать|Er informiert die Öffentlichkeit.|Он информирует общественность.
1516|der|Norden, Nord-|север|Der Wind kommt aus dem Norden.|Ветер дует с севера.
1517|verb|vermuten, vermutet, vermutete, hat vermutet|предполагать|Ich vermute, es regnet.|Я предполагаю, что будет дождь.
1518|adj|zufrieden|доволен|Ich bin zufrieden.|Я доволен.
1519|verb|reißen, reißt, riss, hat gerissen|рвать|Das Seil reißt.|Верёвка рвётся.
1520|adv|dahin|туда|Das Auto fährt dahin.|Машина едет туда.
1521|conj|solange|пока|Solange du lernst, wirst du bestehen.|Пока ты учишься, ты будешь сдавать.
1522|der|der Wissenschaftler, -|учёный|Der Wissenschaftler forscht viel.|Учёный много исследует.
1523|die|die Kommunikation, -en|коммуникация|Die Kommunikation ist wichtig.|Коммуникация важна.
1524|das|das Steuer, -|руль|Er greift das Steuer.|Он берётся за руль.
1524|die|das Steuer, -|налог|Die Steuer ist hoch.|Налог высокий.
1525|adj|angeblich|предполагаемый|Der angebliche Grund ist falsch.|Предполагаемая причина ложная.
1526|adj|günstig|дешёвый|Das Angebot ist günstig.|Предложение выгодное.
1527|der|der Dezember, -|декабрь|Dezember ist ein kalter Monat.|Декабрь холодный месяц.
1528|der|der Flughafen, -̈|аэропорт|Der Flughafen ist groß.|Аэропорт большой.
1529|das|das Krankenhaus, -̈er|больница|Das Krankenhaus ist voll.|Больница полная.
1530|verb|wenden, wendet, wandte, hat gewandt|поворачивать|Er wendet das Auto.|Он поворачивает машину.
1531|adj|türkisch|турецкий|Das Essen ist türkisch.|Еда турецкая.
1531|das|türkisch|турецкий|Er kocht türkisch.|Он готовит по-турецки.
1532|der|der Gegner, -|оппонент|Der Gegner ist stark.|Оппонент сильный.
1533|der|der Leser, -|читатель|Der Leser mag das Buch.|Читателю нравится книга.
1534|die|VWL (Volkswirtschaftslehre)|экономика|VWL ist ein interessantes Fach.|Экономика интересный предмет.
1535|der|der Handel, -̈|торговля|Der Handel floriert.|Торговля процветает.
1536|die|die Kenntnis, -se|знание|Er hat gute Kenntnisse.|У него хорошие знания.
1537|adj|sichtbar|видимый|Das Licht ist sichtbar.|Свет видимый.
1538|verb|zulassen, lässt zu, ließ zu, hat zugelassen|допускать|Er lässt ihn zu.|Он допускает его.
1539|die|die Mark, -|марка|Die Mark ist stabil.|Марка стабильная.
1540|verb|vorsehen, sieht vor, sah vor, hat vorgesehen|предусматривать|Der Plan sieht eine Erhöhung vor.|План предусматривает повышение.
1541|die|die Schwierigkeit, -en|трудность|Die Aufgabe hat viele Schwierigkeiten.|Задача имеет много трудностей.
1542|verb|wahrnehmen, nimmt wahr, nahm wahr, hat wahrgenommen|воспринимать|Er nimmt die Umgebung wahr.|Он воспринимает окружение.
1543|verb|hinweisen, weist hin, wies hin, hat hingewiesen|указывать|Er weist darauf hin.|Он указывает на это.
1544|der|der Juli, -s|июль|Juli ist ein heißer Monat.|Июль жаркий месяц.
1545|das|das Signal, -e|сигнал|Das Signal ist rot.|Сигнал красный.
1546|verb|kontrollieren, kontrolliert, kontrollierte, hat kontrolliert|контролировать|Die Polizei kontrolliert den Verkehr.|Полиция контролирует движение.
1547|adv|sowieso|всё равно|Er kommt sowieso.|Он всё равно придёт.
1548|der|der Bauer, -n|фермер|Der Bauer pflügt das Feld.|Фермер пашет поле.
1549|der|der Kurs, -e|курс|Der Kurs ist schwer.|Курс трудный.
1550|adv|einst|когда-то|Einst war das ein Park.|Когда-то это был парк.
1551|der|der Service, -s|сервис|Der Service ist gut.|Сервис хороший.
1552|adj|sprachlich|языковой|Das sprachliche Niveau ist hoch.|Языковой уровень высокий.
1553|adj|bisherig|до сих пор|Die bisherige Arbeit war gut.|Работа до сих пор была хорошей.
1554|der|der Fahrer, -|водитель|Der Fahrer ist müde.|Водитель устал.
1555|adj|traditionell|традиционный|Das Fest ist traditionell.|Праздник традиционный.
1556|verb|weinen, weint, weinte, hat geweint|плакать|Das Baby weint.|Ребёнок плачет.
1557|verb|genießen, genießt, genoss, hat genossen|наслаждаться|Er genießt den Urlaub.|Он наслаждается отпуском.
1558|der|der Dienst, -e|служба|Der Dienst beginnt früh.|Служба начинается рано.
1559|das|das Lager, -|склад|Das Lager ist voll.|Склад полный.
1560|adj|grau|серый|Der Himmel ist grau.|Небо серое.
1561|prep|anhand|на основании|Er wurde anhand der Beweise verurteilt.|Он был осужден на основании доказательств.
1562|der|der Bus, -se|автобус|Der Bus kommt bald.|Автобус скоро приедет.
1563|der|Franken, Fr.|франк|Der Preis beträgt zehn Franken.|Цена составляет десять франков.
1564|die|die Kategorie, -n|категория|Die Kategorie ist interessant.|Категория интересная.
1565|adj|nett|приятный|Der Hund ist nett.|Собака приятная.
1566|adj|freundlich|дружелюбный|Sie ist sehr freundlich.|Она очень дружелюбная.
1567|adj|perfekt|совершенный|Das Wetter ist perfekt.|Погода совершенная.
1568|adj|reich|богатый|Er ist reich.|Он богат.
1569|die|die Fahrt, -en|поездка|Die Fahrt war lang.|Поездка была долгой.
1570|der|der Urlaub, -e|отпуск|Der Urlaub ist vorbei.|Отпуск закончился.
1571|adj|ausländisch|иностранный|Das Essen ist ausländisch.|Еда иностранная.
1572|das|das Instrument, -e|инструмент|Das Instrument ist teuer.|Инструмент дорогой.
1573|adj|fern|далекий|Das Haus ist fern.|Дом далёкий.
1574|die|die Gegend, -en|район|Die Gegend ist ruhig.|Район тихий.
1575|verb|verstecken, versteckt, versteckte, hat versteckt|прятать|Er versteckt den Schlüssel.|Он прячет ключ.
1576|das|das Feuer, -|огонь|Das Feuer brennt.|Огонь горит.
1577|verb|bemühen (sich), bemüht, bemühte, hat bemüht|стараться|Er bemüht sich sehr.|Он очень старается.
1578|das|das Verständnis, -se|понимание|Das Verständnis ist wichtig.|Понимание важно.
1579|die|AfD (Alternative für Deutschland)|AfD, Альтернатива для Германии|Die AfD ist eine Partei.|Альтернатива для Германии - это партия.
1580|die|die Bakterie, -n|бактерия|Die Bakterie ist gefährlich.|Бактерия опасная.
1581|verb|tauchen, taucht, tauchte, ist getaucht|погружаться|Er taucht tief.|Он погружается глубоко.
1582|die|die Konsequenz, -en|последствие|Die Konsequenzen sind schwer.|Последствия тяжёлые.
1583|adj|die Schuld, -en|виновный|Die Schuld liegt bei ihm.|Вина на нём.
1583|die|die Schuld, -en|вина|Die Schuld war groß.|Вина была велика.
1584|die|die Mehrheit, -en|большинство|Die Mehrheit stimmt zu.|Большинство согласны.
1585|verb|anhaben, hat an, hatte an, hat angehabt|носить|Er hat einen Mantel an.|Он носит пальто.
1586|die|die Bestimmung, -en|регламент|Die Bestimmung ist klar.|Регламент ясен.
1587|verb|vermeiden, vermeidet, vermied, hat vermieden|избегать|Er vermeidet Fehler.|Он избегает ошибок.
1588|adj|ehrlich|честный|Er ist ehrlich.|Он честный.
1589|verb|beachten, beachtet, beachtete, hat beachtet|соблюдать|Er beachtet die Regeln.|Он соблюдает правила.
1590|adj|statistisch|статистический|Die Daten sind statistisch.|Данные статистические.
1591|der|der Hals, -̈e|шея|Mein Hals tut weh.|Моя шея болит.
1592|verb|durchsetzen, setzt durch, setzte durch, hat durchgesetzt|осуществлять|Das Gesetz wird durchgesetzt.|Закон осуществляется.
1593|adj|italienisch|итальянский|Das Essen ist italienisch.|Еда итальянская.
1593|das|italienisch|итальянский|Er spricht Italienisch.|Он говорит по-итальянски.
1594|die|die Scheiße|дерьмо|Das ist totale Scheiße!|Это полное дерьмо!
1595|das|das Telefon, -e|телефон|Das Telefon klingelt.|Телефон звонит.
1596|der|der Herbst, -e|осень|Der Herbst ist kühl.|Осень прохладная.
1597|die|die Ausstellung, -en|выставка|Die Ausstellung ist interessant.|Выставка интересная.
1598|der|der Bau, -ten|строительство|Der Bau ist teuer.|Строительство дорогое.
1599|der|der Keller, -|подвал|Der Keller ist dunkel.|Подвал тёмный.
1600|der|der Bürgermeister, -|мэр|Der Bürgermeister ist freundlich.|Мэр дружелюбный.
1601|prep|entlang|вдоль|Er geht entlang der Straße.|Он идёт вдоль улицы.
1602|die|die Flasche, -n|бутылка|Die Flasche ist leer.|Бутылка пустая.
1603|adj|wunderbar|замечательный|Das Wetter ist wunderbar.|Погода замечательная.
1604|der|der Zweck, -e|цель|Der Zweck ist klar.|Цель ясна.
1605|verb|ehren, ehrt, ehrte, hat geehrt|чтить|Sie ehren den Helden.|Они чтят героя.
1606|die|die Verwendung, -en|использование|Die Verwendung ist vielseitig.|Использование многообразное.
1607|adv|letztlich|в конце концов|Letztlich war er erfolgreich.|В конце концов, он был успешен.
1608|die|die Fläche, -n|поверхность|Die Fläche ist groß.|Поверхность большая.
