|word|lemma
3135.0|Luxus-Modemesse|die Modemesse
3141.0|99|neunundneunzig
3145.0|Schrottfetze|die Schrottfetze
3146.0|tragn|tragen
3148.0|nähn|nähen
3153.0|Designerjacke|die Designerjacke
3155.0|Come|come
3158.0|Designerjacken|die Designerjacke
3159.0|Zeigen|zeigen
3161.0|umarmn|umarmen
3166.0|geschlafen|schlafen
3171.0|Habn|haben
3172.0|Größten|groß
3173.0|Stärksten|stark
3184.0|Beschis|beschissen
3189.0|Könntet|können
3190.0|Bedeutendes|bedeutend
3196.0|Zettelt|zetteln
3198.0|Seid|sein
3199.0|kontrollzwangsgesteuert|kontrollzwangsgesteuert
3202.0|Psychopathe|Psychopath
3203.0|Eure|euer
3206.0|co-abhängig|abhängig
3211.0|werdet|werden
3213.0|wärs|wäre es
3215.0|Stellen|stellen
3223.0|Dinger|das Ding
3224.0|Umgeben|umgeben
3232.0|Bikinioberteil|das Bikinioberteil
3245.0|High|high
3246.0|Society|die Gesellschaft
3248.0|Stattdessen|stattdessen
3249.0|Erbärmliches|erbärmlich
3250.0|Proletenpack|das Proletenpack
3251.0|zugegeben|zugeben
3256.0|nehm|nehmen
3257.0|irgendwan|irgendwann
3258.0|raufgehn|raufgehen
3260.0|aufstehn|aufstehen
3262.0|Spielplatzbesuch|der Spielplatzbesuch
3263.0|andre|andere
3274.0|Kindergartenleiter|der Kindergartenleiter
3277.0|erziehn|erziehen
3278.0|Batman|Batman
3279.0|Eisprinzessin|die Eisprinzessin
3280.0|reinsetzen|reinsetzen
3285.0|anderr|ander
3289.0|Bienen-Metapher|die Metapher
3291.0|Supermarktfiliale|die Supermarktfiliale
3303.0|tuh|tun
3304.0|Krav-Maga-Handkante|die Handkante
3305.0|Empfehle|empfehlen
3306.0|Vätern|der Vater
3307.0|Söhnen|der Sohn
3314.0|hinterletzter|hinterletzter
3318.0|Cooles|cool
3319.0|Outift|das Outfit
3321.0|Balenciaga|Balenciaga
3324.0|550|fünfhundertfünfzig
3326.0|sechshundert|sechshundert
3328.0|hättest|haben
3330.0|verkackt|verkacken
3332.0|Deichmann|Deichmann
3333.0|Victory|der Sieg
3334.0|Thrasher|Thrasher
3336.0|Fendi|Fendi
3337.0|Fila|Fila
3343.0|Gucci|Gucci
3345.0|würdest|werden
3346.0|aussehn|aussehen
3347.0|Life|life
3353.0|Prada|Prada
3355.0|Supreme|Supreme
3357.0|Moncler|Moncler
3358.0|3700|dreitausendsiebenhundert
3359.0|Gucci-Hemd|das Hemd
3360.0|neunhundert|neunhundert
3361.0|Ähm|ähm
3362.0|Vuitton|Vuitton
3363.0|Ankle|das Gelenk
3364.0|Boots|die Stiefel
3365.0|1500|eintausendfünfhundert
3366.0|sehtn|sehen
3367.0|Bro|der Bruder
3370.0|Dior|Dior
3371.0|Gosha|Gosha
3372.0|Yeezy|Yeezy
3373.0|Vetements|Vetements
3376.0|kommn|kommen
3377.0|Falscher|falsch
3380.0|angesehn|ansehen
3382.0|resellen|weiterverkaufen
3385.0|Vetement|das Kleidungsstück
3387.0|feier|feiern
3388.0|todes|tödlich
3390.0|Worttransport|der Worttransport
3395.0|sagn|sagen
3403.0|viele|viel
3406.0|verbring|verbringen
3415.0|Wanken|wanken
3417.0|wirds|werden
3421.0|Penélope|Penélope
3422.0|Cruz|Cruz
3423.0|Moralisch|moralisch
3433.0|Visa|das Visum
3436.0|Nächster|der Nächste
3437.0|wars|war es
3442.0|Irgendwas|irgendwas
3445.0|Schienbeintritt|der Schienbeintritt
3446.0|dritter|dritter
3457.0|Wünsch|wünschen
3459.0|spieln|spielen
3460.0|Wii|die Konsole
3467.0|5|fünf
3471.0|Mittelklasse-Wagen|der Wagen
3474.0|Hermes|der Hermes
3477.0|brauchn|brauchen
3484.0|Sisypho|der Sisyphos
3486.0|zerfalln|zerfallen
3494.0|klarzukommn|klarkommen
3497.0|Schläfst|schlafen
3501.0|kennn|kennen
3502.0|Zwingt|zwingen
3505.0|mussten|müssen
3506.0|explodiern|explodieren
3509.0|Eintausend|eintausend
3513.0|Teufelskreisverkehr|der Kreisverkehr
3515.0|Glücklich|glücklich
3519.0|Plattenvertrag|der Vertrag
3521.0|zoomn|zoomen
3522.0|Laufe|laufen
3526.0|glück-|das Glück
3530.0|zusammengepfercht|zusammenpferchen
3533.0|Atme|atmen
3535.0|Dieselaggregat|das Aggregat
3542.0|Crystal|das Kristall
3543.0|Meth|das Methamphetamin
3544.0|Schwingend|schwingen
3546.0|Schiffsturbine|die Turbine
3547.0|Gestopfte|der Gestopfte
3553.0|Gästelistenplatz|der Platz
3560.0|Nirgendwo|nirgendwo
3563.0|riechn|riechen
3564.0|Rostbraune|rostbraun
3566.0|Jahrzehntelang|jahrzehntelang
3569.0|unterer|unter
3573.0|Notsignalrakete|die Rakete
3583.0|Talkshowgast|der Gast
3584.0|Nächstes|nächst
3588.0|sagteen|sagen
3590.0|when|-
3592.0|ends|Enden
3593.0|verschlieren|verschleiern
3594.0|Müde|müde
3595.0|lächelnd|lächeln
3596.0|2020|zweitausendzwanzig
3597.0|Setz|setzen
3598.0|Billie|der Vorname
3601.0|brannten|brennen
3604.0|Irankrieg|der Krieg
3605.0|anfing|anfangen
3606.0|Sidney|die Stadt
3621.0|deutsche|deutsch
3622.0|Lieblings-Virologe|der Virologe
3627.0|hol|holen
3628.0|dachteen|denken
3630.0|Kobe|der Kobe
3632.0|magen|der Magen
3633.0|Fuck|das Fluchen
3637.0|dachten|denken
3639.0|TAZ|die Zeitung
3642.0|hättet|haben
3643.0|Ends|die Enden
3644.0|When|-
3645.0|schaun|schauen
3646.0|freun|freuen
3648.0|lächlen|lächeln
3651.0|Zenith|der Zenith
3653.0|enfalten|entfalten
3659.0|Einem|der Einzige
3664.0|zweifel|der Zweifel
3666.0|14|vierzehn
3667.0|Scheinbar|scheinbar
3668.0|Popstarleben|das Popstarleben
3678.0|bittren|bitter
3688.0|Gezackter|gezackt
3692.0|Geht|gehen
3695.0|gehackt|hacken
3701.0|Besseres|besser
3703.0|Bohlen|der Nachname
3706.0|Nackte|nackt
3708.0|Helicobacter|der Bakterium
3709.0|ad|die Werbung
3710.0|acta|die Akten
3719.0|Tesa|das Klebeband
3723.0|Glaubst|glauben
3730.0|kehr|kehren
3733.0|schuldest|schulden
3734.0|unsern|unser
3735.0|mmh|das Geräusch
3739.0|Schwörn|schwören
3741.0|schuldeen|schulden
3742.0|Koljah|der Künstlername
3743.0|geilste|geil
3744.0|Kindheitsidole|das Idol
3747.0|Deep|deep
3749.0|Realtalk|die Ehrlichkeit
3750.0|survival|das Überleben
3751.0|fittest|fit
3753.0|les|lesen
3755.0|Rühmann|Rühmann
3757.0|Filbinger|Filbinger
3758.0|wat|was
3759.0|Antilop|die Antilope
3762.0|Fler|Fler
3765.0|euern|euer
3771.0|Freshness|die Frische
3774.0|Dörte|Dörte
3778.0|ausfeiln|ausfeilen
3779.0|aufnehm|aufnehmen
3780.0|rausbringn|rausbringen
3788.0|Fletcher|Fletcher
3789.0|aufrege|aufregen
3790.0|broke|broke
3792.0|wohnn|wohnen
3793.0|Car2Go|das Mietauto
3796.0|Bahnhofsklo|das Klo
3797.0|würg|würgen
3799.0|Iminari|das Konzept
3800.0|Roll|die Rolle
3803.0|Dodge-Van|der Van
3804.0|Rallye-Sitz|der Sitz
3806.0|Pretzelstick|der Stift
3808.0|Patti|Patti
3809.0|Smith|Smith
3810.0|Fashion-Tipp|der Tipp
3812.0|Hartz-Vier-Support|der Support
3813.0|Florida-Rolf|der Spitzname
3814.0|Beach-Resort|das Resort
3815.0|Tourbus|der Bus
3817.0|signiern|signieren
3819.0|Ouija-Board|das Brett
3821.0|unterschreibn|unterschreiben
3827.0|nahkommen|nah kommen
3828.0|Aufschreiben|aufschreiben
3829.0|Signing|die Unterschrift
3832.0|Cardio-Training|das Training
3833.0|Farid|Farid
3834.0|Hobby-Rapper|der Rapper
3835.0|Insolvenzverschlepper|der Verschlepper
3836.0|ala|ala
3839.0|warn|warnen
3840.0|Hoffnungträger|der Hoffnungsträger
3841.0|fahr|fahren
3842.0|Splash|der Sprung
3846.0|finest|fein
3850.0|NRW-Verbot|das Verbot
3854.0|ausgespült|ausspülen
3856.0|Rumstehen|rumstehen
3860.0|alter|alt
3865.0|Pana|Pana
3866.0|Cotta|Cotta
3867.0|Tomate-Mozzarella|der Salat
3870.0|Designermöbel|die Möbel
3872.0|bestrichen|bestreichen
3880.0|Mh|mh
3884.0|Verdammn|verdammen
3885.0|Puh|puh
3886.0|haus|das Haus
3888.0|tupperen|tuppern
3889.0|Mitnehmen|mitnehmen
3894.0|Findet|finden
3896.0|Buffet-et-et-et|das Buffet
3900.0|Sach|die Sache
3902.0|hast|haben
3903.0|isn|ist nicht
3926.0|Sven|Sven
3927.0|überfähren|überfahren
3944.0|killn|killen
3947.0|Schlagen|schlagen
3950.0|Entschuldigen|entschuldigen
3954.0|Bifi|die Wurst
3957.0|teur|teuer
3958.0|Koberind|das Rind
3964.0|aufgeweicht|aufweichen
3966.0|Hörst|hören
3971.0|Ölfabrik|die Fabrik
3972.0|töte|töten
3975.0|geröstet|rösten
3977.0|nem|einem
3978.0|Drunter|darunter
3988.0|Mediamarkt|der Markt
3990.0|Beachhotel|das Hotel
3996.0|Einheimischen|der Einheimische
4002.0|Langsam|langsam
4004.0|Dringend|dringend
4007.0|La-lass|lassen
4008.0|Boom-|der Boom
4009.0|Boomerang|der Bumerang
4011.0|Ständig|ständig
4016.0|Bleibst|bleiben
4017.0|Kriechen|kriechen
4018.0|dus|du
4019.0|Trau|trauen
4020.0|kommts|kommen
4021.0|wien|wie
4024.0|Heut|heute
4028.0|12|zwölf
4029.0|biertrinkend|trinkend
4032.0|Fres|fressen
4033.0|kriegsen|kriegen
4034.0|hasen|hassen
4036.0|rechte|rechts
4037.0|lieen|liegen
4045.0|tusen|tausend
4055.0|Pegida|Pegida
4056.0|IB|IB
4060.0|glühn|glühen
4061.0|Detailverliebter|der Liebhaber
4062.0|Cyber-Geek|der Geek
4064.0|bye-bye|das Lebewohl
4065.0|Habeda-habeda-habeda-habeda|Habeda-habeda-habeda-habeda
4066.0|Smalltalk-Thema|das Thema
4068.0|Finden|finden
4070.0|diversеr|divers
4072.0|yеah|yeah
4073.0|Ratter|rattern
4074.0|meim|mein
4075.0|Riesenkatalog|der Riesenkatalog
4076.0|Brr|brr
4078.0|Lieblingspharao|der Lieblingspharao
4079.0|Doh|Doh
4080.0|Komplimentespeicher|der Komplimentespeicher
4084.0|Amon|Amon
4085.0|Amarth|Amarth
4090.0|YouTube-Kacke|die YouTube-Kacke
4091.0|Soos|Soos
4093.0|Gedächtniskonto|das Gedächtniskonto
4095.0|Hüah|Hüah
4096.0|Tekken-Combo|die Tekken-Combo
4097.0|Beweg|die Bewegung
4098.0|Steve-Urkel-artig|Steve-Urkel-artig
4099.0|Nerdgehabe|das Nerdgehabe
4101.0|kenn|kennen
4107.0|Jaja|jaja
4108.0|Falsches|falsch
4113.0|Reimkette|die Reimkette
4114.0|Habeda-habeda-habeda-habeda-habeda-habeda-habeda-habeda-ah|Habeda-habeda-habeda-habeda-habeda-habeda-habeda-habeda-ah
4116.0|Habeda-habeda-habeda-habeda-hi|Habeda-habeda-habeda-habeda-hi
4117.0|Krankheitsstadium|das Krankheitsstadium
4118.0|Würd|die Würde
4121.0|Tauschen|tauschen
4122.0|Sergio-Leone-Film|der Sergio-Leone-Film
4123.0|Social|Social
4124.0|Skills|die Skills
4125.0|krasse|krass
4127.0|VICE-Artikel|der VICE-Artikel
4129.0|Reisetrip|der Reisetrip
4133.0|Eilandklippe|die Eilandklippe
4135.0|Haiangriffe|die Haiangriffe
4136.0|entwissen|entwissen
4139.0|resultiern|resultieren
4146.0|Lagerhall|die Lagerhalle
4148.0|Nachdenkfalte|die Nachdenkfalte
4150.0|Haarespalte|die Haarespalte
4152.0|bye|Tschüss
4157.0|angeguckt|angucken
4159.0|fleuchts|flüchten
4161.0|Wollte|wollen
4164.0|Machs|machen
4166.0|lasst|lassen
4167.0|balleren|ballern
4171.0|akzeptiern|akzeptieren
4173.0|dressiern|dressieren
4182.0|Wünschen|wünschen
4184.0|2015|zweitausendfünfzehn
4189.0|Bowlingkugel|die Bowlingkugel
4196.0|koffeingetränkt|koffeingetränkt
4197.0|Kaltes|kalt
4207.0|Bewege|bewegen
4217.0|schläfen|die Schläfen
4218.0|Woke|woke
4219.0|Gerechtigkeitskrieger-Twitterbubble|die Gerechtigkeitskrieger-Twitterbubble
4221.0|Anarchie-Emblem|das Anarchie-Emblem
4222.0|gespielt|spielen
4226.0|Servicelächeln|das Servicelächeln
4229.0|Soundeffekt|der Soundeffekt
4230.0|humpel|humpeln
4233.0|Hochverehrtes|hochverehrt
4238.0|verschuf|verschaffen
4245.0|Niveaugefälle|das Niveaugefälle
4246.0|wählеn|wählen
4247.0|mеine|mein
4249.0|Victoria-Gymnasium|das Victoria-Gymnasium
4251.0|Schmücken|schmücken
4256.0|übertrieben|übertreiben
4257.0|Geschädigten|die Geschädigten
4267.0|ame|amen
4272.0|ingesamt|insgesamt
4276.0|Präventiv|präventiv
4279.0|Drohten|drohen
4280.0|Repressalienapparat|der Repressalienapparat
4288.0|Stell|stellen
4289.0|könntet|können
4291.0|jugendliche|jugendlich
4293.0|Rap-Musik|die Rap-Musik
4296.0|Besprechen|besprechen
4297.0|eurer|euer
4301.0|Bedürnis|das Bedürfnis
4304.0|andrer|andrer
4305.0|fauche|fauchen
4306.0|gehörtest|gehören
4307.0|Schlaue|die Schlaue
4309.0|fingst|fangen
4310.0|wurdest|werden
4312.0|begannst|beginnen
4314.0|gebender|geben
4316.0|rauszugehen|rausgehen
4320.0|mochen|machen
4321.0|kriegst|kriegen
4323.0|glaubst|glauben
4327.0|Binden|binden
4328.0|giben|geben
4331.0|faulend|faulen
4334.0|triffen|treffen
4336.0|Heidi|Heidi
4337.0|Klum|Klum
4339.0|wiren|wiren
4343.0|Sowas|Sowas
4344.0|fliehn|fliehen
4346.0|hälten|halten
4348.0|Selber|selber
4355.0|atmend|atmen
4358.0|hab|haben
4359.0|rumgehen|rumgehen
4365.0|geliked|liken
4368.0|Madelaine|Madelaine
4369.0|Saint-Denis|Saint-Denis
4382.0|zahln|zahlen
4394.0|zuhaus|zuhaus
4397.0|irgendner|irgendner
4399.0|dat|das
4403.0|ch|ch
4406.0|suchsen|suchen
4410.0|ungeschminken|ungeschminkt
4411.0|klingelst|klingeln
4414.0|werd|werden
4415.0|85|fünfundachtzig
4416.0|werf|werfen
4418.0|scheisse|scheiße
4419.0|Ohrenrauschen|das Ohrenrauschen
4421.0|Erhythrozyt|der Erythrozyt
4424.0|Kotze-Tüte|die Kotze-Tüte
4425.0|Eins-Komma-Neun-Tausend|eintausendneunhundert
4426.0|Neutrophil|das Neutrophil
4428.0|bitch|bitch
4429.0|stelln|stellen
4432.0|sinds|sinds
4441.0|Jobauswahl|die Jobauswahl
4442.0|Malochen|malochen
4446.0|Antifa-Tarifvertrag|der Antifa-Tarifvertrag
4448.0|verprass|verprassen
4449.0|Demogeld|das Demogeld
4450.0|einiger|einiger
4452.0|steigend|steigen
4453.0|rechter|recht
4454.0|Gab|geben
4469.0|vermummt|vermummen
4471.0|G20|G20
4475.0|erlaubst|erlauben
4478.0|schlafend|schlafen
4480.0|merk|merken
4484.0|blinzelnd|blinzeln
4492.0|langweile|langweilen
4498.0|innere|inner
4500.0|dream|der Traum
4501.0|longwhile|lange Weile
4505.0|erzähl|erzählen
4507.0|langweiln|langweilen
4513.0|nennst|nennen
4515.0|sprecht|sprechen
4518.0|Moin|Moin
4522.0|Schalt|schalten
4527.0|allerbester|allerbester
4543.0|Absolute|das Absolute
4544.0|Wahnsinnsshow|die Wahnsinnsshow
4551.0|UNICEF|UNICEF
4553.0|zerhäcksel|zerhäckseln
4554.0|Mulinex|Mulinex
4555.0|Seh|sehen
4566.0|Passiert|passieren
4570.0|verletzter|verletzen
4573.0|sehs|sehen
4575.0|Flehen|das Flehen
4581.0|Seltsame|seltsam
4582.0|krieg|kriegen
4583.0|Mitten|die Mitten
4585.0|Schleich|schleichen
4586.0|hörn|hören
4598.0|Ausländerschwein|das Ausländerschwein
4603.0|Wegschauen|wegschauen
4605.0|unsrem|unsrem
4612.0|weggeschossen|wegschießen
4614.0|Nazi-Lachen|das Nazi-Lachen
4616.0|Bürgerschweigen|das Bürgerschweigen
4619.0|geschwiegen|schweigen
4621.0|Geschicht|die Geschichte
4624.0|schmeiß|schmeißen
4625.0|Tschuldigung|die Entschuldigung
4629.0|sags|sagen
4635.0|Trojanische|trojanisch
4637.0|Biometrische|biometrisch
4643.0|hass|hassen
4644.0|geshared|sharen
4645.0|fass|fassen
4646.0|halb-voll|halbvoll
4652.0|Para-dies|das Paradies
4653.0|Para-das|das Para-das
4654.0|Para-Militär|das Para-Militär
4656.0|brauchtest|brauchen
4657.0|verkauftest|verkaufen
4658.0|Red|Rot
4660.0|gäbs|geben
4661.0|Happy|happy
4663.0|Fakenew|Fakenew
4666.0|Wessen|wessen
4669.0|häh|häh
4670.0|Filterbubble|die Filterbubble
4671.0|abwehrn|abwehren
4675.0|unkapierbar|unkapierbar
4677.0|untherapierbar|untherapierbar
4678.0|einhundertmal|einhundertmal
4679.0|Geb|geben
4680.0|Kreislabor|das Kreislabor
4681.0|Ladies|die Damen
4682.0|Gentlemen|die Herren
4683.0|Huh|Huh
4686.0|Hu|Hu
4687.0|Huhh|Huhh
4689.0|gefangener|der Gefangener
4690.0|verwandte|der Verwandte
4693.0|entdeckend|entdeckend
4697.0|weckend|weckend
4700.0|Innen|die Innen
4712.0|ABCDEFGHIJKLMNOPQRSTUVWXYZ|ABCDEFGHIJKLMNOPQRSTUVWXYZ
4715.0|Hä|Hä
4719.0|moonwalken|moonwalken
4723.0|Spielst|spielen
4724.0|gewinnn|gewinnen
4727.0|falschrum|falschrum
4728.0|Kommt|kommen
4729.0|beschreib|beschreiben
4733.0|Peng|Peng
4736.0|Darth|Darth
4737.0|Vader|Vader
4743.0|Colibakterium|das Colibakterium
4745.0|Sodass|sodass
4748.0|Höchste|das Höchste
4760.0|Nimmt|nehmen
4762.0|schenkn|schenken
4770.0|schwommen|schwimmen
4773.0|erklommen|erklimmen
4776.0|Teilche|das Teilchen
4787.0|Pflanzn|die Pflanze
4789.0|singend|singen
4790.0|tanzend|tanzen
4791.0|erlischen|erlischen
4794.0|liegend|liegen
4798.0|dunkl|dunkel
4802.0|erschufen|erschaffen
4803.0|Cyclisches|das Cyclische
4809.0|wuchsen|wachsen
4811.0|endend|enden
4817.0|umschlingend|umschlingen
4820.0|141592|einhundertvierzehntausendfünfhundertzweiundneunzig
4821.0|653|sechshundertdreiundfünfzig
4822.0|589|fünfhundertneunundachtzig
4823.0|793|siebenhundertdreiundneunzig
4824.0|238462|zweihundertachtunddreißigtausendvierhundertzweiundsechzig
4825.0|64|vierundsechzig
4826.0|8|acht
4830.0|lebend|leben
4837.0|Jene|jene
4838.0|ebenen|die Ebene
4839.0|zurückführn|zurückführen
4842.0|7950288419|sieben Milliarden neunhundertfünfzig Millionen zweihundertachtundachtzigtausendvierhundertneunzehn
4843.0|71693993751|einundsiebzig Milliarden sechshundertneunundneunzig Millionen neunhundertdreiundneunzigtausendsiebenhunderteinundfünfzig
4844.0|05820974944|fünf Milliarden achthundertzwanzig Millionen neunhundertvierundsiebzigtausendneunhundertvierundvierzig
4845.0|5923078164|fünf Milliarden neunhundertdreiundzwanzig Millionen achtundsiebzigtausendeinhundertvierundsechzig
4849.0|Innerlich|innerlich
4869.0|Nachts|nachts
4877.0|gesessen|sitzen
4882.0|Männerbestand|der Männerbestand
4883.0|Hirnrückwand|die Hirnrückwand
4885.0|Nur|nur
4887.0|Könnte|können
4890.0|müsstest|müssen
4892.0|Gehörschaden|der Gehörschaden
4895.0|oh-oh|oh-oh
4896.0|Bässe|die Bässe
4901.0|bisch|sein
4904.0|darfst|dürfen
4905.0|Vodka-Mate|die Vodka-Mate
4909.0|rumliegen|rumliegen
4914.0|Tiefbraune|tiefbraun
4917.0|laute|laut
4919.0|tauben|die Taube
4928.0|Küs|küssen
4929.0|siehen|sehen
4944.0|Plastikschild|das Plastikschild
4946.0|Martialisches|martialisch
4952.0|edl|edel
4957.0|ward|sein
4959.0|wurd|werden
4965.0|Hörner|die Hörner
4967.0|wies|weisen
4968.0|Pappmasché|das Pappmasché
4986.0|Eh|eh
4987.0|Weißt|wissen
4990.0|Nehmen|nehmen
4993.0|mh|mh
4996.0|Grüße|die Grüße
4997.0|beigefügt|beifügen
5001.0|Spiderman-Dress|das Spiderman-Dress
5004.0|Dat|Dat
5005.0|Fisten|fisten
5006.0|schüttlen|schütteln
5009.0|Bind|binden
5010.0|schonmal|schonmal
5013.0|War|sein
5015.0|ooh|ooh
5018.0|Verlieb|verlieben
5020.0|verzieh|verzeihen
5021.0|Sofort|sofort
5022.0|pack|packen
5023.0|mussn|müssen
5025.0|drehn|drehen
5028.0|Shneezin|Shneezin
5030.0|Kartentrick|der Kartentrick
5031.0|schwör|schwören
5033.0|rissen|reißen
5034.0|Kriegn|kriegen
5036.0|Armstrong|Armstrong
5037.0|Reiß|reißen
5042.0|ihrn|ihrn
5043.0|FOMO|FOMO
5045.0|24|vierundzwanzig
5046.0|allеin|allein
5047.0|Billiе|Billiе
5051.0|Aufgebrachte|aufgebracht
5063.0|Oasis|Oasis
5065.0|Mockridge|Mockridge
5069.0|Selenskyj|Selenskyj
5070.0|Putin|Putin
5074.0|wähln|wählen
5075.0|Höcke|Höcke
5077.0|spe|sprechen
5078.0|Irgendeinn|irgendein
5079.0|Breakdown|der Breakdown
5080.0|Schockmeldung|die Schockmeldung
5084.0|ziehn|ziehen
5086.0|bräuchte|brauchen
5087.0|Spiderman|Spiderman
5089.0|Tagteam|das Tagteam
5090.0|Different|different
5091.0|shit|shit
5092.0|same|same
5093.0|Great|Großartig
5095.0|great|großartig
5097.0|gesehn|sehen
5099.0|könnsen|können
5100.0|weiterempfehln|weiterempfehlen
5101.0|Angels|die Engel
5102.0|deserve|deserve
5104.0|schrein|schreien
5105.0|Service-Line|die Service-Line
5107.0|nenn|nennen
5110.0|Catfish|der Catfish
5112.0|Bizep|der Bizeps
5116.0|hilf|helfen
5120.0|Bodycount|der Bodycount
5123.0|Uh|uh
5126.0|reiß|reißen
5127.0|Genieß|genießen
5128.0|leb|leben
5129.0|Justus-|Justus-
5132.0|Patek|Patek
5133.0|Philippe|Philippe
5135.0|dies-der|dies-der
5140.0|Milli|Milli
5142.0|Leb|leben
5146.0|Hallelujah|Hallelujah
5148.0|Nochmal|nochmal
5149.0|habens|haben
5152.0|steh|stehen
5154.0|wirkn|wirken
5162.0|erklärn|erklären
5164.0|klüger|klug
5166.0|findster|findster
5167.0|Einn|ein
5170.0|Mom|die Mom
5174.0|gabs|geben
5182.0|Rastet|rasten
5186.0|hinmussn|hinmüssen
5191.0|Inklusive|inklusive
5193.0|Hat|haben
5194.0|Wärs|Wärs
5195.0|Intime|intim
5197.0|Erzähl|erzählen
5198.0|verlieb|verlieben
5199.0|küss|küssen
5201.0|küsse|küssen
5203.0|Unanständiges|das Unanständige
5204.0|schließ|schließen
5206.0|zeign|zeigen
5207.0|wein|weinen
5209.0|penn|pennen
5210.0|tu|tun
5212.0|Machts|die Macht
5216.0|gammelen|gammeln
5224.0|totgeschlagen|totgeschlagen
5230.0|Schaschliksauce|die Schaschliksauce
5231.0|Bärt|der Bart
5232.0|Oww|Oww
5234.0|bog|biegen
5235.0|Schillerallee|die Schillerallee
5237.0|Panzerfäuste|die Panzerfaust
5238.0|höchstgefährlich|höchstgefährlich
5240.0|Flachmänner|der Flachmann
5241.0|Tittenheftchen|das Tittenheftchen
5242.0|Arschritze|die Arschritze
5245.0|Mündern|der Mund
5246.0|Wahres|das Wahre
5249.0|Begreife|begreifen
5250.0|Begreifen|das Begreifen
5251.0|High-Class|die High-Class
5252.0|Middle-Class|die Middle-Class
5253.0|Überschlagene|überschlagen
5255.0|wiedermal|wiedermal
5257.0|Mägge|Mägge
5258.0|Ego-Trip|der Ego-Trip
5259.0|Vincent|Vincent
5260.0|van|van
5261.0|Gogh|Gogh
5262.0|versteh|verstehen
5264.0|michelangelogen|michelangelogen
5268.0|Schwip|der Schwip
5269.0|interpretier|interpretieren
5270.0|entfähren|entführen
5275.0|Dalí|Dalí
5276.0|daVinci|daVinci
5282.0|A4|A4
5283.0|Deeper|tiefer
5284.0|deeper|tiefer
5285.0|Cheers|Prost
5286.0|Schattentag|der Schattentag
5289.0|không|không
5290.0|ai|ai
5291.0|hiêu|hiêu
5292.0|tôi|tôi
5294.0|Memoirum|das Memoirum
5298.0|Halt-Verbot|das Halt-Verbot
5300.0|P-Psychologie|die P-Psychologie
5306.0|heh|heh
5310.0|Mitleidsdrang|der Mitleidsdrang
5311.0|Ritzen|die Ritze
5312.0|Paragraphe|der Paragraph
5314.0|Lyrisch|lyrisch
5316.0|woah|woah
5317.0|Songzeile|die Songzeile
5319.0|Wow|Wow
5321.0|Buchgeschmack|der Buchgeschmack
5322.0|Kafka-Kapuzenjacke|die Kafka-Kapuzenjacke
5324.0|Kafka-Tattoo|das Kafka-Tattoo
5327.0|Kafka-Figur|die Kafka-Figur
5329.0|New-Age-Kacke|die New-Age-Kacke
5331.0|Boah|Boah
5336.0|eh-eh|eh-eh
5337.0|Kummerkaste|die Kummerkaste
5338.0|diverser|divers
5342.0|Saufexzessen|der Saufexzess
5343.0|verklag|verklagen
5347.0|Vorbeieilenden|die Vorbeieilenden
5348.0|Verborgenen|das Verborgene
5352.0|Naidoo|Naidoo
5353.0|Anderen|die Anderen
5358.0|Hättest|haben
5360.0|riech|riechen
5369.0|Heulkrampf|der Heulkrampf
5370.0|zetersn|zetern
5371.0|Merkt|merken
5373.0|Mon|Mon
5374.0|Chéri|Chéri
5375.0|iih|iih
5376.0|wunderen|wundern
5378.0|Superfähigkeit|die Superfähigkeit
5379.0|Gute-Nacht-zu-Mama-sagen-Mini-Nüchternheit|die Gute-Nacht-zu-Mama-sagen-Mini-Nüchternheit
5383.0|Gute|die Gute
5389.0|Linksrock|der Linksrock
5390.0|Rechtsrock|der Rechtsrock
5391.0|Mittelrock|der Mittelrock
5392.0|meinungsfrei|meinungsfrei
5396.0|Alkivater|der Alkivater
5399.0|Fleischragout|das Fleischragout
5400.0|Streifengnu|das Streifengnu
5402.0|forder|fordern
5404.0|Bundeslig|die Bundesliga
5405.0|Peace|der Frieden
5417.0|Masai|Masai
5419.0|Scheiß-Diktatur|die Scheiß-Diktatur
5421.0|Konvertiten-Swag|der Konvertiten-Swag
5422.0|Direkt|direkt
5427.0|Wiegen|wiegen
5430.0|Schreib|schreiben
5432.0|demonstrier|demonstrieren
5436.0|beschmier|beschmieren
5437.0|nei-i-ein|nei-i-ein
5438.0|setzn|setzen
5439.0|Sexuellen|die Sexuellen
5442.0|Brülle|brüllen
5443.0|Hulk-Verschnitt|der Hulk-Verschnitt
5445.0|Radikalisiert|radikalisieren
5446.0|Kompromisten-Camp|das Kompromisten-Camp
5447.0|XXM|XXM
5448.0|Gratis|gratis
5449.0|Extremistenspinner|die Extremistenspinner
5452.0|DC|DC
5453.0|Marvel|Marvel
5464.0|verweiger|verweigern
5465.0|sagts|sagen
5469.0|no-o-o-oh|no-o-o-oh
5470.0|klingelts|klingeln
5471.0|verschwieren|verschwören
5476.0|telefonier|telefonieren
5477.0|Bürgermeister-Kandidat|der Bürgermeister-Kandidat
5480.0|Bio-Katzenstreu|die Bio-Katzenstreu
5485.0|Scroll|scrollen
5488.0|Gespenster|das Gespenst
5504.0|Goodbye|Auf Wiedersehen
5505.0|friends|Freunde
5507.0|Ooooooh|Ooooooh
