703|die Vorlesung, -en|ˈfoːɐ̯ˌleːzʊŋ|die|lecture|Viele Studenten besuchen die Vorlesung von Professor Tschirner.|Many students attend Professor Tschirner’s lecture.|||||||||125.919495699073 | 0.72603220083366
704|zählen, zählt, zählte, hat gezählt|ˈt͡sɛːlən|verb|to count|Laura kann auf Spanisch bis 100 zählen.|Laura can count to 100 in Spanish.|||||||||125.870212139113 | 0.957547707506817
705|meist|maɪ̯st|adv|mostly, usually|An einem Sonntag schläft Max meist bis 13 Uhr.|On a Sunday Max usually sleeps until 1 pm.|||||||||125.475943659429 | 0.921992311292827
706|dunkel|ˈdʊŋkl̩|adj|dark|In der Nacht ist es dunkel, am Morgen ist es hell.|It’s dark at night and light in the morning.|||||||||125.426660099468 | 0.893341739185941
707|Österreich|ˈøːstəʁaɪ̯ç|das|Austria|Auch in Österreich spricht man Deutsch.|They also speak German in Austria.|||||||||125.377376539508 | 0.763290404585558
708|das Modell, -e|moˈdɛl|das|model|Ich kaufe mir ein neues Auto, weil mir das neue Modell besser gefällt.|I’m buying a new car because I like the new model better.|||||||||125.328092979547 | 0.880846924034028
709|die Bewegung, -en|bəˈveːɡʊŋ|die|movement, motion|Du brauchst Bewegung, wenn du Gewicht verlieren und gesund leben willst.|You need movement if you want to lose weight and have a healthy life.|||||||||125.229525859626 | 0.91164139122252
710|unten|ˈʊntn̩|adv|down|Willi bringt das Fahrrad nach unten in den Keller.|Willi takes the bike down to the cellar.|||||||||125.130958739705 | 0.929757270889288
711|die Mitte, -n|ˈmɪtə|die|middle|Anita steht zwischen Sven und Torben, genau in der Mitte.|Anita stands between Sven and Torben, right in the middle.|||||||||124.687406700061 | 0.949852191786549
712|hin|hɪn|adv|there|Aus dem Fenster zur Straße hin sieht man das Schloss.|From the window to the street there you can see the castle.|||||||||124.342421780337 | 0.95791475674833
713|aufgrund|aʊ̯fˈɡʁʊnt|prep|on the basis of, because of|Aufgrund der vielen Fehler besteht Kelly die Prüfung nicht.|Because of the many mistakes Kelly does not pass the test.|||||||||124.293138220377 | 0.890896765155889
714|beschäftigen, beschäftigt, beschäftigte, hat beschäftigt|bəˈʃɛftɪɡn̩|verb|to employ, be busy, deal with|Die Firma meines Onkels beschäftigt über 2.000 Menschen.|My uncle’s company employs two 2,000 people.|||||||||124.293138220377 | 0.943474328706759
715|zuvor|t͡suˈfoːɐ̯|adv|previously, before|Elena und Stephan ziehen in ein neues Haus, nachdem sie es zuvor gekauft haben.|Elena and Stephan move into a new house after having bought it previously.|||||||||124.145287540495 | 0.91177527276111
716|miteinander|ˈmɪtʔaɪ̯ˌnandɐ|adv|with each other|Wenn die Kollegen miteinander arbeiten, können sie mehr schaffen.|When colleagues work with each other, they can accomplish more.|||||||||124.096003980535 | 0.941128458920629
717|dennoch|ˈdɛnɔx|adv|nevertheless|Ich lerne viel für die Prüfung, dennoch bestehe ich sie vielleicht nicht.|I’m studying a lot for the exam, nevertheless I might not pass it.|||||||||123.997436860614 | 0.931172043889801
718|werfen, wirft, warf, hat geworfen|ˈvɛʁfn̩|verb|to throw|Thomas wirft Steine an ihr Fenster.|Thomas throws stones at her window.|||||||||123.110332781325 | 0.912541808038391
719|das Angebot, -e|ˈanɡəˌboːt|das|offer, supply|Der Laden hat ein großes Angebot an frischen Produkten.|The shop has a large supply of fresh products.|||||||||122.962482101443 | 0.876375320722998
720|das Projekt, -e|pʁoˈjɛkt|das|project|Das Projekt für die neue Bibliothek geht schnell voran.|The project for the new library is progressing rapidly.|||||||||122.321795821957 | 0.893050784604156
721|verkaufen, verkauft, verkaufte, hat verkauft|fɛɐ̯ˈkaʊ̯fn̩|verb|to sell|Hildegart verkauft auf dem Markt frische Eier.|Hildegart sells fresh eggs at the market.|||||||||122.223228702036 | 0.916920299124063
722|reagieren, reagiert, reagierte, hat reagiert|ʁeaˈɡiːʁən|verb|to react|Mario reagiert wütend, als er von dem Ergebnis des Spiels erfährt.|Mario reacts angrily when he hears about the result of the game.|||||||||122.173945142075 | 0.926433755872119
723|der Autor, -en|ˈaʊ̯toːɐ̯|der|author|Johann Wolfgang von Goethe ist der Autor vieler Gedichte und Erzählungen.|Johann Wolfgang von Goethe is the author of many poems and stories.|||||||||122.026094462194 | 0.864774658239349
724|kriegen, kriegt, kriegte, hat gekriegt|ˈkʁiːɡn̩|verb|to get, receive|Das Restaurant kriegt positive Bewertungen von seinen Gästen.|The restaurant gets positive ratings from its guests.|||||||||121.385408182707 | 0.8451933653985
725|zirka, ca.|ˈt͡sɪʁka|adv|approximately|Die Brücke ist zirka 102 Meter lang.|The bridge is approximately 102 meters long.|||||||||121.385408182707 | 0.813645448364552
726|EU (Europäische Union)|eːˈʔuː|die|EU|Die EU ist ein Bund aus mehreren Staaten.|The EU is a federation of multiple states.|||||||||120.744721903221 | 0.816161104327543
727|die Größe, -n|ˈɡʁøːsə|die|size, height|Steffen hat in Schuhen die Größe 43.|Steffen wears size 43 shoes.|||||||||120.596871223339 | 0.848109557679261
728|hart|haʁt|adj|hard|Er wirft mir einen harten Stein an den Kopf.|He’s throwing a hard rock at my head.|||||||||120.596871223339 | 0.941626813933868
729|offenbar|ˈɔfn̩baːɐ̯|adj|apparent|Ich warte seit einer Stunde auf Thomas, offenbar kommt er nicht mehr.|I’ve been waiting for Thomas for an hour, apparently he’s not coming.|||||||||120.449020543458 | 0.912570216958616
730|der Bruder, -̈|ˈbʁuːdɐ|der|brother|Friedrich hat einen großen Bruder namens Marco.|Friedrich has a big brother named Marco.|||||||||120.301169863576 | 0.859719056551187
731|beteiligen, beteiligt, beteiligte, hat beteiligt|bəˈtaɪ̯lɪɡn̩|verb|to participate, contribute|Ich beteilige mich mit fünf Euro an dem Geschenk.|I will contribute five euros to the gift.|||||||||119.759050704011 | 0.924485711623233
732|die Phase, -n|ˈfaːzə|die|phase|Während einer Entwicklung gibt es unterschiedliche Phasen.|During a development there are different phases.|||||||||119.315498664366 | 0.824108660659571
733|angeben, gibt an, gab an, hat angegeben|ˈanˌɡeːbn̩|verb|to claim, declare, show off|Er gibt an, regelmäßig Sport zu machen.|He claims to do sport regularly.|||||||||119.216931544445 | 0.849462226124853
734|die Reise, -n|ˈʁaɪ̯zə|die|journey, trip|Im März unternehmen Ann-Katrin und Dominik eine Reise nach Thailand.|In March Ann-Katrin and Dominik will make a journey to Thailand.|||||||||118.921230184682 | 0.886965915283439
735|erfolgreich|ɛɐ̯ˈfɔlkʁaɪ̯ç|adj|successful|Er ist ein erfolgreicher Autor, viele Menschen lesen seine Bücher.|He is a successful author; many people read his books.|||||||||118.379111025117 | 0.922074244074539
736|der Zustand, -̈e|ˈt͡suːˌʃtant|der|condition, state|Der Patient ist in einem schlechten Zustand.|The patient’s in bad condition.|||||||||118.329827465156 | 0.861612216263023
737|wahr|vaːɐ̯|adj|true|Die Aussage ist wahr, wenn man sie beweisen kann.|The statement is true if you can prove it.|||||||||118.231260345235 | 0.93385521274591
738|die Reihe, -n|ˈʁaɪ̯ə|die|row, line|Lisa sitzt in der Vorlesung immer in der ersten Reihe.|Lisa always sits in the front row in the lecture.|||||||||117.787708305591 | 0.9396634519896
739|die Natur, -en|naˈtuːɐ̯|die|nature|Das Dorf in den Bergen ist von viel Natur umgeben.|The village in the mountains is surrounded by nature.|||||||||117.442723385867 | 0.895245561325682
740|rechnen, rechnet, rechnete, hat gerechnet|ˈʁɛçnən|verb|to calculate, compute|In der Schule rechnen wir in Mathematik viele Aufgaben.|In school we compute many math problems.|||||||||117.344156265946 | 0.927183478635807
741|bloß|bloːs|adj|bare, mere|Ihre bloße Anwesenheit macht mich nervös.|Her mere presence makes me nervous.|adv|only, simply, just|Ich denke bloß an meine Prüfungen.|I’m just thinking about my exams.|||||117.245589146025 | 0.890224869686613
742|notwendig|ˈnoːtvɛndɪç|adj|necessary|Geld ist notwendig für ein angenehmes Leben.|Money is necessary for a comfortable life.|||||||||117.196305586065 | 0.918394310488911
743|entdecken, entdeckt, entdeckte, hat entdeckt|ɛntˈdɛkn̩|verb|to discover|Dominik beobachtet Tiere und entdeckt dabei eine neue Art.|Dominik observes animals and discovers a new species.|||||||||117.097738466144 | 0.918648835039026
744|dauern, dauert, dauerte, hat gedauert|ˈdaʊ̯ɐn|verb|to last, take (time)|Der Film dauert 120 Minuten.|The film lasts 120 minutes.|||||||||116.802037106381 | 0.944472391076028
745|wirtschaftlich|ˈvɪʁtʃaftlɪç|adj|economic, financial|Aus wirtschaftlichen Gründen ist es besser, Strom durch Wind zu erzeugen.|For economic reasons it is better to generate electricity from wind.|||||||||116.604902866539 | 0.878763396545315
746|privat|pʁiˈvaːt|adj|private|Das ist eine private Angelegenheit.|This is a private matter.|||||||||116.555619306578 | 0.896657994146337
747|modern|moˈdɛʁn|adj|modern|Die Touristen gehen gerne in das Museum für moderne Kunst.|The tourists like to go to the Museum of Modern Art.|||||||||116.457052186657 | 0.913599452998804
748|das Haar, -e|haːɐ̯|das|hair|Ich wasche meine Haare täglich.|I wash my hair every day.|||||||||116.259917946815 | 0.867757311721479
749|deswegen|ˈdɛsˌveːɡn̩|adv|therefore, that’s why|Janosch ist krank und bleibt deswegen heute zu Hause im Bett.|Janosch is ill and therefore stays at home in bed today.|||||||||115.914933027092 | 0.899183110156404
750|spüren, spürt, spürte, hat gespürt|ˈʃpyːʁən|verb|to sense, notice, feel|Ich spüre die kalte Luft auf meiner Haut.|I can feel the cold air on my skin.|||||||||115.816365907171 | 0.894830426140601
751|unabhängig|ˈʊnʔapˌhɛŋɪç|adj|independent|Serbien ist seit 2008 ein unabhängiger Staat.|Serbia has been an independent state since 2008.|||||||||115.668515227289 | 0.880396962352584
752|morgen|ˈmɔʁɡn̩|adv|tomorrow|Heute bleibe ich im Bett und morgen gehe ich arbeiten.|Today I’ll stay in bed and tomorrow I’ll go to work.|||||||||115.4644515337299 | 0.851602017273825
753|der Rahmen, -|ˈʁaːmən|der|frame, framework|Meine Mutter kauft einen schönen Rahmen für das Foto.|My mother buys a nice frame for the photo.|||||||||115.224963187645 | 0.898846188942612
754|übrigens|ˈyːbʁɪɡn̩s|adv|by the way|Übrigens bleibt Florian doch in Deutschland.|By the way, Florian is actually staying in Germany.|||||||||115.224963187645 | 0.892312826646813
755|die Einheit, -en|ˈaɪ̯nhaɪ̯t|die|unity, unit, entity|Seit dem 3. Oktorber 1990 ist Deutschland wieder eine Einheit.|Since October 3, 1990, Germany has become a single entity again.|||||||||115.175679627684 | 0.824140446147416
756|überall|yːbɐˈʔal|adv|everywhere|In der Stadt sieht man zu dieser Zeit überall Touristen.|In the city you see tourists everywhere at this time.|||||||||115.126396067724 | 0.93290307263443
757|feststellen, stellt fest, stellte fest, hat festgestellt|ˈfɛstˌʃtɛlən|verb|to establish, detect, determine|Die Ärzte stellen fest, dass die Krankheit organische Ursachen hat.|The doctors determine that the disease has organic causes.|||||||||115.027828947803 | 0.938049137843143
758|der Stoff, -e|ʃtɔf|der|material, substance, fabric|Die Hose besteht aus einem weichen Stoff.|The trousers are made of soft fabric.|||||||||114.337859108356 | 0.832272648796276
759|die Rede, -n|ˈʁeːdə|die|speech, talk|Der Präsident hält eine Rede zur aktuellen Lage der Wirtschaft.|The president gives a speech on the current economic situation.|||||||||114.239291988435 | 0.874561272801056
760|unterstützen, unterstützt, unterstützte, hat unterstützt|ˌʊntɐˈʃtʏt͡sn̩|verb|to support|Viele Eltern unterstützen ihre Kinder während des Studiums finanziell.|Many parents support their children financially during their studies.|||||||||114.042157748593 | 0.898529199318034
761|chemisch|ˈçeːmɪʃ|adj|chemical|Hinter der Entwicklung von Fotos steckt ein chemischer Prozess.|The development of photos is a chemical process.|||||||||113.992874188632 | 0.731544913517607
762|schlimm|ʃlɪm|adj|bad, serious|Es ist schlimm für die Familie, dass der Vater tot ist.|It’s bad for the family that the father is dead.|adj|worse|Nach der Operation sind die Schmerzen schlimmer als davor.|After the surgery, the pain is worse than before.|||||113.253620789225 | 0.917450383530885
763|die Schweiz, -en|ʃvaɪ̯t͡s|die|Switzerland|In der Schweiz spricht man insgesamt vier offizielle Sprachen.|Switzerland has a total of four official languages.|||||||||113.056486549383 | 0.789555455953125
764|irgendwann|ˈɪʁɡəntˈvan|adv|sometime, some day|Max träumt davon, irgendwann ein Restaurant zu eröffnen.|Max dreams of opening a restaurant some day.|||||||||112.612934509738 | 0.908456584715639
765|das Geschäft, -e|ɡəˈʃɛft|das|business, shop|In der Stadt öffnet ein Geschäft für Schuhe.|In the city a shoe shop is opening.|||||||||112.218666030054 | 0.910314475912922
766|weder|ˈveːdɐ|conj|neither . . . nor|Frederik hat weder die Zeit noch das Geld für einen Urlaub.|Frederik has neither the time nor the money for a vacation.|||||||||111.972248230252 | 0.950329525976501
767|der Anteil, -e|ˈanˌtaɪ̯l|der|share, portion|Der Chef gibt die Anteile seiner Firma an seinen Sohn.|The boss gives the shares of his company to his son.|||||||||111.77511399041 | 0.892994215415512
768|die Angabe, -n|ˈanˌɡaːbə|die|information, statement|In dieses Feld musst du deine persönlichen Angaben eintragen.|In this field you have to enter your personal information.|||||||||111.331561950766 | 0.870755124138448
769|das Team, -s|tiːm|das|team|Das Team trainiert täglich für das Spiel am Samstag.|The team trains daily for the match on Saturday.|||||||||111.331561950766 | 0.813685812025831
770|außer|ˈaʊ̯sɐ|prep|except, apart from|Außer an den Wochenenden ist Helen immer im Büro.|Helen’s always in the office except on weekends.|||||||||111.085144150963 | 0.949312359746506
771|der Sommer, -|ˈzɔmɐ|der|summer|Im Sommer ist es warm, weil oft die Sonne scheint.|In summer it is warm, because the sun often shines.|||||||||110.937293471082 | 0.910737675695734
772|das Hotel, -s|hoˈtɛl|das|hotel|Das Hotel Adlon ist ein bekanntes Hotel in Berlin.|Hotel Adlon is a well-known hotel in Berlin.|||||||||110.690875671279 | 0.839986582782559
773|laut|laʊ̯t|adj|loud|Meiner Meinung nach ist die Musik zu laut.|In my opinion, the music is too loud.|||||||||110.690875671279 | 0.896505680092729
774|eins|aɪ̯ns|num|one|Die Schule endet um eins.|School ends at one.|||||||||110.641592111319 | 0.934879055848537
775|der Alter|ˈaltɐ|das|age|Obwohl sie schon 80 Jahre alt ist, sieht man ihr ihr Alter nicht an.|Although she’s already 80 years old, she doesn’t look her age.|||||||||110.592308551358 | 0.934802632717369
776|die Sicherheit, -en|ˈzɪçɐhaɪ̯t|die|security, safety|Moderne Flugzeuge bieten einen hohen Standard an Sicherheit.|Modern airplanes provide a high standard of safety.|||||||||110.592308551358 | 0.931789863039062
777|SPD (Sozialdemokratische Partei Deutschlands)|ɛspeːˈdeː|die|SPD|Die SPD will ein neues Gesetz einführen.|The SPD wants to introduce a new law.|||||||||110.592308551358 | 0.690866638831527
778|niedrig|ˈniːdʁɪç|adj|low, base|Du kannst dir leicht den Kopf stoßen, weil die Decke hier sehr niedrig ist.|You can bump your head easily because the ceiling here is very low.|||||||||110.493741431437 | 0.895401517651149
779|ständig|ˈʃtɛndɪç|adj|constant|Der Fernseher ist ständig an, weil ich mich sonst alleine fühle.|The television is on constantly, because otherwise I feel alone.|||||||||110.395174311516 | 0.940948643945199
780|der Einsatz, -̈e|ˈaɪ̯nˌzat͡s|der|insert, use, application, assignment|Die Polizei ist seit drei Stunden im Einsatz.|The police have been on assignment for three hours.|||||||||110.000905831832 | 0.915157180457427
781|liefern, liefert, lieferte, hat geliefert|ˈliːfɐn|verb|to deliver, supply|Die Post liefert mir einen Brief.|The post office is delivering a letter to me.|||||||||110.000905831832 | 0.908448143337991
782|betonen, betont, betonte, hat betont|bəˈtoːnən|verb|to stress|Bei dem Wort “Sommer” solltest du die erste Silbe betonen.|In the word “Sommer” you should emphasize the first syllable.|||||||||109.655920912109 | 0.839852615897104
783|die Erde, -n|ˈeːɐ̯də|die|earth, ground, soil|Die Erde wird auch blauer Planet genannt.|Earth is also called the blue planet.|||||||||109.606637352148 | 0.903026987623294
784|die Studie, -n|ˈʃtuːdi̯ə|die|study|Laut einer Studie ist der Virus sehr gefährlich.|According to a study, this virus is very dangerous.|||||||||109.458786672267 | 0.853124809213425
785|vorne, vorn|ˈfɔʁnə|adv|at/to the front|Nach dem Unfall ist vorne am Auto ein Schaden.|There’s some damage to the front of the car after the accident.|||||||||109.360219552346 | 0.899931345399271
786|rechte (r, s)|ˈʁɛçtə|adj|right|In Deutschland muss man auf der rechten Seite der Straße fahren.|In Germany you have to drive on the right side of the road.|||||||||109.261652432425 | 0.920538095856473
787|die Meinung, -en|ˈmaɪ̯nʊŋ|die|opinion|Ich würde gern deine Meinung dazu hören.|I’d like to hear your opinion on this.|||||||||109.212368872464 | 0.928925511769115
788|drehen, dreht, drehte, hat gedreht|ˈdʁeːən|verb|to turn|Sie dreht ihr Gesicht zur Sonne.|She’s turning her face to the sun.|||||||||109.113801752543 | 0.896901016781163
789|der Künstler, -|ˈkʏnstlɐ|der|artist|Die Künstlerin zeigt ihre Bilder in der neuen Ausstellung.|The artist shows her paintings in the new exhibition.|||||||||108.965951072662 | 0.819437300673665
790|aktiv|akˈtiːf|adj|active|Alte Menschen sollten aktiv bleiben.|Old people should stay active.|||||||||108.719533272859 | 0.882377736829301
791|der Versuch, -e|fɛɐ̯ˈzuːx|der|attempt, experiment|Louis besteht die Prüfung im letzten Versuch.|Louis passes the exam on his last attempt.|||||||||108.620966152938 | 0.880207180715861
792|somit|zoˈmɪt|adv|consequently, therefore|Ihre Kollegen sprechen kein Englisch und somit muss sie ihr Deutsch verbessern.|Her colleagues don’t speak English and consequently she has to improve her German.|||||||||108.374548353136 | 0.887637385572455
793|bezahlen, bezahlt, bezahlte, hat bezahlt|bəˈt͡saːlən|verb|to pay|Wie viel hast du bezahlt?|How much did you pay?|||||||||108.226697673254 | 0.928625228196621
794|die Eigenschaft, -en|ˈaɪ̯ɡn̩ʃaft|die|quality|Matthias hat viele gute Eigenschaften.|Matthias has many good qualities.|||||||||108.226697673254 | 0.83397780280806
795|längst|lɛŋst|adv|long since, a long time ago|Thomas hat sein Studium schon längst beendet und arbeitet seit mehreren Jahren.|Thomas has long since finished his studies and has been working for a number of years.|||||||||108.177414113294 | 0.926118713046888
796|die Methode, -n|meˈtoːdə|die|method|Wir nutzen unterschiedliche Methoden zum Lernen von Sprachen.|We use different methods for language learning.|||||||||108.128130553333 | 0.840496821906038
797|die Ordnung, -en|ˈɔʁdnʊŋ|die|order, tidiness|Anneliese kümmert sich um Ordnung in ihrer Wohnung.|Anneliese takes care of the tidiness of her apartment.|||||||||108.078846993373 | 0.921250514073982
798|Russland|ˈʁʊslant|das|Russia|Moskau ist die Hauptstadt von Russland.|Moscow is the capital of Russia.|||||||||107.78314563361 | 0.842783466184993
799|die Wahl, -en|vaːl|die|choice, election|Viele Frauen müssen eine Wahl zwischen Beruf und Familie treffen.|Many women have to make a choice between work and family.|||||||||107.487444273847 | 0.905227164271812
800|daraus|daˈʁaʊ̯s|pron|from it|Dennoch kannst du daraus etwas lernen.|Nevertheless, you can learn something from this.|||||||||107.388877153926 | 0.950597709087501
801|erfüllen, erfüllt, erfüllte, hat erfüllt|ɛɐ̯ˈfʏlən|verb|to grant, fulfill|Thomas erfüllt alle ihre Erwartungen.|Thomas fulfills all their expectations.|||||||||107.290310034005 | 0.943794808717804
802|die Mama, -s|ˈmama|die|mommy|Du musst erst deine Mama fragen.|You have to ask your mom first.|||||||||107.290310034005 | 0.761915074289845
803|die Region, -en|ʁeˈɡi̯oːn|die|region|Die Region ist berühmt für ihren Wein.|The region is famous for its wine.|||||||||107.191742914084 | 0.905461098901977
804|der Sonntag, -e|ˈzɔnˌtaːk|der|Sunday|Sonntag ist mein einziger freier Tag in der Woche.|Sunday is my only day off during the week.|||||||||106.994608674242 | 0.857491278068999
805|das Internet|ˈɪntɐnɛt|das|internet|Sie verbringt viele Stunden am Computer und sucht nach Wohnungen im Internet.|She spends many hours at the computer and searches for apartments on the internet.|||||||||106.84675799436 | 0.884955638159545
806|die Nummer, -n|ˈnʊmɐ|die|number|Ich kann ihn nicht anrufen, weil ich seine Nummer nicht habe.|I can’t call him because I don’t have his number.|||||||||106.7974744344 | 0.925197814235868
807|lächeln, lächelt, lächelte, hat gelächelt|ˈlɛçl̩n|verb|to smile|Alle Kinder lächeln auf dem Foto, weil sie sich freuen.|All the children smile in the photo because they are happy.|das|smile|Das Lächeln von Ute ist sehr schön.|Ute’s smile is very beautiful.|||||106.748190874439 | 0.838966889796626
808|genauso|ɡəˈnaʊ̯zoː|adv|just as|Mit dem Zug dauert es genauso lange wie mit dem Bus.|It takes just as long by train as by bus.|||||||||106.698907314479 | 0.929958418337194
809|überzeugen, überzeugt, überzeugte, hat überzeugt|yːbɐˈt͡sɔɪ̯ɡŋ̍|verb|to convince|Tina überzeugt ihren Chef von ihrer Idee.|Tina convinces her boss of her idea.|||||||||106.698907314479 | 0.929993796779201
810|interessant|ɪntəʁɛˈsant|adj|interesting|Sie arbeiten an einem interessanten Projekt.|They’re working on an interesting project.|||||||||106.452489514676 | 0.904051498820396
811|menschlich|ˈmɛnʃlɪç|adj|human|Das menschliche Gehirn besteht aus zwei Hälften.|The human brain consists of two halves.|||||||||106.452489514676 | 0.904027146164582
812|das Elektron, -en|ˈeːlɛktʁɔn|das|electron|In Chemie sprechen wir viel über Elektronen.|In chemistry we talk a lot about electrons.|||||||||106.353922394755 | 0.654394669571137
813|Frankreich|ˈfʁaŋkʁaɪ̯ç|das|France|Paris ist die Hauptstadt von Frankreich.|Paris is the capital of France.|||||||||106.304638834795 | 0.908271088777901
814|die Freiheit, -en|ˈfʁaɪ̯haɪ̯t|die|freedom|Sie kämpfen für Freiheit.|They fight for freedom.|||||||||106.058221034992 | 0.843022430332616
815|speziell|ʃpeˈt͡si̯ɛl|adj|special, specific|Die Schule bietet spezielle Kurse für den Umgang mit Computern an.|The school offers special courses for the use of computers.|||||||||105.959653915071 | 0.92035453664491
816|französisch|fʁanˈt͡søːzɪʃ|adj|French|Sie mögen französische Filme.|They like French movies.|das|French|Französisch wird in vielen Ländern Afrikas gesprochen.|French is spoken in many African countries.|||||105.762519675229 | 0.920208186381122
817|negativ|ˈneːɡatiːf|adj|negative|Die Wahl hat negative Auswirkungen auf die Stabilität des Landes.|The election has a negative impact on the stability of the country.|||||||||105.713236115269 | 0.880558427943408
818|zentral|t͡sɛnˈtʁaːl|adj|central|Wir treffen uns an einem zentralen Ort wie dem Bahnhof.|We meet in a central place like the station.|||||||||105.713236115269 | 0.904998917197827
819|die Ebene, -n|ˈeːbənə|die|plane, level|Auf politischer Ebene haben wir unterschiedliche Meinungen.|We have different opinions at the political level.|||||||||105.072549835782 | 0.892721417852217
820|besuchen, besucht, besuchte, hat besucht|bəˈzuːxn̩|verb|to visit|Sie besuchen sich regelmäßig.|They visit each other regularly.|||||||||104.973982715861 | 0.918636566935679
821|gestern|ˈɡɛstɐn|adv|yesterday|Gestern habe ich einen Freund getroffen.|Yesterday I met a friend.|||||||||104.87541559594 | 0.852709775838718
822|der Spieler, -|ˈʃpiːlɐ|der|player|Wir haben viele gute Spielerinnen in unserem Team.|We have many good players on our team.|||||||||104.82613203598 | 0.737782101259273
823|absolut|apz̥oˈluːt|adj|absolute, complete|Ich vertraue dir absolut.|I trust you completely.|||||||||104.678281356098 | 0.911122004318993
824|fliegen, fliegt, flog, ist geflogen|ˈfliːɡn̩|verb|to fly|Der Vogel fliegt auf den Baum.|The bird flies up the tree.|||||||||104.678281356098 | 0.908796673129094
825|der Hund, -e|hʊnt|der|dog|Mein Hund ist mein bester Freund.|My dog is my best friend.|||||||||104.579714236177 | 0.875383402518843
826|antworten, antwortet, antwortete, hat geantwortet|ˈantˌvɔʁtn̩|verb|to answer|Der Schüler antwortet auf die Frage.|The student answers the question.|||||||||104.037595076612 | 0.85578958737208
827|weiterhin|ˈvaɪ̯tɐhɪn|adv|still, furthermore|Es gibt weiterhin Probleme mit der neuen Technik.|There are still problems with the new technology.|||||||||103.988311516651 | 0.931454988749272
828|die Wand, -̈e|vant|die|wall|Die Wände in meinem Zimmer sind rot.|The walls in my room are red.|||||||||103.791177276809 | 0.891568907005495
829|rechts|ʁɛçt͡s|adv|on/to the right|Das Haus ist auf der rechten Seite.|The house is on the right side.|||||||||103.741893716849 | 0.92406255199945
830|konkret|kɔnˈkʁeːt|adj|concrete|Wir haben keine konkreten Pläne für das Wochenende.|We don’t have concrete plans for the weekend.|||||||||103.495475917046 | 0.910745234445191
831|russisch|ˈʁʊsɪʃ|adj|Russian|Anna liest gern russische Literatur.|Anna likes to read Russian literature.|das|Russian|Sie lernen Russisch an der Universität.|They learn Russian at the university.|||||103.396908797125 | 0.868552757444874
832|zahlen, zahlt, zahlte, hat gezahlt|ˈt͡saːlən|verb|to pay|Er findet, dass Männer die Rechnung zahlen sollen.|He thinks men should pay the bill.|||||||||103.150490997323 | 0.900970285165568
833|zugleich|t͡suˈɡlaɪ̯ç|adv|both, at the same time|Unser Lehrer kann nett und streng zugleich sein.|Our teacher can be nice and strict at the same time.|||||||||103.101207437362 | 0.904885825205788
834|das Feld, -er|fɛlt|das|field|Das Pferd steht auf dem Feld.|The horse is standing in the field.|||||||||102.85478963756 | 0.853723318550243
835|verdienen, verdient, verdiente, hat verdient|fɛɐ̯ˈdiːnən|verb|to earn, deserve|Zusammen verdienen wir genug Geld, um unsere Rechnungen zu bezahlen.|Together we make enough money to pay our bills.|||||||||102.805506077599 | 0.923176391729434
836|amerikanisch|ameʁiˈkaːnɪʃ|adj|American|Sie lebt den amerikanischen Traum.|She is living the American dream.|||||||||102.706938957678 | 0.892537717382377
837|die Sekunde, -n|zeˈkʊndə|die|second|Eine Minute hat 60 Sekunden.|One minute has 60 seconds.|||||||||102.608371837757 | 0.905817052508593
838|der Brief, -e|bʁiːf|der|letter|Mein Freund schreibt mir einen langen Brief.|My friend is writing me a long letter.|||||||||102.509804717836 | 0.882659829568032
839|das Mitglied, -er|ˈmɪtˌɡliːt|das|member|Ich bin Mitglied einer Partei.|I’m a member of a party.|||||||||102.509804717836 | 0.910529032354996
840|praktisch|ˈpʁaktɪʃ|adj|practical|Mein neues Handy ist kleiner und praktischer.|My new phone is smaller and more practical.|||||||||102.312670477994 | 0.919982981785959
841|die Gefahr, -en|ɡəˈfaːɐ̯|die|danger, risk|Durch das warme Wetter ist die Gefahr eines Feuers im Wald sehr groß.|Due to the warm weather, the risk of fire in the forest is very high.|||||||||102.263386918034 | 0.945162430452138
842|binden, bindet, band, hat gebunden|ˈbɪndn̩|verb|to tie, bind|Sie lernt, ihre Schuhe zu binden.|She’s learning to tie her shoes.|||||||||102.164819798113 | 0.806584758345892
843|weltweit|ˈvɛltvaɪ̯t|adj|worldwide|Die Firma hat weltweite Verbindungen.|The company has worldwide connections.|||||||||102.164819798113 | 0.892509583235512
844|die Liebe, -n|ˈliːbə|die|love|Sophia heiratet die Liebe ihres Lebens.|Sophia marries the love of her life.|||||||||102.115536238152 | 0.890514038140469
845|der Beginn, -e|bəˈɡɪn|der|beginning|Zu Beginn haben wir uns nicht gemocht.|We didn’t like each other at the beginning.|||||||||102.066252678192 | 0.931689356332034
846|China|ˈçiːna|das|China|Bo kommt aus China.|Bo comes from China.|||||||||101.91840199831 | 0.816091651243379
847|breit|bʁaɪ̯t|adj|wide, broad|Ihr Bruder hat breite Schultern.|Her brother has broad shoulders.|||||||||101.86911843835 | 0.947716488008635
848|draußen|ˈdʁaʊ̯sn̩|adv|outside|Die Kinder spielen gern draußen.|The children like to play outside.|||||||||101.770551318429 | 0.885215833032386
849|die Wirkung, -en|ˈvɪʁkʊŋ|die|effect|Welche Wirkung hat dieses Medikament?|What effect does this medication have?|||||||||101.721267758468 | 0.899923573959172
