Im Winter schneit oder regnet es.                                      |Зимой идёт снег или дождь.                                                
Im Winter bleiben wir gern zu Hause.                                   |Зимой мы любим быть дома.                                                 
Der Winter ist kalt.                                                   |Зимой холодно.                                                            
Kennst du den Grund?                                                   |Знаешь причину?                                                           
Dort ist der Zoo.                                                      |Зоопарк вот там.                                                          
Hat der Zoo mittwochs geöffnet?                                        |Зоопарк работает в среду?                                                 
Und zweimal mit Mayonnaise.                                            |И две порции с майонезом.                                                 
Bitte noch einen Joghurt.                                              |И ещё один йогурт, пожалуйста.                                            
Bitte noch Salz und Pfeffer.                                           |И ещё соль и перец, пожалуйста.                                           
Und ihre Kreditkarte ist auch weg.                                     |И её кредитной карточки тоже нет.                                         
Und die Landschaft gefällt mir auch.                                   |И ландшафт мне тоже нравится.                                             
Und die Krankenversicherung ist hoch.                                  |И медицинская страховка дорогая.                                          
Und es gibt einen Golfplatz.                                           |И площадка для гольфа тоже есть.                                          
Und die Handtasche ist wirklich sehr preiswert.                        |И сумка действительно очень дешёвая.                                      
Und dreimal Bratwurst mit Senf.                                        |И три порции жареных сосисок с горчицей.                                  
die Spielsachen meiner Kinder                                          |Игрушки моих детей                                                        
Komm und hilf uns.                                                     |Иди и помоги нам.                                                         
Gehen Sie in die Altstadt.                                             |Идите в старый город.                                                     
Gehen Sie links um die Ecke.                                           |Идите налево, за угол.                                                    
Es regnet.                                                             |Идёт дождь.                                                               
Aus Basel.                                                             |Из Базеля.                                                                
Woraus sind sie gemacht?                                               |Из чего они сделаны?                                                      
Aufgrund des schlechten Wetters kam das Flugzeug zu spät.              |Из-за плохой погоды самолет опоздал.                                      
Entschuldigung, wie komme ich zum Flughafen?                           |Извините, как мне попасть в аэропорт.                                     
Entschuldigen Sie!                                                     |Извините, пожалуйста!                                                     
Verzeihung, darf ich vorbei?                                           |Извините, разрешите пройти?                                               
Fremdsprachen lernen                                                   |Изучать иностранные языки                                                 
Oder möchten Sie lieber einen Tee?                                     |Или Вы хотели бы чай?                                                     
Oder wir fahren Rad.                                                   |Или мы катаемся на велосипеде.                                            
Oder ist die aus Kunststoff?                                           |Или она из искуственых материалов?                                        
Für hier, oder zum mitnehmen?                                          |Или сюда, или сюда?                                                       
Oder bist du schon verabredet?                                         |Или ты уже с кем-то договорился/ась?                                      
Sie durften lange im Hof spielen.                                      |Им можно было долго играть во дворе.                                      
Sie durften lange aufbleiben.                                          |Им можно было долго не ложиться спать.                                    
Haben Sie Geduld!                                                      |Имейте терпение!                                                          
Zeit haben                                                             |Иметь время                                                               
Sind Plätze frei?                                                      |Имеются ли свободные места?                                               
Name und Adresse, bitte.                                               |Имя и адрес, пожалуйста.                                                  
Ein Truthahn ist etwas größer als ein Huhn.                            |Индейка немного больше, чем курица.                                       
Manchmal schwimmen wir.                                                |Иногда мы плаваем.                                                        
Ich frage mich, ob sie ihn heiraten wird.                              |Интересно, выйдет ли она за него замуж.                                   
Ich frage mich, ob das Flugzeug pünktlich ankommt.                     |Интересно, прилетит ли самолет вовремя.                                   
interessante Leute                                                     |Интересные люди                                                           
Jede Tür im Haus ist verschlossen.                                     |Каждая дверь в доме заперта.                                              
Jeder Schüler hat Zugang zur Bibliothek.                               |Каждый студент имеет доступ к библиотеке.                                 
Wie finden Sie die Musik?                                              |Как Вам нравится музыка?                                                  
Wie haben Sie geschlafen?                                              |Как Вам спалось?                                                          
Wie gefällt es Ihnen bei uns?                                          |Как Вам у нас нравится?                                                   
Wie ist Ihr Name?                                                      |Как Ваша фамилия?                                                         
Wie haben Sie den Weg gefunden?                                        |Как Вы нашли дорогу?                                                      
Wie haben Sie die Prüfung bestanden?                                   |Как Вы сдали экзамен?                                                     
Wie läuft das Geschäft?                                                |Как бизнес?                                                               
Wie schnell sind Sie gefahren?                                         |Как быстро Вы ехали?                                                      
Wie habt ihr euch kennengelernt?                                       |Как вы познакомились?                                                     
Wie hoch sind Sie gesprungen?                                          |Как высоко Вы прыгнули?                                                   
Wie lange kennst du sie schon?                                         |Как давно вы с ней знакомы?                                               
Wie weit ist es von hier?                                              |Как далеко отсюда?                                                        
Wie geht’s?                                                            |Как дела?                                                                 
Wie lange werden Sie arbeiten?                                         |Как долго Вы будете работать?                                             
Wie lange bleiben Sie?                                                 |Как долго Вы здесь будете?                                                
Wie lange sind Sie geflogen?                                           |Как долго Вы летели?                                                      
Wie lange sind Sie schon hier?                                         |Как долго Вы уже здесь находитесь?                                        
Wie lange dauert die Fahrt nach Berlin?                                |Как долго длится поездка до Берлина?                                      
Wie lange kann man hier parken?                                        |Как долго здесь можно стоять?                                             
Wie lange dauert der Film?                                             |Как долго идёт этот фильм?                                                
Wie lange wird er in Japan bleiben?                                    |Как долго он собирается оставаться в Японии?                              
Wie lange lebten sie in England?                                       |Как долго они жили в Англии?                                              
Wie lange wirst du hier bleiben?                                       |Как долго ты останешься здесь?                                            
Wie heißt deine Tochter?                                               |Как зовут вашу дочь?                                                      
Wie heißen die Kinder von den Nachbarn?                                |Как зовут соседских детей?                                                
Wie unglücklich bin ich!                                               |Как мне не повезло!                                                       
Wie komme ich zum Flughafen?                                           |Как мне попасть в аэропорт?                                               
Wie komme ich ins Stadtzentrum?                                        |Как мне попасть в центр города?                                           
Wie komme ich zum Bahnhof?                                             |Как мне попасть на вокзал?                                                
Wie komme ich zum Fußballstadion?                                      |Как мне попасть на футбольный стадион?                                    
Wie komme ich zum Haus ihrer Eltern?                                   |Как мне пройти к дому её родителей?                                       
Wie heißt die Hauptstadt von der Schweiz?                              |Как называется столица Швейцарии?                                         
Wie heißt der Titel von dem Buch?                                      |Как называется эта книга?                                                 
Wie heißt dieser Fluss?                                                |Как называется эта река?                                                  
Wie waren die Schauspieler?                                            |Как насчёт актёров?                                                       
Wie peinlich!                                                          |Как неловко!                                                              
Wie ist das Wetter in New York?                                        |Как погода в Нью-Йорке?                                                   
Wie war Ihre Reise, Herr Müller?                                       |Как прошла Ваша поездка, господин Мюллер?                                 
Wie war Ihre Reise, Frau Schmidt?                                      |Как прошла Ваша поездка, госпожа Шмидт?                                   
Gerade gibt es ein Fußballspiel.                                       |Как раз идёт футбольный матч.                                             
Wie ist dein Name?                                                     |Как тебя зовут?                                                           
Sobald ich einen Moment Zeit habe.                                     |Как только у меня будет немного времени.                                  
Wie hast du es gemacht?                                                |Как у тебя получилось?                                                    
Was für eine Hitze!                                                    |Какая жара!                                                               
Welche Linie muss ich nehmen?                                          |Какая линия мне нужна?                                                    
Wie ist sie so?                                                        |Какая она?                                                                
Wie ist das Wetter heute?                                              |Какая сегодня погода?                                                     
Welche Sehenswürdigkeiten gibt es außerdem noch?                       |Какие достопримечательности есть кроме того?                              
Was für Gemüse haben Sie?                                              |Какие овощи у Вас есть?                                                   
Wann sind die Öffnungszeiten von dem Museum?                           |Какие часы работы музея?                                                  
Welches Lehrwerk benutzen Sie?                                         |Каким учебником Вы пользуетесь?                                           
Welche Kreditkarten kann man benutzen?                                 |Какими кредитными карточками можно пользоваться?                          
Wie lange dauert die Führung?                                          |Какова продолжительность экскурсии?                                       
Welche Farbe hat die Orange? Orange.                                   |Какого цвета апельсин? Оранжевого.                                        
Welche Farbe hat die Kirsche? Rot.                                     |Какого цвета вишня? Красного.                                             
Welche Farbe hat die Erde? Braun.                                      |Какого цвета земля? Коричневого.                                          
Welche Farbe hat der Himmel? Blau.                                     |Какого цвета небо? Синего.                                                
Welche Farbe hat die Wolke? Grau.                                      |Какого цвета облако? Серого.                                              
Welche Farbe hat der Schnee? Weiß.                                     |Какого цвета снег? Белого.                                                
Welche Farbe hat die Sonne? Gelb.                                      |Какого цвета солнце? Жёлтого.                                             
Welche Farbe hat das Gras? Grün.                                       |Какого цвета трава? Зелёного.                                             
Welche Farbe haben die Reifen? Schwarz.                                |Какого цвета шины? Чёрного.                                               
Welcher Bus fährt ins Zentrum?                                         |Какой автобус идёт в центр?                                               
Welche Krawatte hast du getragen?                                      |Какой галстук ты носил?                                                   
Was für eine schöne Blume!                                             |Какой красивый цветок!                                                    
Welche Nummer haben Sie gewählt?                                       |Какой номер Вы набрали?                                                   
Wie lautet deine Adresse?                                              |Какой у вас адрес?                                                        
Welche Farbe möchten Sie?                                              |Какой цвет Вы хотели бы?                                                  
Was ist Ihre Muttersprache?                                            |Какой язык Ваш родной?                                                    
Welches Auto hast du gekauft?                                          |Какую машину ты купил?                                                    
Kanada liegt in Nordamerika.                                           |Канада находится в Северной Америке.                                      
Dort drüben ist die Kasse.                                             |Касса вон там.                                                            
Was willst du einmal werden?                                           |Кем ты хочешь стать?                                                      
Der Schlüssel von der Garage ist weg.                                  |Ключ от гаража пропал.                                                    
Wann sind Sie aufgestanden?                                            |Когда Вы встали?                                                          
Wann haben Sie aufgehört?                                              |Когда Вы закончили?                                                       
Wann haben Sie begonnen?                                               |Когда Вы начали?                                                          
Wann rufen Sie an?                                                     |Когда Вы позвоните?                                                       
Wann hast du sie zum ersten Mal gesehen?                               |Когда вы впервые их увидели?                                              
Wann geht die nächste Maschine nach Rom?                               |Когда вылетает следующий самолёт в Рим?                                   
Während der Fahrt?                                                     |Когда едет?                                                               
Wann endet die Führung?                                                |Когда заканчивается экскурсия?                                            
Wann sind wir an der Grenze?                                           |Когда мы будем на границе?                                                
Wann sind wir da?                                                      |Когда мы прибудем?                                                        
Wann landen wir?                                                       |Когда мы приземляемся?                                                    
Wann beginnt die Vorstellung?                                          |Когда начинается представление?                                           
Wann beginnt die Vorstellung?                                          |Когда начинается сеанс?                                                   
Wann beginnt die Führung?                                              |Когда начинается экскурсия?                                               
Wann wurde es gebaut?                                                  |Когда он был построен?                                                    
Wann telefoniert sie?                                                  |Когда она говорит по телефону?                                            
Wann fährt ein Bus ins Stadtzentrum?                                   |Когда отправляется автобус в центр города?                                
Wann fährt der nächste Zug nach Berlin?                                |Когда отправляется следующий поезд до Берлина?                            
Wann fährt der nächste Zug nach London?                                |Когда отправляется следующий поезд до Лондона?                            
Wann fährt der nächste Zug nach Paris?                                 |Когда отправляется следующий поезд до Парижа?                             
Wann kommt der Zug in Amsterdam an?                                    |Когда поезд прибывает в Амстердам?                                        
Wann kommt der Zug in Wien an?                                         |Когда прибывает поезд в Вену?                                             
Wann kommt der Zug in Moskau an?                                       |Когда прибывает поезд в Москву?                                           
Wann kommst du nach Hause?                                             |Когда ты вернёшься домой?                                                 
Wann fährst du in Urlaub?                                              |Когда ты едешь в отпуск?                                                  
Wann spielst du Tennis?                                                |Когда ты играешь в теннис?                                                
Wann sind die Sprechzeiten von dem Arzt?                               |Когда у врача приём?                                                      
Wann sind die Schulferien von den Kindern?                             |Когда у детей каникулы?                                                   
Wann fährt der letzte Bus?                                             |Когда уходит последний автобус?                                           
Wann fährt die letzte U-Bahn?                                          |Когда уходит последний поезд метро?                                       
Wann fährt die letzte Straßenbahn?                                     |Когда уходит последний трамвай?                                           
Wann wäre es für Sie bequem?                                           |Когда это будет удобно для вас?                                           
Wie lange dauert es, bis es ankommt?                                   |Когда это дойдёт?                                                         
Wann endet es?                                                         |Когда это закончится?                                                     
Wann fährt der Zug ab?                                                 |Когда этот поезд отправляется?                                            
Wann kommt der Zug in Berlin an?                                       |Когда этот поезд прибывает в Берлин?                                      
Als ich nach Hause kam, lernte John.                                   |Когда я вернулся домой, Джон учился.                                      
Wen haben Sie gesehen?                                                 |Кого Вы видели?                                                           
Wen haben Sie erkannt?                                                 |Кого Вы узнали?                                                           
Der Computer vom Chef ist kaputt.                                      |Компьютер шефа сломался.                                                  
Wer musste sich verabschieden?                                         |Кому пришлось попрощаться?                                                
Wer musste früh nach Hause gehen?                                      |Кому пришлось рано уйти домой?                                            
Wer musste den Zug nehmen?                                             |Кому пришлось сесть на поезд?                                             
Wem hast du geschrieben?                                               |Кому ты написал?                                                          
Wem hast du geantwortet?                                               |Кому ты ответил?                                                          
Wem hast du geholfen?                                                  |Кому ты помог?                                                            
Die Klimaanlage funktioniert nicht.                                    |Кондиционер не работает.                                                  
Aus Leder natürlich.                                                   |Конечно кожаная.                                                          
Einen Cognac?                                                          |Коньяк?                                                                   
eine braune Tasche                                                     |Коричневая сумка                                                          
Die Box ist fast leer.                                                 |Коробка почти пуста.                                                      
Die Box ist aus Holz gefertigt.                                        |Коробка сделана из дерева.                                                
Das Treffen, kurz gesagt, war Zeitverschwendung.                       |Короче говоря, встреча была пустой тратой времени.                        
Was ist meins?                                                         |Который мой?                                                              
Wie viel Uhr ist es, bitte?                                            |Который час?                                                              
Wie spät ist es?                                                       |Который час?                                                              
die Katze meiner Freundin                                              |Кошка моей подруги                                                        
Die Katze ist sehr süß.                                                |Кошка очень милая.                                                        
schön und hässlich                                                     |Красивый / -ая и уродливый / -ая                                          
Diese Blume ist wunderschön, nicht wahr?                               |Красивый цветок, не так ли?                                               
ein rotes Kleid                                                        |Красное платье                                                            
Oben ist das Dach.                                                     |Крыша наверху.                                                            
Übrigens, woher kommst du?                                             |Кстати, откуда ты?                                                        
Übrigens, hast du heute Nachmittag Zeit?                               |Кстати, ты свободна сегодня днем?                                         
Was sind Sie von Beruf?                                                |Кто Вы по профессии?                                                      
Wer kümmert sich um Ihren Hund?                                        |Кто будет присматривать за вашей собакой?                                 
Wer ist dein Lehrer?                                                   |Кто ваш учитель?                                                          
Wer gewinnt?                                                           |Кто выигрывает?                                                           
Wer putzt die Fenster?                                                 |Кто моет окна?                                                            
Wer spült das Geschirr?                                                |Кто моет посуду?                                                          
Wer hat dieses Bild gemalt?                                            |Кто написал эту картину?                                                  
Wer hat diese Bilder gemalt?                                           |Кто нарисовал эти картины?                                                
Wer hat das Gebäude gebaut?                                            |Кто построил это здание?                                                  
Wer saugt Staub?                                                       |Кто пылесосит?                                                            
Wer hat das Fenster zerbrochen?                                        |Кто разбил это окно?                                                      
Wer sind die Eltern des Mädchens?                                      |Кто родители девочки?                                                     
Wer hat die Vase zerbrochen?                                           |Кто сломал вазу?                                                          
Wer ist diese Frau?                                                    |Кто эта женщина?                                                          
Wer ist das?                                                           |Кто это?                                                                  
Spricht hier jemand Japanisch?                                         |Кто-нибудь здесь говорит по-японски?                                      
Jemand spielt Klavier.                                                 |Кто-то играет на пианино.                                                 
jemand – niemand                                                       |Кто-то – никто                                                            
Wohin sind Sie gegangen?                                               |Куда Вы пошли?                                                            
Egal, wohin du gehst, ich folge dir.                                   |Куда бы ты ни пошла, я пойду за тобой.                                    
Wo sollen wir hingehen?                                                |Куда мы должны идти?                                                      
Wohin gehen sie gern?                                                  |Куда они любят ходить?                                                    
Wohin gehen sie nicht gern?                                            |Куда они не любят ходить?                                                 
Wo willst du hin?                                                      |Куда ты хочешь пойти?                                                     
Kauf das! Kaufen Sie das!                                              |Купи это! Купите это!                                                     
Der Sommer ist heiß.                                                   |Летом жарко.                                                              
Im Sommer gehen wir gern spazieren.                                    |Летом мы любим ходить гулять.                                             
Im Sommer scheint die Sonne.                                           |Летом светит солнце.                                                      
Die Leitung ist immer besetzt.                                         |Линия все время занята.                                                   
Nur wenige Menschen können eine Fremdsprache perfekt beherrschen.      |Лишь немногие люди могут говорить на иностранном языке идеально.          
London liegt in Großbritannien.                                        |Лондон находится в Великобритании.                                        
London ist eine Hauptstadt.                                            |Лондон это столица.                                                       
Ein Pferd rennt schnell.                                               |Лошадь бежит быстро.                                                      
Du solltest besser nicht dorthin gehen.                                |Лучше бы тебе туда не ходить.                                             
Am besten nehmen Sie die U-Bahn.                                       |Лучше сядьте на метро.                                                    
Ob er mich wohl liebt?                                                 |Любит ли он меня?                                                         
Jeder Tag ist außer Montag möglich.                                    |Любой день подходит, кроме понедельника.                                  
Das kann jeder.                                                        |Любой может это сделать.                                                  
eine neugierige Frau                                                   |Любопытная женщина                                                        
Die Leute trinken Wein und Bier.                                       |Люди пьют вино и пиво.                                                    
Die Leute trinken Sekt.                                                |Люди пьют шампанское.                                                     
Der Laden war geschlossen, als ich dorthin ging.                       |Магазин был закрыт, когда я пошла туда.                                   
Madrid und Berlin sind auch Hauptstädte.                               |Мадрид и Берлин тоже столицы.                                             
Madrid liegt in Spanien.                                               |Мадрид находится в Испании.                                               
Nur wenige Schüler kannten seinen Namen.                               |Мало кто из студентов знал его имя.                                       
Der Junge ist freundlich.                                              |Мальчик добрый.                                                           
Der Junge versuchte, das schwere Sofa zu bewegen.                      |Мальчик попытался сдвинуть тяжелый диван.                                 
Der Junge bestätigte, gelogen zu haben.                                |Мальчик признал, что солгал.                                              
Der Junge ist weggelaufen.                                             |Мальчик сбежал.                                                           
Maria ist aus Madrid.                                                  |Мария из Мадрида.                                                         
Martha ist die Freundin von Peter.                                     |Марта подруга Петра.                                                      
Martha ist Sekretärin.                                                 |Марта секретарь.                                                          
Das Auto ist teuer.                                                    |Машина дорогая.                                                           
Das Auto ist sehr schnell.                                             |Машина очень быстрая.                                                     
Es ärgert mich, dass du so viel Bier trinkst.                          |Меня раздражает, что ты пьёшь так много пива.                             
Es ärgert mich, dass du so spät kommst.                                |Меня раздражает, что ты так поздно приходишь.                             
Es ärgert mich, dass du schnarchst.                                    |Меня раздражает, что ты храпишь.                                          
Eine Mücke hat mich gerade gebissen.                                   |Меня только что укусил комар.                                             
Das Baby mag Milch.                                                    |Младенец любит молоко.                                                    
Ich durfte nicht.                                                      |Мне было нельзя.                                                          
Es tut mir leid, das zu hören.                                         |Мне жаль это слышать.                                                     
Ich hatte Lust zu weinen.                                              |Мне захотелось поплакать.                                                 
Ich finde, dass er sogar sehr gut aussieht.                            |Мне кажется, что он даже очень хорошо выглядит.                           
Es scheint mir, dass er ehrlich ist.                                   |Мне кажется, что он честен.                                               
Ich durfte mir eine Praline nehmen.                                    |Мне можно было взять шоколадную конфету.                                  
Ich durfte mir ein Kleid kaufen.                                       |Мне можно было купить платье.                                             
Ich durfte mir etwas wünschen.                                         |Мне можно было что-нибудь себе пожелать.                                  
Muss ich umsteigen?                                                    |Мне надо будет пересаживаться?                                            
Muss ich umsteigen?                                                    |Мне надо пересаживаться?                                                  
Ich muss Einkäufe machen.                                              |Мне надо сделать покупки.                                                 
Ich mag diese Jacke nicht.                                             |Мне не нравится эта куртка.                                               
Ich mag diesen Pullover nicht.                                         |Мне не нравится этот свитер.                                              
Ich mag diese Uhr nicht.                                               |Мне не нравятся эти часы.                                                 
Ich hätte nicht so früh aufstehen sollen.                              |Мне не следовало вставать так рано.                                       
Ich mag keine von beiden.                                              |Мне ни одна из них не нравится.                                           
Ich mag dein Auto.                                                     |Мне нравится твоя машина.                                                 
Ich liebe dieses Bild.                                                 |Мне нравится эта фотография.                                              
Ich mag diesen jungen Mann.                                            |Мне нравится этот молодой человек.                                        
Ich brauche ein Doppelzimmer.                                          |Мне нужен двухместный номер.                                              
Ich brauche einen Computer.                                            |Мне нужен компьютер.                                                      
Ich brauche einen Hammer und eine Zange.                               |Мне нужен молоток и плоскогубцы.                                          
Ich brauche ein neues Fahrrad.                                         |Мне нужен новый велосипед.                                                
Ich brauche ein Einzelzimmer.                                          |Мне нужен одноместный номер.                                              
Ich brauche einen Schreibtisch und ein Regal.                          |Мне нужен письменный стол и полка.                                        
