|word_de|part_of_speech|word_en|sentence_de|sentence_en|sentence_lemmatized_de
1328.002|abnehmen|verb|to reduce|Regelmäßige Bewegung kann das Risiko für Herzkrankheiten abnehmen.|Regular exercise can reduce the risk of heart diseases.|Regelmäßige;Bewegung;können;der;Risiko;für;Herzkrankheit;abnehmen
1332.0|die Anwendung|noun|application|Die neue Anwendung verbessert die Effektivität im Bauprozess enorm.|The new application greatly improves effectiveness in the construction process.|der;neu;Anwendung;verbessern;der;Effektivität;in;Bauprozess;enorm
1333.0|zeichnen|verb|to draw|Die Künstlerin begann, das lebendige Marktgeschehen zu zeichnen.|The artist started to draw the lively market scene.|der;Künstlerin;beginnen;der;lebendig;Marktgeschehen;zu;zeichnen
1334.0|frisch|adjective|fresh|Auf dem Markt gab es heute frische Erdbeeren zum Sonderpreis.|At the market today, there were fresh strawberries on special offer.|auf;der;Markt;geben;es;heute;frisch;Erdbeere;zu;Sonderpreis
1335.0|meistens|adverb|mostly|Meistens verbrachte sie ihre Abende lesend im gemütlichen Sessel.|She mostly spent her evenings reading in the cozy chair.|meistens;verbringen;sie;ihr;Abend;lesend;in;gemütlich;Sessel
1336.0|erwähnen|verb|to mention|Er erwähnte beiläufig die Idee, ohne sie näher zu erläutern.|He mentioned the idea in passing without elaborating on it.|er;erwähnen;beiläufig;der;Idee;ohne;sie;nah;zu;erläutern
1337.0|die Welle|noun|wave|Die Welle schlug hoch und überraschte die ahnungslosen Schwimmer.|The wave rose high and surprised the unsuspecting swimmers.|der;Welle;hochschlagen;hoch;und;überraschen;der;ahnungslos;Schwimmer
1338.0|die Nase|noun|nose|Seine Nase war rot von der kalten Winterluft draußen im Burghof.|His nose was red from the cold winter air outside in the castle courtyard.|sein;Nase;sein;rot;von;der;kalt;Winterluft;draußen;in;Burghof
1339.0|vertreten|verb|to represent|Der Anwalt vertritt die Interessen seiner Mandanten entschieden.|The attorney represents the interests of his clients decisively.|der;Anwalt;vertreten;der;Interesse;sein;Mandant;entschieden
1339.002|vertreten|verb|to substitute|Der erfahrene Jurist musste die Kanzlei kurzfristig vertreten.|The experienced lawyer had to substitute for the law firm on short notice.|der;erfahren;Jurist;musste;der;Kanzlei;kurzfristig;vertreten
1340.0|dicht|adjective|thick|Ein dichter Nebel verhüllte die Sicht auf die Berglandschaft.|A thick fog concealed the view of the mountain landscape.|ein;dicht;Nebel;verhüllen;der;Sicht;auf;der;Berglandschaft
1341.0|der Soldat|noun|soldier|Der tapfere Soldat führte seine Einheit in die entscheidende Schlacht.|The brave soldier led his unit into the decisive battle.|der;tapfer;Soldat;führen;sein;Einheit;in;der;entscheidend;Schlacht
1342.0|bereit|adjective|ready|Nach monatelanger Vorbereitung war das Team bereit für den Wettkampf.|After months of preparation, the team was ready for the competition.|nach;monatelang;Vorbereitung;sein;der;Team;bereit;für;der;Wettkampf
1343.001|die Technik|noun|technique|Er perfektionierte die Technik des Holzschnitzens über Jahre hinweg.|He perfected the technique of wood carving over the years.|er;perfektionieren;der;Technik;der;Holzschnitzens;über;Jahr;hinweg
1344.001|das Blatt|noun|leaf|Ein goldenes Blatt löste sich sanft von seinem Ast und segelte hinab.|A golden leaf gently detached from its branch and floated down.|ein;golden;Blatt;lösen;sich;sanft;von;sein;Ast;und;hinabsegeln;hinab
1345.001|prägen|verb|to mint|Die Münzanstalt prägte eine Sonderedition zur Feier des Jubiläums.|The mint minted a special edition to celebrate the anniversary.|der;Münzanstalt;prägen;ein;Sonderedition;zu;Feier;der;Jubiläum
1351.0|der Fußball|noun|soccer|Der Fußball rollte durch die Pfützen des verregneten Spielfelds.|The soccer ball rolled through the puddles on the rainy field.|der;Fußball;rollen;durch;der;Pfütze;der;verregnet;Spielfeld
1351.001|der Fußball|noun|soccer ball|Der lederne Fußball rollte langsam über das frisch gemähte Spielfeld.|The leather soccer ball rolled slowly across the freshly mowed field.|der;ledern;Fußball;rollen;langsam;über;der;frisch;gemäht;Spielfeld
1352.0|der Umstand|noun|circumstance|Der überraschende Umstand änderte den Verlauf der Verhandlungen.|The surprising circumstance changed the course of the negotiations.|der;überraschend;Umstand;ändern;der;Verlauf;der;Verhandlung
1353.001|einladen|verb|to load|Die Arbeiter begannen, das schwere Baumaterial auf den LKW einzuladen.|The workers began to load the heavy building materials onto the truck.|der;Arbeiter;beginnen;der;schwer;Baumaterial;auf;der;LKW;einladen
1357.0|der Nachbar|noun|neighbor|Der Nachbar schob den schweren Blumentopf vorsichtig über den Kiesweg.|The neighbor carefully pushed the heavy flower pot over the gravel path.|der;Nachbar;schieben;der;schwer;Blumentopf;vorsichtig;über;der;Kiesweg
1358.0|maximal|adjective|maximum|Die maximale Geschwindigkeit im Tempelgarten beträgt zehn km/h.|The maximum speed in the temple garden is ten km/h.|der;maximal;Geschwindigkeit;in;Tempelgarten;betragen;zehn;km;h.
1363.0|der Kreis|noun|circle|Der Kreis der Teilnehmenden erweiterte sich im Laufe des Abends.|The circle of participants expanded over the course of the evening.|der;Kreis;der;Teilnehmenden;erweitern;sich;in;Lauf;der;Abend
1363.001|der Kreis|noun|district|Der Kreis plant den Ausbau der Radwege für umweltfreundlichen Verkehr.|The district is planning the expansion of bike paths for eco-friendly transport.|der;Kreis;planen;der;Ausbau;der;Radweg;für;umweltfreundlich;Verkehr
1364.0|nicken|verb|to nod|Der Lehrer nickte anerkennend, als die Schülerin die Antwort gab.|The teacher nodded approvingly when the student gave the answer.|der;Lehrer;nicken;anerkennend;als;der;Schülerin;der;Antwort;geben
1367.0|das Gericht|noun|court|Das Gericht urteilte streng, um ähnliche Fälle künftig zu verhindern.|The court ruled strictly to prevent similar cases in the future.|der;Gericht;urteilen;streng;um;ähnlich;Fall;künftig;zu;verhindern
1367.001|das Gericht|noun|dish|Das beste Gericht des Menüs war die frische Pasta mit Trüffeln.|The best dish on the menu was the fresh pasta with truffles.|der;gut;Gericht;der;Menü;sein;der;frisch;Pasta;mit;Trüffel
1368.0|schätzen|verb|to estimate|Die Archäologen schätzen das Alter des Fundes auf über 3000 Jahre.|The archaeologists estimate the age of the find to be over 3000 years.|der;Archäologe;schätzen;der;Alter;der;Fund;auf;über;3000;Jahr
1369.0|organisieren|verb|to organize|Die Schüler mussten den Flohmarkt komplett eigenständig organisieren.|The students had to organize the flea market entirely on their own.|der;Schüler;mussten;der;Flohmarkt;komplett;eigenständig;organisieren
1371.0|verzichten|verb|to do without|Während der Diät musste er auf seine geliebten Süßigkeiten verzichten.|During the diet, he had to do without his beloved sweets.|während;der;Diät;musste;er;auf;sein;geliebt;Süßigkeit;verzichten
1371.001|verzichten|verb|to give up|Er musste schweren Herzens auf den lang ersehnten Urlaub verzichten.|He had to give up the long-desired vacation with a heavy heart.|er;musste;schwer;Herzen;auf;der;lang;ersehnt;Urlaub;verzichten
1372.0|bemerken|verb|to notice|Er bemerkte die feine Gravur am alten, verstaubten Bilderrahmen.|He noticed the fine engraving on the old, dusty picture frame.|er;bemerken;der;fein;Gravur;an;alt;verstaubt;Bilderrahmen
1373.0|der Kaffee|noun|coffee|Frisch gemahlener Kaffee füllte den Raum mit aromatischem Duft.|Freshly ground coffee filled the room with its aromatic scent.|Frisch;gemahlen;Kaffee;füllen;der;Raum;mit;aromatisch;Duft
1374.0|leid|adverb|(be) tired (of)|Es tut mir leid, aber ich kann den Lärm nicht länger ertragen.|I am tired, but I can no longer endure the noise.|es;leidtun;mir;leid;aber;ich;können;der;Lärm;nicht;lang;ertragen
1375.0|das Leid|noun|sorrow|Das Leid der Betroffenen berührte die Herzen vieler Zuschauer.|The sorrow of those affected touched the hearts of many viewers.|der;Leid;der;betroffener;berühren;der;Herz;vieler;Zuschauer
1375.001|das Leid|noun|grief|Das unermessliche Leid nach dem Verlust war kaum zu ertragen.|The immense grief after the loss was hardly bearable.|der;unermesslich;Leid;nach;der;Verlust;sein;kaum;zu;ertragen
1376.0|still|adjective|still|Der still ruhende See spiegelte den rosa schimmernden Abendhimmel.|The still lake reflected the pink shimmering evening sky.|der;still;ruhend;See;spiegeln;der;rosa;schimmernd;Abendhimmel
1376.001|still|adjective|quiet|In der stillen Bibliothek hörte man nur das Rascheln der Buchseiten.|In the quiet library, only the rustling of book pages could be heard.|in;der;still;Bibliothek;hören;man;nur;der;Rascheln;der;Buchseite
1378.0|der Vertreter|noun|representative|Der Vertreter der Gewerkschaft sprach vehement gegen die Kürzungen.|The representative of the union spoke vehemently against the cuts.|der;Vertreter;der;Gewerkschaft;sprechen;vehement;gegen;der;Kürzung
1380.0|die Heimat|noun|home|Er kehrte nach Jahren des Reisens endlich in seine Heimat zurück.|He finally returned to his home after years of traveling.|er;zurückkehren;nach;Jahr;der;Reisens;endlich;in;sein;Heimat;zurück
1380.001|die Heimat|noun|homeland|Die alte Kastanie am Dorfplatz erinnerte ihn tief an seine Heimat.|The old chestnut tree at the village square deeply reminded him of his homeland.|der;alt;Kastanie;an;Dorfplatz;erinnern;ihn;tief;an;sein;Heimat
1381.0|der Milliliter (ml)|noun|milliliter|Der Apotheker maß dem Patienten exakt 15 Milliliter Sirup ab.|The pharmacist measured out exactly 15 milliliters of syrup for the patient.|der;Apotheker;abmaß;der;Patient;exakt;15;Milliliter;Sirup;ab
1383.001|der Gegenstand|noun|subject|Der Vortrag behandelte den Gegenstand der Künstlichen Intelligenz.|The lecture dealt with the subject of artificial intelligence.|der;Vortrag;behandeln;der;Gegenstand;der;Künstlichen;Intelligenz
1384.0|euer|pronoun|your|Ich habe euer Lieblingsbuch zufällig im Antiquariat gefunden.|I found your favorite book by chance in the antiquarian bookshop.|ich;haben;euer;Lieblingsbuch;zufällig;in;Antiquariat;finden
1385.002|umsetzen|verb|to put (into practice)|Die Designer wollten ihre kühne Vision mit neuen Materialien umsetzen.|The designers wanted to put their bold vision into practice with new materials.|der;Designer;wollen;ihr;kühn;Vision;mit;neu;Materiali;umsetzen
1386.0|betreiben|verb|to proceed with|Er plant, eine kleine Rösterei für Spezialitätenkaffee zu betreiben.|He plans to proceed with running a small specialty coffee roastery.|er;planen;ein;klein;Rösterei;für;Spezialitätenkaffe;zu;betreiben
1386.002|betreiben|verb|to run|Sie betreiben ein kleines Hotel inmitten der idyllischen Berge.|They run a small hotel in the midst of the idyllic mountains.|sie;betreiben;ein;klein;Hotel;inmitten;der;idyllisch;Berg
1388.0|enden|verb|to end|Die Konferenz endet um 17 Uhr mit einer spannenden Podiumsdiskussion.|The conference will end at 5 PM with an exciting panel discussion.|der;Konferenz;enden;um;17;Uhr;mit;ein;spannend;Podiumsdiskussion
1389.0|vielmehr|adverb|rather|Es war vielmehr ein Missverständnis als eine bewusste Täuschung.|It was rather a misunderstanding than a deliberate deception.|es;sein;vielmehr;ein;Missverständnis;als;ein;bewusst;Täuschung
1392.0|der See|noun|lake|Der See glitzerte in der Morgensonne und lockte zahlreiche Badegäste.|The lake sparkled in the morning sun and attracted many swimmers.|der;See;glitzern;in;der;Morgensonne;und;locken;zahlreich;Badegast
1394.0|der Tourist|noun|tourist|Der Tourist fotografierte begeistert die Fachwerkhäuser der Altstadt.|The tourist enthusiastically photographed the half-timbered houses of the old town.|der;Tourist;fotografieren;begeistert;der;Fachwerkhaus;der;Altstadt
1395.0|die Konzentration|noun|concentration|Die Konzentration schwindet, wenn Ablenkung den Raum betritt.|Concentration fades when distraction enters the room.|der;Konzentration;schwinden;wenn;Ablenkung;der;Raum;betreten
1399.0|finanziell|adjective|financial|Die finanziellen Verluste zwangen den Konzern zur Umstrukturierung.|The financial losses forced the corporation to restructure.|der;finanziell;Verlust;zwangen;der;Konzern;zu;Umstrukturierung
1400.0|die Jugendliche|noun|adolescent|Die Jugendliche verbrachte ihre Abende oft lesend in der Bibliothek.|The adolescent often spent her evenings reading in the library.|der;jugendliche;verbringen;ihr;Abend;oft;lesend;in;der;Bibliothek
1401.001|das Netz|noun|network|Das Netz aus Glasfaserkabeln ermöglicht blitzschnelle Kommunikation.|The network of fiber optic cables enables lightning-fast communication.|der;Netz;aus;Glasfaserkabel;ermöglichen;blitzschnell;Kommunikation
1402.001|die Änderung|noun|modification|Die Änderung der Baupläne wurde noch am selben Tag vorgenommen.|The modification of the blueprints was made on the same day.|der;Änderung;der;Bauplan;werden;noch;an;selber;Tag;vornehmen
1403.0|abschließen|verb|to lock|Vergiss nicht, die Haustür vor dem Schlafengehen abzuschließen.|Don't forget to lock the front door before going to bed.|vergiss;nicht;der;Haustür;vor;der;Schlafengehen;abschließen
1404.0|die Erkenntnis|noun|realization|Die plötzliche Erkenntnis traf ihn wie ein Blitz aus heiterem Himmel.|The sudden realization hit him like lightning from a clear sky.|der;plötzlich;Erkenntnis;treffen;ihn;wie;ein;Blitz;aus;heiter;Himmel
1406.0|erzeugen|verb|to produce|Die alte Mühle erzeugte immer noch feines Mehl für das Dorf.|The old mill still produced fine flour for the village.|der;alt;Mühle;erzeugen;immer;noch;fein;Mehl;für;der;Dorf
1407.0|die Ursache|noun|cause|Die Ursache des Feuers war ein defektes Stromkabel im Keller.|The cause of the fire was a defective power cable in the basement.|der;Ursache;der;Feuer;sein;ein;defekt;Stromkabel;in;Keller
1409.0|die Basis|noun|basis|Eine solide Basis aus Beton macht das Hochhaus widerstandsfähig.|A solid basis of concrete makes the high-rise resilient.|ein;solide;Basis;aus;Beton;machen;der;Hochhaus;widerstandsfähig
1410.001|erzielen|verb|to reach|Durch Anstrengung lässt sich ein besseres Ergebnis erzielen.|Through effort, a better result can be reached.|durch;Anstrengung;lässt;sich;ein;bess;Ergebnis;erzielen
1412.0|schießen|verb|to shoot|Ein geübter Jäger kann zielsicher auf fliegende Enten schießen.|An experienced hunter can shoot accurately at flying ducks.|ein;geübt;Jäger;können;zielsicher;auf;fliegend;Ente;schießen
1414.001|der Zentimeter (cm)|noun|cm|Das Lineal war exakt einen Zentimeter kürzer als das Muster.|The ruler was exactly one centimeter shorter than the sample.|der;Lineal;sein;exakt;einen;Zentimeter;kurz;als;der;Muster
1418.0|das Enzym|noun|enzyme|Das Enzym im Speichel sorgt für eine rasche Verdauung der Nahrung.|The enzyme in saliva ensures rapid digestion of food.|der;Enzym;in;Speichel;sorgen;für;ein;rasch;Verdauung;der;Nahrung
1419.0|individuell|adjective|individual|Jede Tasche wird nach individuell ausgewählten Materialien gefertigt.|Each bag is crafted using individually selected materials.|jeder;Tasche;werden;nach;individuell;ausgewählt;Materialium;fertigen
1421.0|die Bundesregierung|noun|federal government|Die Bundesregierung verabschiedete ein ambitioniertes Klimakonzept.|The federal government passed an ambitious climate plan.|der;Bundesregierung;verabschieden;ein;ambitioniert;Klimakonzept
1423.0|die Szene|noun|scene|Die Szene, in der der Held stirbt, rührte die Zuschauer zu Tränen.|The scene where the hero dies moved the audience to tears.|der;Szene;in;der;der;Held;sterben;rühren;der;Zuschauer;zu;Träne
1424.0|die DDR (Deutsche Demokratische Republik)|noun||Die DDR führte 1989 zu massiven Protesten und politischen Umwälzungen.|The GDR led to massive protests and political upheavals in 1989.|der;DDR;führen;1989;zu;massiv;Protest;und;politisch;Umwälzung
1425.0|rasch|adjective|quick|Das rasche Einschreiten des Arztes rettete das Leben der Patientin.|The quick intervention of the doctor saved the patient's life.|der;rasch;einschreiten;der;Arzt;retten;der;Leben;der;Patientin
1426.0|real|adjective|real|Die real anmutenden Figuren im Film faszinierten das Publikum.|The real-looking figures in the film fascinated the audience.|der;real;anmutend;Figur;in;Film;faszinieren;der;Publikum
1426.001|real|adjective|real|Das Amulett hatte eine real spürbare Wirkung auf seine Trägerin.|The amulet had a real tangible effect on its wearer.|der;Amulett;haben;ein;real;spürbar;Wirkung;auf;sein;Trägerin
1427.0|die Abgeordnete|noun|member of parliament|Die Abgeordnete sprach engagiert über die Reform des Bildungssystems.|The member of parliament spoke passionately about the reform of the education system.|der;abgeordneter;sprechen;engagiert;über;der;Reform;der;Bildungssystem
1428.0|verstärken|verb|to strengthen|Gezielte Übungen verstärken die Muskulatur effizient und langfristig.|Targeted exercises strengthen the muscles effectively and sustainably.|Gezielte;Übung;verstärken;der;Muskulatur;effizient;und;langfristig
1428.001|verstärken|verb|to reinforce|Zusätzliche Bolzen wurden hinzugefügt, um die Brücke zu verstärken.|Additional bolts were added to reinforce the bridge.|zusätzlich;Bolze;werden;hinzufügen;um;der;Brücke;zu;verstärken
1430.001|sinnvoll|adjective|meaningful|Eine sinnvolle Debatte erfordert gegenseitigen Respekt und Offenheit.|A meaningful debate requires mutual respect and openness.|ein;sinnvoll;Debatte;erfordern;gegenseitig;Respekt;und;Offenheit
1431.001|der Bezug|noun|cover|Der Bezug auf dem Sofa war aus strapazierfähigem Leder gefertigt.|The cover on the sofa was made of durable leather.|der;Bezug;auf;der;Sofa;sein;aus;strapazierfähig;Leder;fertigen
1433.0|der Stand|noun|stand|Am Stand der Buchhandlung wurden signierte Exemplare verkauft.|At the stand of the bookstore, signed copies were sold.|an;Stand;der;Buchhandlung;werden;signiert;Exemplar;verkaufen
1434.0|retten|verb|to save|Der mutige Feuerwehrmann konnte die Bewohner aus den Flammen retten.|The brave firefighter was able to save the residents from the flames.|der;mutig;Feuerwehrmann;können;der;Bewohner;aus;der;Flamme;retten
1436.0|der Club|noun|club|Im Club spielt jeden Freitag eine talentierte Jazzband aus der Region.|A talented jazz band from the region plays in the club every Friday.|in;Club;spielen;jeder;Freitag;ein;talentiert;Jazzband;aus;der;Region
1437.0|die Gewalt|noun|violence|Die Polizei versucht, die Gewalt bei Demonstrationen zu minimieren.|The police are trying to minimize violence at demonstrations.|der;Polizei;versuchen;der;Gewalt;bei;Demonstration;zu;minimieren
1437.001|die Gewalt|noun|force|Die Gewalt der Wellen zerschlug die hölzernen Planken des Bootes.|The force of the waves shattered the wooden planks of the boat.|der;Gewalt;der;Welle;zerschlagen;der;hölzern;Planke;der;Boot
1439.0|der Anschlag|noun|attack|Der Anschlag auf das Regierungsgebäude schockierte die Bevölkerung.|The attack on the government building shocked the population.|der;Anschlag;auf;der;Regierungsgebäude;schockieren;der;Bevölkerung
1440.0|beeinflussen|verb|to influence|Die Wetterbedingungen beeinflussen den Flugverkehr erheblich.|The weather conditions significantly influence air traffic.|der;Wetterbedingung;beeinflussen;der;Flugverkehr;erheblich
1442.0|außerhalb|preposition|outside|Außerhalb der Mauern tobte der Sturm mit ungebremster Intensität.|Outside the walls, the storm raged with unbridled intensity.|außerhalb;der;Mauer;toben;der;Sturm;mit;ungebremst;Intensität
1444.0|das Publikum|noun|public|Das Publikum jubelte begeistert, als der Pianist die Bühne betrat.|The public cheered enthusiastically as the pianist stepped on stage.|der;Publikum;jubeln;begeistert;als;der;Pianist;der;Bühne;betreten
1444.001|das Publikum|noun|audience|Das Publikum applaudierte begeistert nach der fesselnden Aufführung.|The audience applauded enthusiastically after the captivating performance.|der;Publikum;applaudieren;begeistert;nach;der;fesselnd;Aufführung
1445.0|der Besucher|noun|visitor|Der Besucher bewunderte die kunstvollen Fresken des alten Doms.|The visitor admired the artistic frescoes of the old cathedral.|der;Besucher;bewunderen;der;kunstvoll;Fresko;der;alt;Dom
1449.0|der Verlust|noun|loss|Der Verlust der Ernte durch den Hagel war für die Bauern verheerend.|The loss of the harvest to hail was devastating for the farmers.|der;Verlust;der;Ernte;durch;der;Hagel;sein;für;der;Bauer;verheerend
1451.0|streng|adjective|strict|Die strenge Lehrerin korrigierte die Prüfungen ohne Nachsicht.|The strict teacher corrected the exams without mercy.|der;streng;Lehrerin;korrigieren;der;Prüfung;ohne;Nachsicht
1453.001|der Lauf|noun|run|Der Lauf des Flusses schnitt tief durch die schroffe Landschaft.|The run of the river cut deep through the rugged landscape.|der;Lauf;der;Fluss;schnitt;tief;durch;der;schroff;Landschaft
1453.002|der Lauf|noun|race|Der Lauf durch das Labyrinth endete in einem spannenden Fotofinish.|The race through the labyrinth ended in an exciting photo finish.|der;Lauf;durch;der;Labyrinth;enden;in;ein;spannend;Fotofinish
1455.0|berühmt|adjective|famous|Der berühmte Maler stellte sein neuestes Werk im Museum aus.|The famous painter exhibited his latest work in the museum.|der;berühmt;Maler;ausstellen;sein;neue;Werk;in;Museum;aus
1455.001|berühmt|adjective|famous|Die kleine Konditorei ist berühmt für ihre köstlichen Torten.|The small patisserie is famous for its delicious cakes.|der;klein;Konditorei;sein;berühmt;für;ihr;köstlich;Torte
1456.001|ersetzen|verb|to reimburse|Der Defekt wird durch hochwertigen Ersatz ohne Zusatzkosten ersetzt.|The defect will be reimbursed with high-quality replacement at no extra cost.|der;Defekt;werden;durch;hochwertig;Ersatz;ohne;Zusatzkosten;ersetzen
1457.0|die Wahrscheinlichkeit|noun|probability|Die Wahrscheinlichkeit eines Jackpot-Gewinns ist verschwindend gering.|The probability of winning the jackpot is extremely low.|der;Wahrscheinlichkeit;ein;Jackpot-Gewinn;sein;verschwindend;gering
1458.0|das Ausland|noun|foreign countries|Viele Produkte aus dem Ausland enttäuschten die erwarteten Standards.|Many products from foreign countries failed to meet expected standards.|vieler;Produkt;aus;der;Ausland;enttäuschen;der;erwartet;Standard
1459.0|bayrisch|adjective|Bavarian|Die bayrische Tracht wurde stolz auf dem Volksfest präsentiert.|The Bavarian attire was proudly displayed at the folk festival.|der;bayrisch;Tracht;werden;stolz;auf;der;Volksfest;präsentieren
1462.0|das Gebäude|noun|building|Das Gebäude aus Glas und Stahl überragt die Skyline der Stadt.|The building of glass and steel dominates the city's skyline.|der;Gebäude;aus;Glas;und;Stahl;überragen;der;Skyline;der;Stadt
1464.0|herzlich|adjective|cordial|Die Begrüßung der Gastgeber war äußerst herzlich und aufrichtig.|The hosts' greeting was extremely cordial and sincere.|der;Begrüßung;der;Gastgeber;sein;äußerst;herzlich;und;aufrichtig
1468.0|der Strom|noun|stream|Ein plätschernder Strom schlängelte sich durch das dichte Gehölz.|A babbling stream meandered through the dense woods.|ein;plätschernd;Strom;schlängeln;sich;durch;der;dicht;Gehölz
1468.001|der Strom|noun|current|Der Strom riss das kleine Boot fast mit sich den Fluss hinunter.|The current almost swept the small boat down the river.|der;Strom;hinunterriss;der;klein;Boot;fast;mit;sich;der;Fluss;hinunter
1469.001|das Amt|noun|department|Das Amt für Migration bearbeitet derzeit viele Anträge auf Visa.|The department for migration is currently processing many visa applications.|der;Amt;für;Migration;bearbeiten;derzeit;vieler;Antrag;auf;Visa
1470.0|kritisieren|verb|to criticize|Die Leser kritisierten den fehlerhaften Artikel im Wirtschaftsmagazin.|The readers criticized the flawed article in the economic magazine.|der;Leser;kritisieren;der;fehlerhaft;Artikel;in;Wirtschaftsmagazin
1471.002|vermitteln|verb|to find|Der erfahrene Agent konnte schnell die passende Wohnung vermitteln.|The experienced agent was able to quickly find the right apartment.|der;erfahren;Agent;können;schnell;der;passend;Wohnung;vermitteln
1471.003|vermitteln|verb|to procure|Der Makler vermittelt ein herrliches Anwesen mit eigenem Waldstück.|The broker procures a beautiful estate with its own woodland.|der;Makler;vermitteln;ein;herrlich;Anwesen;mit;eigen;Waldstück
1472.0|die Wirklichkeit|noun|reality|Die Wirklichkeit holt die Träumer oft schneller ein als gedacht.|Reality often catches up with dreamers faster than expected.|der;Wirklichkeit;einholen;der;Träumer;oft;schnell;ein;als;denken
1474.0|das Studium|noun|study|Das Studium der Kunstgeschichte eröffnete ihm neue Perspektiven.|The study of art history opened up new perspectives for him.|der;Studium;der;Kunstgeschichte;eröffnen;ihm;neu;Perspektive
1474.001|das Studium|noun|studies|Das Studium in Heidelberg eröffnet viele berufliche Möglichkeiten.|The studies in Heidelberg open up many professional opportunities.|der;Studium;in;Heidelberg;eröffnen;vieler;beruflich;Möglichkeit
1476.0|präsentieren|verb|to present|Die Tänzer werden morgen eine neue Choreographie präsentieren.|The dancers will present a new choreography tomorrow.|der;Tänzer;werden;morgen;ein;neu;Choreographie;präsentieren
1476.001|präsentieren|verb|to show|Sie werden ihre neueste Kollektion mit großem Stolz präsentieren.|They will show their latest collection with great pride.|sie;werden;ihr;neue;Kollektion;mit;groß;Stolz;präsentieren
1477.0|die Demokratie|noun|democracy|Eine stabile Demokratie braucht mündige und informierte Bürger.|A stable democracy requires mature and informed citizens.|ein;stabil;Demokratie;brauchen;mündig;und;informiert;Bürger
1478.0|niemals|adverb|never|Solch eine Gelegenheit darf man sich niemals entgehen lassen!|One should never let such an opportunity slip by!|solch;ein;Gelegenheit;dürfen;man;sich;niemals;entgehen;lassen
1479.0|die Aufnahme|noun|reception|Die Aufnahme in den exklusiven Club war eine große Ehre für ihn.|The reception into the exclusive club was a great honor for him.|der;Aufnahme;in;der;exklusiv;Club;sein;ein;groß;Ehre;für;ihn
1479.001|die Aufnahme|noun|recording|Die Aufnahme der Live-Oper wurde am Abend fehlerfrei abgeschlossen.|The recording of the live opera was flawlessly completed in the evening.|der;Aufnahme;der;Live-Oper;werden;an;Abend;fehlerfrei;abschließen
1483.0|die Lust|noun|desire|Die Lust auf frisch gebackene Zimtschnecken ließ sie nicht los.|The desire for freshly baked cinnamon rolls would not let her go.|der;Lust;auf;frisch;gebacken;Zimtschnecke;loslassen;sie;nicht;los
1484.001|prüfen|verb|to check|Bevor du losfährst, solltest du den Reifendruck gründlich prüfen.|Before you drive off, you should thoroughly check the tire pressure.|bevor;du;losfähren;solltest;du;der;Reifendruck;gründlich;prüfen
1485.0|anlegen|verb|to put on|Er musste die Schutzkleidung sorgsam anlegen, bevor er eintrat.|He had to put on the protective gear carefully before entering.|er;musste;der;Schutzkleidung;sorgsam;anlegen;bevor;er;eintreten
1485.001|anlegen|verb|to invest|Er legte sein Erspartes in ein kleines Weingut in der Toskana an.|He invested his savings in a small vineyard in Tuscany.|er;anlegen;sein;Erspartes;in;ein;klein;Weingut;in;der;Toskana;an
1486.0|der Zuschauer|noun|spectator|Der Zuschauer am Spielfeldrand hielt die Spannung fast nicht aus.|The spectator on the sideline could hardly bear the tension.|der;Zuschauer;an;Spielfeldrand;aushalten;der;Spannung;fast;nicht;aus
1487.0|hell|adjective|light|Das helle Morgenlicht durchflutete die ruhige Parklandschaft.|The light morning sun flooded the tranquil park landscape.|der;hell;Morgenlicht;durchfluten;der;ruhig;Parklandschaft
1487.001|hell|adjective|bright|Ein hell erleuchteter Vollmond spiegelte sich im stillen See.|A bright full moon reflected on the calm lake.|ein;hell;erleuchtet;Vollmond;spiegeln;sich;in;still;See
1488.0|mitten|adverb|in the middle|Mitten im Chaos gelang es ihm, ruhig die Übersicht zu behalten.|In the middle of the chaos, he managed to calmly keep an overview.|mitten;in;Chaos;gelingen;es;ihm;ruhig;der;Übersicht;zu;behalten
1489.0|zufolge|preposition|according to|Dem Bericht zufolge sinkt der Wasserstand des Sees gefährlich schnell.|According to the report, the water level of the lake is dropping dangerously fast.|der;Bericht;zufolge;sinken;der;Wasserstand;der;See;gefährlich;schnell
1490.0|der Konflikt|noun|conflict|Der Konflikt zwischen den Nachbarn eskalierte wegen einer Kleinigkeit.|The conflict between the neighbors escalated over a small matter.|der;Konflikt;zwischen;der;Nachbar;eskalieren;wegen;ein;Kleinigkeit
1491.0|die Bahn|noun|train|Die Bahn rollte laut ratternd in den kleinen, verlassenen Bahnhof ein.|The train clattered loudly into the small, deserted station.|der;Bahn;einrollen;laut;ratternd;in;der;klein;verlassen;Bahnhof;ein
1491.001|die Bahn|noun|railway|Die Bahn führte durch malerische Täler und hohe Berglandschaften.|The railway led through picturesque valleys and high mountain landscapes.|der;Bahn;führen;durch;malerisch;Täler;und;hoch;Berglandschaft
1492.0|Syrien|noun|Syria|Die Reisereportage beleuchtet die kulturelle Vielfalt Syriens.|The travel report highlights the cultural diversity of Syria.|der;Reisereportage;beleuchten;der;kulturell;Vielfalt;Syrien
1493.0|das Einkommen|noun|income|Ein stabiles Einkommen ist für die Familienplanung unerlässlich.|A stable income is essential for family planning.|ein;stabil;Einkommen;sein;für;der;Familienplanung;unerlässlich
