|word_de|part_of_speech|word_en|sentence_de|sentence_en|sentence_lemmatized_de
881.0|speziell|adjective|special|Speziell angefertigte Schuhe lagen im Schaufenster des Ladens.|Specially made shoes lay in the shop window of the store.|speziell;angefertigt;Schuh;liegen;in;Schaufenster;der;Laden
881.001|speziell|adjective|specific|Das speziell angefertigte Werkzeug passt perfekt in die Halterung.|The specifically made tool fits perfectly into the holder.|der;speziell;angefertigt;Werkzeug;passen;perfekt;in;der;Halterung
882.0|französisch|adjective|French|Der französische Wein verströmte ein elegantes und edles Aroma.|The French wine exuded an elegant and noble aroma.|der;französisch;Wein;verströmen;ein;elegant;und;edl;Aroma
883.0|das Französisch|noun|French|Sie unterhielt sich fließend auf Französisch mit dem Diplomaten.|She conversed fluently in French with the diplomat.|sie;unterhalten;sich;fließend;auf;Französisch;mit;der;Diplomat
884.0|negativ|adjective|negative|Die negativen Auswirkungen der Abholzung sind weltweit spürbar.|The negative effects of deforestation are felt worldwide.|der;negativ;Auswirkung;der;Abholzung;sein;weltweit;spürbar
885.0|zentral|adjective|central|Die zentrale Lage des Hotels macht es perfekt für Städtereisen.|The central location of the hotel makes it perfect for city trips.|der;zentral;Lage;der;Hotel;machen;es;perfekt;für;Städtereise
886.0|die Ebene|noun|plane|Die weite Ebene erstreckte sich bis zum Horizont ohne Unterbrechung.|The wide plane stretched out to the horizon without interruption.|der;weit;Ebene;erstrecken;sich;bis;zu;Horizont;ohne;Unterbrechung
886.001|die Ebene|noun|level|Auf dieser Ebene der Verhandlung sind kleinere Zugeständnisse möglich.|At this level of negotiation, smaller concessions are possible.|auf;dieser;Ebene;der;Verhandlung;sein;klein;Zugeständnis;möglich
887.0|besuchen|verb|to visit|Die Schüler besuchen regelmäßig das Heimatmuseum im Zentrum.|The students regularly visit the local history museum in the center.|der;Schüler;besuchen;regelmäßig;der;Heimatmuseum;in;Zentrum
888.0|gestern|adverb|yesterday|Gestern donnerte ein starkes Gewitter über die gesamte Region hinweg.|Yesterday a strong thunderstorm rolled across the entire region.|gestern;donnern;ein;stark;Gewitter;über;der;gesamt;Region;hinweg
889.0|der Spieler|noun|player|Der Spieler schoss das entscheidende Tor in der Verlängerung.|The player scored the decisive goal in overtime.|der;Spieler;schoss;der;entscheidend;Tor;in;der;Verlängerung
890.0|absolut|adjective|absolute(ly)|Die Entscheidung des Richters war absolut gerecht und nachvollziehbar.|The judge's decision was absolutely fair and understandable.|der;Entscheidung;der;Richter;sein;absolut;gerecht;und;nachvollziehbar
890.001|absolut|adjective|complete(ly)|Der absolute Stillstand im Verkehr frustrierte viele Reisende immens.|The complete standstill in traffic immensely frustrated many travelers.|der;absolut;Stillstand;in;Verkehr;frustrieren;vieler;Reisende;immens
891.0|fliegen|verb|to fly|Die Vögel fliegen hoch über den schneebedeckten Bergen gen Süden.|The birds fly high above the snow-covered mountains heading south.|der;Vögel;fliegen;hoch;über;der;schneebedeckt;Berg;gen;Süden
892.0|der Hund|noun|dog|Der Hund bellte laut, als der Postbote am Gartentor vorbeiging.|The dog barked loudly as the postman passed by the garden gate.|der;Hund;belln;laut;als;der;Postbote;an;Gartentor;vorbeigehen
893.0|antworten|verb|to answer|Der Student antwortete sicher auf alle komplexen Prüfungsfragen.|The student answered all complex exam questions confidently.|der;Student;antworten;sicher;auf;aller;komplex;Prüfungsfrage
894.0|weiterhin|adverb|still|Er arbeitet weiterhin an seinem Roman, trotz vieler Rückschläge.|He still works on his novel, despite many setbacks.|er;arbeiten;weiterhin;an;sein;Roman;trotz;vieler;Rückschlag
894.001|weiterhin|adverb|furthermore|Er möchte weiterhin an der Verbesserung der Energieeffizienz arbeiten.|He wants to work furthermore on improving energy efficiency.|er;möchten;weiterhin;an;der;Verbesserung;der;Energieeffizienz;arbeiten
895.0|die Wand|noun|wall|Ein Gemälde von kräftigen Farben ziert die graue Wand des Vorraums.|A painting with bold colors adorns the gray wall of the lobby.|ein;Gemälde;von;kräftig;Farbe;ziern;der;grau;Wand;der;Vorraum
896.0|rechts|adverb|on/to the right|Gehen Sie rechts, dort finden Sie den alten hölzernen Brunnen.|Turn to the right, there you’ll find the old wooden well.|Gehen;sie;rechts;dort;finden;sie;der;alt;hölzern;Brunnen
897.0|konkret|adjective|concrete|Die Bürger fordern konkrete Maßnahmen zur Verbesserung der Mobilität.|The citizens are demanding concrete measures to improve mobility.|der;Bürger;fordern;konkret;Maßnahme;zu;Verbesserung;der;Mobilität
898.0|russisch|adjective|Russian|Die russische Literatur des 19. Jahrhunderts fasziniert viele Leser.|The Russian literature of the 19th century fascinates many readers.|der;russisch;Literatur;der;19.;Jahrhundert;faszinieren;vieler;Leser
899.0|das Russisch|noun|Russian|Im Sprachkurs lernten sie die Feinheiten des Russisch auszusprechen.|In the language course, they learned the subtleties of Russian pronunciation.|in;Sprachkurs;lernn;sie;der;Feinheit;der;Russisch;aussprechen
900.0|zahlen|verb|to pay|Die Kunden müssen an der Kasse kontaktlos zahlen für Komfort.|The customers must pay contactless at the checkout for convenience.|der;Kunde;müssen;an;der;Kasse;kontaktlos;zahlen;für;Komfort
901.0|zugleich|adverb|both|Er erklärte zugleich die Regeln und demonstrierte das Spiel bildhaft.|He explained both the rules and vividly demonstrated the game.|er;erklären;zugleich;der;Regel;und;demonstrieren;der;Spiel;bildhaft
901.001|zugleich|adverb|at the same time|Er las die Zeitung und trank zugleich seinen heißen Morgenkaffee.|He read the newspaper and drank his hot morning coffee at the same time.|er;lesen;der;Zeitung;und;trinken;zugleich;sein;heiß;Morgenkaffee
902.0|das Feld|noun|field|Ein roter Traktor bearbeitet das weite Feld unter der tiefen Sonne.|A red tractor works the vast field under the deep sun.|ein;rot;Traktor;bearbeiten;der;weit;Feld;unter;der;tief;Sonne
903.0|verdienen|verb|to earn|Harte Arbeit und Disziplin helfen, Respekt und Vertrauen zu verdienen.|Hard work and discipline help to earn respect and trust.|Harte;Arbeit;und;Disziplin;helfen;Respekt;und;vertrauen;zu;verdienen
903.001|verdienen|verb|to deserve|All diejenigen, die helfen, verdienen unseren aufrichtigen Respekt.|All those who help deserve our sincere respect.|all;derjenige;der;helfen;verdienen;unser;aufrichtig;Respekt
904.0|amerikanisch|adjective|American|Die amerikanischen Bestseller wurden in viele Sprachen übersetzt.|The American bestsellers were translated into many languages.|der;amerikanisch;Bestseller;werden;in;vieler;Sprache;übersetzen
905.0|die Sekunde|noun|second|In der letzten Sekunde gelang dem Torwart eine brillante Parade.|In the last second, the goalkeeper made a brilliant save.|in;der;letzter;Sekunde;gelingen;der;Torwart;ein;brillant;Parade
906.0|der Brief|noun|letter|Der Brief mit dem roten Siegel enthielt eine überraschende Nachricht.|The letter with the red seal contained a surprising message.|der;Brief;mit;der;rot;Siegel;enthalten;ein;überraschend;Nachricht
907.0|das Mitglied|noun|member|Jedes Mitglied des Vereins brachte seine eigene Expertise ein.|Each member of the association contributed their own expertise.|jeder;Mitglied;der;Vereins;einbringen;sein;eigen;Expertise;ein
908.0|praktisch|adjective|practical|Der kleine Rucksack ist äußerst praktisch für Tagesausflüge.|The small backpack is extremely practical for day trips.|der;klein;Rucksack;sein;äußerst;praktisch;für;Tagesausflug
909.0|die Gefahr|noun|danger|Die Gefahr von Lawinen ist in den höheren Lagen allgegenwärtig.|The danger of avalanches is omnipresent in the higher altitudes.|der;Gefahr;von;Lawine;sein;in;der;hoch;Lage;allgegenwärtig
909.001|die Gefahr|noun|risk|Die Gefahr von schmelzenden Gletschern steigt immer weiter an.|The risk of melting glaciers is continuously increasing.|der;Gefahr;von;schmelzend;Gletscher;ansteigen;immer;weiter;an
910.0|binden|verb|to tie|Die kräftigen Seile binden das Schiff sicher an den Hafensteg.|The strong ropes tie the ship securely to the dock.|der;kräftig;Seil;binden;der;Schiff;sicher;an;der;Hafensteg
910.001|binden|verb|to bind|Die Weberin begann, die feinen Fasern zu einem Stoff zu binden.|The weaver began to bind the fine fibers into a fabric.|der;Weberin;beginnen;der;fein;Faser;zu;ein;Stoff;zu;binden
911.0|weltweit|adjective|worldwide|Der Einfluss dieser Technologie ist inzwischen weltweit spürbar.|The influence of this technology is now felt worldwide.|der;Einfluss;dieser;Technologie;sein;inzwischen;weltweit;spürbar
912.0|die Liebe|noun|love|Die Liebe zu handgemachten Produkten ist unverkennbar gewachsen.|The love for handmade products has unmistakably grown.|der;Liebe;zu;handgemacht;Produkt;sein;unverkennbar;wachsen
913.0|der Beginn|noun|beginning|Der Beginn des Festivals wurde durch Feuerwerke eingeläutet.|The beginning of the festival was marked with fireworks.|der;Beginn;der;Festival;werden;durch;Feuerwerk;einläuten
914.0|China|noun|China|Die Seidenstraße verbindet historisch Europa und China miteinander.|The Silk Road historically connects Europe and China.|der;Seidenstraße;verbinden;historisch;Europa;und;China;miteinander
915.0|breit|adjective|wide|Die breite Straße ermöglichte das einfache Manövrieren der Lastwagen.|The wide road allowed easy maneuvering of the trucks.|der;breit;Straße;ermöglichen;der;einfach;manövrieren;der;Lastwagen
915.001|breit|adjective|broad|Die Straße war breit genug für zwei Fahrzeuge nebeneinander.|The road was broad enough for two vehicles side by side.|der;Straße;sein;breit;genug;für;zwei;Fahrzeug;nebeneinander
915.002|breit|adjective|general|Die breit angelegte Suche fand selbst kleinste Hinweise im Gelände.|The general wide-reaching search found even the smallest clues in the area.|der;breit;angelegt;Suche;finden;selbst;klein;Hinweis;in;Gelände
916.0|draußen|adverb|outside|Draußen sang eine Amsel ihr melodisches Lied im sanften Regen.|Outside, a blackbird sang its melodic song in the gentle rain.|draußen;singen;ein;Amsel;ihr;melodisch;Lied;in;sanft;Regen
917.0|die Wirkung|noun|effect|Die Heilpflanze entfaltete schnell ihre beruhigende Wirkung.|The medicinal plant quickly unfolded its soothing effect.|der;Heilpflanze;entfalten;schnell;ihr;beruhigend;Wirkung
918.0|die Bildung|noun|education|Die Bildung im digitalen Zeitalter erfordert neue Ansätze und Tools.|Education in the digital age requires new approaches and tools.|der;Bildung;in;digital;Zeitalter;erfordern;neu;Ansatz;und;Tool
919.0|das Blut|noun|blood|Das Blut des Verletzten tropfte langsam auf den kalten Boden.|The blood of the injured person dripped slowly onto the cold ground.|der;Blut;der;Verletzten;tropfen;langsam;auf;der;kalt;Boden
920.0|das Meer|noun|sea|Das Meer leuchtete in tiefem Blau unter der strahlenden Mittagssonne.|The sea glowed in deep blue under the bright midday sun.|der;Meer;leuchten;in;tief;Blau;unter;der;strahlend;Mittagssonne
921.0|die Anzahl|noun|number|Die Anzahl der Sternbilder am Himmel beeindruckte die Astronomen.|The number of constellations in the sky impressed the astronomers.|der;Anzahl;der;Sternbild;an;Himmel;beeindrucken;der;Astronom
922.0|die Veränderung|noun|change|Die Veränderung im Klima wird durch extreme Wetterereignisse sichtbar.|The change in climate becomes visible through extreme weather events.|der;Veränderung;in;Klima;werden;durch;extrem;Wetterereignis;sichtbar
923.0|durchaus|adverb|absolutely|Es ist durchaus möglich, in kurzer Zeit eine neue Sprache zu erlernen.|It is absolutely possible to learn a new language in a short time.|es;sein;durchaus;möglich;in;kurz;Zeit;ein;neu;Sprache;zu;erlernen
923.001|durchaus|adverb|quite|Das Ergebnis ist durchaus zufriedenstellend, aber ausbaufähig.|The result is quite satisfactory, but there is room for improvement.|der;Ergebnis;sein;durchaus;zufriedenstellend;aber;ausbaufähig
923.002|durchaus|adverb|certainly|Es ist durchaus denkbar, dass sich die Lage bald verbessert.|It is certainly possible that the situation will improve soon.|es;sein;durchaus;denkbar;dass;sich;der;Lage;bald;verbessern
924.0|der Mund|noun|mouth|Der Zahnarzt sagte, der Mund müsse gründlich gereinigt werden.|The dentist said the mouth must be cleaned thoroughly.|der;Zahnarzt;sagen;der;Mund;müssen;gründlich;reinigen;werden
925.0|berechnen|verb|to calculate|Die Ingenieure berechneten exakt die Statik der neuen Brücke.|The engineers calculated the exact statics of the new bridge.|der;Ingenieur;berechnen;exakt;der;Statik;der;neu;Brücke
925.001|berechnen|verb|to charge|Der Händler berechnete einen hohen Preis für die importierten Gewürze.|The merchant charged a high price for the imported spices.|der;Händler;berechnen;ein;hoch;Preis;für;der;importiert;Gewürz
926.0|betragen|verb|to amount|Die jährlich zu zahlende Steuer kann bis zu 15.000 Euro betragen.|The annual tax to be paid can amount to up to 15,000 euros.|der;jährlich;zu;zahlend;Steuer;können;bis;zu;15.000;Euro;betragen
927.0|fremd|adjective|foreign|Das fremde Land faszinierte ihn mit seinen exotischen Bräuchen.|The foreign country fascinated him with its exotic customs.|der;fremd;Land;faszinieren;ihn;mit;sein;exotisch;Bräuchen
927.001|fremd|adjective|unfamiliar|Die fremde Umgebung ließ ihn unsicher und nachdenklich werden.|The unfamiliar environment made him unsure and reflective.|der;fremd;Umgebung;lassen;ihn;unsicher;und;nachdenklich;werden
928.0|die Untersuchung|noun|examination|Die Untersuchung des Vorfalls brachte schockierende Details ans Licht.|The examination of the incident brought shocking details to light.|der;Untersuchung;der;Vorfall;bringen;schockierend;Detail;an;Licht
928.001|die Untersuchung|noun|examination|Die Untersuchung der Proben ergab keinerlei schwerwiegende Befunde.|The examination of the samples revealed no serious findings.|der;Untersuchung;der;Probe;ergeben;keinerlei;schwerwiegend;Befund
929.0|der Fehler|noun|mistake|Der Fehler in den Berechnungen führte zu einem kostspieligen Umweg.|The mistake in the calculations led to a costly detour.|der;Fehler;in;der;Berechnung;führen;zu;ein;kostspielig;Umweg
929.001|der Fehler|noun|error|Der kleine Fehler im Programm führte zum Absturz des Systems.|The small error in the program caused the system to crash.|der;klein;Fehler;in;Programm;führen;zu;Absturz;der;System
930.0|mittlerweile|adverb|in the meantime|Die Kleinunternehmen haben sich mittlerweile an die Krise angepasst.|The small businesses have in the meantime adapted to the crisis.|der;Kleinunternehmen;haben;sich;mittlerweile;an;der;Krise;angepasst
930.001|mittlerweile|adverb|since then|Mittlerweile hat das kleine Café eine treue Stammkundschaft aufgebaut.|Since then, the small café has built up a loyal clientele.|mittlerweile;haben;der;klein;Café;ein;treu;Stammkundschaft;aufbauen
931.0|aufbauen|verb|to build up|Die Arbeiter mussten die fragile Struktur Stein für Stein aufbauen.|The workers had to build up the fragile structure stone by stone.|der;Arbeiter;mussten;der;fragil;Struktur;Stein;für;Stein;aufbauen
931.001|aufbauen|verb|to build|Die Architekten planen, ein nachhaltiges Wohngebiet aufzubauen.|The architects plan to build a sustainable residential area.|der;Architekt;planen;ein;nachhaltig;Wohngebiet;aufbauen
932.0|die Sonne|noun|sun|Die Sonne färbte den Himmel in leuchtendes Rot am Abendhorizont.|The sun colored the sky in radiant red on the evening horizon.|der;Sonne;färben;der;Himmel;in;leuchtend;rote;an;Abendhorizont
933.0|das Prinzip|noun|principle|Das Prinzip der Nachhaltigkeit wurde in allen Projekten angewandt.|The principle of sustainability was applied in all projects.|der;Prinzip;der;Nachhaltigkeit;werden;in;aller;Projekt;anwanden
934.0|vorher|adverb|earlier|Vorher hatte niemand erwähnt, wie wichtig dieses Detail ist.|Earlier, no one had mentioned how important this detail is.|vorher;haben;niemand;erwähnen;wie;wichtig;dieser;Detail;sein
934.001|vorher|adverb|beforehand|Vorher hatte niemand von der geplanten Rede des Kanzlers gewusst.|Beforehand, no one knew about the chancellor's planned speech.|vorher;haben;niemand;von;der;geplant;Rede;der;Kanzler;wussen
935.0|der Kampf|noun|fight|Der Kampf um Gleichberechtigung ist noch lange nicht gewonnen.|The fight for equality is far from won.|der;Kampf;um;Gleichberechtigung;sein;noch;lange;nicht;gewinnen
935.001|der Kampf|noun|struggle|Der erbitterte Kampf zwischen den Armeen dauerte bis zum Morgen.|The fierce struggle between the armies lasted until morning.|der;erbittert;Kampf;zwischen;der;Armee;dauern;bis;zu;Morgen
936.0|die Verfügung|noun|disposal|Ein Dienstwagen steht dem Manager jederzeit zur Verfügung bereit.|A company car is at the manager's disposal at all times.|ein;Dienstwagen;bereitstehen;der;Manager;jederzeit;zu;Verfügung;bereit
937.0|feiern|verb|to celebrate|Die Dorfgemeinschaft feiert das Erntefest mit Musik und Tanz.|The village community celebrates the harvest festival with music and dance.|der;Dorfgemeinschaft;feiern;der;Erntefest;mit;Musik;und;Tanz
938.0|das Programm|noun|program|Das Programm des Festivals bot für jeden Geschmack etwas Besonderes.|The program of the festival offered something special for every taste.|der;Programm;der;Festival;bieten;für;jeder;Geschmack;etwas;Besonderes
939.0|linke|adjective|left|Die linke Tür des Schranks klemmte und ließ sich kaum öffnen.|The left door of the cabinet jammed and was hard to open.|der;linker;Tür;der;Schrank;klemmen;und;lassen;sich;kaum;öffnen
940.0|der Einfluss|noun|influence|Der Einfluss des Lehrers auf ihre Karriere blieb unvergessen.|The influence of the teacher on her career remained unforgettable.|der;Einfluss;der;Lehrer;auf;ihr;Karriere;bleiben;unvergessen
941.0|die Temperatur|noun|temperature|Die Temperatur im Gewächshaus bleibt konstant bei angenehmen 25 Grad.|The temperature in the greenhouse remains constantly at a pleasant 25 degrees.|der;Temperatur;in;Gewächshaus;bleiben;konstant;bei;angenehm;25;Grad
942.0|leer|adjective|empty|Das Glas war schon wieder leer, bevor jemand Nachschub brachte.|The glass was empty again before anyone brought a refill.|der;Glas;sein;schon;wieder;leer;bevor;jemand;Nachschub;bringen
943.0|mitteilen|verb|to inform|Die Universität hat den Studenten die Prüfungsergebnisse mitgeteilt.|The university informed the students of the exam results.|der;Universität;haben;der;Student;der;Prüfungsergebnis;mitteilen
943.001|mitteilen|verb|to share|Er wollte seine Erkenntnisse mit der Wissenschaftsgemeinde mitteilen.|He wanted to share his insights with the scientific community.|er;wollen;sein;Erkenntnis;mit;der;Wissenschaftsgemeinde;mitteilen
944.0|das Verfahren|noun|method|Das Verfahren zur Herstellung nutzt modernste Laser-Technik.|The method of production uses state-of-the-art laser technology.|der;Verfahren;zu;Herstellung;nutzen;modern;Laser-Technik
944.001|das Verfahren|noun|process|Das neue Verfahren revolutionierte das Schmelzen von Metallen.|The new process revolutionized metal melting.|der;neu;Verfahren;revolutionieren;der;schmelzen;von;Metall
944.002|das Verfahren|noun|technique|Das neue Verfahren optimiert die Herstellungskosten erheblich.|The new technique optimizes manufacturing costs significantly.|der;neu;Verfahren;optimieren;der;Herstellungskosten;erheblich
945.0|danke|adverb|thanks|Mit einem freundlichen Lächeln sagte er höflich danke und nickte.|With a friendly smile, he politely said thanks and nodded.|mit;ein;freundlich;Lächeln;sagen;er;höflich;danke;und;nicken
946.0|beziehen|verb|to refer|Der Artikel bezieht sich auf neueste wissenschaftliche Erkenntnisse.|The article refers to the latest scientific findings.|der;Artikel;beziehen;sich;auf;neueste;wissenschaftlich;Erkenntnis
946.001|beziehen|verb|to move|Wir beziehen nächste Woche ein kleines, gemütliches Häuschen.|We are moving into a small, cozy house next week.|wir;beziehen;nächster;Woche;ein;klein;gemütlich;Häuschen
946.002|beziehen|verb|to change (the bed)|Am Wochenende bezogen sie das Bett mit frischen, duftenden Laken.|Over the weekend, they changed the bed with fresh, fragrant sheets.|an;Wochenende;beziehen;sie;der;Bett;mit;frisch;duftend;Lake
947.0|verlangen|verb|to request|Die Besucher verlangen Einsicht in die alten Archivunterlagen.|The visitors request access to the old archive records.|der;Besucher;verlangen;Einsicht;in;der;alt;Archivunterlage
947.001|verlangen|verb|to demand|Die Arbeiter verlangen eine angemessene Erhöhung ihrer Löhne.|The workers demand a fair increase in their wages.|der;Arbeiter;verlangen;ein;angemessen;Erhöhung;ihr;Lohn
948.0|zuerst|adverb|first|Zuerst richtete der Bauer die alten Gerätschaften im Schuppen her.|First, the farmer arranged the old tools in the shed.|zuerst;herrichten;der;Bauer;der;alt;Gerätschaft;in;Schuppe;her
949.0|die Analyse|noun|analysis|Die Analyse der Baukosten zeigte Optimierungspotenziale auf.|The analysis of construction costs revealed optimization potential.|der;Analyse;der;Baukosten;aufzeigen;Optimierungspotenzial;auf
950.0|klassisch|adjective|classical|Im Museum spielte ein klassisches Quartett auf alten Instrumenten.|In the museum, a classical quartet played on old instruments.|in;Museum;spielen;ein;klassisch;Quartett;auf;alt;Instrument
951.0|ehemalig|adjective|former|Das ehemalige Fabrikgelände wird jetzt als Kulturzentrum genutzt.|The former factory site is now being used as a cultural center.|der;ehemalig;Fabrikgelände;werden;jetzt;als;Kulturzentrum;nutzen
952.0|das Bein|noun|leg|Ein Bein des Stuhls wackelte gefährlich auf dem unebenen Boden.|One leg of the chair wobbled precariously on the uneven floor.|ein;Bein;der;Stuhl;wackeln;gefährlich;auf;der;uneben;Boden
953.0|das Glas|noun|glass|Ein zerbrochenes Glas lag in tausend Scherben auf dem Boden.|A broken glass lay in a thousand pieces on the floor.|ein;zerbrochen;Glas;liegen;in;tausend;Scherbe;auf;der;Boden
954.0|untersuchen|verb|to examine|Der Arzt untersucht das Röntgenbild mit konzentriertem Blick.|The doctor examines the X-ray with a focused gaze.|der;Arzt;untersuchen;der;Röntgenbild;mit;konzentriert;Blick
955.0|kalt|adjective|cold|An jenem kalten Wintermorgen fror der See bis zum Ufer vollständig zu.|On that cold winter morning, the lake froze completely to the shore.|an;jener;kalt;Wintermorgen;zufrieren;der;See;bis;zu;Ufer;vollständig;zu
956.0|die Sorge|noun|worry|Die Sorge um das verletzte Tier ließ ihn die Nacht durchwachen.|The worry for the injured animal kept him awake all night.|der;Sorge;um;der;verletzt;Tier;lassen;ihn;der;Nacht;durchwachen
957.0|der Himmel|noun|sky|Am frühen Morgen strahlte der Himmel in einem tiefen Rubinrot.|In the early morning, the sky glowed in a deep ruby red.|an;früh;Morgen;strahlen;der;Himmel;in;ein;tief;Rubinrot
957.001|der Himmel|noun|heaven|Der Himmel strahlte in klarstem Blau nach der langen Regenzeit.|The heaven shone in the clearest blue after the long rainy season.|der;Himmel;strahlen;in;klarst;Blau;nach;der;lang;Regenzeit
958.0|künftig|adjective|future|Die künftige Generation muss nachhaltiger mit Ressourcen umgehen.|The future generation must handle resources more sustainably.|der;künftig;Generation;muss;nachhaltig;mit;Ressource;umgehen
959.0|national|adjective|national|Die Feier wurde durch eine national bekannte Band untermalt.|The celebration was accompanied by a nationally known band.|der;Feier;werden;durch;ein;national;bekannt;Band;untermalen
960.0|die Kirche|noun|church|Die alte Kirche am Flussufer strahlte einen mystischen Charme aus.|The old church on the riverbank exuded a mystical charm.|der;alt;Kirche;an;Flussufer;ausstrahlen;ein;mystisch;Charme;aus
961.0|links|adverb|on/to the left|Auf der Karte ist der Fluss links von der Hauptstraße eingezeichnet.|On the map, the river is marked to the left of the main road.|auf;der;Karte;sein;der;Fluss;links;von;der;Hauptstraße;einzeichneen
962.0|die CDU (Christlich Demokratische Union Deutschlands)|noun|CDU|Die CDU plant neue Reformen für den Bereich der Bildungspolitik.|The CDU is planning new reforms in the field of education policy.|der;CDU;planen;neu;Reform;für;der;Bereich;der;Bildungspolitik
963.0|bislang|adverb|up to now|Bislang gab es keine Lösung für das knifflige Mathematikproblem.|Up to now, there has been no solution for the tricky math problem.|bislang;geben;es;kein;Lösung;für;der;knifflig;Mathematikproblem
964.0|messen|verb|to measure|Die Ingenieure begannen, die Länge der Brücke präzise zu messen.|The engineers began to measure the length of the bridge precisely.|der;Ingenieur;beginnen;der;Länge;der;Brücke;präzise;zu;messen
965.0|lieb|adjective|dear|Sie schrieb einen langen Brief an ihren lieb gewonnenen Freund.|She wrote a long letter to her dear friend.|sie;schreiben;ein;lang;Brief;an;ihr;lieb;gewonnen;Freund
965.001|lieb|adjective|kind|Der lieb lächelnde Nachbar brachte selbstgebackenen Kuchen vorbei.|The kind smiling neighbor brought over homemade cake.|der;lieb;lächelnd;Nachbar;vorbeibringen;selbstgebacken;Kuchen;vorbei
966.0|unbedingt|adverb|absolutely|Du solltest unbedingt die Sicherheitsvorschriften einhalten!|You should absolutely follow the safety regulations!|du;solltest;unbedingt;der;Sicherheitsvorschrift;einhalten
967.0|der Verein|noun|association|Der lokale Verein organisiert jedes Jahr ein großes Sommerfest.|The local association organizes a big summer festival every year.|der;lokal;Verein;organisieren;jeder;Jahr;ein;groß;Sommerfest
967.001|der Verein|noun|club|Der Verein traf sich jeden Freitag zur wöchentlichen Sitzung.|The club met every Friday for the weekly meeting.|der;Verein;treffen;sich;jeder;Freitag;zu;wöchentlich;Sitzung
968.0|das Atom|noun|atom|Ein einziges Atom im falschen Molekül kann verheerende Folgen haben.|A single atom in the wrong molecule can have devastating effects.|ein;einzig;Atom;in;falsch;Molekül;können;verheerend;Folge;haben
969.0|historisch|adjective|historical|Die historische Brücke wurde nach der Restauration neu eröffnet.|The historical bridge was reopened after restoration.|der;historisch;Brücke;werden;nach;der;Restauration;neu;eröffnen
970.0|sinken|verb|to sink|Die Temperaturen werden in der Nacht auf unter null Grad sinken.|The temperatures will sink below zero degrees during the night.|der;Temperatur;werden;in;der;Nacht;auf;unter;null;Grad;sinken
971.0|kosten|verb|to cost|Das neue Geländefahrzeug wird die Regierung Millionen kosten.|The new off-road vehicle will cost the government millions.|der;neu;Geländefahrzeug;werden;der;Regierung;Million;kosten
972.0|die Vorstellung|noun|idea|Die Vorstellung eines papierlosen Büros wird längst Realität.|The idea of a paperless office has long become reality.|der;Vorstellung;ein;papierlos;Büro;werden;längst;Realität
972.001|die Vorstellung|noun|introduction|Die Vorstellung der neuen Romanreihe begeisterte das Publikum.|The introduction of the new book series thrilled the audience.|der;Vorstellung;der;neu;Romanreihe;begeisteren;der;Publikum
972.002|die Vorstellung|noun|performance|Die Vorstellung des Orchesters erhielt stehenden Applaus vom Publikum.|The performance of the orchestra received a standing ovation from the audience.|der;Vorstellung;der;Orchester;erhalten;stehend;Applaus;von;Publikum
973.0|entscheidend|adjective|decisive|Die Wahl des Standorts war ein entscheidender Faktor für den Erfolg.|The choice of location was a decisive factor for success.|der;Wahl;der;Standort;sein;ein;entscheidend;Faktor;für;der;Erfolg
974.0|teilen|verb|to divide|Wir mussten die Landkarte in vier gleich große Abschnitte teilen.|We had to divide the map into four equally large sections.|wir;mussten;der;Landkarte;in;vier;gleich;groß;Abschnitt;teilen
974.001|teilen|verb|to share|Die Dorfbewohner teilten ihre Ernte mit den durchreisenden Pilgern.|The villagers shared their harvest with the traveling pilgrims.|der;Dorfbewohner;teilen;ihr;Ernte;mit;der;durchreisend;Pilger
975.0|der Typ|noun|type|Der Typ an der Ecke bot selbstgemachte Uhren mit seltsamen Designs an.|The type on the corner offered handmade clocks with strange designs.|der;Typ;an;der;Ecke;anbieten;selbstgemacht;Uhr;mit;seltsam;Design;an
976.0|stammen|verb|to come (from)|Die antiken Münzen stammen aus der Zeit des Römischen Imperiums.|The ancient coins come from the time of the Roman Empire.|der;antik;Münze;stammen;aus;der;Zeit;der;Römisch;Imperium
976.001|stammen|verb|to descend|Die Fossilien stammen aus der Kreidezeit und sind äußerst selten.|The fossils descend from the Cretaceous period and are extremely rare.|der;Fossilium;stammen;aus;der;Kreidezeit;und;sein;äußerst;selten
977.0|wissenschaftlich|adjective|scientific|Der wissenschaftliche Artikel analysiert seltene Tiermigrationen.|The scientific article analyzes rare animal migrations.|der;wissenschaftlich;Artikel;analysieren;selten;Tiermigration
977.001|wissenschaftlich|adjective|scholarly|Die wissenschaftliche Publikation sorgte für neue Erkenntnisse.|The scholarly publication provided new insights.|der;wissenschaftlich;Publikation;sorgen;für;neu;Erkenntnis
978.0|wieso|pronoun|why|Wieso bleibt die Ampel so lange auf Rot, obwohl niemand wartet?|Why does the traffic light stay red for so long when no one is waiting?|wieso;bleiben;der;Ampel;so;lange;auf;Rot;obwohl;niemand;warten
979.0|der Faktor|noun|factor|Erfahrung ist ein wichtiger Faktor bei der Auswahl des Kandidaten.|Experience is an important factor in selecting the candidate.|Erfahrung;sein;ein;wichtig;Faktor;bei;der;Auswahl;der;Kandidat
