|word_de|part_of_speech|word_en|sentence_de|sentence_en|sentence_lemmatized_de
4712.0|bekanntlich|adverb|as is well known|Bekanntlich hat jede Münze zwei Seiten, genauso wie Entscheidungen.|As is well known, every coin has two sides, just like decisions.|bekanntlich;haben;jeder;Münze;zwei;Seite;genauso;wie;Entscheidung
4721.0|der Atomkern|noun|(atomic) nucleus|Der Atomkern ist das Zentrum eines jeden chemischen Elements.|The atomic nucleus is the center of every chemical element.|der;Atomkern;sein;der;Zentrum;ein;jeder;chemisch;Element
4741.0|die Arbeitslosenquote|noun|unemployment rate|Die Arbeitslosenquote ist in der Stadt alarmierend hoch.|The unemployment rate is alarmingly high in the city.|der;Arbeitslosenquote;sein;in;der;Stadt;alarmierend;hoch
4756.001|das Gutachten|noun|(expert) opinion|Das Gutachten bestätigte die Stabilität der alten Brücke.|The expert opinion confirmed the stability of the old bridge.|der;Gutachten;bestätigen;der;Stabilität;der;alt;Brücke
4768.0|die Blase|noun|blister|Nach der Wanderung hatte er eine riesige Blase am Fuß.|After the hike, he had a huge blister on his foot.|nach;der;Wanderung;haben;er;ein;riesig;Blase;an;Fuß
4768.001|die Blase|noun|bladder|Eine volle Blase störte ihn mitten während des Kinofilms.|A full bladder bothered him in the middle of the movie.|ein;voll;Blase;stören;ihn;mitten;während;der;Kinofilm
4775.0|die Jagd|noun|hunt|Die Jagd nach dem Verlorenen begann noch in der Nacht.|The hunt for the lost item began during the night.|der;Jagd;nach;der;verlorener;beginnen;noch;in;der;Nacht
4788.0|optimistisch|adjective|optimistic|Trotz Regen blieb sie optimistisch und packte den Picknickkorb.|Despite the rain, she stayed optimistic and packed the picnic basket.|trotz;Regen;bleiben;sie;optimistisch;und;packen;der;Picknickkorb
4792.001|abgehen|verb|to go off|Die Alarmglocke ging ab, als der Wind die schwere Tür aufriss.|The alarm bell went off as the wind tore open the heavy door.|der;Alarmglocke;abgehen;ab;als;der;Wind;der;schwer;Tür;aufriss
4802.0|der Rechtsanwalt|noun|lawyer|Ein engagierter Rechtsanwalt verteidigte die Rechte der Arbeiter.|A dedicated lawyer defended the rights of the workers.|ein;engagiert;Rechtsanwalt;verteidigen;der;Recht;der;Arbeiter
4819.002|der Zerfall|noun|decay|Der Zerfall des alten Gebäudes ist besorgniserregend für die Anwohner.|The decay of the old building is concerning for the residents.|der;Zerfall;der;alt;Gebäude;sein;besorgniserregend;für;der;Anwohner
4834.0|ausnutzen|verb|to exploit|Die Firma wollte die Energie der neuen Turbine maximal ausnutzen.|The company wanted to exploit the energy of the new turbine to the fullest.|der;Firma;wollen;der;Energie;der;neu;Turbine;maximal;ausnutzen
4837.0|höflich|adjective|polite|Der höfliche Kellner brachte das Menü mit einem Lächeln.|The polite waiter brought the menu with a smile.|der;höflich;Kellner;bringen;der;Menü;mit;ein;lächeln
4848.002|das Forum|noun|public discussion|Im Forum wurde lebhaft über die neuen Pläne diskutiert.|In the public discussion, the new plans were passionately debated.|in;Forum;werden;lebhaft;über;der;neu;Plan;diskutieren
4854.0|verhängen|verb|to impose|Die Behörden verhängen eine strenge Ausgangssperre.|The authorities impose a strict curfew.|der;Behörde;verhängen;ein;streng;Ausgangssperre
4858.001|zerlegen|verb|to take apart|Um das Gerät zu reparieren, müssen wir es sorgfältig zerlegen.|To repair the device, we must carefully take it apart.|um;der;Gerät;zu;reparieren;müssen;wir;es;sorgfältig;zerlegen
4875.001|einbinden|verb|to integrate|Wir möchten die neuen Technologien in unseren Unterricht einbinden.|We want to integrate the new technologies into our teaching.|wir;möchten;der;neu;Technologie;in;unser;Unterricht;einbinden
4879.001|kassieren|verb|to take the money|Der Verkäufer kassierte das Geld mit einem Lächeln.|The seller took the money with a smile.|der;Verkäufer;kassieren;der;Geld;mit;ein;lächeln
4913.0|riskieren|verb|to risk|Er würde alles riskieren, um die Wahrheit aufzudecken.|He would risk everything to uncover the truth.|er;werden;alle;riskieren;um;der;Wahrheit;aufdecken
4915.001|die Teilung|noun|separation|Die Teilung des Landes führte zu jahrelanger Unsicherheit.|The separation of the country led to years of uncertainty.|der;Teilung;der;Land;führen;zu;jahrelang;Unsicherheit
4936.0|abschalten|verb|to switch off|Er schaltete den Motor hörbar ab und stieg aus dem Wagen.|He audibly switched off the engine and stepped out of the car.|er;abschalten;der;Motor;hörbar;ab;und;steigen;aus;der;Wagen
4959.0|das Fell|noun|fur|Das Fell des streunenden Hundes war zottig und matt.|The fur of the stray dog was shaggy and dull.|der;Fell;der;streunend;Hund;sein;zottig;und;matt
4981.0|die Ewigkeit|noun|eternity|Die alte Eiche schien für eine Ewigkeit fest zu stehen.|The old oak seemed to stand firm for eternity.|der;alt;Eiche;scheinen;für;ein;Ewigkeit;fest;zu;stehen
4982.002|die Größenordnung|noun|magnitude|Die Größenordnung des Schadens war größer als gedacht.|The magnitude of the damage was greater than expected.|der;Größenordnung;der;Schaden;sein;groß;als;denken
4988.0|das Trinken|noun|drink|Das Trinken von frischem Wasser erfrischt den Körper.|The drink of fresh water refreshes the body.|der;Trinken;von;frisch;Wasser;erfrischen;der;Körper
4989.001|verkehren|verb|to consort|Er verkehre nur in exklusiven Kreisen der Stadtelite.|He consorts only with exclusive circles of the city elite.|er;verkehren;nur;in;exklusiv;Kreis;der;Stadtelite
5000.0|das Kissen|noun|pillow|Das neue Kissen auf dem Sofa ist unglaublich bequem und weich.|The new pillow on the couch is incredibly comfortable and soft.|der;neu;Kissen;auf;der;Sofa;sein;unglaublich;bequem;und;weich
5010.001|beeinträchtigen|verb|to impair|Das helle Licht könnte die Sicht im Tunnel beeinträchtigen.|The bright light could impair the vision in the tunnel.|der;hell;Licht;können;der;Sicht;in;Tunnel;beeinträchtigen
5012.0|gläubig|adjective|religious|Der gläubige Pilger setzte seinen Weg zum Heiligtum fort.|The religious pilgrim continued his journey to the shrine.|der;gläubig;Pilger;fortsetzen;sein;Weg;zu;Heiligtum;fort
5013.0|heilen|verb|to heal|Die Kräuterhexe kann die schlimmsten Wunden heilen.|The herbal witch can heal the worst wounds.|der;Kräuterhexe;können;der;schlimm;Wunde;heilen
5023.0|der Kumpel|noun|pal|Der Kumpel bot ihm an, das kaputte Fahrrad zu reparieren.|The pal offered to repair his broken bike.|der;Kumpel;anbieten;ihm;an;der;kaputt;Fahrrad;zu;reparieren
5053.0|das Referendum|noun|referendum|Das Referendum über die Reform hat die Nation gespalten.|The referendum on the reform divided the nation.|der;Referendum;über;der;Reform;haben;der;Nation;spalten
5056.0|der Umzug|noun|move|Der Umzug der Familie nach München verlief reibungslos.|The move of the family to Munich went smoothly.|der;Umzug;der;Familie;nach;München;verlaufen;reibungslos
5068.0|die Reiche|noun|rich|Die Reiche sammeln Gemälde in ihren opulenten Anwesen.|The rich collect paintings in their opulent estates.|der;Reiche;sammeln;Gemälde;in;ihr;opulent;Anwesen
5072.0|Zürcher|adjective|Zurich|Die Zürcher Schokolade ist weltweit für ihre Qualität bekannt.|The Zurich chocolate is renowned worldwide for its quality.|der;Zürcher;Schokolade;sein;weltweit;für;ihr;Qualität;bekannt
5084.0|offenbaren|verb|to reveal|Das Gemälde offenbaren die tiefen Gefühle des Künstlers.|The painting reveals the deep emotions of the artist.|der;Gemälde;offenbaren;der;tief;Gefühl;der;Künstler
5106.0|die Ruine|noun|ruin|Die alte Ruine thront still über dem verschlafenen Tal.|The old ruin silently towers over the sleepy valley.|der;alt;Ruine;thronen;still;über;der;verschlafen;Tal
5111.001|zuversichtlich|adjective|hopeful|Der Spieler blieb trotz Niederlage zuversichtlich und stark.|The player remained hopeful and strong despite the defeat.|der;Spieler;bleiben;trotz;Niederlage;zuversichtlich;und;stark
0.0|die|article|the
1.0|der|pronoun|the one
1.001|der|pronoun|that
1.002|der|pronoun|those
1.003|der|pronoun|the ones
2.0|der|pronoun|who
2.001|der|pronoun|that
3.0|und|conjunction|and
4.0|in|preposition|in
5.0|sein (Vergangenheitsform)|auxiliary verb|(past tense)
6.0|sein|verb|to be
7.0|ein|article|a
7.001|ein|article|an
8.0|einer|pronoun|one of
9.0|haben (Vergangenheitsform)|auxiliary verb|(past tense)
10.0|haben|verb|to have
11.0|sie|pronoun|she
11.001|sie|pronoun|her
12.0|sie|pronoun|they
12.001|sie|pronoun|them
13.0|Sie|pronoun|you
14.0|werden (Futur)|auxiliary verb|(future tense)
15.0|werden (Passivform)|auxiliary verb|(passive voice)
16.0|werden|verb|to become
16.001|werden|verb|to get
17.0|von|preposition|from
17.001|von|preposition|of
19.0|nicht|particle|not
21.0|mit|preposition|with
22.0|sich|pronoun|-self
23.0|er|pronoun|he
24.0|auf|preposition|on
24.001|auf|preposition|at
24.002|auf|preposition|to
25.0|für|preposition|for
26.0|auch|adverb|also
26.001|auch|adverb|too
27.0|an|preposition|at
27.001|an|preposition|on
28.0|dass|conjunction|that
29.0|zu|particle|to
30.0|zu|particle|too
31.0|zu|preposition|to
32.0|als|conjunction|as
32.001|als|conjunction|when
33.0|als|particle|than
34.0|können|verb|to be able to
34.001|können|verb|to can
35.0|dies|pronoun|this
35.001|dies|pronoun|that
37.0|wie|pronoun|how
38.0|wir|pronoun|we
39.0|ihr|pronoun|her
39.001|ihr|pronoun|their
39.002|ihr|pronoun|hers
39.003|ihr|pronoun|theirs
40.001|ihr|pronoun|her
41.0|Ihr|pronoun|your
42.0|so|adverb|thus
42.001|so|adverb|the way
42.002|so|adverb|such
43.0|so|particle|so
44.0|bei|preposition|by
44.001|bei|preposition|with
44.002|bei|preposition|at
45.0|sein|pronoun|his
45.001|sein|pronoun|its
46.0|aber|conjunction|but
47.0|aber|particle|(emphasis)
48.0|man|pronoun|one
48.001|man|pronoun|you
48.002|man|pronoun|they
49.0|noch|adverb|still
49.001|noch|adverb|yet
50.0|nach|preposition|after
50.001|nach|preposition|toward
51.0|oder|conjunction|or
52.0|all|pronoun|all
53.0|aus|preposition|out
53.001|aus|preposition|out of
53.002|aus|preposition|from
54.0|was|pronoun|what
55.0|nur|adverb|only
56.0|sagen|verb|to say
56.001|sagen|verb|to tell
57.0|dann|adverb|then
58.0|wenn|conjunction|if
58.001|wenn|conjunction|when
59.0|müssen|verb|to have to
59.001|müssen|verb|to must
60.0|um|conjunction|in order to
61.0|um|preposition|around
61.001|um|preposition|at
61.002|um|preposition|about
62.0|ja|particle|yes
62.001|ja|particle|of course
63.0|keine|pronoun|no (one)
64.0|über|preposition|above
64.001|über|preposition|over
64.002|über|preposition|about
65.0|da|adverb|there
66.0|da|conjunction|because
67.0|geben|verb|to give
68.0|vor|preposition|in front of
68.001|vor|preposition|before
68.002|vor|preposition|ago
69.0|mein|pronoun|my
69.001|mein|pronoun|mine
70.0|mehr|adverb|more
71.0|das Jahr|noun|year
72.0|du|pronoun|you
73.0|durch|preposition|through
74.0|viel|pronoun|much
74.001|viel|pronoun|a lot
76.001|machen|verb|to make
77.0|andere|pronoun|other
78.0|sollen|verb|to should
78.001|sollen|verb|to ought to
79.0|schon|adverb|already
80.0|schon|particle
81.0|kommen|verb|to come
82.0|mir|pronoun|me
83.0|immer|adverb|always
84.0|mich|pronoun
85.0|mich|pronoun|me
86.0|gehen|verb|to go
87.0|groß|adjective|big
87.001|groß|adjective|large
87.002|groß|adjective|great
88.0|hier|adverb|here
89.0|ganz|adjective|whole
89.001|ganz|adjective|all the
90.0|ganz|particle|quite
91.0|zwei|number|two
92.0|also|adverb|so
93.0|jetzt|adverb|now
94.0|doch|adverb|however
94.001|doch|adverb|but
95.0|doch|particle
96.0|wieder|adverb|again
97.0|uns|pronoun|us
97.001|uns|pronoun|we
98.0|gut|adjective|good
99.0|bis|conjunction|until
100.0|bis|preposition|until
101.0|wissen|verb|to know
102.0|sehen|verb|to see
104.0|sehr|adverb|very
105.0|mal|conjunction|times
106.0|das Mal|noun|time
107.0|mal|particle
108.0|lassen|verb|to let
108.001|lassen|verb|to allow
108.002|lassen|verb|to have done
110.0|stehen|verb|to stand
111.0|unser|pronoun|our
112.0|jede|pronoun|every
113.0|weil|conjunction|because
114.0|unter|preposition|under
115.0|der Mensch|noun|human being
116.0|ihm|pronoun|him
117.0|ihn|pronoun|him
118.0|denn|conjunction|because
119.0|denn|particle|anyway
120.0|das Beispiel|noun|example
121.0|erste|adjective|first
123.0|lang|adjective|long
124.0|lang|adverb|for a long time
125.0|leben|verb|to live
126.0|die Frau|noun|woman
126.001|die Frau|noun|wife
126.002|die Frau|noun|Mrs.
127.0|etwas|pronoun|something
127.001|etwas|pronoun|some
127.002|etwas|pronoun|a little
128.0|selbst|particle|even
129.0|selbst|pronoun|-self
130.0|wenig|adjective|few
131.0|wenige|pronoun|little
131.001|wenige|pronoun|few
132.0|finden|verb|to find
133.0|gegen|preposition|against
134.0|zwischen|preposition|between
135.0|drei|number|three
136.0|liegen|verb|to lie
137.0|wo|pronoun|where
138.0|nichts|pronoun|nothing
139.0|klein|adjective|small
139.001|klein|adjective|little
140.0|der Tag|noun|day
141.0|deutsch|adjective|German
142.0|das Deutsch|noun|German
143.0|bleiben|verb|to stay
143.001|bleiben|verb|to remain
144.0|nun|adverb|now
145.0|sondern|conjunction|but (on the contrary)
146.0|heute|adverb|today
147.0|beide|pronoun|both
148.0|hoch|adjective|high
148.001|hoch|adjective|tall
149.0|damit|pronoun|with it
150.0|ohne|conjunction|without
151.0|ohne|preposition|without
152.0|der Mann|noun|man
153.0|welche|pronoun|which
155.0|einmal|adverb|once
156.0|ihnen|pronoun|them
157.0|Ihnen|pronoun|you
158.0|heißen|verb|to be called
159.0|ob|conjunction|whether
159.001|ob|conjunction|if
160.0|denken|verb|to think
161.0|dabei|pronoun|with (somebody)
161.001|dabei|pronoun|there
162.0|seit|preposition|since
162.001|seit|preposition|for
163.0|einfach|adjective|simple
164.0|einfach|particle|simply
165.0|erst|adverb|first
165.001|erst|adverb|only
165.002|erst|adverb|not until
166.0|erst|particle
167.0|das Kind|noun|child
168.0|das Land|noun|land
168.001|das Land|noun|country
168.002|das Land|noun|state
169.0|stellen|verb|to place
169.001|stellen|verb|to set
169.002|stellen|verb|to put
170.0|zeigen|verb|to show
171.0|natürlich|adjective|natural
172.0|natürlich|adverb|naturally
172.001|natürlich|adverb|of course
173.0|alt|adjective|old
174.0|dort drüben|adverb|over there
174.001|dort drüben|adverb|there
175.0|Deutschland|noun|Germany
176.0|gleich|adjective|same
176.001|gleich|adjective|right away
176.002|gleich|adjective|just
177.0|nehmen|verb|to take
178.0|dürfen|verb|to be allowed to
180.0|vielleicht|adverb|perhaps
180.001|vielleicht|adverb|maybe
181.0|vielleicht|particle|quite
182.0|hören|verb|to hear
182.001|hören|verb|to listen (to)
183.0|das Haus|noun|house
184.0|nein|particle|no
185.0|wer|pronoun|who
185.001|wer|pronoun|whoever
186.0|dazu|pronoun|in addition
186.001|dazu|pronoun|furthermore
186.002|dazu|pronoun|to that
186.003|dazu|pronoun|for that
187.0|eigentlich|adjective|actual
187.001|eigentlich|adjective|real
188.0|eigentlich|adverb|actually
189.0|eigentlich|particle
190.0|letzte|adjective|last
191.0|fragen|verb|to ask
192.0|der Herr|noun|Mr.
193.0|halten|verb|to stop
193.001|halten|verb|to hold
194.0|glauben|verb|to believe
195.0|die Frage|noun|question
196.0|gelten|verb|to be valid
197.0|gerade|adjective|straight
198.0|gerade|adverb|just
198.001|gerade|adverb|just now
198.002|gerade|adverb|right now
199.0|folgen|verb|to follow
200.0|sprechen|verb|to speak
201.0|führen|verb|to lead
202.0|bringen|verb|to bring
202.001|bringen|verb|to take
203.0|die Welt|noun|world
204.0|gar|adverb|at all
205.0|eigen|adjective|own
206.0|genau|adjective|exact
207.0|mögen|verb|to like
209.0|spät|adjective|late
210.0|bereits|adverb|already
211.0|möglich|adjective|possible
212.0|so ... wie möglich|adverb|as ... as possible
212.001|so ... wie möglich|adverb|if possible
213.0|das Prozent|noun|percent
214.0|während|conjunction|while
214.001|während|conjunction|whereas
215.0|während|preposition|during
215.001|während|preposition|while
216.0|einige|pronoun|a few
216.001|einige|pronoun|some
217.0|dafür|pronoun|for it
217.001|dafür|pronoun|for that
218.0|kurz|adjective|short
219.0|richtig|adjective|correct
219.001|richtig|adjective|right
220.0|stark|adjective|strong
221.0|brauchen|verb|to need
222.0|die Hand|noun|hand
223.0|etwa|adverb|about
223.001|etwa|adverb|approximately
224.0|etwa|particle|(expressing surprise)
225.0|weitere|adjective|additional
225.001|weitere|adjective|further
226.0|das Ende|noun|end
227.0|schreiben|verb|to write
228.0|solch|pronoun|such
229.0|nie|adverb|never
230.0|der Fall|noun|fall
230.001|der Fall|noun|case
231.0|schön|adjective|beautiful
231.001|schön|adjective|pleasant
231.002|schön|adjective|nice
232.0|wirklich|adjective|real
232.001|wirklich|adjective|actual
233.0|wirklich|adverb|really
233.001|wirklich|adverb|actually
234.0|denen (pl, Dativ)|pronoun|whom
234.001|denen (pl, Dativ)|pronoun|that
234.002|denen (pl, Dativ)|pronoun|those
235.0|nennen|verb|to name
235.001|nennen|verb|to call
236.0|warum|adverb|why
237.0|ziehen|verb|to pull
237.001|ziehen|verb|to move
238.0|das Wort|noun|word
239.0|darauf|pronoun|on it
239.001|darauf|pronoun|to it
240.0|eben|adverb|just
241.0|eben|particle|just
241.001|eben|particle|exactly
242.0|die Seite|noun|side
242.001|die Seite|noun|page
243.0|das Teil|noun|part
244.0|jung|adjective|young
245.0|vier|number|four
246.0|besser|adjective|better
247.0|fast|adverb|almost
248.0|schnell|adjective|quick
248.001|schnell|adjective|fast
249.0|die Stadt|noun|city
249.001|die Stadt|noun|town
250.0|spielen|verb|to play
251.0|zwar|adverb|although
251.001|zwar|adverb|admittedly
251.002|zwar|adverb|namely
252.0|der Euro|noun|euro (unit of currency)
253.0|die Arbeit|noun|work
254.0|die Million (Mio.)|noun|million
255.0|das Problem|noun|problem
256.0|verstehen|verb|to understand
257.0|bekommen|verb|to get
257.001|bekommen|verb|to receive
258.0|meinen|verb|to think
258.001|meinen|verb|to have an opinion
259.0|davon|pronoun|from it
259.001|davon|pronoun|about it
259.002|davon|pronoun|thereof
260.0|fahren|verb|to drive
260.001|fahren|verb|to ride
260.002|fahren|verb|to go
261.0|kennen|verb|to know
262.0|dich|pronoun|you
263.0|die Mutter|noun|mother
264.0|die Woche|noun|week
265.0|der Weg|noun|path
265.001|der Weg|noun|way
266.0|weiter|adverb|further
267.0|das Auge|noun|eye
268.0|oft|adverb|often
269.0|die Leute (pl)|noun|people
270.0|allerdings|adverb|though
270.001|allerdings|adverb|indeed
270.002|allerdings|adverb|certainly
271.0|sogar|adverb|even
271.001|sogar|adverb|in fact
272.0|jedoch|adverb|however
273.0|setzen|verb|to place
273.001|setzen|verb|to put
275.0|deshalb|adverb|so
275.001|deshalb|adverb|therefore
276.0|weit|adverb|widely
276.001|weit|adverb|far
277.0|sitzen|verb|to sit
278.0|der Vater|noun|father
279.0|dein|pronoun|your
280.0|arbeiten|verb|to work
281.0|das Geld|noun|money
282.0|das Unternehmen|noun|enterprise
282.001|das Unternehmen|noun|company
283.0|nächste|adjective|next
284.0|erklären|verb|to explain
285.0|klar|adjective|clear
287.0|das Paar|noun|pair
287.001|das Paar|noun|couple
288.0|ein paar|pronoun|a few
289.001|recht|adjective|be fine (with)
290.001|das Recht|noun|law
291.0|recht|particle|rather
291.001|recht|particle|quite
292.0|wegen|preposition|because of
293.0|dir|pronoun|you
294.0|das Wasser|noun|water
295.0|bestehen|verb|to exist
295.001|bestehen|verb|to insist
295.002|bestehen|verb|to pass (an exam)
296.0|versuchen|verb|to try
296.001|versuchen|verb|to attempt
297.0|der Punkt|noun|dot
297.001|der Punkt|noun|point
297.002|der Punkt|noun|period
298.0|der Grund|noun|reason
298.001|der Grund|noun|basis
299.0|der Kopf|noun|head
300.0|beginnen|verb|to begin
301.0|laufen|verb|to run
302.0|das Bild|noun|picture
303.0|verschieden|adjective|different
303.001|verschieden|adjective|diverse
304.0|der Name|noun|name
305.0|die Aufgabe|noun|task
305.001|die Aufgabe|noun|assignment
305.002|die Aufgabe|noun|job
306.0|schwer|adjective|difficult
306.001|schwer|adjective|heavy
307.0|entsprechen|verb|to correspond
308.0|treffen|verb|to meet
309.0|die Art|noun|type
309.001|die Art|noun|kind
310.0|wohl|adverb|well
311.0|wohl|particle|probably
312.0|die Geschichte|noun|history
312.001|die Geschichte|noun|story
313.0|erzählen|verb|to tell
314.0|entstehen|verb|to originate
314.001|entstehen|verb|to develop
314.002|entstehen|verb|to arise
315.0|sicher|adjective|safe
315.001|sicher|adjective|secure
315.002|sicher|adjective|certain
316.0|neben|preposition|next to
316.001|neben|preposition|beside
317.0|allein|adverb|alone
318.0|die Abbildung (Abb.)|noun|illustration
319.0|hinter|preposition|behind
319.001|hinter|preposition|in back of
320.0|besonders|adverb|particularly
321.0|tragen|verb|to carry
321.001|tragen|verb|to wear
322.0|kaum|adverb|hardly
323.0|der Freund|noun|friend
324.0|fünf|number|five
325.0|scheinen|verb|to shine
325.001|scheinen|verb|to seem
325.002|scheinen|verb|to appear
326.0|die Stunde|noun|hour
327.0|aussehen|verb|to appear
327.001|aussehen|verb|to look
329.0|überhaupt|adverb|at all
329.001|überhaupt|adverb|even
330.0|bestimmt|adjective|special
330.001|bestimmt|adjective|certain
331.0|sowie|conjunction|as well as
331.001|sowie|conjunction|as soon as
331.002|sowie|conjunction|plus
332.0|der Professor|noun|professor
333.0|darüber|pronoun|above it
333.001|darüber|pronoun|about it
334.0|deren|pronoun|whose
335.0|schaffen|verb|to manage
335.001|schaffen|verb|to create
336.0|damals|pronoun|back then
337.0|erhalten|verb|to receive
339.0|frei|adjective|free
339.002|frei|adjective|free
340.0|wert|adjective|worth
341.0|der Wert|noun|value
342.0|beziehungsweise (bzw.)|conjunction|or rather
342.001|beziehungsweise (bzw.)|conjunction|respectively
343.0|daran|pronoun|on it
344.0|suchen|verb|to search
344.001|suchen|verb|to look for
345.0|Europa|noun|Europe
346.0|gemeinsam|adjective|common
347.0|rund|adjective|round
348.0|rund|adverb|approximately
349.0|die Zahl|noun|number
350.0|das Thema|noun|subject
350.001|das Thema|noun|topic
350.002|das Thema|noun|theme
351.0|handeln|verb|to deal
351.001|handeln|verb|to trade
353.0|ein bisschen|pronoun|a little
354.0|deutlich|adjective|clear
355.0|anders|adverb|different
355.001|anders|adverb|differently
356.0|politisch|adjective|political
357.0|lesen|verb|to read
358.0|der Blick|noun|look
358.001|der Blick|noun|view
358.002|der Blick|noun|glance
359.0|die Form|noun|form
359.001|die Form|noun|shape
360.0|einzeln|adjective|individual
360.001|einzeln|adjective|single
360.002|einzeln|adjective|separately
361.0|erreichen|verb|to achieve
361.001|erreichen|verb|to reach
362.0|vergehen|verb|to pass (time)
363.0|leicht|adjective|light
363.001|leicht|adjective|easy
364.0|je|adverb|ever
364.001|je|adverb|each
365.0|je ..., desto|conjunction|the more ...
366.0|verlieren|verb|to lose
367.0|beste|adjective|best
368.0|bilden|verb|to form
368.001|bilden|verb|to educate
369.0|der Monat|noun|month
370.0|die Lösung|noun|solution
371.0|die Sache|noun|thing
372.0|bekannt|adjective|well-known
372.001|bekannt|adjective|famous
373.0|das Ziel|noun|destination
373.001|das Ziel|noun|goal
374.0|steigen|verb|to climb
374.001|steigen|verb|to increase
375.0|eher|adverb|sooner
375.001|eher|adverb|earlier
375.002|eher|adverb|more likely
376.0|essen|verb|to eat
377.0|die Minute|noun|minute
378.0|nachts|adverb|at night
378.001|nachts|adverb|nights
379.0|die Nacht|noun|night
380.0|der Platz|noun|place
380.001|der Platz|noun|room
380.002|der Platz|noun|square
381.0|schlecht|adjective|bad
382.0|das Spiel|noun|game
382.001|das Spiel|noun|match
383.0|die Familie|noun|family
384.0|jemand|pronoun|someone
384.001|jemand|pronoun|somebody
385.0|dessen|pronoun|whose
386.0|fallen|verb|to fall
387.0|zehn|number|ten
388.0|der Preis|noun|price
388.001|der Preis|noun|prize
389.0|europäisch|adjective|European
390.0|sonst|adverb|otherwise
391.0|der Staat|noun|state
392.0|helfen|verb|to help
393.0|der Bereich|noun|area
393.001|der Bereich|noun|region
394.0|tatsächlich|adjective|real
394.001|tatsächlich|adjective|actual
395.0|der Ort|noun|place
396.0|abends|adverb|in the evening
397.0|der Abend|noun|evening
398.0|einzig|adjective|only
398.001|einzig|adjective|single
400.0|unterschiedlich|adjective|different
401.0|das Gesicht|noun|face
402.0|die Entwicklung|noun|development
403.0|die Uhr|noun|clock
403.001|die Uhr|noun|watch
403.002|die Uhr|noun|o’clock
404.0|mehrere|pronoun|several
404.001|mehrere|pronoun|multiple
404.002|mehrere|pronoun|various
405.0|schließen|verb|to close
406.0|schließlich|adverb|finally
406.001|schließlich|adverb|eventually
407.0|legen|verb|to lay
407.001|legen|verb|to put
408.0|direkt|adjective|direct
408.001|direkt|adjective|straight
409.0|daher|pronoun|from there
409.002|daher|pronoun|hence
410.0|offen|adjective|open
411.0|erkennen|verb|to recognize
411.001|erkennen|verb|to admit
412.0|die Person|noun|person
413.0|der Moment|noun|moment
414.0|die Schule|noun|school
415.0|darin|pronoun|in it
415.001|darin|pronoun|in there
415.002|darin|pronoun|inside
416.0|das Auto|noun|automobile
416.001|das Auto|noun|car
417.0|niemand|pronoun|no one
417.001|niemand|pronoun|nobody
418.0|die Gesellschaft|noun|society
418.001|die Gesellschaft|noun|company
419.0|warten|verb|to wait
420.0|vorstellen|verb|to introduce
420.001|vorstellen|verb|to imagine
421.0|früh|adjective|early
422.0|treten|verb|to step
423.0|reden|verb|to talk
424.0|die Gruppe|noun|group
425.0|das Ding|noun|thing
425.001|das Ding|noun|thing
426.0|na|particle|well
426.001|na|particle|so
427.0|gewinnen|verb|to win
427.001|gewinnen|verb|to gain
428.0|zunächst|adverb|first
428.001|zunächst|adverb|at first
428.002|zunächst|adverb|for now
429.0|damit|conjunction|so that
430.0|die Tür|noun|door
431.0|der Schritt|noun|step
432.0|entwickeln|verb|to develop
433.0|meiste|adjective|most
434.0|die Möglichkeit|noun|possibility
434.001|die Möglichkeit|noun|chance
435.0|der Sinn|noun|sense
435.001|der Sinn|noun|meaning
436.0|passieren|verb|to take place
436.001|passieren|verb|to happen
437.0|manchmal|adverb|sometimes
438.0|der Vergleich|noun|comparison
439.0|das System|noun|system
440.0|die Rolle|noun|role
440.001|die Rolle|noun|roll
441.0|das Ergebnis|noun|result
442.0|vergleichen|verb|to compare
443.0|voll|adjective|full
445.0|obwohl|conjunction|although
446.0|die Straße|noun|street
447.0|die Angst|noun|fear
448.0|allgemein|adjective|general
449.0|fühlen|verb|to feel
450.0|jene|pronoun|that
450.001|jene|pronoun|those
451.0|erinnern|verb|to remind
452.0|oh|particle|oh
452.001|oh|particle|aw
453.0|bedeuten|verb|to mean
454.0|die Stimme|noun|voice
454.001|die Stimme|noun|vote
456.0|wirken|verb|to have an effect
456.002|wirken|verb|to work
457.0|darstellen|verb|to depict
457.001|darstellen|verb|to portray
457.002|darstellen|verb|to show
457.003|darstellen|verb|to present
458.0|der Raum|noun|room
458.001|der Raum|noun|space
460.001|bezeichnen|verb|to refer to
460.002|bezeichnen|verb|to describe
460.003|bezeichnen|verb|to consider
461.0|die Funktion|noun|function
462.0|häufig|adjective|frequent
463.0|erscheinen|verb|to appear
464.0|die USA (Vereinigte Staaten von Amerika)|noun|USA
464.001|die USA (Vereinigte Staaten von Amerika)|noun|United States of America
465.0|der Flüchtling|noun|refugee
466.0|früher|adverb|in the past
467.0|das Pro|noun|pro
468.0|pro|preposition|per
469.0|ergeben|verb|to result in
469.001|ergeben|verb|to produce
471.0|die Universität|noun|university
472.0|betreffen|verb|to affect
472.001|betreffen|verb|to concern
473.0|oben|adverb|above
473.001|oben|adverb|up there
474.0|die Richtung|noun|direction
475.0|bestimmen|verb|to decide
475.001|bestimmen|verb|to determine
476.0|fehlen|verb|to lack
476.001|fehlen|verb|to be missing
