|word_de|part_of_speech|word_en|sentence_de|sentence_en|sentence_lemmatized_de
1134.001|die Masse|noun|crowd|Die Masse jubelte, als das Team das Spiel gewann.|The crowd cheered as the team won the game.|der;Masse;jubelen;als;der;Team;der;Spiel;gewinnen
1135.0|singen|verb|to sing| Die Kinder singen fröhliche Lieder im Musikunterricht.|The children sing cheerful songs in music class.|der;Kind;singen;fröhlich;Lied;in;Musikunterricht
1136.0|die Theorie|noun|theory|Die Theorie erklärt viele Phänomene in der Physik.|The theory explains many phenomena in physics.|der;Theorie;erklären;vieler;Phänomen;in;der;Physik
1137.0|der Inhalt|noun|content|Der Inhalt der Schulung war informativ und gut strukturiert.|The content of the training was informative and well-structured.|der;Inhalt;der;Schulung;sein;informativ;und;gut;strukturiert
1137.001|der Inhalt|noun|plot|Der Inhalt des Buches fesselte mich von Anfang an.|The plot of the book captivated me from the start.|der;Inhalt;der;Buch;fesselen;mich;von;Anfang;an
1138.0|scheitern|verb|to fail|Das Projekt scheiterte an mangelnder Finanzierung.|The project failed due to a lack of funding.|der;Projekt;scheitern;an;mangelnd;Finanzierung
1138.001|scheitern|verb|to break down|Das Projekt scheitert an mangelnder Planung.|The project breaks down due to poor planning.|der;Projekt;scheitern;an;mangelnd;Planung
1139.0|das Ereignis|noun|event|Das Ereignis des Jahres wird im Stadtpark stattfinden.|The event of the year will take place in the city park.|der;Ereignis;der;Jahr;werden;in;Stadtpark;stattfinden
1140.0|lediglich|adverb|merely|Er wollte lediglich helfen, aber wurde missverstanden.|He merely wanted to help, but was misunderstood.|er;wollen;lediglich;helfen;aber;werden;missverstehen
1141.0|organisch|adjective|organic|Wir kaufen nur organisches Gemüse vom Bauernhof.|We only buy organic vegetables from the farm.|wir;kaufen;nur;organisch;Gemüse;von;Bauernhof
1142.0|glücklich|adjective|happy|Sie war so glücklich, ihren Freund wiederzusehen.|She was so happy to see her friend again.|sie;sein;so;glücklich;ihr;Freund;wiederzusehen
1142.001|glücklich|adjective|fortunate|Wir sind glücklich, solch talentierte Kollegen zu haben.|We are fortunate to have such talented colleagues.|wir;sein;glücklich;solch;talentiert;Kollege;zu;haben
1143.0|der Rest|noun|rest|Ich habe den Rest des Essens aufbewahrt.|I kept the rest of the food.|ich;haben;der;Rest;der;Essen;aufbewahren
1143.001|der Rest|noun|remainder|Der Rest der Gruppe wartet geduldig auf die Rückkehr.|The remainder of the group waits patiently for the return.|der;Rest;der;Gruppe;warten;geduldig;auf;der;Rückkehr
1144.0|der Wunsch|noun|wish|Der Wunsch nach Frieden ist universell und zeitlos.|The wish for peace is universal and timeless.|der;Wunsch;nach;Frieden;sein;universell;und;zeitlos
1145.0|beschließen|verb|to decide|Wir beschließen gemeinsam, die nächste Sitzung vorzuziehen.|We decide together to move the next meeting forward.|wir;beschließen;gemeinsam;der;nächster;Sitzung;vorziehen
1146.0|dick|adjective|thick|Die dicke Decke hielt uns in der kalten Nacht warm.|The thick blanket kept us warm during the cold night.|der;dick;Decke;warmhalten;uns;in;der;kalt;Nacht;warm
1146.001|dick|adjective|fat|Die dicke Decke hielt uns warm während der kalten Nacht.|The fat blanket kept us warm during the cold night.|der;dick;Decke;warmhalten;uns;warm;während;der;kalt;Nacht
1147.0|riesig|adjective|huge|Der neue Einkaufszentrum ist riesig und modern.|The new shopping mall is huge and modern.|der;neu;Einkaufszentrum;sein;riesig;und;modern
1147.001|riesig|adjective|great|Die riesige Datenmenge wurde in kürzester Zeit verarbeitet.|The great amount of data was processed in a very short time.|der;riesig;Datenmenge;werden;in;kürzeer;Zeit;verarbeiten
1147.002|riesig|adjective|tremendous|Der riesige Menschengruppe erwartete gespannt das Konzert.|The tremendous crowd expected the concert with excitement.|der;riesig;Menschengruppe;erwarten;gespannt;der;Konzert
1147.003|riesig|adjective|giant|Ein riesiger Elefant stand mitten auf der Straße.|A giant elephant stood in the middle of the road.|ein;riesig;Elefant;stehen;mitten;auf;der;Straße
1147.004|riesig|adjective|massive|Die riesige Brücke überspannt den Fluss.|The massive bridge spans the river.|der;riesig;Brücke;überspannen;der;Fluss
1147.005|riesig|adjective|humongous|Der riesige Baum im Garten schattete das ganze Haus.|The humongous tree in the garden shaded the whole house.|der;riesig;Baum;in;Garten;schatten;der;ganz;Haus
1147.006|riesig|adjective|enormous|Ein riesiger Elefant stand mitten auf der Straße.|An enormous elephant stood in the middle of the road.|ein;riesig;Elefant;stehen;mitten;auf;der;Straße
1148.0|heutig|adjective|present-day|Der heutige Unterricht ist sehr interaktiv gestaltet.|The present-day lesson is designed to be very interactive.|der;heutig;Unterricht;sein;sehr;interaktiv;gestalten
1148.001|heutig|adjective|today’s|Das heutige Wetter ist perfekt für einen Ausflug ins Freie.|Today's weather is perfect for an outing outdoors.|der;heutig;Wetter;sein;perfekt;für;ein;Ausflug;in;freie
1149.0|hallo|particle|hello|Hallo, ich habe die neuesten Forschungsdaten mitgebracht.|Hello, I brought the latest research data.|Hallo;ich;haben;der;neu;Forschungsdatum;mitbringen
1150.0|das Museum|noun|museum|Das Museum beherbergt zahlreiche bedeutende Kunstwerke.|The museum houses numerous significant works of art.|der;Museum;beherbergen;zahlreich;bedeutend;Kunstwerk
1151.0|die Farbe|noun|color|Er mischte Blau und Gelb, um eine grüne Farbe zu erzeugen.|He mixed blue and yellow to create a green color.|er;mischen;Blau;und;Gelb;um;ein;grün;Farbe;zu;erzeugen
1152.0|zwölf|number|twelve|Die Schule beginnt um zwölf Uhr, also komm rechtzeitig.|School starts at twelve o'clock, so come on time.|der;Schule;beginnen;um;zwölf;Uhr;also;komm;rechtzeitig
1153.0|per|preposition|by|Die Dokumente wurden per Kurier direkt ins Büro geliefert.|The documents were delivered by courier straight to the office.|der;Dokument;werden;per;Kurier;direkt;in;Büro;lieferen
1153.001|per|preposition|per|Die Lieferung erfolgt per Expressversand in zwei Tagen.|The delivery is made per express shipping in two days.|der;Lieferung;erfolgen;per;Expressversand;in;zwei;Tag
1154.0|regelmäßig|adjective|regular|Er trainiert regelmäßig, um seine Fitness zu verbessern.|He trains regularly to improve his fitness.|er;trainieren;regelmäßig;um;sein;Fitness;zu;verbessern
1155.0|her|adverb|from (something)|Der Geruch kam von der Küche her und machte mich hungrig.|The smell came from the kitchen and made me hungry.|der;Geruch;herkommen;von;der;Küche;her;und;machen;mich;hungrig
1155.001|her|adverb|ago|Das alte Foto stammt von über zwanzig Jahren her.|The old photo is from more than twenty years ago.|der;alt;Foto;herstammen;von;über;zwanzig;Jahr;her
1156.0|wechseln|verb|to change|Es war an der Zeit, die Batterien zu wechseln.|It was time to change the batteries.|es;sein;an;der;Zeit;der;Batterie;zu;wechseln
1157.0|einstellen|verb|to adjust|Du musst den Sessel einstellen, damit er bequemer ist.|You need to adjust the chair so it’s more comfortable.|du;musen;der;Sessel;einstellen;damit;er;bequem;sein
1157.001|einstellen|verb|to employ|Die Personalabteilung stellt neue Mitarbeiter ein.|The HR department hires new employees.|der;Personalabteilung;einstellen;neu;Mitarbeiter;ein
1157.002|einstellen|verb|to stop|Bitte das laute Hämmern sofort einstellen!|Please stop the loud hammering immediately!|bitte;der;laut;Hämmern;sofort;einstellen
1157.003|einstellen|verb|to discontinue|Die Firma musste die Produktion von Glühbirnen einstellen.|The company had to discontinue the production of light bulbs.|der;Firma;musste;der;Produktion;von;Glühbirne;einstellen
1157.004|einstellen|verb|to stop|Um den Lärm zu dämpfen, stellte er die Musikanlage ein.|To dampen the noise, he stopped the sound system.|um;der;Lärm;zu;dämpfen;einstellen;er;der;Musikanlage;ein
1158.0|das Theater|noun|theater|Wir gehen heute Abend ins Theater, um ein Drama zu sehen.|We’re going to the theater tonight to watch a play.|wir;gehen;heute;Abend;in;Theater;um;ein;Drama;zu;sehen
1159.0|der König|noun|king|Der König hält eine wichtige Ansprache für sein Volk.|The king is giving an important speech for his people.|der;König;halten;ein;wichtig;Ansprache;für;sein;Volk
1160.0|das Ohr|noun|ear|Sie flüsterte ihm etwas ins Ohr, das nur er hören konnte.|She whispered something in his ear that only he could hear.|sie;flüstern;ihm;etwas;in;Ohr;der;nur;er;hören;können
1161.0|fördern|verb|to promote|Das Ziel der Kampagne ist, nachhaltige Praktiken zu fördern.|The campaign's goal is to promote sustainable practices.|der;Ziel;der;Kampagne;sein;nachhaltig;Praktik;zu;fördern
1161.001|fördern|verb|to support|Die Stiftung möchte die Kunstszene in der Stadt fördern.|The foundation wants to support the art scene in the city.|der;Stiftung;möchten;der;Kunstszene;in;der;Stadt;fördern
1162.0|elektrisch|adjective|electric|Das elektrische Auto fährt leise weiter.|The electric car continues to drive quietly.|der;elektrisch;Auto;weiterfahren;leise;weiter
1163.0|der Aufbau|noun|construction|Der Aufbau des Bühnenbilds dauerte mehrere Stunden.|The construction of the stage set took several hours.|der;Aufbau;der;Bühnenbild;dauern;mehrere;Stunde
1163.001|der Aufbau|noun|structure|Der Aufbau des Gebäudes wurde modernisiert.|The structure of the building was modernized.|der;Aufbau;der;Gebäude;werden;modernisieren
1164.0|der Beitrag|noun|contribution|Sein Beitrag zum Projekt war von unschätzbarem Wert.|His contribution to the project was invaluable.|sein;Beitrag;zu;Projekt;sein;von;unschätzbar;Wert
1165.0|der Februar|noun|February|Der Februar ist der kürzeste Monat des Jahres.|February is the shortest month of the year.|der;Februar;sein;der;kürze;Monat;der;Jahr
1166.0|durchführen|verb|to carry out|Wir werden heute Abend eine Wartung durchführen.|We will carry out the maintenance tonight.|wir;werden;heute;Abend;ein;Wartung;durchführen
1166.001|durchführen|verb|to conduct|Die Polizei führte gestern eine groß angelegte Razzia durch.|The police conducted a large-scale raid yesterday.|der;Polizei;durchführen;gestern;ein;groß;angelegt;Razzia;durch
1166.002|durchführen|verb|to run|Wir müssen die Umfrage durchführen, um Feedback zu sammeln.|We need to run the survey to collect feedback.|wir;müssen;der;Umfrage;durchführen;um;Feedback;zu;sammeln
1167.0|einfallen|verb|to occur|Plötzlich fiel mir eine geniale Idee ein.|Suddenly, a brilliant idea occurred to me.|plötzlich;einfallen;mir;ein;genial;Idee;ein
1167.001|einfallen|verb|to remember|Mir fällt immer wieder der alte Song ein.|I keep remembering the old song.|mir;einfallen;immer;wieder;der;alt;Song;ein
1167.002|einfallen|verb|to come to mind|Irgendetwas könnte mir jederzeit einfallen, das uns hilft.|Something could come to mind at any moment that helps us.|Irgendetwas;können;mir;jederzeit;einfallen;der;uns;helfen
1167.003|einfallen|verb|to collapse|Das Gebäude fiel nach dem Erdbeben völlig ein.|The building collapsed completely after the earthquake.|der;Gebäude;einfallen;nach;der;Erdbeben;völlig;ein
1168.0|verletzen|verb|to injure|Er hat sich beim Sport am Knie verletzt.|He injured his knee while playing sports.|er;haben;sich;bei;Sport;an;Knie;verletzen
1169.0|die Kontrolle|noun|inspection|Die Kontrolle der Lebensmittelqualität ist sehr wichtig.|The inspection of food quality is very important.|der;Kontrolle;der;Lebensmittelqualität;sein;sehr;wichtig
1169.001|die Kontrolle|noun|control|Hast du die Kontrolle über deine Finanzen?|Do you have control over your finances?|Haen;du;der;Kontrolle;über;dein;Finanz
1170.0|die Macht|noun|power|Die Macht der Entscheidungsträger ist enorm.|The power of the decision-makers is enormous.|der;Macht;der;Entscheidungsträger;sein;enorm
1170.001|die Macht|noun|strength|Die Macht des Volkes ist in einer Demokratie entscheidend.|The strength of the people is crucial in a democracy.|der;Macht;der;Volk;sein;in;ein;Demokratie;entscheidend
1171.0|die Mannschaft|noun|crew|Die Mannschaft hat das Ziel in Rekordzeit erreicht.|The crew reached the goal in record time.|der;Mannschaft;haben;der;Ziel;in;Rekordzeit;erreichen
1171.001|die Mannschaft|noun|team|Die Mannschaft hat das letzte Spiel mit Bravour gewonnen.|The team won the last game with flying colors.|der;Mannschaft;haben;der;letzter;Spiel;mit;Bravour;gewinnen
1172.0|entweder|conjunction|either|Du kannst entweder Pizza oder Pasta bestellen.|You can order either pizza or pasta.|du;kannst;entweder;Pizza;oder;Pasta;bestellen
1173.0|behaupten|verb|to claim|Er behauptet, dass er der Beste in diesem Wettbewerb ist.|He claims that he is the best in this competition.|er;behaupten;dass;er;der;Beste;in;dieser;Wettbewerb;sein
1174.0|die Hoffnung|noun|hope|Die Hoffnung, das Problem zu lösen, schwand schnell.|The hope of solving the problem quickly faded.|der;Hoffnung;der;Problem;zu;lösen;schwinden;schnell
1175.0|die Verantwortung|noun|responsibility|Die Verantwortung für das Projekt lag bei der Leitungsebene.|The responsibility for the project lay with the leadership level.|der;Verantwortung;für;der;Projekt;liegen;bei;der;Leitungsebene
1176.0|schreien|verb|to cry out|Das Baby schreit, weil es eine nasse Windel hat.|The baby is crying because it has a wet diaper.|der;Baby;schreien;weil;es;ein;nass;Windel;haben
1176.001|schreien|verb|to scream|Sie konnte nicht anders, als vor Schreck laut zu schreien.|She couldn’t help but scream loudly in shock.|sie;können;nicht;anders;als;vor;Schreck;laut;zu;schreien
1177.0|andererseits|adverb|on the other hand|Andererseits könnte die Expansion riskant sein.|On the other hand, expansion could be risky.|andererseits;können;der;Expansion;riskant;sein
1178.0|der Besuch|noun|visit|Der Besuch meines Freundes hat meine Woche wirklich erhellt.|The visit of my friend really brightened my week.|der;Besuch;mein;Freund;haben;mein;Woche;wirklich;erhellen
1179.0|hundert|number|hundred|Wir haben hundert neue Bäume in unserem Garten gepflanzt.|We planted a hundred new trees in our garden.|wir;haben;hundert;neu;Baum;in;unser;Garten;pflanzen
1180.0|die Quelle|noun|source|Diese Zeitung nennt keine verlässliche Quelle.|This newspaper does not name a reliable source.|dieser;Zeitung;nennen;kein;verlässlich;Quelle
1180.001|die Quelle|noun|spring|Die Quelle des Flusses sprudelt in den Bergen.|The spring of the river bubbles up in the mountains.|der;Quelle;der;Fluss;sprudeln;in;der;Berg
1181.0|typisch|adjective|typical|Der Stil der Architektur ist typisch für die Epoche.|The style of architecture is typical of the era.|der;Stil;der;Architektur;sein;typisch;für;der;Epoche
1182.0|das Gebiet|noun|region|Das Gebiet ist bekannt für seinen Weinbau.|The region is known for its vineyards.|der;Gebiet;sein;bekannt;für;sein;Weinbau
1182.001|das Gebiet|noun|area|Das Gebiet war weitläufig und voller Natur.|The area was vast and full of nature.|der;Gebiet;sein;weitläufig;und;voll;Natur
1182.002|das Gebiet|noun|territory|Das Gebiet der künstlichen Intelligenz wächst rasant.|The field of artificial intelligence is growing rapidly.|der;Gebiet;der;künstlich;Intelligenz;wachsen;rasant
1183.0|die Behörde|noun|department|Die Behörde hat das neue Regelwerk gestern veröffentlicht.|The department released the new regulations yesterday.|der;Behörde;haben;der;neu;Regelwerk;gestern;veröffentlichen
1183.001|die Behörde|noun|authorities|Die Behörde genehmigte den Bau des neuen Brückenprojekts.|The authorities approved the construction of the new bridge project.|der;Behörde;genehmigen;der;Bau;der;neu;Brückenprojekt
1184.0|der Samstag|noun|Saturday|Am Samstag gehen wir immer auf den Wochenmarkt.|On Saturday, we always go to the farmer's market.|an;Samstag;gehen;wir;immer;auf;der;Wochenmarkt
1185.0|die Organisation|noun|organization|Die Organisation kümmert sich um hilfsbedürftige Kinder.|The organization takes care of needy children.|der;Organisation;kümmern;sich;um;hilfsbedürftig;Kind
1186.0|die Summe|noun|sum|Die gesamte Summe wurde bereits überwiesen.|The total sum has already been transferred.|der;gesamt;Summe;werden;bereits;überweisen
1187.0|der Job|noun|job|Dieser Job erfordert umfassende Kenntnisse der Bautechniken.|This job requires extensive knowledge of construction techniques.|dieser;Job;erfordern;umfassend;Kenntnis;der;Bautechnik
1188.0|ausreichen|verb|to be sufficient|Der Platz reicht aus, um alle unterzubringen.|The space is sufficient to accommodate everyone.|der;Platz;ausreichen;aus;um;alle;unterzubringen
1189.0|der Grad|noun|degree|Der Grad der Erhöhung überrascht die Wissenschaftler.|The degree of increase surprises the scientists.|der;Grad;der;Erhöhung;überraschen;der;Wissenschaftler
1190.0|irgendein|pronoun|some|Ich hab mir irgendwie irgendein Buch geschnappt.|I grabbed some random book.|ich;habn;sich;irgendwie;irgendein;Buch;schnappen
1190.001|irgendein|pronoun|any|Hast du irgendein Buch, das ich ausleihen kann?|Do you have any book that I can borrow?|Haen;du;irgendein;Buch;der;ich;ausleihen;können
1191.0|benutzen|verb|to use|Wir benutzen für die Reaktion eine Säure-Base-Titration.|We use an acid-base titration for the reaction.|wir;benutzen;für;der;Reaktion;ein;Säure-Base-Titration
1192.0|irgendetwas|pronoun|something|Ich brauche irgendetwas zu essen, ich bin hungrig.|I need something to eat, I am hungry.|ich;brauchen;irgendetwas;zu;essen;ich;sein;hungrig
1192.001|irgendetwas|pronoun|anything|Hast du irgendetwas gesehen, das uns weiterhelfen könnte?|Did you see anything that could help us further?|Hast;du;irgendetwas;sehen;der;uns;weiterhelfen;können
1193.0|teilweise|adverb|partly|Der Film war teilweise spannend, aber auch langatmig.|The movie was partly exciting, but also dragged on.|der;Film;sein;teilweise;spannend;aber;auch;langatmig
1194.0|das Vertrauen|noun|trust|Das Vertrauen in die Cloud-Sicherheit wächst.|The trust in cloud security is growing.|der;vertrauen;in;der;Cloud-Sicherheit;wachsen
1194.001|das Vertrauen|noun|faith|Ihr Vertrauen in die Zukunft motiviert alle Angehörigen.|Her faith in the future motivates all the members.|ihr;vertrauen;in;der;Zukunft;motivieren;aller;angehörige
1195.0|vertrauen|verb|to trust|Es ist schwer, Menschen zu vertrauen, die lügen.|It’s hard to trust people who lie.|es;sein;schwer;Mensch;zu;vertrauen;der;lügen
1196.0|das Jahrzehnt|noun|decade|Das vergangene Jahrzehnt war voller technischer Durchbrüche.|The past decade was full of technological breakthroughs.|der;vergangen;Jahrzehnt;sein;voll;technisch;Durchbruch
1197.0|der Wind|noun|wind|Der Wind wehte stark, und die Bäume bogen sich im Sturm.|The wind blew hard, and the trees bent in the storm.|der;Wind;wehen;stark;und;der;Baum;bogen;sich;in;Sturm
1198.0|unmittelbar|adjective|immediate|Die Hilfe kam unmittelbar nach dem Notruf.|The help came immediately after the emergency call.|der;Hilfe;kommen;unmittelbar;nach;der;Notruf
1198.001|unmittelbar|adjective|direct|Die Antwort war unmittelbar und ohne Zögern.|The answer was direct and without hesitation.|der;Antwort;sein;unmittelbar;und;ohne;Zögern
1199.0|der Bund|noun|association|Der Bund fördert nachhaltige Projekte im ländlichen Raum.|The association supports sustainable projects in rural areas.|der;Bund;fördern;nachhaltig;Projekt;in;ländlich;Raum
1199.001|der Bund|noun|alliance|Der Bund zwischen den Ländern ist zerbrechlich.|The alliance between the countries is fragile.|der;Bund;zwischen;der;Land;sein;zerbrechlich
1199.002|der Bund|noun|bunch|Ein Bund Karotten liegt auf dem Küchentisch.|A bunch of carrots is on the kitchen table.|ein;Bund;Karotte;liegen;auf;der;Küchentisch
1200.0|extrem|adjective|extreme|Die extremen Wetterbedingungen machten die Reise gefährlich.|The extreme weather conditions made the journey dangerous.|der;extrem;Wetterbedingung;machen;der;Reise;gefährlich
1201.0|das Merkmal|noun|feature|Ein wichtiges Merkmal des Produkts ist seine Langlebigkeit.|An important feature of the product is its durability.|ein;wichtig;Merkmal;der;Produkt;sein;sein;Langlebigkeit
1202.0|theoretisch|adjective|theoretical|Unsere Gespräche sind oft theoretisch und abstrakt.|Our discussions are often theoretical and abstract.|unser;Gespräch;sein;oft;theoretisch;und;abstrakt
1203.0|ermitteln|verb|to find out|Wir müssen die Konzentration des Reaktanten ermitteln.|We need to find out the concentration of the reactant.|wir;müssen;der;Konzentration;der;Reaktant;ermitteln
1203.001|ermitteln|verb|to investigate|Die Kommission wird die Ursachen des Problems ermitteln.|The commission will investigate the causes of the problem.|der;Kommission;werden;der;Ursache;der;Problem;ermitteln
1204.0|der Papa|noun|daddy|Papa liest mir jeden Abend eine Geschichte vor.|Daddy reads me a story every evening.|Papa;vorlesen;mir;jeder;Abend;ein;Geschichte;vor
1205.0|die Krankheit|noun|illness|Die Krankheit beeinflusst die Produktivität der Mitarbeiter.|The illness affects employee productivity.|der;Krankheit;beeinflussen;der;Produktivität;der;Mitarbeiter
1205.001|die Krankheit|noun|disease|Die Krankheit erfordert dringend neue Behandlungsmethoden.|The disease urgently requires new treatment methods.|der;Krankheit;erfordern;dringend;neu;Behandlungsmethode
1206.0|die Voraussetzung|noun|condition|Die Voraussetzung für die Teilnahme ist ein Mindestalter.|The condition for participation is a minimum age.|der;Voraussetzung;für;der;Teilnahme;sein;ein;Mindestalter
1206.001|die Voraussetzung|noun|requirement|Die Voraussetzung für die Teilnahme ist vorherige Anmeldung.|The prerequisite for participation is prior registration.|der;Voraussetzung;für;der;Teilnahme;sein;vorherig;Anmeldung
1207.0|töten|verb|to kill|Der Jäger musste das Tier töten, um sich selbst zu schützen.|The hunter had to kill the animal to protect himself.|der;Jäger;musste;der;Tier;töten;um;sich;selbst;zu;schützen
1208.0|formulieren|verb|to formulate|Die Schüler sollten ihre Gedanken schriftlich formulieren.|The students should formulate their thoughts in writing.|der;Schüler;sollen;ihr;Gedanke;schriftlich;formulieren
1209.0|die Substanz|noun|substance|Die Substanz dieses Forschungsprojekts ist sehr innovativ.|The substance of this research project is very innovative.|der;Substanz;dieser;Forschungsprojekt;sein;sehr;innovativ
1210.0|der Zeitpunkt|noun|moment|Wir müssen den Zeitpunkt abwarten, um zu handeln.|We need to wait for the moment to act.|wir;müssen;der;Zeitpunkt;abwarten;um;zu;handeln
1210.001|der Zeitpunkt|noun|(point in) time|Der Zeitpunkt für die Entscheidung war denkbar ungünstig.|The point in time for the decision was extremely unfavorable.|der;Zeitpunkt;für;der;Entscheidung;sein;denkbar;ungünstig
1211.0|wenigstens|adverb|at least|Wir sollten wenigstens einen Plan für den Notfall haben.|We should at least have a plan for emergencies.|wir;sollen;wenigstens;ein;Plan;für;der;Notfall;haben
1212.0|der Gang|noun|corridor|Der Gang war dunkel und still, als ich vorbeiging.|The corridor was dark and quiet as I walked by.|der;Gang;sein;dunkel;und;still;als;ich;vorbeigehen
1212.001|der Gang|noun|aisle|Der Gang im alten Gebäude ist voller Geschichte und Charme.|The aisle in the old building is full of history and charm.|der;Gang;in;alt;Gebäude;sein;voll;Geschichte;und;Charme
1212.002|der Gang|noun|course|Der Gang der Reaktion wurde durch Spektroskopie verfolgt.|The course of the reaction was tracked by spectroscopy.|der;Gang;der;Reaktion;werden;durch;Spektroskopie;verfolgen
1213.0|der Politiker|noun|politician|Der Politiker hat seine Position klar verteidigt.|The politician clearly defended his position.|der;Politiker;haben;sein;Position;klar;verteidigen
1214.0|die Unterstützung|noun|support|Ohne die Unterstützung des Teams scheiterte das Projekt.|Without the support of the team, the project failed.|ohne;der;Unterstützung;der;Team;scheitern;der;Projekt
1215.0|hey|particle|hey|Hey, komm her und sieh dir das neueste Kunstwerk an!|Hey, come here and see the latest artwork!|Hey;herkommen;her;und;ansieh;dir;der;neue;Kunstwerk;an
1216.0|brechen|verb|to break|Er brach das Glas aus Versehen, als er es abstellte.|He broke the glass by accident when he set it down.|er;brechen;der;Glas;aus;Versehen;als;er;es;abstellen
1217.0|fassen|verb|to grab|Er fasste die Tasche schnell und rannte los.|He grabbed the bag quickly and ran off.|er;fassen;der;Tasche;schnell;und;losrannen;los
1217.001|fassen|verb|to grasp|Nun musst du den Moment beim Schopf fassen.|Now you must grasp the moment by the forelock.|nun;mussen;du;der;Moment;bei;Schopf;fassen
1217.002|fassen|verb|to hold|Ich kann die Freude, die ich empfinde, kaum in Worte fassen.|I can hardly hold the joy I feel in words.|ich;können;der;Freude;der;ich;empfinden;kaum;in;Wort;fassen
1218.0|das Zentrum|noun|center|Im Zentrum der Stadt befindet sich ein großer Marktplatz.|In the center of the city, there is a large marketplace.|in;Zentrum;der;Stadt;befinden;sich;ein;groß;Marktplatz
1219.0|anrufen|verb|to call|Er versprach, spätestens um sieben Uhr anzurufen.|He promised to call no later than seven o’clock.|er;versprechen;spätestens;um;sieben;Uhr;anrufen
1220.0|entfernen|verb|to remove|Wir mussten alle veralteten Daten aus dem System entfernen.|We had to remove all the outdated data from the system.|wir;mussten;aller;veraltet;Datum;aus;der;System;entfernen
1220.001|entfernen|verb|to leave|Wir müssen das alte Equipment vor der Renovierung entfernen.|We need to remove the old equipment before the renovation.|wir;müssen;der;alt;Equipment;vor;der;Renovierung;entfernen
1221.0|der Juni|noun|June|Im Juni feiern wir immer eine große Sommerparty.|In June, we always have a big summer party.|in;Juni;feiern;wir;immer;ein;groß;Sommerparty
1222.0|die Haut|noun|skin|Die Creme macht die Haut weich und glatt.|The cream makes the skin soft and smooth.|der;Creme;machen;der;Haut;weich;und;glatt
1223.0|verfolgen|verb|to pursue|Er verfolgt seine Ziele mit unerschütterlichem Engagement.|He pursues his goals with unwavering commitment.|er;verfolgen;sein;Ziel;mit;unerschütterlich;Engagement
1223.001|verfolgen|verb|to chase|Die Kinder beginnen, die Motte im Garten zu verfolgen.|The children start to chase the moth in the garden.|der;Kind;beginnen;der;Motte;in;Garten;zu;verfolgen
1224.0|gesellschaftlich|adjective|social|Wir müssen gesellschaftlich verantwortungsvoll handeln.|We must act socially responsibly.|wir;müssen;gesellschaftlich;verantwortungsvoll;handeln
1225.0|der Schutz|noun|protection|Der Schutz des Waldes vor illegaler Abholzung ist wichtig.|The protection of the forest from illegal logging is important.|der;Schutz;der;Wald;vor;illegal;Abholzung;sein;wichtig
1226.0|die Generation|noun|generation|Unsere Generation wächst mit neuen Technologien auf.|Our generation grows up with new technologies.|unser;Generation;aufwachsen;mit;neu;Technologie;auf
1227.0|chinesisch|adjective|Chinese|Ich liebe chinesisches Essen, besonders Dim Sum.|I love Chinese food, especially Dim Sum.|ich;lieben;chinesisch;essen;besonders;Dim;Sum
1228.0|das Chinesisch|noun|Chinese|Er lernt Chinesisch, um in Peking zu arbeiten.|He is learning Chinese to work in Beijing.|er;lernen;Chinesisch;um;in;Peking;zu;arbeiten
1229.0|das Zeichen|noun|sign|Das Zeichen deutet auf eine Veränderung im Marktumfeld hin.|The sign points to a change in the market environment.|der;Zeichen;hindeuten;auf;ein;Veränderung;in;Marktumfeld;hin
1230.0|die Wahrheit|noun|truth|Die Wahrheit über das Ereignis wurde erst später enthüllt.|The truth about the event was revealed only later.|der;Wahrheit;über;der;Ereignis;werden;erst;spät;enthüllen
1231.0|der Haushalt|noun|household|Jeder im Haushalt muss seinen Teil zur Sauberkeit beitragen.|Everyone in the household must contribute to cleanliness.|jeder;in;Haushalt;muss;sein;Teil;zu;Sauberkeit;beitragen
1231.001|der Haushalt|noun|budget|Der Haushalt des letzten Jahres war knapp kalkuliert.|The budget of last year was tightly calculated.|der;Haushalt;der;letzter;Jahr;sein;knapp;kalkulieren
1232.0|der Garten|noun|garden|In meinem Garten wachsen duftende Rosen und saftige Tomaten.|Fragrant roses and juicy tomatoes grow in my garden.|in;mein;Garten;wachsen;duftend;Rose;und;saftig;Tomate
1233.0|hinten|adverb|at/in the back|Die Parkplätze befinden sich hinten am Gebäude.|The parking spots are located at the back of the building.|der;Parkplatz;befinden;sich;hinten;an;Gebäude
1234.0|auffallen|verb|to stand out|Seine gelbe Jacke fiel sofort in der Menschenmenge auf.|His yellow jacket immediately stood out in the crowd.|sein;gelb;Jacke;auffallen;sofort;in;der;Menschenmenge;auf
1234.001|auffallen|verb|to notice|Mir ist aufgefallen, dass du heute anders aussiehst.|I noticed that you look different today.|mir;sein;auffallen;dass;du;heute;anders;aussiehst
1235.0|der Gegensatz|noun|opposite|Im scharfen Gegensatz zu ihm handelt sie besonnen.|In sharp opposite to him, she acts prudently.|in;scharf;Gegensatz;zu;ihm;handeln;sie;besonnen
1235.001|der Gegensatz|noun|contrast|Der Gegensatz zwischen den beiden Farbtönen ist deutlich.|The contrast between the two color shades is clear.|der;Gegensatz;zwischen;der;beide;Farbtönen;sein;deutlich
