cough;кашель;<img src="cough.jpg">;Health and illness;Здоровье и болезнь
dizzy;головокружение;<img src="dizzy.jpg">;Health and illness;Здоровье и болезнь
earache;боль в ухе;<img src="earache.jpg">;Health and illness;Здоровье и болезнь
fever;лихорадка;<img src="fever.jpg">;Health and illness;Здоровье и болезнь
headache;головная боль;<img src="headache.jpg">;Health and illness;Здоровье и болезнь
sneeze;чихание;<img src="sneeze.jpg">;Health and illness;Здоровье и болезнь
sore throat;боль в горле;<img src="sore_throat.jpg">;Health and illness;Здоровье и болезнь
toothache;зубная боль;<img src="toothache.jpg">;Health and illness;Здоровье и болезнь
tummyache;боль в животе;<img src="tummyache.jpg">;Health and illness;Здоровье и болезнь
go camping;пойти в поход;<img src="go_camping.jpg">;Holiday activities;Праздничные мероприятия
go sightseeing;осмотреть достопримечательности;<img src="go_sightseeing.jpg">;Holiday activities;Праздничные мероприятия
have a picnic;устроить пикник;<img src="have_a_picnic.jpg">;Holiday activities;Праздничные мероприятия
make a sandcastle;лепить замок из песка;<img src="make_a_sandcastle.jpg">;Holiday activities;Праздничные мероприятия
pack a bag;собрать сумку;<img src="pack_a_bag.jpg">;Holiday activities;Праздничные мероприятия
play beach volleyball;играть в пляжный волейбол;<img src="play_beach_volleyball.jpg">;Holiday activities;Праздничные мероприятия
ride on a rollercoaster;кататься на американских горках;<img src="ride_on_a_rollercoaster.jpg">;Holiday activities;Праздничные мероприятия
row a boat;грести на лодке;<img src="row_a_boat.jpg">;Holiday activities;Праздничные мероприятия
snorkel;нырять с маской и трубкой;<img src="snorkel.jpg">;Holiday activities;Праздничные мероприятия
stay in a hotel;остановиться в отеле;<img src="stay_in_a_hotel.jpg">;Holiday activities;Праздничные мероприятия
take photos;фотографировать;<img src="take_photos.jpg">;Holiday activities;Праздничные мероприятия
write a postcard;написать открытку;<img src="write_a_postcard.jpg">;Holiday activities;Праздничные мероприятия
TV;ТЕЛЕВИЗОР;<img src="TV.jpg">;Home objects;Предметы домашнего обихода
bin;мусорное ведро;<img src="bin.jpg">;Home objects;Предметы домашнего обихода
box;коробка;<img src="box.jpg">;Home objects;Предметы домашнего обихода
clock;часы;<img src="clock.jpg">;Home objects;Предметы домашнего обихода
cushion;подушка;<img src="cushion.jpg">;Home objects;Предметы домашнего обихода
lamp;лампа;<img src="lamp.jpg">;Home objects;Предметы домашнего обихода
mirror;зеркало;<img src="mirror.jpg">;Home objects;Предметы домашнего обихода
picture;картина;<img src="picture.jpg">;Home objects;Предметы домашнего обихода
rug;коврик;<img src="rug.jpg">;Home objects;Предметы домашнего обихода
shelf;полка;<img src="shelf.jpg">;Home objects;Предметы домашнего обихода
sink;раковина;<img src="sink.jpg">;Home objects;Предметы домашнего обихода
tap;кран;<img src="tap.jpg">;Home objects;Предметы домашнего обихода
dancer;танцор;<img src="dancer.jpg">;Jobs 1;Работа 1
dentist;стоматолог;<img src="dentist.jpg">;Jobs 1;Работа 1
doctor;врач;<img src="doctor.jpg">;Jobs 1;Работа 1
farmer;фермер;<img src="farmer.jpg">;Jobs 1;Работа 1
firefighter;пожарный;<img src="firefighter.jpg">;Jobs 1;Работа 1
nurse;медсестра;<img src="nurse.jpg">;Jobs 1;Работа 1
pilot;пилот;<img src="pilot.jpg">;Jobs 1;Работа 1
police officer;полицейский;<img src="police_officer.jpg">;Jobs 1;Работа 1
singer;певец;<img src="singer.jpg">;Jobs 1;Работа 1
taxi driver;водитель такси;<img src="taxi_driver.jpg">;Jobs 1;Работа 1
teacher;учитель;<img src="teacher.jpg">;Jobs 1;Работа 1
vet;ветеринар;<img src="vet.jpg">;Jobs 1;Работа 1
actor;актёр;<img src="actor.jpg">;Jobs 2;Рабочие места 2
artist;художник;<img src="artist.jpg">;Jobs 2;Рабочие места 2
astronaut;космонавт;<img src="astronaut.jpg">;Jobs 2;Рабочие места 2
butcher;мясник;<img src="butcher.jpg">;Jobs 2;Рабочие места 2
chef;шеф-повар;<img src="chef.jpg">;Jobs 2;Рабочие места 2
engineer;инженер;<img src="engineer.jpg">;Jobs 2;Рабочие места 2
mechanic;механик;<img src="mechanic.jpg">;Jobs 2;Рабочие места 2
photographer;фотограф;<img src="photographer.jpg">;Jobs 2;Рабочие места 2
plumber;водопроводчик;<img src="plumber.jpg">;Jobs 2;Рабочие места 2
postal worker;почтовый работник;<img src="postal_worker.jpg">;Jobs 2;Рабочие места 2
sailor;моряк;<img src="sailor.jpg">;Jobs 2;Рабочие места 2
zoo-keeper;смотритель зоопарка;<img src="zoo_keeper.jpg">;Jobs 2;Рабочие места 2
bottle;бутылка;<img src="bottle.jpg">;Kitchen objects;Объекты кухни
bowl;миска;<img src="bowl.jpg">;Kitchen objects;Объекты кухни
chopsticks;палочки для еды;<img src="chopsticks.jpg">;Kitchen objects;Объекты кухни
cup;чашка;<img src="cup.jpg">;Kitchen objects;Объекты кухни
fork;вилка;<img src="fork.jpg">;Kitchen objects;Объекты кухни
glass;стакан;<img src="glass.jpg">;Kitchen objects;Объекты кухни
knife;нож;<img src="knife.jpg">;Kitchen objects;Объекты кухни
plate;тарелка;<img src="plate.jpg">;Kitchen objects;Объекты кухни
saucepan;кастрюля;<img src="saucepan.jpg">;Kitchen objects;Объекты кухни
spoon;ложка;<img src="spoon.jpg">;Kitchen objects;Объекты кухни
straw;соломинка;<img src="straw.jpg">;Kitchen objects;Объекты кухни
tray;поднос;<img src="tray.jpg">;Kitchen objects;Объекты кухни
Big Ben;Биг Бен;<img src="Big_Ben.jpg">;Landmarks 1;Ориентиры 1
Eiffel Tower;Эйфелева башня;<img src="Eiffel_Tower.jpg">;Landmarks 1;Ориентиры 1
Leaning Tower of Pisa;Пизанская башня;<img src="Leaning_Tower_of_Pisa.jpg">;Landmarks 1;Ориентиры 1
Pyramids;Пирамиды;<img src="Pyramids.jpg">;Landmarks 1;Ориентиры 1
Stonehenge;Стоунхендж;<img src="Stonehenge.jpg">;Landmarks 1;Ориентиры 1
Sydney Opera House;Сиднейский оперный театр;<img src="Sydney_Opera_House.jpg">;Landmarks 1;Ориентиры 1
Angkor Wat;Ангкор-Ват;<img src="Angkor_Wat.jpg">;Landmarks 2;Ориентиры 2
Ayers Rock;Айерс-Рок;<img src="Ayers_Rock.jpg">;Landmarks 2;Ориентиры 2
Colosseum;Колизей;<img src="Colosseum.jpg">;Landmarks 2;Ориентиры 2
Great Wall of China;Великая Китайская стена;<img src="Great_Wall_of_China.jpg">;Landmarks 2;Ориентиры 2
London Eye;Лондонский глаз;<img src="London_Eye.jpg">;Landmarks 2;Ориентиры 2
Statue of Liberty;Статуя Свободы;<img src="Statue_of_Liberty.jpg">;Landmarks 2;Ориентиры 2
Tower Bridge;Тауэрский мост;<img src="Tower_Bridge.jpg">;Landmarks 2;Ориентиры 2
centaur;кентавр;<img src="centaur.jpg">;Mythical creatures;Мифические существа
dragon;дракон;<img src="dragon.jpg">;Mythical creatures;Мифические существа
fairy;фея;<img src="fairy.jpg">;Mythical creatures;Мифические существа
genie;джинн;<img src="genie.jpg">;Mythical creatures;Мифические существа
giant;гигант;<img src="giant.jpg">;Mythical creatures;Мифические существа
griffin;грифон;<img src="griffin.jpg">;Mythical creatures;Мифические существа
mermaid;русалка;<img src="mermaid.jpg">;Mythical creatures;Мифические существа
minotaur;минотавр;<img src="minotaur.jpg">;Mythical creatures;Мифические существа
ogre;людоед;<img src="ogre.jpg">;Mythical creatures;Мифические существа
unicorn;единорог;<img src="unicorn.jpg">;Mythical creatures;Мифические существа
eight;восемь;<img src="eight.jpg">;Numbers 1-10;Числа 1-10
five;пять;<img src="five.jpg">;Numbers 1-10;Числа 1-10
four;четыре;<img src="four.jpg">;Numbers 1-10;Числа 1-10
nine;девять;<img src="nine.jpg">;Numbers 1-10;Числа 1-10
one;один;<img src="one.jpg">;Numbers 1-10;Числа 1-10
seven;семь;<img src="seven.jpg">;Numbers 1-10;Числа 1-10
six;шесть;<img src="six.jpg">;Numbers 1-10;Числа 1-10
ten;десять;<img src="ten.jpg">;Numbers 1-10;Числа 1-10
three;три;<img src="three.jpg">;Numbers 1-10;Числа 1-10
two;два;<img src="two.jpg">;Numbers 1-10;Числа 1-10
eighty;восемьдесят;<img src="eighty.jpg">;Numbers 10-100;Числа 10-100
fifty;пятьдесят;<img src="fifty.jpg">;Numbers 10-100;Числа 10-100
forty;сорок;<img src="forty.jpg">;Numbers 10-100;Числа 10-100
ninety;девяносто;<img src="ninety.jpg">;Numbers 10-100;Числа 10-100
one hundred;сто;<img src="one_hundred.jpg">;Numbers 10-100;Числа 10-100
seventy;семьдесят;<img src="seventy.jpg">;Numbers 10-100;Числа 10-100
sixty;шестьдесят;<img src="sixty.jpg">;Numbers 10-100;Числа 10-100
ten;десять;<img src="ten.jpg">;Numbers 10-100;Числа 10-100
thirty;тридцать;<img src="thirty.jpg">;Numbers 10-100;Числа 10-100
twenty;двадцать;<img src="twenty.jpg">;Numbers 10-100;Числа 10-100
eighteen;восемнадцать;<img src="eighteen.jpg">;Numbers 11-20;Числа 11-20
eleven;одиннадцать;<img src="eleven.jpg">;Numbers 11-20;Числа 11-20
fifteen;пятнадцать;<img src="fifteen.jpg">;Numbers 11-20;Числа 11-20
fourteen;четырнадцать;<img src="fourteen.jpg">;Numbers 11-20;Числа 11-20
nineteen;девятнадцать;<img src="nineteen.jpg">;Numbers 11-20;Числа 11-20
seventeen;семнадцать;<img src="seventeen.jpg">;Numbers 11-20;Числа 11-20
sixteen;шестнадцать;<img src="sixteen.jpg">;Numbers 11-20;Числа 11-20
thirteen;тринадцать;<img src="thirteen.jpg">;Numbers 11-20;Числа 11-20
twelve;двенадцать;<img src="twelve.jpg">;Numbers 11-20;Числа 11-20
twenty;двадцать;<img src="twenty.jpg">;Numbers 11-20;Числа 11-20
archery;стрельба из лука;<img src="archery.jpg">;Olympics and Paralympics 1;Олимпийские и Паралимпийские игры 1
athletics;легкая атлетика;<img src="athletics.jpg">;Olympics and Paralympics 1;Олимпийские и Паралимпийские игры 1
diving;прыжки в воду;<img src="diving.jpg">;Olympics and Paralympics 1;Олимпийские и Паралимпийские игры 1
gymnastics;гимнастика;<img src="gymnastics.jpg">;Olympics and Paralympics 1;Олимпийские и Паралимпийские игры 1
handball;гандбол;<img src="handball.jpg">;Olympics and Paralympics 1;Олимпийские и Паралимпийские игры 1
judo;дзюдо;<img src="judo.jpg">;Olympics and Paralympics 1;Олимпийские и Паралимпийские игры 1
rugby;регби;<img src="rugby.jpg">;Olympics and Paralympics 1;Олимпийские и Паралимпийские игры 1
sailing;парусный спорт;<img src="sailing.jpg">;Olympics and Paralympics 1;Олимпийские и Паралимпийские игры 1
table tennis;настольный теннис;<img src="table_tennis.jpg">;Olympics and Paralympics 1;Олимпийские и Паралимпийские игры 1
weightlifting;тяжелая атлетика;<img src="weightlifting.jpg">;Olympics and Paralympics 1;Олимпийские и Паралимпийские игры 1
fencing;фехтование;<img src="fencing.jpg">;Olympics and Paralympics 2;Олимпийские и Паралимпийские игры 2
high jump;прыжок в высоту;<img src="high_jump.jpg">;Olympics and Paralympics 2;Олимпийские и Паралимпийские игры 2
hurdles;барьерный спорт;<img src="hurdles.jpg">;Olympics and Paralympics 2;Олимпийские и Паралимпийские игры 2
javelin;копье;<img src="javelin.jpg">;Olympics and Paralympics 2;Олимпийские и Паралимпийские игры 2
long jump;прыжок в длину;<img src="long_jump.jpg">;Olympics and Paralympics 2;Олимпийские и Паралимпийские игры 2
marathon;марафон;<img src="marathon.jpg">;Olympics and Paralympics 2;Олимпийские и Паралимпийские игры 2
rowing;гребля;<img src="rowing.jpg">;Olympics and Paralympics 2;Олимпийские и Паралимпийские игры 2
trampolining;прыжки на батуте;<img src="trampolining.jpg">;Olympics and Paralympics 2;Олимпийские и Паралимпийские игры 2
waterpolo;ватерполо;<img src="waterpolo.jpg">;Olympics and Paralympics 2;Олимпийские и Паралимпийские игры 2
wrestling;борьба;<img src="wrestling.jpg">;Olympics and Paralympics 2;Олимпийские и Паралимпийские игры 2
balcony;балкон;<img src="balcony.jpg">;Parts of a building;Части здания
ceiling;потолок;<img src="ceiling.jpg">;Parts of a building;Части здания
door;дверь;<img src="door.jpg">;Parts of a building;Части здания
floor;пол;<img src="floor.jpg">;Parts of a building;Части здания
roof;крыша;<img src="roof.jpg">;Parts of a building;Части здания
stairs;лестница;<img src="stairs.jpg">;Parts of a building;Части здания
wall;стена;<img src="wall.jpg">;Parts of a building;Части здания
window;окно;<img src="window.jpg">;Parts of a building;Части здания
cheek;щека;<img src="cheek.jpg">;Parts of the body - head;Части тела - голова
chin;подбородок;<img src="chin.jpg">;Parts of the body - head;Части тела - голова
ear;ухо;<img src="ear.jpg">;Parts of the body - head;Части тела - голова
eye;глаз;<img src="eye.jpg">;Parts of the body - head;Части тела - голова
face;лицо;<img src="face.jpg">;Parts of the body - head;Части тела - голова
hair;волосы;<img src="hair.jpg">;Parts of the body - head;Части тела - голова
head;голова;<img src="head.jpg">;Parts of the body - head;Части тела - голова
mouth;рот;<img src="mouth.jpg">;Parts of the body - head;Части тела - голова
neck;шея;<img src="neck.jpg">;Parts of the body - head;Части тела - голова
nose;нос;<img src="nose.jpg">;Parts of the body - head;Части тела - голова
teeth;зубы;<img src="teeth.jpg">;Parts of the body - head;Части тела - голова
tongue;язык;<img src="tongue.jpg">;Parts of the body - head;Части тела - голова
arm;рука;<img src="arm.jpg">;Parts of the body 1;Части тела 1
foot;нога;<img src="foot.jpg">;Parts of the body 1;Части тела 1
hand;рука;<img src="hand.jpg">;Parts of the body 1;Части тела 1
head;голова;<img src="head.jpg">;Parts of the body 1;Части тела 1
knee;колено;<img src="knee.jpg">;Parts of the body 1;Части тела 1
leg;нога;<img src="leg.jpg">;Parts of the body 1;Части тела 1
shoulders;плечи;<img src="shoulders.jpg">;Parts of the body 1;Части тела 1
ankle;лодыжка;<img src="ankle.jpg">;Parts of the body 2;Части тела 2
back;спина;<img src="back.jpg">;Parts of the body 2;Части тела 2
body;тело;<img src="body.jpg">;Parts of the body 2;Части тела 2
feet;ноги;<img src="feet.jpg">;Parts of the body 2;Части тела 2
finger;палец;<img src="finger.jpg">;Parts of the body 2;Части тела 2
heel;пятка;<img src="heel.jpg">;Parts of the body 2;Части тела 2
thumb;большой палец;<img src="thumb.jpg">;Parts of the body 2;Части тела 2
toes;пальцы ног;<img src="toes.jpg">;Parts of the body 2;Части тела 2
budgie;волнистый попугай;<img src="budgie.jpg">;Pets;Домашние животные
cat;кошка;<img src="cat.jpg">;Pets;Домашние животные
dog;собака;<img src="dog.jpg">;Pets;Домашние животные
goldfish;золотая рыбка;<img src="goldfish.jpg">;Pets;Домашние животные
guinea pig;морская свинка;<img src="guinea_pig.jpg">;Pets;Домашние животные
hamster;хомяк;<img src="hamster.jpg">;Pets;Домашние животные
mouse;мышь;<img src="mouse.jpg">;Pets;Домашние животные
rabbit;кролик;<img src="rabbit.jpg">;Pets;Домашние животные
Jolly Roger;Веселый Роджер;<img src="Jolly_Roger.jpg">;Pirates;Пираты
island;остров;<img src="island.jpg">;Pirates;Пираты
mermaid;русалка;<img src="mermaid.jpg">;Pirates;Пираты
message in a bottle;послание в бутылке;<img src="message_in_a_bottle.jpg">;Pirates;Пираты
parrot;попугай;<img src="parrot.jpg">;Pirates;Пираты
pirate;пират;<img src="pirate.jpg">;Pirates;Пираты
pirate ship;пиратский корабль;<img src="pirate_ship.jpg">;Pirates;Пираты
shipwreck;кораблекрушение;<img src="shipwreck.jpg">;Pirates;Пираты
treasure chest;сундук с сокровищами;<img src="treasure_chest.jpg">;Pirates;Пираты
treasure map;карта сокровищ;<img src="treasure_map.jpg">;Pirates;Пираты
beach;пляж;<img src="beach.jpg">;Places in nature 1;Места в природе 1
desert;пустыня;<img src="desert.jpg">;Places in nature 1;Места в природе 1
field;поле;<img src="field.jpg">;Places in nature 1;Места в природе 1
forest;лес;<img src="forest.jpg">;Places in nature 1;Места в природе 1
lake;озеро;<img src="lake.jpg">;Places in nature 1;Места в природе 1
mountain;гора;<img src="mountain.jpg">;Places in nature 1;Места в природе 1
river;река;<img src="river.jpg">;Places in nature 1;Места в природе 1
sea;море;<img src="sea.jpg">;Places in nature 1;Места в природе 1
cave;пещера;<img src="cave.jpg">;Places in nature 2;Места в природе 2
hill;холм;<img src="hill.jpg">;Places in nature 2;Места в природе 2
island;остров;<img src="island.jpg">;Places in nature 2;Места в природе 2
pond;пруд;<img src="pond.jpg">;Places in nature 2;Места в природе 2
rainforest;тропический лес;<img src="rainforest.jpg">;Places in nature 2;Места в природе 2
the Arctic;Арктика;<img src="the_Arctic.jpg">;Places in nature 2;Места в природе 2
volcano;вулкан;<img src="volcano.jpg">;Places in nature 2;Места в природе 2
wetlands;водно-болотные угодья;<img src="wetlands.jpg">;Places in nature 2;Места в природе 2
bookshop;книжный магазин;<img src="bookshop.jpg">;Places in town 1;Места в городе 1
cinema;кинотеатр;<img src="cinema.jpg">;Places in town 1;Места в городе 1
factory;завод;<img src="factory.jpg">;Places in town 1;Места в городе 1
park;парк;<img src="park.jpg">;Places in town 1;Места в городе 1
playground;детская площадка;<img src="playground.jpg">;Places in town 1;Места в городе 1
school;школа;<img src="school.jpg">;Places in town 1;Места в городе 1
shop;магазин;<img src="shop.jpg">;Places in town 1;Места в городе 1
stadium;стадион;<img src="stadium.jpg">;Places in town 1;Места в городе 1
supermarket;супермаркет;<img src="supermarket.jpg">;Places in town 1;Места в городе 1
train station;железнодорожный вокзал;<img src="train_station.jpg">;Places in town 1;Места в городе 1
zoo;зоопарк;<img src="zoo.jpg">;Places in town 1;Места в городе 1
airport;аэропорт;<img src="airport.jpg">;Places in town 2;Места в городе 2
apartments;квартиры;<img src="apartments.jpg">;Places in town 2;Места в городе 2
baker's;пекарня;<img src="baker's.jpg">;Places in town 2;Места в городе 2
bank;банк;<img src="bank.jpg">;Places in town 2;Места в городе 2
butcher's;мясная лавка;<img src="butcher's.jpg">;Places in town 2;Места в городе 2
fairground;ярмарка;<img src="fairground.jpg">;Places in town 2;Места в городе 2
farm;ферма;<img src="farm.jpg">;Places in town 2;Места в городе 2
florist;цветочный магазин;<img src="florist.jpg">;Places in town 2;Места в городе 2
hairdresser's;парикмахерская;<img src="hairdresser's.jpg">;Places in town 2;Места в городе 2
library;библиотека;<img src="library.jpg">;Places in town 2;Места в городе 2
sports centre;спортивный центр;<img src="sports_centre.jpg">;Places in town 2;Места в городе 2
theatre;театр;<img src="theatre.jpg">;Places in town 2;Места в городе 2
bridge;мост;<img src="bridge.jpg">;Places in town 3;Места в городе 3
gate;ворота;<img src="gate.jpg">;Places in town 3;Места в городе 3
path;тропинка;<img src="path.jpg">;Places in town 3;Места в городе 3
signpost;указатель;<img src="signpost.jpg">;Places in town 3;Места в городе 3
statue;статуя;<img src="statue.jpg">;Places in town 3;Места в городе 3
street;улица;<img src="street.jpg">;Places in town 3;Места в городе 3
tunnel;туннель;<img src="tunnel.jpg">;Places in town 3;Места в городе 3
apartment;квартира;<img src="apartment.jpg">;Places to live;Места для жизни
camper van;фургон;<img src="camper_van.jpg">;Places to live;Места для жизни
caravan;автофургон;<img src="caravan.jpg">;Places to live;Места для жизни
castle;замок;<img src="castle.jpg">;Places to live;Места для жизни
farm;ферма;<img src="farm.jpg">;Places to live;Места для жизни
hotel;отель;<img src="hotel.jpg">;Places to live;Места для жизни
house;дом;<img src="house.jpg">;Places to live;Места для жизни
igloo;иглу;<img src="igloo.jpg">;Places to live;Места для жизни
tent;палатка;<img src="tent.jpg">;Places to live;Места для жизни
behind;за;<img src="behind.jpg">;Prepositions of place;Предлоги места
between;между;<img src="between.jpg">;Prepositions of place;Предлоги места
in;в;<img src="in.jpg">;Prepositions of place;Предлоги места
in front of;перед;<img src="in_front_of.jpg">;Prepositions of place;Предлоги места
next to;рядом с;<img src="next_to.jpg">;Prepositions of place;Предлоги места
on;на;<img src="on.jpg">;Prepositions of place;Предлоги места
opposite;напротив;<img src="opposite.jpg">;Prepositions of place;Предлоги места
under;под;<img src="under.jpg">;Prepositions of place;Предлоги места
crocodile;крокодил;<img src="crocodile.jpg">;Reptiles and amphibians;Рептилии и земноводные
frog;лягушка;<img src="frog.jpg">;Reptiles and amphibians;Рептилии и земноводные
lizard;ящерица;<img src="lizard.jpg">;Reptiles and amphibians;Рептилии и земноводные
scorpion;скорпион;<img src="scorpion.jpg">;Reptiles and amphibians;Рептилии и земноводные
snail;улитка;<img src="snail.jpg">;Reptiles and amphibians;Рептилии и земноводные
snake;змея;<img src="snake.jpg">;Reptiles and amphibians;Рептилии и земноводные
tortoise;черепаха;<img src="tortoise.jpg">;Reptiles and amphibians;Рептилии и земноводные
turtle;черепаха;<img src="turtle.jpg">;Reptiles and amphibians;Рептилии и земноводные
bathroom;ванная комната;<img src="bathroom.jpg">;Rooms;Комнаты
bedroom;спальня;<img src="bedroom.jpg">;Rooms;Комнаты
dining room;столовая;<img src="dining_room.jpg">;Rooms;Комнаты
garage;гараж;<img src="garage.jpg">;Rooms;Комнаты
garden;сад;<img src="garden.jpg">;Rooms;Комнаты
hall;холл;<img src="hall.jpg">;Rooms;Комнаты
kitchen;кухня;<img src="kitchen.jpg">;Rooms;Комнаты
living room;гостиная;<img src="living_room.jpg">;Rooms;Комнаты
English;Английский;<img src="English.jpg">;School subjects;Школьные предметы
IT;IT;<img src="IT.jpg">;School subjects;Школьные предметы
PE;ФИЗКУЛЬТУРА;<img src="PE.jpg">;School subjects;Школьные предметы
art;искусство;<img src="art.jpg">;School subjects;Школьные предметы
drama;драма;<img src="drama.jpg">;School subjects;Школьные предметы
geography;география;<img src="geography.jpg">;School subjects;Школьные предметы
history;история;<img src="history.jpg">;School subjects;Школьные предметы
maths;математика;<img src="maths.jpg">;School subjects;Школьные предметы
music;музыка;<img src="music.jpg">;School subjects;Школьные предметы
science;наука;<img src="science.jpg">;School subjects;Школьные предметы
bag;сумка;<img src="bag.jpg">;School things 1;Школьные предметы 1
board;доска;<img src="board.jpg">;School things 1;Школьные предметы 1
crayons;мелки;<img src="crayons.jpg">;School things 1;Школьные предметы 1
desk;стол;<img src="desk.jpg">;School things 1;Школьные предметы 1
eraser;ластик;<img src="eraser.jpg">;School things 1;Школьные предметы 1
pen;ручка;<img src="pen.jpg">;School things 1;Школьные предметы 1
pencil;карандаш;<img src="pencil.jpg">;School things 1;Школьные предметы 1
ruler;линейка;<img src="ruler.jpg">;School things 1;Школьные предметы 1
calculator;калькулятор;<img src="calculator.jpg">;School things 2;Школьные предметы 2
felt tips;фломастеры;<img src="felt_tips.jpg">;School things 2;Школьные предметы 2
folder;папка;<img src="folder.jpg">;School things 2;Школьные предметы 2
glue;клей;<img src="glue.jpg">;School things 2;Школьные предметы 2
notebook;блокнот;<img src="notebook.jpg">;School things 2;Школьные предметы 2
paper;бумага;<img src="paper.jpg">;School things 2;Школьные предметы 2
pencil case;пенал;<img src="pencil_case.jpg">;School things 2;Школьные предметы 2
scissors;ножницы;<img src="scissors.jpg">;School things 2;Школьные предметы 2
sharpener;точилка;<img src="sharpener.jpg">;School things 2;Школьные предметы 2
stickers;наклейки;<img src="stickers.jpg">;School things 2;Школьные предметы 2
circle;круг;<img src="circle.jpg">;Shapes;Формы
diamond;бриллиант;<img src="diamond.jpg">;Shapes;Формы
heart;сердце;<img src="heart.jpg">;Shapes;Формы
hexagon;шестиугольник;<img src="hexagon.jpg">;Shapes;Формы
oval;овал;<img src="oval.jpg">;Shapes;Формы
pentagon;пятиугольник;<img src="pentagon.jpg">;Shapes;Формы
rectangle;прямоугольник;<img src="rectangle.jpg">;Shapes;Формы
square;квадрат;<img src="square.jpg">;Shapes;Формы
star;звезда;<img src="star.jpg">;Shapes;Формы
triangle;треугольник;<img src="triangle.jpg">;Shapes;Формы
Earth;Земля;<img src="Earth.jpg">;Space;Космос
alien;инопланетянин;<img src="alien.jpg">;Space;Космос
asteroid;астероид;<img src="asteroid.jpg">;Space;Космос
comet;комета;<img src="comet.jpg">;Space;Космос
flying saucer;летающая тарелка;<img src="flying_saucer.jpg">;Space;Космос
galaxy;галактика;<img src="galaxy.jpg">;Space;Космос
moon;луна;<img src="moon.jpg">;Space;Космос
planet;планета;<img src="planet.jpg">;Space;Космос
rocket;ракета;<img src="rocket.jpg">;Space;Космос
solar system;солнечная система;<img src="solar_system.jpg">;Space;Космос
stars;звезды;<img src="stars.jpg">;Space;Космос
sun;солнце;<img src="sun.jpg">;Space;Космос
BMX biking;велосипед BMX;<img src="BMX_biking.jpg">;Sports - extreme;Спорт - экстремальный
bungee jumping;прыжки с тарзанки;<img src="bungee_jumping.jpg">;Sports - extreme;Спорт - экстремальный
canoeing;гребля на каноэ;<img src="canoeing.jpg">;Sports - extreme;Спорт - экстремальный
caving;спелеология;<img src="caving.jpg">;Sports - extreme;Спорт - экстремальный
parachuting;парашютный спорт;<img src="parachuting.jpg">;Sports - extreme;Спорт - экстремальный
rock climbing;скалолазание;<img src="rock_climbing.jpg">;Sports - extreme;Спорт - экстремальный
ski jumping;прыжки с трамплина;<img src="ski_jumping.jpg">;Sports - extreme;Спорт - экстремальный
skiing;катание на лыжах;<img src="skiing.jpg">;Sports - extreme;Спорт - экстремальный
snowboarding;сноубординг;<img src="snowboarding.jpg">;Sports - extreme;Спорт - экстремальный
surfing;серфинг;<img src="surfing.jpg">;Sports - extreme;Спорт - экстремальный
badminton;бадминтон;<img src="badminton.jpg">;Sports 1;Спорт 1
basketball;баскетбол;<img src="basketball.jpg">;Sports 1;Спорт 1
football;футбол;<img src="football.jpg">;Sports 1;Спорт 1
hockey;хоккей;<img src="hockey.jpg">;Sports 1;Спорт 1
swimming;плавание;<img src="swimming.jpg">;Sports 1;Спорт 1
table tennis;настольный теннис;<img src="table_tennis.jpg">;Sports 1;Спорт 1
tennis;теннис;<img src="tennis.jpg">;Sports 1;Спорт 1
bowling;боулинг;<img src="bowling.jpg">;Sports 2;Спорт 2
cycling;велоспорт;<img src="cycling.jpg">;Sports 2;Спорт 2
golf;гольф;<img src="golf.jpg">;Sports 2;Спорт 2
horse riding;верховая езда;<img src="horse_riding.jpg">;Sports 2;Спорт 2
rugby;регби;<img src="rugby.jpg">;Sports 2;Спорт 2
volleyball;волейбол;<img src="volleyball.jpg">;Sports 2;Спорт 2
bat;бита;<img src="bat.jpg">;Sports equipment;Спортивное оборудование
football;футбол;<img src="football.jpg">;Sports equipment;Спортивное оборудование
football kit;футбольный комплект;<img src="football_kit.jpg">;Sports equipment;Спортивное оборудование
goggles;очки;<img src="goggles.jpg">;Sports equipment;Спортивное оборудование
golf club;клюшка для гольфа;<img src="golf_club.jpg">;Sports equipment;Спортивное оборудование
helmet;шлем;<img src="helmet.jpg">;Sports equipment;Спортивное оборудование
hockey stick;хоккейная клюшка;<img src="hockey_stick.jpg">;Sports equipment;Спортивное оборудование
net;сетка;<img src="net.jpg">;Sports equipment;Спортивное оборудование
oars;весла;<img src="oars.jpg">;Sports equipment;Спортивное оборудование
pads;щитки;<img src="pads.jpg">;Sports equipment;Спортивное оборудование
racquet;ракетка;<img src="racquet.jpg">;Sports equipment;Спортивное оборудование
skis and poles;лыжи и палки;<img src="skis_and_poles.jpg">;Sports equipment;Спортивное оборудование
computer;компьютер;<img src="computer.jpg">;Technology;Технологии
computer game;компьютерная игра;<img src="computer_game.jpg">;Technology;Технологии
internet;интернет;<img src="internet.jpg">;Technology;Технологии
keyboard;клавиатура;<img src="keyboard.jpg">;Technology;Технологии
mobile phone;мобильный телефон;<img src="mobile_phone.jpg">;Technology;Технологии
mouse;мышь;<img src="mouse.jpg">;Technology;Технологии
plug;штекер;<img src="plug.jpg">;Technology;Технологии
tablet;планшет;<img src="tablet.jpg">;Technology;Технологии
eleven o'clock;одиннадцать часов;<img src="eleven_o'clock.jpg">;Time;Время
