|word_de|part_of_speech|word_en|sentence_de|sentence_en|sentence_lemmatized_de
1347.0|das Schwein|noun|pig|Das Schwein wühlte genüsslich im Schlamm.|The pig rooted happily in the mud.|der;Schwein;wühlen;genüsslich;in;Schlamm
1349.0|echt|Adjektiv|real|Ist diese Angst echt, oder nur ein Trugbild?|Is this fear real, or just an illusion?|sein;dieser;Angst;echt;oder;nur;ein;Trugbild
1355.0|die Kernkraft|noun|nuclear energy|Die Debatte um die Kernkraft bleibt kontrovers.|The debate about nuclear energy remains controversial.|der;Debatte;um;der;Kernkraft;bleiben;kontrovers
1356.0|erfinden|Verb|to invent|Wer hat eigentlich das Telefon erfunden?|Who actually invented the telephone?|wer;haben;eigentlich;der;Telefon;erfinden
1359.0|das Fernsehprogramm|noun|TV program|Das Fernsehprogramm war heute ziemlich langweilig.|The TV program was pretty boring today.|der;Fernsehprogramm;sein;heute;ziemlich;langweilig
1365.0|geil|adjective|cool|Das Konzert gestern war einfach nur geil und mitreißend.|The concert yesterday was just cool and thrilling.|der;Konzert;gestern;sein;einfach;nur;geil;und;mitreißend
1367.0|als|conjunction|than|Sie ist schneller als alle anderen Teilnehmer.|She is faster than all other participants.|sie;sein;schnell;als;aller;anderer;Teilnehmer
1376.0|der Überschall|noun|the supersonic|Flugzeuge im Überschall brechen die Schallmauer.|Supersonic planes break the sound barrier.|Flugzeug;in;Überschall;brechen;der;Schallmauer
1377.0|reisen|verb|to travel|Wir reisen im Frühling durch die Toskana.|We travel through Tuscany in spring.|wir;reisen;in;Frühling;durch;der;Toskana
1381.0|schwarz|adjective|black|Die Katze mit dem schwarzen Fell sprang elegant.|The cat with the black fur jumped gracefully.|der;Katze;mit;der;schwarz;Fell;springen;elegant
1383.0|beweisen|verb|prove|Er wollte seine Fähigkeiten vor der Jury beweisen.|He wanted to prove his skills to the jury.|er;wollen;sein;Fähigkeit;vor;der;Jury;beweisen
1391.0|aller|pronoun|all|Das Beste von aller Kunst ist die Inspiration.|The best of all art is the inspiration.|der;gute;von;aller;Kunst;sein;der;Inspiration
1395.0|la|Interjection|la
1399.0|der Ozean|noun|ocean|Der Ozean glitzerte unter der grellen Mittagssonne.|The ocean sparkled under the bright midday sun.|der;Ozean;glitzern;unter;der;grell;Mittagssonne
1402.0|schreien|Verb|to scream|Man hörte jemanden aus der Ferne schreien.|You could hear someone screaming in the distance.|man;hören;jemand;aus;der;Ferne;schreien
1462.0|das Problem|noun|the problem|Das Problem liegt tiefer, als wir dachten.|The problem lies deeper than we thought.|der;Problem;liegen;tief;als;wir;dachten
1465.0|der Fehler|noun|mistake|Der Fehler wurde schnell bemerkt und korrigiert.|The mistake was quickly noticed and corrected.|der;Fehler;werden;schnell;bemerken;und;korrigieren
1468.0|die Matrix|Noun|matrix|Die Matrix des Algorithmus muss angepasst werden.|The matrix of the algorithm needs to be adjusted.|der;Matrix;der;Algorithmus;muss;anpassen;werden
1471.0|das System|noun|system|Das System arbeitet mit künstlicher Intelligenz.|The system operates with artificial intelligence.|der;System;arbeiten;mit;künstlich;Intelligenz
1473.0|herrschen|verb|to prevail|In der Wüste herrschen extreme Temperaturen.|Extreme temperatures prevail in the desert.|in;der;Wüste;herrschen;extrem;Temperatur
1474.0|während|conjunction|while|Während die Dunkelheit zunahm, flackerte das alte Licht.|While the darkness grew, the old light flickered.|während;der;Dunkelheit;zunehmen;flackern;der;alt;Licht
1476.0|der Planet|noun|planet|Der Planet Mars fasziniert viele Wissenschaftler.|The planet Mars fascinates many scientists.|der;Planet;Mars;faszinieren;vieler;Wissenschaftler
1478.0|die Flamme|noun|flame|Die Flamme flackerte im leichten Abendwind.|The flame flickered in the light evening breeze.|der;Flamme;flackern;in;leicht;Abendwind
1479.0|stehen|verb|stand|Die alte Eiche steht majestätisch auf dem Hügel.|The old oak stands majestically on the hill.|der;alt;Eiche;stehen;majestätisch;auf;der;Hügel
1577.0|üben|verb|to practice|Die Schüler üben jeden Tag neue Vokabeln.|The students practice new vocabulary every day.|der;Schüler;üben;jeder;Tag;neu;Vokabel
1579.0|der Sand|noun|sand|Der Sand zwischen den Zehen fühlte sich warm an.|The sand between the toes felt warm.|der;Sand;zwischen;der;Zeh;anfühlen;sich;warm;an
1583.0|schmeißen|verb|throw|Bitte schmeiße den Müll nicht auf den Boden.|Please don’t throw the trash on the ground.|Bitte;schmeißen;der;Müll;nicht;auf;der;Boden
1586.0|egal|adjective|indifferent|Es war ihm egal, ob die Dunkelheit ihn verschlingt.|He was indifferent to whether the darkness engulfed him.|es;sein;ihm;egal;ob;der;Dunkelheit;ihn;verschlingen
1591.0|drauf|adverb|on it|Er legte die Bücher auf den Tisch und setzte sich drauf.|He placed the books on the table and sat on it.|er;legen;der;Buch;auf;der;Tisch;und;draufsetzen;sich;drauf
1593.0|scheißen|verb|shit|Manche scheißen einfach auf Regeln und Anstand.|Some people just shit on rules and decency.|mancher;scheißen;einfach;auf;Regel;und;Anstand
1594.0|das Abrakadabra|noun|abracadabra|Mit einem „Abrakadabra“ verschwand die Münze.|"With an ""abracadabra,"" the coin disappeared."|mit;ein;Abrakadabra;verschwinden;der;Münze
1595.0|dreimal|Adverb|three times|Er prüfte die Zahlen dreimal, bevor er sie abgab.|He checked the numbers three times before submitting them.|er;prüfen;der;Zahl;dreimal;bevor;er;sie;abgeben
1597.0|der Kater|noun|hangover|Der Kater am nächsten Morgen war kaum auszuhalten.|The hangover the next morning was unbearable.|der;Kater;an;nächster;Morgen;sein;kaum;aushalten
1598.0|das Spielen|noun|the playing|Das Spielen auf der Bühne fesselte das Publikum.|The playing on stage captivated the audience.|der;Spielen;auf;der;Bühne;fesseln;der;Publikum
1606.0|aufwachsen|verb|to grow up|Er konnte in einer ländlichen Gegend aufwachsen.|He was able to grow up in a rural area.|er;können;in;ein;ländlich;Gegend;aufwachsen
1608.0|eine|article|a (feminine)
1609.0|die Lebenswelt|noun|lifeworld|Die Lebenswelt der Großstadt ist hektisch.|The lifeworld of the big city is hectic.|der;Lebenswelt;der;Großstadt;sein;hektisch
1613.0|Jung|adjective|young|Jung und mutig stürmte er ins Abenteuer.|Young and brave, he rushed into the adventure.|Jung;und;mutig;stürmen;er;in;Abenteuer
1615.0|rosa|adjective|pink|Die Blütenblätter sind zart rosa gefärbt.|The petals are delicately colored pink.|der;Blütenblatt;sein;zart;rosa;färben
1616.0|die Kleidung|noun|clothing|Die Kleidung wurde sorgfältig auf die Modeschau abgestimmt.|The clothing was carefully coordinated for the fashion show.|der;Kleidung;werden;sorgfältig;auf;der;Modeschau;abstimmen
1617.0|tragen|verb|to carry|Er musste den schweren Rucksack alleine tragen.|He had to carry the heavy backpack alone.|er;musste;der;schwer;Rucksack;alleine;tragen
1620.0|das Mädchen|noun|girl|Das Mädchen sang ein Lied, das alle verzauberte.|The girl sang a song that enchanted everyone.|der;Mädchen;singen;ein;Lied;der;alle;verzaubern
1621.0|halten|verb|to hold|Er hielt seine Rede mit beeindruckender Rhetorik.|He delivered his speech with impressive rhetoric.|er;halten;sein;Rede;mit;beeindruckend;Rhetorik
1626.0|dagegen|adverb|against it|Ich bin absolut dagegen, so viel Geld auszugeben.|I am absolutely against spending so much money.|ich;sein;absolut;dagegen;so;viel;Geld;ausgeben
1632.0|der Geburtstag|noun|birthday|Am Geburtstag brachte sie einen selbstgebackenen Kuchen.|On the birthday, she brought a homemade cake.|an;Geburtstag;bringen;sie;ein;selbstgebacken;Kuchen
1644.0|weiter|adverb|further|Er erklärte die Idee und sprach dann weiter.|He explained the idea and then spoke further.|er;erklären;der;Idee;und;weitersprechen;dann;weiter
1647.0|wohin|adverb|where to|Weißt du, wohin er so schnell gegangen ist?|Do you know where he went so quickly?|Weißt;du;wohin;er;so;schnell;gehen;sein
1652.0|leiten|Verb|to lead|Er wird die Sitzung mit viel Erfahrung leiten.|He will lead the meeting with a lot of experience.|er;werden;der;Sitzung;mit;viel;Erfahrung;leiten
1657.0|spielen|verb|play|Wir spielen heute Abend ein neues Brettspiel.|We're playing a new board game tonight.|wir;spielen;heute;Abend;ein;neu;Brettspiel
1662.0|eigentlich|adverb|actually|Eigentlich wollte ich heute früher aufstehen.|Actually, I wanted to get up earlier today.|eigentlich;wollen;ich;heute;früh;aufstehen
1672.0|sollen|verb|should|Man soll stets respektvoll miteinander umgehen.|One should always treat each other respectfully.|man;sollen;stets;respektvoll;miteinander;umgehen
1675.0|erklären|Verb|to explain|Er versuchte, das komplizierte Konzept zu erklären.|He tried to explain the complex concept.|er;versuchen;der;kompliziert;Konzept;zu;erklären
1680.0|paar|noun|a few|Ein paar Schritte trennten sie vom Ziel.|A few steps separated them from the goal.|ein;paar;Schritt;trennn;sie;von;Ziel
1681.0|der Unterschied|noun|difference|Der Unterschied zwischen den Modellen ist minimal.|The difference between the models is minimal.|der;Unterschied;zwischen;der;Modell;sein;minimal
1686.0|lassen|verb|let|Lass uns die alten Sorgen hinter uns lassen.|Let's leave the old worries behind.|Lass;sich;der;alt;Sorge;hinter;uns;lassen
1691.0|ob|conjunction|whether|Ich weiß nicht, ob sie heute kommen wird.|I don’t know whether she will come today.|ich;wissen;nicht;ob;sie;heute;kommen;werden
1693.0|studieren|verb|to study|Sie plant, in Wien Kunstgeschichte zu studieren.|She plans to study art history in Vienna.|sie;planen;in;Wien;Kunstgeschichte;zu;studieren
1697.0|der Bau|noun|construction|Der Bau des Wolkenkratzers dauert noch mehrere Monate.|The construction of the skyscraper will take several more months.|der;Bau;der;Wolkenkratzer;dauern;noch;mehrere;Monat
1700.0|weniger|adjective|less|Wir sollten weniger Plastik im Alltag verwenden.|We should use less plastic in everyday life.|wir;sollen;weniger;Plastik;in;Alltag;verwenden
1701.0|verdienen|verb|to earn|Du kannst viel Geld mit diesem Job verdienen.|You can earn a lot of money with this job.|du;kannst;viel;Geld;mit;dieser;Job;verdienen
1712.0|wo|adverb|where|Wo die Sonne scheint, blüht das Leben auf.|Where the sun shines, life flourishes.|wo;der;Sonne;scheinen;aufblühen;der;Leben;auf
1713.0|liegen|verb|to lie|Das Buch liegt offen auf dem Schreibtisch.|The book lies open on the desk.|der;Buch;liegen;offen;auf;der;Schreibtisch
1720.0|oben|adverb|above|Die Lampe hängt direkt oben an der Decke.|The lamp hangs directly above on the ceiling.|der;Lampe;hängen;direkt;oben;an;der;Decke
1739.0|darüber|adverb|about it|Hast du schon mit ihr darüber gesprochen, was passiert ist?|Have you already talked to her about it?|Hast;du;schon;mit;ihr;darüber;sprechen;was;passieren;sein
1744.0|unbeliebt|adjective|unpopular|Die unbeliebte Entscheidung führte zu Protesten.|The unpopular decision led to protests.|der;unbeliebt;Entscheidung;führen;zu;Protest
1759.0|das Wunder|Noun|miracle|Es war ein Wunder, dass alle unversehrt blieben.|It was a miracle that everyone remained unharmed.|es;sein;ein;Wunder;dass;alle;unversehrt;bleiben
1760.0|warten|verb|to wait|Wir warten geduldig auf den ersten Schneefall.|We wait patiently for the first snowfall.|wir;warten;geduldig;auf;der;erster;Schneefall
1786.0|brauchen|Verb|to need|Wir brauchen mehr Zeit, um das Projekt abzuschließen.|We need more time to complete the project.|wir;brauchen;mehr;Zeit;um;der;Projekt;abschließen
1788.0|die Blume|noun|the flower|Die Blume verblühte schnell unter der dunklen Sonne.|The flower withered quickly under the dark sun.|der;Blume;verblühn;schnell;unter;der;dunkel;Sonne
1797.0|normal|adjective|normal|Das ist bei uns ein ganz normaler Ablauf.|That’s a completely normal procedure for us.|der;sein;bei;uns;ein;ganz;normal;Ablauf
1799.0|die Liebe|noun|love|Die Liebe zwischen ihnen wächst jeden Tag.|The love between them grows every day.|der;Liebe;zwischen;ihnen;wachsen;jeder;Tag
1809.0|die Röte|noun|the redness|Die Röte in ihrem Gesicht verriet ihre Nervosität.|The redness in her face revealed her nervousness.|der;Röte;in;ihr;Gesicht;verraten;ihr;Nervosität
1816.0|der Tag|noun|day|Der Tag war voller spannender Ereignisse.|The day was full of exciting events.|der;Tag;sein;voll;spannend;Ereignis
1816.001|das Tag|noun|the tag|Ein beschädigtes Tag mindert den Warenwert.|A damaged tag reduces the item's value.|ein;beschädigt;Tag;mindern;der;Warenwert
1820.0|der Körper|noun|the body|Der Körper benötigt ausreichend Wasser jeden Tag.|The body needs enough water every day.|der;Körper;benötigen;ausreichend;Wasser;jeder;Tag
1821.0|reduzieren|verb|reduce|Man muss den Plastikverbrauch reduzieren.|One must reduce plastic consumption.|man;muss;der;Plastikverbrauch;reduzieren
1824.0|die Schule|noun|the school|Die Schule beginnt morgen wieder nach den Ferien.|The school starts again tomorrow after the holidays.|der;Schule;beginnen;morgen;wieder;nach;der;Ferien
1827.0|die Straße|noun|the street|Die Straße ist wegen Bauarbeiten gesperrt.|The street is closed due to construction work.|der;Straße;sein;wegen;Bauarbeit;sperren
1836.0|irgendwer|pronoun|somebody|Hat irgendwer das Licht im Flur angelassen? Es brennt noch.|Did somebody leave the hallway light on? It’s still on.|haben;irgendwer;der;Licht;in;Flur;anlassen;es;brennen;noch
1839.0|die Ware|noun|goods|Die Ware wurde schnell und sicher geliefert.|The goods were delivered quickly and safely.|der;Ware;werden;schnell;und;sicher;lieferen
1848.0|hässlich|adjective|ugly|Die hässlichen Farben passen nicht zusammen.|The ugly colors don't match.|der;hässlich;Farbe;zusammenpassen;nicht;zusammen
1856.0|sexuell|adjective|sexual|Sexuelle Aufklärung ist wichtig für Jugendliche.|Sexual education is important for teenagers.|sexuell;Aufklärung;sein;wichtig;für;jugendliche
1863.0|Armlänge|noun|arm's length|Halte bitte eine Armlänge Abstand von der Bühne.|Please keep an arm's length distance from the stage.|Halte;bitte;ein;Armlänge;Abstand;von;der;Bühne
1867.0|empfehlen|verb|to recommend|Der Arzt empfahl ihr eine gesündere Ernährung.|The doctor recommended a healthier diet.|der;Arzt;empfehlen;ihr;ein;gesünd;Ernährung
1876.0|bevor|conjunction|before|Bevor du gehst, mach bitte das Fenster zu.|Before you leave, please close the window.|bevor;du;gehen;zumach;bitte;der;Fenster;zu
1879.0|berühren|verb|to touch|Die Melodie schien jede Seele zu berühren.|The melody seemed to touch every soul.|der;Melodie;scheinen;jeder;Seele;zu;berühren
1881.0|höflich|adjective|polite|Er blieb höflich, trotz der provokanten Fragen.|He remained polite, despite the provocative questions.|er;bleiben;höflich;trotz;der;provokant;Frage
1883.0|fragen|verb|ask|Darf ich dich etwas Persönliches fragen?|May I ask you something personal?|dürfen;ich;dich;etwas;Persönliches;fragen
1887.0|die Erfahrung|noun|experience|Die Erfahrung im Ausland hat ihn stark geprägt.|The experience abroad shaped him significantly.|der;Erfahrung;in;Ausland;haben;ihn;stark;prägen
1889.0|der Vater|noun|father|Der Vater las seinen Kindern eine Geschichte vor.|The father read a story to his children.|der;Vater;vorlesen;sein;Kind;ein;Geschichte;vor
1891.0|die Tochter|noun|daughter|Ihre Tochter ist sehr talentiert im Tanzen.|Her daughter is very talented in dancing.|ihr;Tochter;sein;sehr;talentiert;in;Tanzen
1897.0|der Rapper|Noun|Rapper|Der Rapper veröffentlichte sein neuestes Album.|The rapper released his latest album.|der;Rapper;veröffentlichen;sein;neue;Album
1906.0|das Liebeslied|noun|the love song|Das Liebeslied erklang leise im Hintergrund.|The love song played softly in the background.|der;Liebeslied;erklingen;leise;in;Hintergrund
1917.0|die Scheiße|noun|the crap|Die Scheiße stapelte sich förmlich auf seinem Schreibtisch.|The crap was literally piling up on his desk.|der;Scheiße;stapeln;sich;förmlich;auf;sein;Schreibtisch
1921.0|wechseln|verb|to change|Ich werde bald die Reifen wechseln müssen.|I’ll need to change the tires soon.|ich;werden;bald;der;Reifen;wechseln;müssen
2042.0|das Fest|noun|celebration|Das Fest dauerte bis in die frühen Morgenstunden.|The celebration lasted until the early morning hours.|der;Fest;dauern;bis;in;der;früh;Morgenstunde
2046.0|kennen|Verb|know|Ich kenne die Stadt wie meine Westentasche.|I know the city like the back of my hand.|ich;kennen;der;Stadt;wie;mein;Westentasche
2050.0|der Gast|noun|the guest|Der Gast wurde herzlich in Empfang genommen.|The guest was warmly welcomed.|der;Gast;werden;herzlich;in;Empfang;nehmen
2052.0|prominent|adjective|prominent|Ein prominenter Gast betrat den roten Teppich.|A prominent guest walked the red carpet.|ein;prominent;Gast;betrat;der;rot;Teppich
2059.0|rein|adverb|in|Komm schnell rein, es regnet draußen stark.|Come inside quickly, it’s raining heavily.|reinKomm;schnell;rein;es;regnen;draußen;stark
2064.0|der Champagner|noun|champagne|Der Champagner floss in goldenen Strömen.|The champagne flowed in golden streams.|der;Champagner;floss;in;golden;Strom
2066.0|eiskalt|adjective|ice-cold|Das Wasser im Bach war eiskalt und klar.|The water in the stream was ice-cold and clear.|der;Wasser;in;Bach;sein;eiskalt;und;klar
2067.0|der Wein|noun|wine|Der Wein schmeckte bitter wie alte Erinnerungen.|The wine tasted bitter like old memories.|der;Wein;schmecken;bitter;wie;alt;Erinnerung
2069.0|mitfeiern|verb|to celebrate together|Lass uns das Jubiläum gemeinsam mitfeiern.|Let’s celebrate the anniversary together.|Lass;sich;der;Jubiläum;gemeinsam;mitfeiern
2070.0|dürfen|verb|to be allowed|Wir dürfen hier nicht parken, es ist verboten.|We are not allowed to park here, it is prohibited.|wir;dürfen;hier;nicht;parken;es;sein;verbieten
2076.0|kritisch|adjective|critical|Die kritischen Fragen blieben unbeantwortet.|The critical questions remained unanswered.|der;kritisch;Frage;bleiben;unbeantwortet
2078.0|Türpolitik|noun|door policy|Die Türpolitik des Clubs war streng und exklusiv.|The club's door policy was strict and exclusive.|der;Türpolitik;der;Club;sein;streng;und;exklusiv
2080.0|unpolitisch|adjective|apolitical|Die Organisation bleibt absichtlich unpolitisch.|The organization deliberately remains apolitical.|der;Organisation;bleiben;absichtlich;unpolitisch
2095.0|marschieren|verb|to march|Die Soldaten marschieren durch die Stadt.|The soldiers march through the city.|der;Soldat;marschieren;durch;der;Stadt
2112.0|der Herr|noun|the gentleman|Der Herr am Tisch bestellte einen Kaffee.|The gentleman at the table ordered a coffee.|der;Herr;an;Tisch;bestellen;ein;Kaffee
2114.0|eintreten|verb|to enter|Er trat zögernd in die unbekannte Halle ein.|He entered the unfamiliar hall hesitantly.|er;eintreten;zögernd;in;der;unbekannt;Halle;ein
2117.0|zuerst|adverb|first|Zuerst müssen wir die wichtigsten Punkte klären.|First, we need to clarify the most important points.|zuerst;müssen;wir;der;wichtig;Punkt;klären
2120.0|der Saal|noun|hall|Der Saal füllte sich mit aufgeregten Gästen.|The hall filled with excited guests.|der;Saal;füllen;sich;mit;aufgeregt;Gast
2125.0|lachen|verb|laugh|Kinder lachen über die lustige Geschichte.|Children laugh at the funny story.|Kind;lachen;über;der;lustig;Geschichte
2146.0|ok|adjective|ok|Das Ergebnis war zwar nicht perfekt, aber ok.|The result wasn’t perfect, but it was ok.|der;Ergebnis;sein;zwar;nicht;perfekt;aber;ok
2151.0|schade|adjective|pity|Es ist schade, dass das Konzert abgesagt wurde.|It's a pity that the concert was canceled.|es;sein;schade;dass;der;Konzert;absagen;werden
2154.0|das Buffet|noun|buffet|Das Buffet bot eine große Auswahl an Gerichten.|The buffet offered a wide variety of dishes.|der;Buffet;bieten;ein;groß;Auswahl;an;Gericht
2157.0|fünf|number|five|Fünf Minuten später erschien die Antwort auf dem Bildschirm.|Five minutes later, the answer appeared on the screen.|fünf;Minute;spät;erscheinen;der;Antwort;auf;der;Bildschirm
2159.0|zwölf|noun|twelve|Zwölf Stunden Schlaf waren absolut nötig.|Twelve hours of sleep were absolutely necessary.|zwölf;Stunde;Schlaf;sein;absolut;nötig
2163.0|der Spaß|noun|fun|Der Spaß an der Sache war offensichtlich groß.|The fun of the activity was clearly great.|der;Spaß;an;der;Sache;sein;offensichtlich;groß
2165.0|senken|verb|lower|Die Firma musste die Preise drastisch senken.|The company had to lower the prices drastically.|der;Firma;musste;der;Preis;drastisch;senken
2167.0|der Blick|noun|the glance|Ihr Blick wanderte über die endlose Weite des Ozeans.|Her glance wandered over the endless expanse of the ocean.|ihr;Blick;wandern;über;der;endlos;Weite;der;Ozean
2169.0|erheben|verb|to raise|Der Lehrer erhob die Stimme, um Gehör zu finden.|The teacher raised his voice to be heard.|der;Lehrer;erheben;der;Stimme;um;Gehör;zu;finden
2171.0|das Glas|noun|glass|Das Glas fiel und zersprang in tausend Stücke.|The glass fell and shattered into a thousand pieces.|der;Glas;fallen;und;zerspringen;in;tausend;Stück
2172.0|das Licht|noun|the light|Das Licht flutete durch die offenen Fenster.|The light flooded through the open windows.|der;Licht;fluten;durch;der;offen;Fenster
2181.0|wegschauen|verb|to look away
2228.0|heut|adverb|today|Heut scheint die Sonne wie im Hochsommer.|Today the sun shines like in midsummer.|heut;scheinen;der;Sonne;wie;in;Hochsommer
2239.0|der Demokrat|noun|democrat|Der Demokrat hielt eine leidenschaftliche Rede.|The democrat gave a passionate speech.|der;Demokrat;halten;ein;leidenschaftlich;Rede
2243.0|der Rassist|noun|the racist|Der Rassist wurde für seine Hassrede verurteilt.|The racist was convicted for his hate speech.|der;Rassist;werden;für;sein;Hassrede;verurteilen
2253.0|krank|adjective|sick|Er fühlte sich seit Tagen furchtbar krank.|He had been feeling terribly sick for days.|er;fühlen;sich;seit;Tag;furchtbar;krank
2256.0|der Täter|noun|perpetrator|Der Täter wurde noch am Tatort verhaftet.|The perpetrator was arrested at the crime scene.|der;Täter;werden;noch;an;Tatort;verhaften
2258.0|das Opfer|noun|victim|Das Opfer wurde sofort medizinisch versorgt.|The victim was immediately given medical care.|der;Opfer;werden;sofort;medizinisch;versorgen
2260.0|Anne|noun|Anne|Anne las ein Buch bei schwachem Kerzenlicht.|Anne read a book by dim candlelight.|Anne;lesen;ein;Buch;bei;schwach;Kerzenlicht
2262.0|der Hans|noun|Hans|Hans spielte stundenlang auf der alten Geige.|Hans played for hours on the old violin.|Hans;spielen;stundenlang;auf;der;alt;Geige
2263.0|Frank|noun|Frank|Frank erzählte von seiner Reise nach Norwegen.|Frank talked about his trip to Norway.|Frank;erzählen;von;sein;Reise;nach;Norwegen
2266.0|der Bürger|noun|citizen|Der Bürger protestierte gegen die neuen Gesetze.|The citizen protested against the new laws.|der;Bürger;protestieren;gegen;der;neu;Gesetz
2268.0|trinken|verb|to drink|Nach der Wanderung trank er gierig aus der Quelle.|After the hike, he drank greedily from the spring.|nach;der;Wanderung;trinken;er;gierig;aus;der;Quelle
2271.0|einschenken|verb|to pour|Er hat mir ein Glas Rotwein eingeschenkt.|He poured me a glass of red wine.|er;haben;mir;ein;Glas;Rotwein;einschenken
2277.0|hereinkommen|Verb|to come in|Keiner wollte in die düstere Hütte hereinkommen.|No one wanted to come into the gloomy hut.|keiner;wollen;in;der;düster;Hütte;hereinkommen
2278.0|herein|adverb|in|Der Gastgeber bat die Gäste freundlich herein.|The host politely invited the guests in.|der;Gastgeber;hereinbitten;der;Gast;freundlich;herein
2289.0|unten|adverb|below|Die Schlüssel liegen unten in der Schublade.|The keys are below in the drawer.|der;Schlüssel;liegen;unten;in;der;Schublade
2293.0|schließen|verb|to close|Die Türen schlossen sich lautlos hinter ihm.|The doors closed silently behind him.|der;Tür;schließen;sich;lautlos;hinter;ihm
2301.0|der Finger|noun|the finger|Er zeigt mit dem Finger auf die Landkarte.|He points to the map with his finger.|er;zeigen;mit;der;Finger;auf;der;Landkarte
2310.0|herrlich|adjective|wonderful|Der herrliche Duft der Blüten erfüllte die Sommerluft.|The wonderful scent of the blossoms filled the summer air.|der;herrlich;Duft;der;Blüte;erfüllen;der;Sommerluft
2313.0|Lieben|verb|to love|Er wird immer daran glauben, dass Lieben wichtig ist.|He will always believe that loving is important.|er;werden;immer;daran;glauben;dass;Lieben;wichtig;sein
2325.0|die Moral|noun|morale|Die Moral der Gruppe war trotz allem ungebrochen.|The morale of the group remained unbroken despite everything.|der;Moral;der;Gruppe;sein;trotz;alle;ungebrochen
2330.0|genau|Adverb|exactly|Das war genau das, was ich immer vermeiden wollte.|That was exactly what I always wanted to avoid.|der;sein;genau;der;wer;ich;immer;vermeiden;wollen
2333.0|der Wahnsinn|noun|madness|Der Wahnsinn der Menge war kaum zu stoppen.|The madness of the crowd was hard to stop.|der;Wahnsinn;der;Menge;sein;kaum;zu;stoppen
2343.0|festlich|adjective|festive|Die festliche Dekoration verzauberte die Gäste.|The festive decorations enchanted the guests.|der;festlich;Dekoration;verzaubern;der;Gast
2346.0|nie|adverb|never|Sie hat nie den Mut verloren, weiterzumachen.|She never lost the courage to keep going.|sie;haben;nie;der;Mut;verlieren;weitermachen
2359.0|Drum|adverb|therefore|Drum bleib lieber zu Hause bei dem Sturm.|Therefore, better stay home in this storm.|Drum;bleib;lieber;zu;Haus;bei;der;Sturm
2382.0|die Musik|noun|the music|Die Musik im Club war laut und energiegeladen.|The music in the club was loud and energetic.|der;Musik;in;Club;sein;laut;und;energiegeladen
2398.0|wegsehen|Verb|to look away
2402.0|das Bier|noun|beer|Das Bier wird kalt gestellt für den Abend.|The beer is chilled for the evening.|der;Bier;werden;kalt;stellen;für;der;Abend
2403.0|weg|adverb|away|Die Katze lief schnell weg, als sie den Hund sah.|The cat ran away quickly when it saw the dog.|der;Katze;weglaufen;schnell;weg;als;sie;der;Hund;sehen
2421.0|raus|adverb|out|Die Katze sprang durch das offene Fenster raus.|The cat jumped out through the open window.|der;Katze;rausspringen;durch;der;offen;Fenster;raus
2446.0|dich|Pronoun|you|Ich habe dich im Park gesehen, aber du warst beschäftigt.|I saw you in the park, but you were busy.|ich;haben;dich;in;Park;sehen;aber;du;waren;beschäftigen
2453.0|freundschaftlich|adjective|friendly|Ihr freundschaftlicher Rat hat mir sehr geholfen.|Her friendly advice helped me a lot.|ihr;freundschaftlich;Rat;haben;mir;sehr;helfen
2463.0|dein|possessive pronoun|your|Dein Vorschlag klingt wirklich interessant.|Your suggestion sounds really interesting.|dein;Vorschlag;klingen;wirklich;interessant
2464.0|das Wort|noun|word|Ein ehrliches Wort kann Wunder bewirken.|An honest word can work wonders.|ein;ehrlich;Wort;können;Wunder;bewirken
2473.0|unvermeidlich|adjective|inevitable|Das unvermeidliche Ende rückte immer näher.|The inevitable end drew ever closer.|der;unvermeidlich;Ende;rücken;immer;näher
2480.0|die Tür|noun|door|Die Tür öffnete sich mit einem leisen Knarren.|The door opened with a soft creak.|der;Tür;öffnen;sich;mit;ein;leise;Knarre
2485.0|der Herbst|noun|autumn|Der Herbst färbt die Blätter in warmen Tönen.|Autumn colors the leaves in warm tones.|der;Herbst;färben;der;Blatt;in;warm;Tönen
2488.0|das Deutschlandlied|noun|the Deutschlandlied|Das Deutschlandlied erklang zur Feier des Sieges.|The Deutschlandlied played in celebration of the victory.|der;Deutschlandlied;erklingen;zu;Feier;der;Sieges
2493.0|dabei|adverb|there|Er war beim Fest dabei und genoss die Atmosphäre.|He was there at the celebration and enjoyed the atmosphere.|er;sein;bei;Fest;dabei;und;genoss;der;Atmosphäre
2497.0|die Nacht|noun|the night|Die Nacht legte ihren Schleier über die Stadt.|The night cast its veil over the city.|der;Nacht;legen;ihr;Schleier;über;der;Stadt
2503.0|das Deutschland|noun|Germany|Das Deutschland der Zukunft braucht Innovation.|The Germany of the future needs innovation.|der;Deutschland;der;Zukunft;brauchen;Innovation
2504.0|schlafen|verb|to sleep|Er wollte schlafen, doch der Sturm hielt ihn wach.|He wanted to sleep, but the storm kept him awake.|er;wollen;schlafen;doch;der;Sturm;wachhalten;ihn;wach
2505.0|süß|adjective|sweet|Das süße Parfum erinnerte sie an ihre Kindheit.|The sweet perfume reminded her of her childhood.|der;süß;Parfum;erinnern;sie;an;ihr;Kindheit
2515.0|wärmen|verb|to warm|Die Sonnenstrahlen wärmten sanft ihre Haut.|The sun's rays gently warmed her skin.|der;Sonnenstrahl;wärmen;sanft;ihr;Haut
