|title|author|text
237|Alles, was du has(s)t|Die Lieferanten|Du hast dich schon oft von mir losgesagt\nUnd schreist Lüge, Lüge, Lüge!\nDu sagst, ich hätte uns alle erst hierhergebracht\nUnd betrüge, träge, trübe\nSehe es aus, wenn man mir voll vertraut\nUnd eins sei für dich ganz gewiss\nDenn unter meiner Haut\nHabe ich Angst und es bilde sich ein dicker Riss\nOh, Bitte, bitte, denk nach\nFür dich trag ich Selfmadecamouflage\nDenn ich bin nur das\nWas du aus mir machst\nHey\nAlles, was du ha(s)st, bin ich\nUnd das bin ich nur für\nAlles, was du ha(s)st, bin ich\nUnd das bin ich nur für\nAlles, was du ha(s)st, bin ich\nUnd das bin ich nur für\nAlles, was du ha(s)st, bin ich\nUnd das bin ich nur für\nMüsstest du mich mit einem Wort beschreiben,\nWär es ohnmächtig!\nDu sagst, dir würde ja gar keine Wahl mehr bleiben\nUnd wenn doch, wär sie ungerecht. Ich\nIst dein Lieblingswort, an einem andern Ort\nHätte das auch noch Relevanz\nAber hier gehe alles vor die Hunde,\nUnd ein Jeder beiße sich selber in den Schwanz\nOh, Bitte, bitte, denk nach\nFür dich trag ich Selfmadecamouflage\nDenn ich bin nur das,\nWas du aus mir machst\nAlles, was du ha(s)st, bin ich\nUnd das bin ich nur für\nAlles, was du ha(s)st, bin ich\nUnd das bin ich nur für\nAlles, was du ha(s)st, bin ich\nUnd das bin ich nur für\nAlles, was du ha(s)st, bin ich\nUnd das bin ich nur für dich\nInstrumental\nAlles, was du ha(s)st, bin ich\nUnd das bin ich nur für\nAlles, was du ha(s)st, bin ich\nUnd das bin ich nur für\nAlles, was du ha(s)st, bin ich\nUnd das bin ich nur für\nAlles, was du ha(s)st, bin ich\nUnd das bin ich nur für dich
238|Eigentum|Knorkator|Das große Leben eines großen Mannes\nBraucht als Basis einen großen Traum\nDen er träumt in einem großen Bett\nUnd so ein Bett gehört in einen großen Raum\nGroße Räume gibt es nur in großen Häusern\nMit großen Fenstern, um hinaus zu schau'n\nAuf das eigene, entsprechend große Land\nDas umgeben ist von einem großen Zaun\n\nIch bin das Eigentum von meinem Eigentum\nBin allem hörig, was mir gehört\nIch bin besessen von dem, was ich besitze\nUnd werd' gefressen von dem, was mich ernährt\nIch bin der Diener von dem, was ich verdiene\nIch bin der Sklave von dem, was ich versklavt\nUnd allen Dingen über die ich verfüge\nFüge ich mich brav\n\nIch hab's geschafft, wonach ich immer strebte\nAlle Dinge ringsumher gehören mir\nDoch das Einzige was ich dabei empfinde\nIst die Angst, es wieder zu verlier'n\nUnd so verkriech ich mich mit allen meinen Schätzen\nIns verkabelte gepanzerte Versteck\nIch bin Müde, doch wag ich nicht zu schlafen\nSonst kommt der Pöbel und nimmt mir alles weg\n\n\nIch bin das Eigentum von meinem Eigentum\nBin allem hörig, was mir gehört\nIch bin besessen von dem, was ich besitze\nUnd werd' gefressen von dem, was mich ernährt\nWas ich beherrsche, das raubt mir die Beherrschung\nBin ganz benommen, von dem was ich mir nahm\nUm meinem Schicksal geschickt zu entkommen - doch es kam\n\nIch bin das Eigentum von meinem Eigentum\nBin allem hörig, was mir gehört\nIch bin besessen von dem, was ich besitze\nUnd werd' gefressen von dem, was mich ernährt\nIch bin erdrückt, von all den Unterdrückten\nUnd weil mein Reichtum mir immer noch nicht reicht\nBleibt mir als Sicherheit, doch nur ein wenig Sicherheit\nVielleicht
239|Moor|Coppelius|Das ist keine Zeit für Damen und erst recht kein passender Ort\nIch kenne nicht einmal ihren Namen, denn sie sagt kein Wort\nDoch irgendwas in ihrem Blick sagt mir sie braucht mich doch\nIch glaube ihr und ich helfe ihr hoch\nWie ein Aal windet sich am Boden ein neues Problem\nBis zu den Knien im Morast versunken, alles Matsch und Lehm\nDazwischen winden sich alte Sünden, die ihr folgen wie ihr Duft\nAls ihre entsetzter Blick auf meine Zuversicht trifft\nIch trage dich durchs Moor und ich stelle kein Fragen\nIch mach es einfach gern, lass mich dich tragen\nIch trage dich durchs Moor und ich stelle kein Fragen\nIch mach es einfach gern, lass mich dich tragen\nIch fühl sie so nah und schön und warm\nWer ist diese Frau in meinem Arm?\nIch trage dich durchs Moor und ich stelle kein Fragen\nIch mach es einfach gern, lass mich dich tragen\nIch trage dich durchs Moor und ich stelle kein Fragen\nIch mach es einfach gern, lass mich dich tragen\nEndlich nahet ein Ende, Morgenrot und der Wald lichtet sich\nDoch in gleichem Maße wirst du durchsichtig\nDie Sonne scheint und meine Arme sind leer bis auf einen Tropfen Morgentau\nWarst du nur ein Traum, Traumfrau\nIch trage dich durchs Moor und ich stelle kein Fragen\nIch mach es einfach gern, lass mich dich tragen\nIch trage dich durchs Moor und ich stelle kein Fragen\nIch mach es einfach gern, lass mich dich tragen
240|1000 Jahre Bier|Deichkind|Wikinger, Römer und jeder Despot\nSchlucken die Gerste bei Glück und bei Not\nTausende Jahre voll tosendem Schaum\nOffene Mäuler mit frostigen Gaum'n\nKübel, die klirren, Wasser macht krank\nKinder und Feldherren leeren den Trank\nAftershow-Party am Hinrichtungstag\nHurra, die Hexe brennt, schenk nochmal nach\n\nMach eine Rast, du bist unser Gast\nDie Augen sie stier'n auf den süffigen Saft\nHier bist du Mensch, egal was du denkst\nMystische Welten, die Tulpe, sie glänzt\nAh, sie frönen der Lust\nAlle woll'n ran an den strömenden Fluss\nDrei Liter Malz, rein in den Hals\nGenauso Mann, du hast es geschnallt\n\nSie häng'n an der Tränke und trinken das Bier\nSeit Menschengedenken wird wild inhaliert\nMönche und Ritter und Marketing-Cracks\nDas nächste Jahrtausend auf Ex\n\n\nTausend Jahre Bier, Bier\nTausend Jahre Bier, Bier\n\nEuer Reich wird untergeh'n\nKeine Werte, die besteh'n\nPress den Stoff in dein System\nFreudentanz im Tal der Trän'\n\nHöhlenbemalung mit Trichter und Schlauch\nBeethoven reiert den Lebertran aus\nTrost für die Seele und Kohle für'n Wirt\nWer nichts wird, der wird Wirt. Werde doch Wirt!\nLös' ich am Malz, Eiweißgehalt\nFettige Leber, zu seh'n aus dem All\nKühlende Biere, wir wollen kein' Wein\nMuttermilch sollte aus Alkohol sein\n\nSie trotzen den Fluten und zieh'n in den Krieg\nEs schaffen Maschinen und fördern Granit\nPäpste und Narren bezwingen die Pest\nDas nächste Jahrtausend ein Fest\n\n\nTausend Jahre Bier, Bier\nTausend Jahre Bier, Bier\n\nTausende Bier, tausende Jahre nur Bier\nTausende Bier, tausende Jahre lang Bier\nTausende Bier, tausende Jahre mit Bier\nTausende Bier, tausende Jahre mit Bier\nTausende Bier, tausende Jahre mit Bier\nTausende Bier, tausende Jahre mit Bier\nTausende Bier, tausende Jahre mit Bier\nTausende Bier, tausende Jahre mit Bier\nTausende Bier, tausende Jahre mit Bier\nTausende Bier, tausende Jahre mit Bier\nTausende Bier, tausende Jahre mit Bier\nTausende Bier, tausende Jahre mit Bier\nTausend Jahre Bier
241|Bude Voll People|Deichkind|Die Bude voll People, die Bude voll People\nDie Bude voll People, die Bude voll People\n\nSie stampfen den Acker mit Knochengeklapper\nDie Hipster und Popper, die machen sich locker\nSie trinken und reden mit Schnäpsen und Schweden\nUnd stecken die Heringe in nassen Lehm\nGesammelte Becher, Mutantengelächter\nVerschlafene Wecker, geplünderte Bäcker\nDen Trichter gefüllt, verursachter Müll\nSie leben wie Tiere und lieben Gebrüll\nVerlorene Wetten, die Popel gefressen\nSie pissen und kacken und grillen die Nacken\nSie stürzen die Dosen, zerreißen die Hosen\nUnd surfen die Wogen mit chemischen Drogen\nMit Marken und Bändern aus allen Ländern\nTreffen sich Leute, verballern ihr Geld\nDie Matten, die Latten, die taumelnden Gatten\nDie liegen in Säcken, weil's ihn so gefällt\n\nSie frieren und schließen die Biere\nDu siehst, wie sie ihre Kontrolle verlier'n\nSie miefen wie Tiere und liegen auf Wiesen\nMit dem nächsten Shot im Visier\nDie Bayern, sie feiern und reiern und finden dann nicht mehr ihr Zelt\nDie Hessen, sie stressen, sie hab'n aus Versehen ihre Sprache vom Handy verstellt\n\n\nDie Bude voll People, die Bude voll People\nWir hab'n die—\nDie Bude voll People, die Bude voll People\nBis unter's Dach\nDie Bude voll People, die Bude voll People\nBei uns ist—\nDie Bude voll People, die Bude voll People\n\nDie Massen, sie lassen kein Auge mehr trocken\nSie paffen besoffen mit nassen Klamotten\nDie Höhlen, sie wühlen und springen von Bühnen\nSie fühlen und bringen die Kippen zum glühen\nSie naschen und haschen und tun sich nicht waschen\nSie stapfen und werfen mit Flaschen in Taschen\nDie Prolos, sie siffen und kiffen ein mitten im Pogo\nUnd kiffen und enden im Womo\nDie Willigen chillen auf billigen Plätzen\nUnd schätzen die Bässe, doch hab'n keine Pässe\nVerdaddeln die Treffen, sie glotzen und checken\nKonfetti und Rapper mit dreckigen Cappies\nDie Mukker, sie komm' nicht zu Potte\nSie lottern auf Hockern mit zu wenig Tabak und Schotter\nDie Bullen durchsuchen die Zelte von allen\nDoch fallen nur über verballerte Schnallen\n\n\nSie frieren und schließen die Biere\nDu siehst, wie sie ihre Kontrolle verlier'n\nSie miefen wie Tiere und liegen auf Wiesen\nMit dem nächsten Shot im Visier\nDie Raver, sie blazen und shaken die Dixi-Toiletten im Takt (Takt)\nDie Punker, sie tanken und schwanken und fallen direkt in den Matsch (Platsch)\n\nDie Bude voll People, die Bude voll People\nWir hab'n die—\nDie Bude voll People, die Bude voll People\nBis unter's Dach\nDie Bude voll People, die Bude voll People\nBei uns ist—\nDie Bude voll People, die Bude voll People\n\nZehn, neun, acht, sieben, sechs, sieben, acht, neun, zehn, elf\n\nDie Bude voll People, die Bude voll People\nDie Bude voll People, die Bude voll People\nDie Bude voll People, die Bude voll People\nDie Bude voll People, die Bude voll People
242|Von toten Pferden (Ein schönes Lied)|Treptow|Mal angenommen, der Mensch ist gut\nhört auf sein Herz und den Verstand\nauch wenn die halbe Welt so tut\nals wenn man nichts verändern kann\nwo Hoffnung ist, da ist ein Liedchen\nist die Lage auch prekär\ndoch sie reiten auf Prinzipien\nwie einem toten Pferd\nDarum singt mit mir ein schönes Lied\nweil am Ende immer das Gute siegt\nauch wenn das nicht heut' geschieht\nhaben wir bewiesen, dass es Hoffnung gibt\nUnd alle reden über's Wetter\nChaos redet sich nicht schön\nlinientreu läuft man ins Messer\nstatt Privilegien zu riskieren\nwo Hoffnung ist, da sind auch Taten\nwo Taten sind, hilft man sich selbst\ndenn wenn der Klügere stets nachgibt\nsag' mir, wer regiert dann die Welt?\nSingt mit mir ein schönes Lied\nweil am Ende immer das Gute siegt\nauch wenn das nicht heut' geschieht\nhaben wir bewiesen, dass es Hoffnung gibt\nKlopf, klopf, die Katastrophe ist schon da\nschöne Lieder ändern das nur marginal\ndie Gesellschaft lahmt, ist senil und altersschwach\nalso, sein wir die Veränderung, die sie so dringend nötig hat\nSingt mit mir ein schönes Lied\nweil am Ende immer das Gute siegt\nauch wenn das nicht heut' geschieht\naber wer, wenn nicht wir, macht den Unterschied
243|Traurig aber ist so|RAUM27|*Seufz*\n\nEgal wie das hier losgeht, hören werdet ihr´s nie\nUnd wenn doch sagen alle: „Geile Kraftklub-Kopie!“\nDenn es gibt Lieder über Liebe, Lieder über Krieg\nEs gibt Lieder über´s Saufen und auch hiervon gibt´s n Lied\nAlso rufe ich es lauter, ja wie wär´s wenn ich schrei\nAber rumgrölen auf Deutsch? „Ey das ist doch Henning May!“\nUnd ganz egal, wie ich das dreh´hier, die Frage wird doch bleiben\nHast du ne Idee? Sag mir was soll ich schreiben?!\n\nTraurig, aber ist so\nWir sind zu alt für Musik\nTraurig, aber ist so\nWeil es das alles hier schon gibt\nJa, Traurig, aber ist so\nIch schreib´n Lied über mein Leben\nTraurig, aber ist so\nHat es alles schon gegeben\n\nAber aufgeben, nein\nIch mein, des kann doch nicht sein\nEgal ob Xavier Naidoo, KIZ, Jimmie Blue\nSelbst bei: „Immer wenn es regnet“ schnappt die GEMA-Falle zu\nUnd jetzt ham´wa sogar Fans, die da warten auf´n Lied\nDoch wie soll´n wir noch eins bring´, wenn es alles hier schon gibt\nAlso sitz ich wieder hier\nZettel Stift und Papier\nUnd zerbrech´ mir den Kopf, während die Leute draußen warten\nWas schreibe ich? Sagt mir, wollt ihr mich verarschen?\n\n\nTraurig, aber ist so\nWir sind zu alt für Musik\nTraurig, aber ist so\nWeil es das alles hier schon gibt\nJa, traurig, aber ist so\nIch schreib´n Lied über mein Leben\nTraurig, aber ist so\nHat es alles schon gegeben\n\nUnd traurig, ich hab eigentlich so viele Ideen\nDoch selbst Musik über Tränen\nHat man alles schon geseh´n\nUnd traurig, werd´wohl weiter an der Bushalte steh´n\nKein wort der Uni versteh´n\nUnd diverse Cover aufnehm´\nUnd traurig, wenn ich das hier alles so seh´\nDenk ich, was ist hier gescheh´n\nDer Traum vom Winde verweht\n\nTraurig, aber ist so\nWir sind zu alt für Musik\nTraurig, aber ist so\nWeil es das alles hier schon gibt\nJa, traurig, aber ist so\nIch schreib´n Lied über mein Leben\nTraurig, aber ist so\nHat es alles schon gegeben\n\n\nUnd es tut mir so leid\nWird schon irgendwie geh´n\nTraurig, aber ist so\nTraurig aber ist so
244|Dann ohne mich|Donots|Endlich ist er wieder wer\nDer kleine Mann, die große Meinung\nDie Dummheit feiert sein Comeback\nEndlich darf man sich beschwer'n\nDer Kopf aus Holz wär' gerne eisern\nUnd macht doch jeden Schwachsinn mit\nDenn Idioten sind nicht lang alleine\nUnd kleine Geister haben zu viele Freunde\n\nDie Lügen, das Schweigen\nDer Stolz, der andere verletzt\nWenn das hier wirklich alles ist\nDann ohne mich\n\nDer Dumme hängt die Flagge stets am Höchsten\nIch kann den Irrsinn nicht mehr hören\nDer Unmensch ist sich selbst der Nächste\nLasst uns die Penner doch blockieren\nDenn kein Mensch ist illegal\nNein, kein Mensch ist illegal\n\n\n\nDie Ehre, die Heimat\nDie Arroganz versteh' ich nicht\nWenn's sich hier nur noch darum dreht\nDann ohne mich\n\nNur Lügen und Schweigen\nFür Ehre und Heimat\nOhne mich!\nDann ohne mich!\nDann ohne mich!\nOhne mich!\n\nDie Lügen, das Schweigen\nDer Stolz, der andere verletzt\nWenn das hier wirklich alles ist\nAlles ist, Alles ist\nDie Ehre, die Heimat\nDie Ignoranz versteh' ich nicht\nWenn's sich hier nur noch darum dreht\nOhne mich!
245|Protest ist cool aber anstrengend|Madsen|Polizisten schlagen hemmungslos auf Schwarze ein\nDas lässt dich nicht kalt, das lässt dich nicht kalt\nNarzisstische, geisteskranke Präsidenten schreien\nWir kümmern uns nur um uns allein\nDeine Kinder fragen dich, wie du dazu stehst\nNatürlich findest du das alles nicht okay\nDoch morgen soll es regnen und du musst noch Rasen mähen\nDeswegen könnt ihr heute leider nicht zur Demo gehen\n\nProtest ist cool aber anstrengеnd\nSchon super wichtig, dass es sowas gibt\nWär schon gut, wenn irgеndjemand anfängt\nDann läufst du auch liebend gerne mit\nDann läufst du auch liebend gerne mit\n\nDu hast über 500.000 Follower\nReichweite groß, #grenzenlos\nDoch zu viel Politik verschreckt die Leute, ist doch klar\nBin zwar in Malibu, doch immer für euch da\nDu ernährst dich weitestgehend vegan\nDoch 'n Schnitzel ab und zu, das muss schon sein\nDu willst mit 'nem BMW zur Fahrraddemo fahren\nUnd ein Selfie mit Greta, das wär schon ganz schön nice\n\n\nProtest ist cool aber anstrengend\nSchon super wichtig, dass es sowas gibt\nWär schon gut, wenn irgendjemand anfängt\nDann läufst du auch liebend gerne mit\nDann läufst du auch liebend gerne mit\n\nDu bist Polizist und hast heute Sonderschicht\nDie Demonstranten kannst du ziemlich gut verstehen\nDu bist auch gegen Faschismus, doch du tust nur deine Pflicht\nOhne Räumung wird es heut' nicht gehen\n\nProtest ist cool aber anstrengend\nSchon super wichtig, dass es sowas gibt\nWär schon gut, wenn irgendjemand anfängt\nDann läufst du auch liebend gerne mit\nDann läufst du auch liebend gerne mit\nWenn es nicht zu anstrengend ist
246|Papierfliegerfrau|Nun flog Dr. Bert Rabe|In der Straße gleich ums Eck tanzt eine Bierdose im Wind\nUnd die Hose voll mit Dreck steht an die Wand gelehnt ein Kind\nEs bohrt sich aus der Nase den größten Popel seines Lebens\nEs schnipst ihn an die Wand und der Popel bleibt da kleben\nSeine Mutter eilt herbei, fragt was der Popelschuss denn soll\nFür sie wars wieder Blödsinn. Fürs Kind wars ein Erfolg\nUnd über ihnen am Balkon\nDa beobachtet ne Frau\nDas Geschehen um den Popel\nUnd schreibt die Geschichte auf\n\nSie schreibt den Alltag auf Papier nieder\nUnd faltet sich daraus Papierflieger\nDie wirft sie alle von ihrem Balkon\nDie Luft voller Geschichten in Papierfliegerform\n\nAm Kiosk tun wie immer alle ihre Pommes schnabulieren\nUnten vor der Ubahn tun die Zivis kontrollieren\nEinen Mann mit seinem Hund kontrolliert ein Polizist\nDem zugleich der Hund auf die Beamtenschuhe pisst\nDer Polizist bemerkt seine uringetränkten Schuhe\nDer kontrollierte Mann lobt seinen Hund in aller Ruhe\nUnd über ihnen am Balkon\nSitzt die Papierfliegerfrau\nUnd an Hund und Polizist\nErinnert sie sich sehr genau\n\n\nSie schreibt den Alltag auf Papier nieder\nUnd faltet sich daraus Papierflieger\nDie wirft sie alle von ihrem Balkon\nDie Luft voller Geschichten in Papierfliegerform
247|Grosse Freiheit|Swiss & Die Andern|Yeah\n\nDu hast dich verzogen, mich so gemacht wie ich heut bin\nDoch du hast mir nie etwas vorgemacht\nDu hast mich krank gemacht, depressiv gemacht\nMich oft zerstört und danach trotzdem wieder lieb gehabt\nDu hast mich ausgeknockt und oft allein gelassen\nDoch du hast mich so sein lassen wie ich bin\nIch liebe deine Straßen, sitz allein am Hafen\nSchau den Schiffen nach, es macht alles einen sinn\n\nDu lässt mich ziehen, denn so macht das eine Seemansbraut\nDu bist mein Nordlicht, das immer auf meinen Weg vertraut\nDu weißt ich komm zu dir zurück und ich geb ein' aus\nDu bist mein Hamburg, der Leuchtturm in meinem Lebenslauf\n\nDu bist die große Freiheit, die große Freiheit, die große Freiheit für mich!\nDu bist die große Freiheit, die große Freiheit, die große Freiheit für mich!\n\nLalalalalalalala lalalalalalala\nLalalalalalalala lalalalalalala\n\n\nIch bin seit Kindertagen psychisch angeschlagen\nDu hast mir beigebracht nicht drauf zu hören was andere sagen\nIch wurd getreten, geschlagen und auch überfallen\nDoch wer sein Stolz hier nicht verliert behält ihn überall\nIch geh verloren in deinen Straßen, deine Bars sind pure Anarchie\nDu bist so Gosse und zur gleichen Zeit auch Bourgeoisie\nDu bist ein Teil von mir egal wo ich auch bin\nDenn ich denke wo ich herkomm macht das alles einen Sinn\n\n\n\n\n[Bridge]
248|Oh Evelyn|Treptow|Ich streck' mein' Kopf aus deinem Kissen\nIn deinen Tag und leb' hinein\nUnd schmeck' die Nacht auf deinen Lippen\nAll das Wasser wird zu Wein\nUnd wir war'n voll wie uns're Träume\nVoll von leeren Fantasien\nUnd Worten, die zu viel bedeuten\nFür zwei Streuner so wie wir\nDoch es ist schön, Oh Evelyn\n\nUnd es ist schön, das Leben ist so schön\nUnd es ist schön, mit dir ist es so schön\nUnd es ist schön, das Leben ist so schön\nSo schön wie du\nOh, Evelyn!\nOh Evelyn\nOh Evelyn\n\n\nAll deine Bilder an der Wand erzähl'n Geschichten\nWie du sagst\nDein Alltag ist ein Wunderland in dem du ein Kaninchen jagst\nUnd all die Blicke voller Träume\nAll die Küsse schwer von dir\nUnd unter Decken eingerollt versteck' ich mich vorm Zeitgefühl\nDenn es ist schön, Oh Evelyn\n\nUnd es ist schön, das Leben ist so schön\nUnd es ist schön, mit dir ist es so schön\nUnd es ist schön, das Leben ist so schön\nSo schön wie du\nOh, Evelyn!\n\nUnd ich ertränke mich in Frauen\nDie Nacht wie Motten mit sich bringt\nIch wache auf und lache laut\nErfinde Worte nur für dich\nUnd sie sind voll wie meine Träume\nVoll vor Allem nur von Dir\nUnd ohne, dass ich dich je wollte, will ich dich heut' viel zu viel\n\nDenn du bist schön, Oh Evelyn\n\nUnd es ist schön, das Leben ist so schön\nUnd es ist schön, mit dir ist es so schön\nUnd es ist schön, das Leben ist so schön\nSo schön wie du\nOh, Evelyn!
249|Molotow|Moop Mama|(bam bararara bam)\n(barararara bam da)\n(barararara bam)\n(barararara bam ba)\n\nIch bin ein Cop und sie 'ne Chaotin\nWir sind verschieden, diese Liebe verboten\nIch die Patrouille, sie die Parolen\nIch Gendarmerie, sie die Ganovin\nSie hat Pflastersteine im Rucksack\nIch hab Schmetterlinge im Bauch\nIch sitze im Wasserwerfer und schluchtze\nVermisse ihren Duft nach Pfefferspray und nach Rauch\nMeine kleine Prinzessin in Doc Martens\nIch seh dich schon bei der Hochzeit im klein' Schwarzen\nIch will mit dir knutschen im Streifenwagen\nDoch halt ich um deine Hand an gehst du auf die Barrikaden\nVerdreh ihr den Arm\nSie mir den Kopf\nSie ist auf Krawall gebrüstet\nIch zieh sie am Zopf\nIch mach nur mein' Job\nAber liebe sie doch\nUnd sie schickt mir Liebesbriefe per \nFlaschenpost\n\n\nBaby schmeiß mir 'nen Molotowcocktail\nIch fang ihn und geh auf in Flamm'n\nIch hol dich raus, wenn die Stadt brennt\nUnd du zündest mir das Auto an\nBaby schmeiß mir 'nen Molotowcocktail\nIch fang ihn und geh auf in Flamm'n\nIch hol dich raus, wenn die Stadt brennt\nUnd du zündest mir das Auto an\n\n\nDeine Freunde hassen mich doch du bist anders als die\nSteh ich dir gegenüber hab ich ganz weiche Knie\nDein Name Anna wie in Anarchie\nIch ein Kavalier wie in Kavallerie\nIch warte heimlich vor dem Fenster auf dich\nDenn immer wenn es Steine regnet denk ich an dich\nZieh mich anders an, deinetwegen änder ich mich\nWarum tust du so, als kennst du mich nicht?\nDu weigerst dich zu reden, was verschweigst du mir?\nWo bist du gewesen? Komm beweis es mir\nMeine Kollegen meinen man kann dir nicht trau'n\nAber ohne zu zögern mach ich die Handschellen auf\nLebenslänglich, dein Freund und Helfer\nStell' mir vor, wie du mich vorstellst bei deinen Eltern\nAuf einmal macht es Sinn, aber nur mit dir\nKomm wir schmeißen alles hin\nBrenn durch mit mir!\n\n\nBaby schmeiß mir 'nen Molotowcocktail\nIch fang ihn und geh auf in Flamm'n\nIch hol dich raus, wenn die Stadt brennt\nUnd du zündest mir das Auto an\nBaby schmeiß mir 'nen Molotowcocktail\nIch fang ihn und geh auf in Flamm'n\nIch hol dich raus, wenn die Stadt brennt\nUnd du zündest mir das Auto an\n(Molotowcocktail)\n(Molotowcocktail)\n\nBaby ich schmeiß dir 'nen Molotowcocktail\nKomm fang ihn und geh auf in Flamm'n!\nHol mich raus wenn die Stadt brennt!\nUnd ich zünde dir dein Auto an\n\n\nBaby schmeiß mir 'nen Molotowcocktail\nKomm fang ihn und geh auf in Flamm'n!\nIch hol dich raus, wenn die Stadt brennt\nUnd ich zünd dir dein Auto an\nBaby schmeiß mir 'nen Molotowcocktail\nKomm fang ihn und geh auf in Flamm'n!\nIch hol dich raus, wenn die Stadt brennt\nUnd ich zünd dir dein Auto an\nBaby schmeiß mir 'nen Molotowcocktail\nKomm fang ihn und geh auf in Flamm'n\nIch hol dich raus, wenn die Stadt brennt\nUnd ich zünd dir dein Auto an\nBaby schmeiß mir 'nen Molotowcocktail\nKomm fang ihn und geh auf in Flamm'n!\nIch hol dich raus, wenn die Stadt brennt\nUnd ich zünd dir dein Auto an\n[Instrumental]
250|Vivaldi|Faber|Komm, Baby, komm, Baby, komm zu mir\nKomm, Baby, komm, Babe, was willst du noch hier?\nIch hab's gesehen, Boy, du willst es doch auch\nWolltest mich verführ'n von der Bühne aus\nRaus, ich will raus von hier\nAlles, was du brauchst, was du brauchst, geb' ich dir\nOrnithologen träumen jeden Tag von Vögeln\nEin Sexist wie du, der träumt doch jeden Tag vom Vögeln\nUnd du sagst zu mir\nJa, komm, komm wir drehen Sexszen'n\nWie's in deinem Text steht\nIch bin zwar nicht sechzehn, ich bin Mitte dreißig\nDreist, ich weiß, dass dir heiß ist und du mich meinst, wenn du sagst, dass du jetzt weißt, was heiß ist, ouh\nHab' ich mich an den falschen Ort gesetzt, wenn ich nicht streiten will?\nKomm, Baby, komm, Babe, schalt mal deinen Kopf aus\nIch setz' mich auf dein'n Kopf drauf\nPack mal dein'n Cock aus\nKomm Baby, komm\nEs ist bisschen wie im Candyshop – niemand will hier Gummi, ich hab' NuvaRing, du Lollipop\nPack deine Flöte aus\n, \nich schwör', ich spiel' Vivaldi drauf\nAuch das Piccolo lacht niemand wegen seiner Größe aus\nHa-ha-ha hast du ein Problem?\nMach mal nicht auf arrogant\nKeine Angst, ich erzähl' es nicht, wenn du nicht gut ficken kannst\nBist du schwul, Homo Faber, haha?\nKrass, dass das auch zu deinem Nam'n passt, oh, uh\n\nKomm schon, du musst, ich hab' den ganzen Abend mit dir verbracht\nÜber jede von dein'n Geschichten hab' ich gelacht\nDu hast dich an den falschen Ort gesetzt, wenn du heute nicht streiten willst\nIch hab' aufs falsche Ross gesetzt, wenn ich heut Nacht noch reiten will\n (Fuck)
251|Jetzt|Irie Révoltés|Hey - du suchst mich sicher schon seit Stunden\nIch schon seit Jahren, hab mich selber nie gefunden\nWar viel zu sehr an Erwartungen gebunden\nIch musste raus - den Scherbenhaufen überwinden\nUnd bitte frag mich nicht, wann ich wiederkomm\nIch springe hintern Horizont\nDer Neuanfang beginnt für mich mit diesem Song\nGlücksbringer sind die Scherben\nDie mich darin belehren\nWas ich will - Grüße aus der Ferne\nFreiheit, und zwar jetzt\nIch werde nie mehr sein, was ich soll\nSondern werden wie ich bin\nIch wag den Ausbruch, drück Reset\nVis ta vie!\n - Nicht morgen, sondern jetzt\nFreiheit, und zwar jetzt\nIch werde nie mehr sein, was ich soll\nSondern werden wie ich bin\nIch wag den Ausbruch, drück Reset\nDenn das Leben ist nicht morgen, sondern jetzt\nRegardons nos vies - On est tous robotisé\nLe quotidien pour nous ça devient une odyssée\nOn se parle plus - Tout le monde est occupé\nOn a le temps mais on est pas capable d'en profiter\nJe m'observe moi-même et ça me fait cogiter\nPourquoi la bousculade est elle en train d' me dominer\nSi c'est l'esprit du temps, désolé: Il faut l' quitter\nEt vivre sa vie à sa manière sans se presser - obligé!\n\nManchmal muss man wählen\nUnd was Neues riskieren, wenn man auf der Stelle steht\nBleiben oder gehen\nDoch Entscheidungen kann man dir nicht abnehmen\nFreiheit, und zwar jetzt\nIch werde nie mehr sein, was ich soll\nSondern werden wie ich bin\nIch wag den Ausbruch, drück Reset\nVis ta vie! - Nicht morgen, sondern jetzt\nFreiheit, und zwar jetzt\nIch werde nie mehr sein, was ich soll\nSondern werden wie ich bin\nIch wag den Ausbruch, drück Reset\nDenn das Leben ist nicht morgen, sondern jetzt\nNicht morgen sondern jetzt\nIch drück Reset\nNicht morgen sondern jetzt\nIch drück Reset\nIch drück Reset\nNicht morgen sondern\nNicht morgen sondern\nJetzt\nFreiheit, und zwar jetzt\nIch werde nie mehr sein, was ich soll\nSondern werden wie ich bin\nIch wag den Ausbruch, drück Reset\nVis ta vie! - Nicht morgen, sondern jetzt\nFreiheit, und zwar jetzt\nLass uns nie mehr sein, was wir sollen\nSondern werden wie wir sind\nWag den Ausbruch, drück Reset\nVis ta vie! - Nicht morgen, sondern jetzt\nFreiheit, und zwar jetzt\nLass uns nie mehr sein, was wir sollen\nSondern werden wie wir sind\nWag den Ausbruch, drück Reset\nDenn dein Leben ist nicht morgen, sondern jetzt\nFreiheit, und zwar jetzt\nWag den Ausbruch, drück Reset\nFreiheit, und zwar jetzt\nWag den Ausbruch, drück Reset\nDenn dein Leben ist nicht morgen, sondern jetzt!
