|word_de|part_of_speech|word_en|sentence_de|sentence_en|sentence_lemmatized_de
544|der Betrug|noun|the fraud|Der Betrug flog nach wenigen Tagen auf.|The fraud was uncovered after a few days.|
545|der Bettbezug|noun|the duvet cover|Der neue Bettbezug ist aus reiner Baumwolle.|The new duvet cover is made of pure cotton.|
546|der Bezugspunkt|noun|the reference point|Der Turm diente als Bezugspunkt für Wanderer.|The tower served as a reference point for hikers.|
547|der Bikini|noun|the bikini|Im neuen Bikini fühlte sie sich großartig.|She felt great in her new bikini.|
548|der Bizeps|noun|the biceps|Sein Bizeps war nach dem Training deutlich größer.|His biceps were noticeably larger after the workout.|
549|der Blackout|noun|the blackout|Der plötzliche Blackout ließ die Stadt verstummen.|The sudden blackout silenced the city.|
550|der Blinde|noun|the blind person|Der Blinde bewegte sich sicher mit seinem Stock.|The blind person moved confidently with his cane.|
551|der Blödmann|noun|the idiot|Dieser Blödmann hat mein Fahrrad geklaut!|That idiot stole my bike!|
552|der Blumenstrauß|noun|the bouquet|Der Blumenstrauß duftete nach frischem Frühling.|The bouquet smelled like fresh spring.|
553|der Bock|noun|the ram|Der Bock auf der Weide hatte prächtige Hörner.|The ram in the pasture had magnificent horns.|
554|der Bombenleger|noun|the bomber|Die Polizei fahndet nach dem Bombenleger.|The police are searching for the bomber.|
555|der Boom|noun|the boom|Der Boom der Tech-Branche hält weiter an.|The boom in the tech industry continues.|
556|der Boomer|noun|boomer|Ein Boomer beschwerte sich über die neuen Trends.|A boomer complained about the new trends.|
557|der Boss|noun|the boss|Der Boss hat eine wichtige Entscheidung getroffen.|The boss made an important decision.|
558|der Boy|noun|the boy|Der Boy aus der Nachbarschaft war sehr höflich.|The boy from the neighborhood was very polite.|
559|der Brandenburger|noun|the Brandenburger|Der Brandenburger kennt alle Ecken seiner Stadt.|The Brandenburger knows every corner of his city.|
560|der Break|noun|the break|Der DJ legte einen atemberaubenden Break ein.|The DJ dropped an astonishing break.|
561|der Briefkasten|noun|the mailbox|Der Briefkasten war wieder voller Werbung.|The mailbox was full of ads again.|
562|der Brokkoli|noun|the broccoli|Der Brokkoli im Garten wächst besonders schnell.|The broccoli in the garden is growing especially fast.|
563|der Bulle|noun|the bull|Der Bulle stürmte wild auf die Arena zu.|The bull charged wildly into the arena.|
564|der Burger|noun|the burger|Der Burger war saftig und perfekt gewürzt.|The burger was juicy and perfectly seasoned.|
565|der Busch|noun|the bush|Hinter dem Busch raschelte es verdächtig.|There was a suspicious rustling behind the bush.|
566|der Busfahrer|noun|bus driver|Der Busfahrer fuhr die Route mit großer Präzision.|The bus driver navigated the route with great precision.|
567|der Campingkocher|noun|the camping stove|Ein moderner Campingkocher erleichtert jede Tour.|A modern camping stove makes every trip easier.|
568|der Champagner|noun|the champagne|Der Champagner floss in Strömen auf der Party.|The champagne flowed freely at the party.|
569|der Charmeur|noun|the charmer|Der Charmeur gewann alle mit seinem Lächeln.|The charmer won everyone over with his smile.|
570|der Check-in|noun|the check-in|Der Check-in verlief schnell und unkompliziert.|The check-in was quick and straightforward.|
571|der Chihuahua|noun|the Chihuahua|Der Chihuahua bellte lauter als alle großen Hunde.|The Chihuahua barked louder than all the big dogs.|
572|der Chor|noun|choir|Der Chor sang mit außergewöhnlicher Leidenschaft.|The choir sang with extraordinary passion.|
573|der Clan|noun|the clan|Der Clan hielt zusammen, egal was passierte.|The clan stuck together no matter what happened.|
574|der Clown|noun|the clown|Der Clown brachte die Kinder zum Lachen.|The clown made the children laugh.|
575|der CO₂-Fußabdruck|noun|the carbon footprint|Sein CO₂-Fußabdruck wurde durch den Flug größer.|His carbon footprint increased because of the flight.|
576|der Dampfer|noun|the steamer|Der Dampfer fuhr gemächlich über den See.|The steamer moved leisurely across the lake.|
577|der Dartpfeil|noun|the dart|Der Dartpfeil landete direkt in der Mitte.|The dart landed right in the center.|
578|der Deal|noun|the deal|Der Deal war ein voller Erfolg für beide Seiten.|The deal was a complete success for both sides.|
579|der Deckel|noun|the lid|Der Deckel passte perfekt auf den Topf.|The lid fit perfectly on the pot.|
580|der Deich|noun|the dike|Der Deich schützte das Dorf vor der Flut.|The dike protected the village from the flood.|
581|der Delfin|noun|the dolphin|Der Delfin sprang elegant aus dem Wasser.|The dolphin leapt gracefully out of the water.|
582|der Depp|noun|the fool|Was für ein Depp, der das Fenster offen ließ!|What a fool to leave the window open!|
583|der Deutsche|noun|the German|Der Deutsche erklärte die Regeln geduldig.|The German patiently explained the rules.|
584|der Dickkopf|noun|the stubborn person|Der Dickkopf ließ sich einfach nicht überzeugen.|The stubborn person simply couldn’t be convinced.|
585|der Diebstahl|noun|the theft|Der Diebstahl der Gemälde blieb lange unbemerkt.|The theft of the paintings went unnoticed for a long time.|
586|der Dinosaurier|noun|the dinosaur|Der Dinosaurier im Museum faszinierte die Kinder.|The dinosaur in the museum fascinated the children.|
587|der DJ|noun|the DJ|Der DJ legte die beste Musik der Nacht auf.|The DJ played the best music of the night.|
588|der Dödel|noun|the doofus|Dieser Dödel hat das Passwort vergessen.|That doofus forgot the password.|
589|der Dong|noun|the dong|Der Dong ertönte laut durch den Gongschlag.|The dong echoed loudly through the gong hit.|
590|der Donner|noun|the thunder|Der Donner ließ das ganze Haus erzittern.|The thunder shook the entire house.|
591|der Doppelkorn|noun|the schnapps|Ein Doppelkorn wurde zur Feier des Tages bestellt.|A schnapps was ordered to celebrate the day.|
592|der Drahtesel|noun|the bicycle|Der Drahtesel war alt, aber noch fahrtüchtig.|The bicycle was old but still rideable.|
593|der Dreh|noun|the shoot|Der Dreh des Films dauerte mehrere Wochen.|The film shoot took several weeks.|
594|der Drink|noun|the drink|Der Drink schmeckte erfrischend und fruchtig.|The drink tasted refreshing and fruity.|
595|der Dritte|noun|the third|Der Dritte im Rennen überraschte alle.|The third in the race surprised everyone.|
596|der Drudenfuß|noun|the pentagram|Der Drudenfuß war in den Stein gemeißelt.|The pentagram was carved into the stone.|
597|der Dude|noun|the dude|Der Dude chillte entspannt am Strand.|The dude chilled relaxed on the beach.|
598|der Durst|noun|the thirst|Der Durst war unerträglich in der Sommerhitze.|The thirst was unbearable in the summer heat.|
599|der Ehering|noun|wedding ring|Sein Ehering glänzt immer noch im Sonnenlicht.|His wedding ring still glistens in the sunlight.|
600|der Eifer|noun|zeal|Mit großem Eifer begann sie das neue Projekt.|With great zeal, she started the new project.|
601|der Eimer|noun|bucket|Der Eimer ist voller Wasser vom Brunnen.|The bucket is full of water from the well.|
602|der Einheimische|noun|local|Ein Einheimischer zeigte uns den besten Wanderweg.|A local showed us the best hiking trail.|
603|der Einzug|noun|move-in|Der Einzug in das neue Haus verlief ohne Probleme.|The move-in to the new house went smoothly.|
604|der Eisbrecher|noun|the icebreaker|Ein humorvoller Spruch war ein guter Eisbrecher.|A humorous remark was a good icebreaker.|
605|der Ekel|noun|disgust|Sein Ekel vor Spinnen war deutlich spürbar.|His disgust for spiders was clearly noticeable.|
606|der Elb|noun|elf|Der Elb verschwand lautlos im dichten Wald.|The elf vanished silently into the dense forest.|
607|der Elternteil|noun|parent|Jeder Elternteil brachte Snacks zum Schulausflug.|Each parent brought snacks for the school trip.|
608|der Enkeltrick|noun|grandchild scam|Der Enkeltrick hat sie um ihr Erspartes gebracht.|The grandchild scam cost her her savings.|
609|der Entschluss|noun|decision|Nach langem Überlegen fasste sie ihren Entschluss.|After much thought, she made her decision.|
610|der Erdboden|noun|ground|Der schwere Regen machte den Erdboden matschig.|The heavy rain made the ground muddy.|
611|der Ernst|noun|seriousness|Sein Gesichtsausdruck zeigte den Ernst der Lage.|His facial expression showed the seriousness of the situation.|
612|der Erythrozyt|noun|erythrocyte|Ein Erythrozyt transportiert Sauerstoff im Blut.|An erythrocyte transports oxygen in the blood.|
613|der Erzeuger|noun|producer|Der Erzeuger dieser Ware sitzt in Frankreich.|The producer of this product is based in France.|
614|der Ex|noun|ex-partner|Sein Ex hat ihn auf der Party ignoriert.|His ex ignored him at the party.|
615|der Fahrgast|noun|passenger|Der Fahrgast beschwerte sich über die Verspätung.|The passenger complained about the delay.|
616|der Fahrradstreifen|noun|bike lane|Der neue Fahrradstreifen macht die Stadt sicherer.|The new bike lane makes the city safer.|
617|der Fahrradweg|noun|bike path|Ein Fahrradweg führt direkt am Fluss entlang.|A bike path runs directly along the river.|
618|der Fahrtwind|noun|airstream|Der Fahrtwind kühlte ihn auf dem Motorrad ab.|The airstream cooled him on the motorcycle.|
619|der Fang|noun|catch|Der Fischer war stolz auf seinen großen Fang.|The fisherman was proud of his big catch.|
620|der Faschist|noun|fascist|Der Faschist wurde in der Rede stark kritisiert.|The fascist was heavily criticized in the speech.|
621|der Fascho|noun|fascist (slang)|Er bezeichnete seinen Gegner als Fascho.|He referred to his opponent as a fascist.|
622|der Faun|noun|faun|Der Faun im Gemälde wirkte lebendig und dynamisch.|The faun in the painting appeared lively and dynamic.|
623|der Faustschlag|noun|punch|Ein heftiger Faustschlag traf ihn ins Gesicht.|A heavy punch hit him in the face.|
624|der Fax|noun|fax|Der Vertrag kam per Fax innerhalb einer Stunde an.|The contract arrived via fax within an hour.|
625|der Feuerschaden|noun|fire damage|Der Feuerschaden am Haus war enorm.|The fire damage to the house was immense.|
626|der Fick|noun|f***|Solche Vulgärsprache passt nicht in den Diskurs.|Such vulgar language does not belong in the discourse.|
627|der Flachmann|noun|hip flask|Er hatte einen Flachmann für den Notfall dabei.|He had a hip flask with him for emergencies.|
628|der Flatscreen|noun|flatscreen|Der neue Flatscreen hängt an der Wohnzimmerwand.|The new flatscreen is mounted on the living room wall.|
629|der Flegel|noun|boor|Der Flegel benahm sich unmöglich bei der Feier.|The boor behaved atrociously at the party.|
630|der Fliegenfänger|noun|flycatcher|Ein alter Fliegenfänger hing in der Küche.|An old flycatcher hung in the kitchen.|
631|der Flop|noun|flop|Der Film war leider ein totaler Flop.|The movie was unfortunately a total flop.|
632|der Flow|noun|flow|Sein Flow beim Rappen war beeindruckend.|His flow while rapping was impressive.|
633|der Fluch|noun|curse|Der Fluch der Hexe lastete auf dem Dorf.|The witch’s curse weighed on the village.|
634|der Flyer|noun|flyer|Ein Flyer für das Konzert lag auf dem Tisch.|A flyer for the concert was on the table.|
635|der Fraß|noun|chow|Der Fraß in der Kantine war ungenießbar.|The chow in the cafeteria was inedible.|
636|der Freimaurer|noun|freemason|Der Freimaurer hielt eine geheime Rede im Club.|The freemason gave a secret speech in the club.|
637|der Fremdarbeiter|noun|foreign worker|Der Fremdarbeiter suchte eine neue Unterkunft.|The foreign worker looked for new housing.|
638|der Fremde|noun|stranger|Der Fremde fragte nach dem Weg zum Bahnhof.|The stranger asked for directions to the station.|
639|der Friedensvertrag|noun|peace treaty|Der Friedensvertrag wurde gestern unterzeichnet.|The peace treaty was signed yesterday.|
640|der Fromme|noun|pious person|Der Fromme las stundenlang in der Bibel.|The pious person read the Bible for hours.|
641|der Frust|noun|frustration|Der Frust über die Niederlage war spürbar.|The frustration about the defeat was palpable.|
642|der Führerschein|noun|driver's license|Ohne Führerschein darfst du nicht fahren.|Without a driver's license, you can't drive.|
643|der Fusel|noun|cheap booze|Er trank den billigen Fusel in der Kneipe.|He drank the cheap booze at the bar.|
644|der Fußballclub|noun|football club|Der Fußballclub gewann das Finale mit 3:1.|The football club won the final 3:1.|
645|der Fußtritt|noun|kick|Ein Fußtritt kann große Schäden anrichten.|A kick can cause significant damage.|
646|der G-Punkt|noun|G-spot|Das Buch erklärt die Mythen rund um den G-Punkt.|The book explains the myths surrounding the G-spot.|
647|der Galgen|noun|gallows|Am alten Galgen ranken heute nur noch Pflanzen.|Only plants grow around the old gallows now.|
648|der Gangsterboss|noun|gangster boss|Der Gangsterboss wurde nach langer Suche gefasst.|The gangster boss was caught after a long search.|
649|der Gartenzwerg|noun|garden gnome|Ein bunter Gartenzwerg schmückte den Vorgarten.|A colorful garden gnome decorated the front yard.|
650|der Gebende|noun|giver|Der Gebende wurde für seine Großzügigkeit gelobt.|The giver was praised for his generosity.|
651|der Gefangene|noun|prisoner|Der Gefangene versuchte, aus der Zelle zu fliehen.|The prisoner tried to escape from the cell.|
652|der Gegenwind|noun|headwind|Der Radfahrer kämpfte gegen den starken Gegenwind.|The cyclist fought against the strong headwind.|
653|der Geheimagent|noun|secret agent|Ein Geheimagent muss stets unerkannt bleiben.|A secret agent must always remain undetected.|
654|der Gehweg|noun|sidewalk|Der Gehweg war voller Herbstlaub und rutschig.|The sidewalk was full of autumn leaves and slippery.|
655|der Geier|noun|vulture|Ein Geier kreiste hoch über der Wüste.|A vulture circled high above the desert.|
656|der Geisteskranke|noun|mentally ill person|Der Geisteskranke wurde in eine Klinik gebracht.|The mentally ill person was taken to a clinic.|
657|der Genießer|noun|connoisseur|Der Genießer lobte den Geschmack des Weines.|The connoisseur praised the taste of the wine.|
658|der Genius|noun|genius|Sein Genius wird in Fachkreisen hochgeschätzt.|His genius is highly valued in professional circles.|
659|der Gentleman|noun|gentleman|Ein wahrer Gentleman öffnet die Tür für andere.|A true gentleman opens the door for others.|
660|der Genus|noun|grammatical gender|Das Genus von „Sonne“ ist feminin im Deutschen.|"The gender of ""sun"" is feminine in German."|
661|der Genuss|noun|pleasure|Der Genuss des Essens war unbeschreiblich.|The pleasure of the meal was indescribable.|
662|der Gepäckträger|noun|luggage rack|Der Gepäckträger des Fahrrads war überladen.|The bike's luggage rack was overloaded.|
663|der Gerichtssaal|noun|courtroom|Im Gerichtssaal herrschte angespannte Stille.|There was tense silence in the courtroom.|
664|der Geschädigte|noun|injured party|Der Geschädigte forderte eine hohe Entschädigung.|The injured party demanded high compensation.|
665|der Gesichtsausdruck|noun|facial expression|Sein Gesichtsausdruck verriet seine Überraschung.|His facial expression revealed his surprise.|
666|der Gesinnungslump|noun|ideological scoundrel|Ein Gesinnungslump lässt sich leicht durchschauen.|An ideological scoundrel is easy to see through.|
667|der Gewinner|noun|winner|Der Gewinner nahm stolz die Trophäe entgegen.|The winner proudly accepted the trophy.|
668|der Gewinnertyp|noun|winning type|Er war schon immer ein echter Gewinnertyp.|He had always been a real winning type.|
669|der Glaube|noun|faith|Der Glaube an die Menschheit gab ihm Hoffnung.|Faith in humanity gave him hope.|
670|der Glauben|noun|belief|Sein Glauben an Wunder war unerschütterlich.|His belief in miracles was unshakeable.|
671|der Glückwunsch|noun|congratulations|Ein Glückwunsch kam von allen Seiten des Raumes.|Congratulations came from all corners of the room.|
672|der Greis|noun|old man|Der Greis erzählte Geschichten aus seiner Jugend.|The old man told stories from his youth.|
673|der Grill|noun|grill|Der Grill wurde für das Sommerfest vorbereitet.|The grill was prepared for the summer party.|
674|der Groschenroman|noun|pulp fiction|Ein Groschenroman lag auf dem Nachtisch ihrer Oma.|A pulp fiction book lay on her grandma's nightstand.|
675|der Großangriff|noun|major offensive|Der Großangriff wurde minutiös vorbereitet.|The major offensive was meticulously prepared.|
676|der Grundschullehrer|noun|the primary school teacher|Ein Grundschullehrer prägt viele junge Leben.|A primary school teacher shapes many young lives.|
677|der Grünkern|noun|spelt|Frisches Brot mit Grünkern war im Angebot.|Fresh bread with spelt was on offer.|
678|der Gummi|noun|rubber|Der Gummi des Reifens war stark abgenutzt.|The tire's rubber was heavily worn.|
679|der Gummistiefel|noun|rubber boot|Seine Gummistiefel waren voller Schlamm.|His rubber boots were covered in mud.|
680|der Guss|noun|pouring|Der Guss aus Schokolade machte den Kuchen perfekt.|The pouring of chocolate made the cake perfect.|
681|der Hacken|noun|hook|Der Hacken an der Wand war lose befestigt.|The hook on the wall was loosely attached.|
682|der Hai|noun|shark|Ein Hai schwamm ruhig durch das klare Wasser.|A shark swam calmly through the clear water.|
683|der Haiangriff|noun|shark attack|Nach einem Haiangriff wurde der Strand gesperrt.|The beach was closed after a shark attack.|
684|der Haifisch|noun|the shark|Ein riesiger Haifisch schwamm nah am Boot vorbei.|A giant shark swam close to the boat.|
685|der Hammelbraten|noun|mutton roast|Der Hammelbraten duftete köstlich in der Küche.|The mutton roast smelled delicious in the kitchen.|
686|der Handschuh|noun|glove|Der Handschuh lag vergessen auf der Parkbank.|The glove lay forgotten on the park bench.|
687|der Hashtag|noun|hashtag|Ein passender Hashtag kann die Reichweite erhöhen.|A relevant hashtag can increase reach.|
688|der Hater|noun|hater|Der Hater verbreitete online bösartige Kommentare.|The hater spread malicious comments online.|
689|der Hauch|noun|hint|Ein Hauch von Lavendel erfüllte den Raum.|A hint of lavender filled the room.|
690|der Häuptling|noun|the chief|Der Häuptling führte sein Volk durch die Wüste.|The chief led his people through the desert.|
691|der Hausflur|noun|hallway|Der Hausflur war frisch gestrichen und sauber.|The hallway was freshly painted and clean.|
692|der Hausmann|noun|househusband|Der Hausmann organisierte den Haushalt tadellos.|The househusband organized the household flawlessly.|
693|der Heiligenschein|noun|halo|Der Heiligenschein des Engels leuchtete hell.|The angel's halo shone brightly.|
694|der Heimweg|noun|way home|Der Heimweg durch den Wald war unheimlich dunkel.|The way home through the forest was eerily dark.|
695|der Helikopter|noun|helicopter|Der Helikopter landete sicher auf dem Hochhaus.|The helicopter landed safely on the skyscraper.|
696|der Helm|noun|helmet|Ohne Helm wäre der Sturz gefährlich gewesen.|Without a helmet, the fall would have been dangerous.|
697|der Hengst|noun|stallion|Der Hengst galoppierte frei über die Wiese.|The stallion galloped freely across the meadow.|
698|der Henker|noun|executioner|Der Henker hob die Axt mit schwerem Herzen.|The executioner raised the axe with a heavy heart.|
699|der Herbstwind|noun|the autumn wind|Der Herbstwind wehte durch die bunten Blätter.|The autumn wind blew through the colorful leaves.|
700|der Herrscher|noun|ruler|Der Herrscher war für seine Gerechtigkeit bekannt.|The ruler was known for his justice.|
701|der Herzensbrecher|noun|the heartbreaker|Der Schauspieler war ein echter Herzensbrecher.|The actor was a real heartbreaker.|
702|der Herzensgrund|noun|the heart's core|Im Herzensgrund wusste sie, dass es richtig war.|In her heart's core, she knew it was right.|
703|der Herzinfarkt|noun|heart attack|Ein Herzinfarkt ist oft eine Folge von Stress.|A heart attack is often a result of stress.|
704|der Heuwagen|noun|the hay wagon|Der alte Heuwagen stand verlassen auf dem Feld.|The old hay wagon stood abandoned in the field.|
705|der Hilfssheriff|noun|the deputy sheriff|Der Hilfssheriff sorgte für Ruhe im kleinen Ort.|The deputy sheriff ensured peace in the small town.|
706|der Hinterkopf|noun|the back of the head|Er spürte den Schlag am Hinterkopf deutlich.|He clearly felt the blow to the back of his head.|
707|der Hintern|noun|the buttocks|Der Sturz tat ihm ordentlich am Hintern weh.|The fall hurt his buttocks badly.|
708|der Hippie|noun|hippie|Ein Hippie mit einer Gitarre sang am Lagerfeuer.|A hippie with a guitar sang by the campfire.|
709|der Hit|noun|the hit|Der neue Song wurde sofort ein großer Hit.|The new song instantly became a big hit.|
710|der Hockeyschläger|noun|the hockey stick|Sein Hockeyschläger brach mitten im Spiel entzwei.|His hockey stick broke in half during the game.|
711|der Hoden|noun|the testicle|Der Arzt untersuchte den verletzten Hoden sorgsam.|The doctor carefully examined the injured testicle.|
712|der Hoffnungsträger|noun|beacon of hope|Er galt als Hoffnungsträger für die neue Bewegung.|He was considered a beacon of hope for the new movement.|
713|der Hohlkopf|noun|blockhead|Ein Hohlkopf ignorierte die klaren Anweisungen.|A blockhead ignored the clear instructions.|
714|der Hohn|noun|the scorn|Seine Worte waren voller Hohn und Bitterkeit.|His words were full of scorn and bitterness.|
715|der Holländer|noun|the Dutchman|Ein freundlicher Holländer half uns mit dem Weg.|A friendly Dutchman helped us with the directions.|
716|der Holocaust|noun|the Holocaust|Das Buch behandelt die Grausamkeit des Holocaust.|The book deals with the cruelty of the Holocaust.|
717|der Hook|noun|the hook|Der Song hat einen eingängigen Hook im Refrain.|The song has a catchy hook in the chorus.|
718|der Hooligan|noun|the hooligan|Ein Hooligan warf einen Stuhl ins Spielfeld.|A hooligan threw a chair onto the field.|
719|der Hopfen|noun|hops|Der Hopfen verleiht dem Bier seine bittere Note.|Hops give the beer its bitter note.|
720|der Hungertod|noun|the starvation|Der Hungertod der Kinder bewegte die ganze Welt.|The starvation of the children moved the entire world.|
721|der Husten|noun|cough|Der Husten störte die Ruhe im Konzertsaal.|The cough disturbed the silence in the concert hall.|
722|der Identitäre|noun|the identitarian|Der Identitäre hielt eine kontroverse Rede.|The identitarian gave a controversial speech.|
723|der Illuminat|noun|the illuminati member|Ein angeblicher Illuminat hielt eine geheime Rede.|An alleged illuminati member gave a secret speech.|
724|der Ingwer|noun|ginger|Ingwertee hilft hervorragend gegen Erkältungen.|Ginger tea works excellently against colds.|
725|der IQ-Test|noun|IQ test|Der IQ-Test zeigte beeindruckende Ergebnisse.|The IQ test showed impressive results.|
726|der Jaguar|noun|the jaguar|Ein Jaguar wurde im Regenwald gesichtet.|A jaguar was spotted in the rainforest.|
727|der Jahreslohn|noun|the annual salary|Sein Jahreslohn wurde kürzlich deutlich erhöht.|His annual salary was recently significantly increased.|
728|der Jahresring|noun|the tree ring|Die Jahresringe verrieten das Alter der Eiche.|The tree rings revealed the oak's age.|
729|der Jakobsweg|noun|Camino de Santiago|Der Jakobsweg zieht jedes Jahr viele Pilger an.|The Camino de Santiago attracts many pilgrims every year.|
730|der Jasmin|noun|the jasmine|Der Duft des Jasmins erfüllte den ganzen Raum.|The scent of jasmine filled the entire room.|
731|der Joghurt|noun|the yogurt|Dieser Joghurt ist besonders cremig und lecker.|This yogurt is especially creamy and delicious.|
732|der Jubel|noun|the cheer|Der Jubel der Fans war im ganzen Stadion zu hören.|The cheer of the fans was heard throughout the stadium.|
733|der Jugendliche|noun|the teenager|Ein Jugendlicher rettete den Hund aus dem Fluss.|A teenager rescued the dog from the river.|
734|der Kabelsalat|noun|the cable mess|Er entwirrte stundenlang den Kabelsalat im Büro.|He spent hours untangling the cable mess in the office.|
735|der Kaffeefleck|noun|the coffee stain|Der Kaffeefleck auf dem Bericht war unvermeidbar.|The coffee stain on the report was unavoidable.|
736|der Kaffeevollautomat|noun|coffee machine|Der Kaffeevollautomat liefert perfekten Espresso.|The coffee machine delivers perfect espresso.|
737|der Käfig|noun|the cage|Der Käfig des Vogels wurde täglich gereinigt.|The bird's cage was cleaned daily.|
738|der Kajal|noun|the kohl|Ihr Kajal war verschmiert nach dem langen Abend.|Her kohl was smudged after the long evening.|
739|der Kamerad|noun|the comrade|Ein alter Kamerad besuchte ihn nach vielen Jahren.|An old comrade visited him after many years.|
740|der Kapitalismus|noun|capitalism|Kapitalismus fördert oft den freien Wettbewerb.|Capitalism often promotes free competition.|
741|der Karren|noun|the cart|Der schwere Karren wurde von zwei Pferden gezogen.|The heavy cart was pulled by two horses.|
742|der Kasper|noun|buffoon|Ein Kasper sorgte für Unterhaltung auf der Feier.|A buffoon provided entertainment at the celebration.|
743|der Kassenbon|noun|receipt|Der Kassenbon wurde für die Rückgabe benötigt.|The receipt was needed for the return.|
744|der Kater|noun|the hangover|Der Kater nach der Party war wirklich unangenehm.|The hangover after the party was really unpleasant.|
745|der Katheter|noun|the catheter|Der Katheter wurde vorsichtig vom Arzt entfernt.|The catheter was carefully removed by the doctor.|
746|der Kaufmannsladen|noun|the general store|Im Kaufmannsladen gab es Waren aus der Region.|The general store offered goods from the region.|
747|der Kebab|noun|kebab|Der Kebab war frisch und köstlich zubereitet.|The kebab was freshly and deliciously prepared.|
748|der Keim|noun|germ|Ein Keim kann ernsthafte Krankheiten verursachen.|A germ can cause serious illnesses.|
749|der Kick|noun|the thrill|Der riskante Sport sorgt für den ultimativen Kick.|The risky sport provides the ultimate thrill.|
750|der Kiez|noun|the neighborhood|In unserem Kiez gibt es viele nette Cafés.|There are many nice cafés in our neighborhood.|
751|der Kinderchor|noun|the children's choir|Der Kinderchor probt für das Weihnachtskonzert.|The children's choir is rehearsing for the Christmas concert.|
752|der Kinderfilm|noun|the children's movie|Der neue Kinderfilm begeistert Jung und Alt.|The new children's movie excites young and old.|
753|der Kindermund|noun|child's mouth|Kindermund tut manchmal Wahrheit kund.|A child's mouth sometimes speaks the truth.|
754|der Kinderwunsch|noun|child's wish|Ihr größter Kinderwunsch war ein eigenes Pony.|Her biggest childhood wish was her own pony.|
755|der Kirschbaum|noun|the cherry tree|Der Kirschbaum im Garten blüht wunderschön.|The cherry tree in the garden is blooming beautifully.|
756|der Klaps|noun|the slap|Ein kleiner Klaps auf die Schulter motiviert oft.|A small slap on the shoulder often motivates.|
757|der Kleiderbügel|noun|the clothes hanger|Ich brauche noch einen Kleiderbügel für das Kleid.|I still need a clothes hanger for the dress.|
758|der Klub|noun|the club|Der Klub organisiert heute Abend eine Party.|The club is hosting a party tonight.|
759|der Knaller|noun|the banger|Dieser Song ist echt ein Knaller im Radio.|This song is really a banger on the radio.|
760|der Knast|noun|the slammer|Nach dem Überfall landete er im Knast.|After the robbery, he ended up in the slammer.|
761|der Knöchel|noun|the ankle|Sie hat sich beim Laufen den Knöchel verstaucht.|She sprained her ankle while running.|
762|der Knoten|noun|the knot|Der Knoten in der Schnur war schwer zu lösen.|The knot in the rope was hard to untie.|
763|der Komet|noun|the comet|Der Komet war am Nachthimmel deutlich sichtbar.|The comet was clearly visible in the night sky.|
764|der Kommerz|noun|the commerce|Dieser Markt ist völlig vom Kommerz geprägt.|This market is entirely shaped by commerce.|
765|der Konjunktiv|noun|the subjunctive|Im Konjunktiv klingt der Satz höflicher.|The sentence sounds more polite in the subjunctive.|
766|der Konsens|noun|the consensus|Wir haben endlich einen Konsens erreicht.|We finally reached a consensus.|
767|der Konvertit|noun|the convert|Der Konvertit suchte Antworten in der Philosophie.|The convert sought answers in philosophy.|
768|der Kopfschmerz|noun|the headache|Ein starker Kopfschmerz hinderte mich am Arbeiten.|A severe headache kept me from working.|
769|der Kopfschmuck|noun|the headdress|Ihr Kopfschmuck war kunstvoll und auffällig.|Her headdress was elaborate and eye-catching.|
770|der Kopfsprung|noun|the dive|Sein Kopfsprung ins Wasser war beeindruckend.|His dive into the water was impressive.|
771|der Körpersaft|noun|the bodily fluid|Die Forschung analysierte den Körpersaft im Labor.|The research analyzed the bodily fluid in the lab.|
772|der Kosmetiksalon|noun|the beauty salon|Im Kosmetiksalon gibt es heute Rabatte.|There are discounts today at the beauty salon.|
773|der Krach|noun|the noise|Der Krach von der Baustelle nervt alle Nachbarn.|The noise from the construction site annoys all the neighbors.|
774|der Kragen|noun|the collar|Der Kragen an seinem Hemd war nicht gebügelt.|The collar on his shirt was not ironed.|
775|der Kram|noun|the stuff|Räum bitte deinen ganzen Kram aus dem Wohnzimmer.|Please clear all your stuff out of the living room.|
776|der Krater|noun|the crater|Der Krater des Vulkans war riesig und bedrohlich.|The crater of the volcano was huge and threatening.|
777|der Krawall|noun|the riot|Der Krawall auf dem Marktplatz eskalierte schnell.|The riot in the marketplace escalated quickly.|
778|der Kruppstahl|noun|the Krupp steel|Der Turm wurde aus robustem Kruppstahl gefertigt.|The tower was constructed from durable Krupp steel.|
779|der Kummer|noun|the sorrow|Der Kummer über den Verlust war kaum zu ertragen.|The sorrow over the loss was hard to bear.|
780|der Kummerkasten|noun|the advice column|Der Kummerkasten half vielen Lesern bei Problemen.|The advice column helped many readers with issues.|
781|der Kuss|noun|the kiss|Ihr erster Kuss war auf einer Sommerparty.|Their first kiss was at a summer party.|
782|der Laborbefund|noun|the lab result|Der Laborbefund zeigte erhöhte Entzündungswerte.|The lab result showed elevated inflammation markers.|
783|der Lack|noun|the varnish|Der Lack auf dem Auto glänzt in der Sonne.|The varnish on the car shines in the sun.|
784|der Langweiler|noun|the bore|Er ist ein totaler Langweiler bei Gesprächen.|He is a total bore in conversations.|
785|der Lead|noun|the lead|Der neue Lead-Sänger hat eine starke Stimme.|The new lead singer has a powerful voice.|
786|der Lebenslauf|noun|the CV|Ein professioneller Lebenslauf öffnet viele Türen.|A professional CV opens many doors.|
