speech_part|word_de|word_en
der|der Vertreter, -|representative
die|die Statistik, -en|statistics
die|die Heimat, -en|home, homeland
der|Milliliter, ml|milliliter
verb|zurückkehren, kehrt zurück, kehrte zurück, ist zurückgekehrt|to return
der|der Gegenstand, -̈e|object
pron|euer|your
verb|umsetzen, setzt um, setzte um, hat umgesetzt|to implement, move, put (into practice)
verb|betreiben, betreibt, betrieb, hat betrieben|to proceed with, operate, run
die|die Zusammenarbeit|cooperation
verb|enden, endet, endete, hat geendet|to end
adv|vielmehr|rather
verb|konzentrieren, konzentriert, konzentrierte, hat konzentriert|to concentrate
verb|landen, landet, landete, ist gelandet|to land
der|der See, -n|lake
die|der See, -n|sea
der|der Tourist, -en|tourist
die|die Konzentration, -en|concentration
verb|verbieten, verbietet, verbot, hat verboten|to forbid, prohibit
adj|krank|sick, ill
die|die Fähigkeit, -en|ability, capability
adj|finanziell|financial
der, die|die Jugendliche|adolescent
das|das Netz, -e|net, network
die|die Änderung, -en|change, modification, alteration
verb|abschließen, schließt ab, schloss ab, hat abgeschlossen|to lock, conclude
die|die Erkenntnis, -se|realization, discovery
adj|selbstverständlich|natural, self-evident, obvious
verb|erzeugen, erzeugt, erzeugte, hat erzeugt|to produce, generate
die|die Ursache, -n|cause
adj|ursprünglich|original
die|die Basis, -en|basis
verb|erzielen, erzielt, erzielte, hat erzielt|to achieve, reach
die|die Forschung, -en|research
verb|schießen, schießt, schoss, hat geschossen|to shoot
verb|warnen, warnt, warnte, hat gewarnt|to warn
der|Zentimeter, cm|centimeter, cm
verb|eröffnen, eröffnet, eröffnete, hat eröffnet|to open, start
die|die Ahnung, -en|suspicion, idea
verb|ankündigen, kündigt an, kündigte an, hat angekündigt|to announce
das|das Enzym, -e|enzyme
adj|individuell|individual
adj|intensiv|intensive
die|die Bundesregierung, -en|federal government
verb|begreifen, begreift, begriff, hat begriffen|to understand, grasp
die|die Szene, -n|scene
die|DDR (Deutsche Demokratische Republik)|
adj|rasch|quick
adj|real|real
der, die|die Abgeordnete|member of parliament, congress
verb|verstärken, verstärkt, verstärkte, hat verstärkt|to strengthen, reinforce
verb|ausschließen, schließt aus, schloss aus, hat ausgeschlossen|to exclude, rule out
adj|sinnvoll|sensible, meaningful
der|der Bezug, -̈e|reference, cover
der|der Dienstag, -e|Tuesday
der|der Stand, -̈e|stand, stage
verb|retten, rettet, rettete, hat gerettet|to save, rescue
num|zwanzig|twenty
der|der Club, -s|club
die|die Gewalt, -en|violence, force
verb|gucken, guckt, guckte, hat geguckt (kucken)|to look
der|der Anschlag, -̈e|attack
verb|beeinflussen, beeinflusst, beeinflusste, hat beeinflusst|to influence
verb|riechen, riecht, roch, hat gerochen|to smell
prep|außerhalb|outside
verb|begleiten, begleitet, begleitete, hat begleitet|to accompany
das|das Publikum, die Publika|public, audience
der|der Besucher, -|visitor
das|das Wachstum|growth
verb|aufgeben, gibt auf, gab auf, hat aufgegeben|to give up
adj|stolz|proud
der|der Verlust, -e|loss
verb|begründen, begründet, begründete, hat begründet|to justify
adj|streng|strict
die|die Ecke, -n|corner
der|der Lauf, -̈e|course, run, race
der|der Artikel, -|article
adj|berühmt|famous
verb|ersetzen, ersetzt, ersetzte, hat ersetzt|to replace, reimburse
die|die Wahrscheinlichkeit, -en|probability
das|das Ausland|foreign countries
adj|bayrisch|Bavarian
adv|diesmal|this time
das|das Gehirn, -e|brain
das|das Gebäude, -|building
adj|langfristig|long-term
adj|herzlich|cordial, warm
verb|sichern, sichert, sicherte, hat gesichert|to secure, safeguard
das|das Material, -ien|material
verb|verbringen, verbringt, verbrachte, hat verbracht|to spend (time)
der|der Strom, -̈e|stream, current, electricity
das|das Amt, -Äer|office, department, function
verb|kritisieren, kritisiert, kritisierte, hat kritisiert|to criticize
verb|vermitteln, vermittelt, vermittelte, hat vermittelt|to convey, mediate, find, procure
die|die Wirklichkeit, -en|reality
die|die Union, -en|union
das|das Studium, -en|study, studies
verb|festhalten, hält fest, hielt fest, hat festgehalten|to hold on to, detain
verb|präsentieren, präsentiert, präsentierte, hat präsentiert|to present, show
die|die Demokratie, -n|democracy
adv|niemals|never
die|die Aufnahme, -n|reception, recording, snapshot
die|die Ausnahme, -n|exception
verb|beenden, beendet, beendete, hat beendet|to end
die|die Investition, -en|investment
die|die Lust, -̈e|desire
verb|prüfen, prüft, prüfte, hat geprüft|to examine, check
verb|anlegen, legt an, legte an, hat angelegt|to put on, invest
der|der Zuschauer, -|spectator
adj|hell|light, bright
adv|mitten|in the middle
prep|zufolge|according to
der|der Konflikt, -e|conflict
die|die Bahn, -en|train, railway, way
das|Syrien|Syria
das|das Einkommen, -|income
verb|empfehlen, empfiehlt, empfahl, hat empfohlen|to recommend
adj|britisch|British
verb|fürchten, fürchtet, fürchtete, hat gefürchtet|to fear
verb|vorbereiten, bereitet vor, bereitete vor, hat vorbereitet|to prepare
die|die Aktivität, -en|activity
der|der Auftrag, -̈e|instructions, order, job
adj|froh|happy, glad
verb|äußern, äußert, äußerte, hat geäußert|to express, voice
der|der Geist, -er|mind, spirit
das|das Objekt, -e|object
adv|möglicherweise|possibly
adj|zuständig|appropriate, responsible
verb|aufweisen, weist auf, wies auf, hat aufgewiesen|to show, exhibit, contain
verb|springen, springt, sprang, ist gesprungen|to jump
der|der Hof, -̈e|courtyard, yard
der|der Polizist, -en|police officer, policeman
die|die Übung, -en|exercise, practice
der|der Widerstand, -̈e|resistance, opposition
verb|anziehen, zieht an, zog an, hat angezogen|to attract, put on, dress
der|der Experte, -n|expert
adv|ohnehin|anyway
verb|füllen, füllt, füllte, hat gefüllt|to fill
die|die Gemeinde, -n|community, municipality
die|die Pause, -n|pause, break
adj|scharf|sharp
verb|schütteln, schüttelt, schüttelte, hat geschüttelt|to shake
das|das Fernsehen|television
die|die Formel, -n|formula
adj|gelb|yellow
das|das Sommersemester, -|summer semester
adj|heftig|hard, heavy, violent
die|die Bühne, -n|stage
verb|empfinden, empfindet, empfand, hat empfunden|to feel
der|der Schaden, -̈|damage
adj|umgekehrt|reversed, contrary, around
verb|veröffentlichen, veröffentlicht, veröffentlichte, hat veröffentlicht|to publish
verb|aufstellen, stellt auf, stellte auf, hat aufgestellt|to put up, draw up
adj|abhängig|dependent
die|die Strecke, -n|distance, route
die|die Praxis, -en|practice, doctor’s office
adj|ungefähr|approximately
verb|mitnehmen, nimmt mit, nahm mit, hat mitgenommen|to take (along)
adj|üblich|usual
verb|übertragen|to transfer
die|die Wissenschaft, -en|science
adj|global|global
der|der Nachmittag, -e|afternoon
die|die Annahme, -n|acceptance, assumption
die|die Umgebung, -en|surroundings
die|die Öffentlichkeit, -en|public
der|der Spiegel, -|mirror
verb|zurückkommen, kommt zurück, kam zurück, ist zurückgekommen|to return
verb|besetzen, besetzt, besetzte, hat besetzt|to occupy, fill
das|das Gegenteil, -e|opposite
adv|vorbei|past, over
der|der Fan, -s|fan, supporter
die|die Karte, -n|card, ticket, menu
adj|arm|poor
die|die Krise, -n|crisis
die|die Strategie, -n|strategy
die|die Debatte, -n|debate
pron|davor|before, in front of
der|der Journalist, -en|journalist
verb|kochen, kocht, kochte, hat gekocht|to cook
verb|zurückgehen, geht zurück, ging zurück, ist zurückgegangen|to go back, decrease
der|der Schmerz, -en|pain, grief
adj|erheblich|considerable
adj|ausschließlich|exclusive
adj|griechisch|Greek
das|griechisch|Greek
part|naja|(oh) well
die|die Runde, -n|round
der|der Angriff, -e|attack
verb|einführen, führt ein, führte ein, hat eingeführt|to introduce, import
adv|desto|the more
der|der Wettbewerb, -e|competition
verb|verfügen, verfügt, verfügte, hat verfügt|to have sth at one’s disposal, be in charge
pron|woher|from where, how
der|der Zweifel, -|doubt
der|der Konzern, -e|corporation
verb|tanzen, tanzt, tanzte, hat getanzt|to dance
verb|überleben, überlebt, überlebte, hat überlebt|to survive
adj|spezifisch|specific
adj|stabil|stable, sturdy
die|die Kamera, -s|camera
der|der Schatten, -|shadow, shade
verb|berücksichtigen, berücksichtigt, berücksichtigte, hat berücksichtigt|to consider
das|das Pferd, -e|horse
verb|begegnen, begegnet, begegnete, ist begegnet|to meet, encounter, come across
der|der Zugang, -̈e|access
num|elf|eleven
die|die Suche, -n|search
adj|doppelt|double
verb|festlegen, legt fest, legte fest, hat festgelegt|to determine, fix, lay down
adj|österreichisch|Austrian
conj|sodass|so that
die|die Tatsache, -n|fact
der|der Alkohol, -e|alcohol
verb|informieren, informiert, informierte, hat informiert|to inform
der|Norden, Nord-|north
verb|vermuten, vermutet, vermutete, hat vermutet|to assume, suspect
adj|zufrieden|satisfied
verb|reißen, reißt, riss, hat gerissen|to tear
adv|dahin|there
conj|solange|as long as
der|der Wissenschaftler, -|scholar, scientist
die|die Kommunikation, -en|communication
das|das Steuer, -|steering wheel, helm
die|das Steuer, -|tax
adj|angeblich|alleged
adj|günstig|cheap, favorable, good
der|der Dezember, -|December
der|der Flughafen, -̈|airport
das|das Krankenhaus, -̈er|hospital
verb|wenden, wendet, wandte, hat gewandt|to turn around
adj|türkisch|Turkish
das|türkisch|Turkish
der|der Gegner, -|opponent, competitor, enemy
der|der Leser, -|reader
die|VWL (Volkswirtschaftslehre)|economics
der|der Handel, -̈|trade
die|die Kenntnis, -se|knowledge
adj|sichtbar|visible
verb|zulassen, lässt zu, ließ zu, hat zugelassen|to allow, admit
die|die Mark, -|Deutschmark
verb|vorsehen, sieht vor, sah vor, hat vorgesehen|to look around, plan, provide for
die|die Schwierigkeit, -en|difficulty
verb|wahrnehmen, nimmt wahr, nahm wahr, hat wahrgenommen|to perceive, detect
verb|hinweisen, weist hin, wies hin, hat hingewiesen|to point to, refer to
der|der Juli, -s|July
das|das Signal, -e|signal
verb|kontrollieren, kontrolliert, kontrollierte, hat kontrolliert|to check, control
adv|sowieso|anyway
der|der Bauer, -n|farmer
der|der Kurs, -e|course, exchange rate
adv|einst|once, at one time, one day
der|der Service, -s|service
adj|sprachlich|linguistic
adj|bisherig|so far
der|der Fahrer, -|driver
adj|traditionell|traditional
verb|weinen, weint, weinte, hat geweint|to cry, weep
verb|genießen, genießt, genoss, hat genossen|to enjoy, relish
der|der Dienst, -e|service, duty
das|das Lager, -|camp, storeroom
adj|grau|gray
prep|anhand|on the basis of, with the aid of
der|der Bus, -se|bus
der|Franken, Fr.|(Swiss) franc
die|die Kategorie, -n|category
adj|nett|nice
adj|freundlich|kind, nice, friendly
adj|perfekt|perfect
adj|reich|rich, abundant
die|die Fahrt, -en|drive, trip
der|der Urlaub, -e|vacation
adj|ausländisch|foreign
das|das Instrument, -e|instrument
adj|fern|far, distant
die|die Gegend, -en|area, region
verb|verstecken, versteckt, versteckte, hat versteckt|to hide
das|das Feuer, -|fire
verb|bemühen (sich), bemüht, bemühte, hat bemüht|to make an effort
das|das Verständnis, -se|understanding
die|AfD (Alternative für Deutschland)|AfD, Alternative für Deutschland
die|die Bakterie, -n|bacterium
verb|tauchen, taucht, tauchte, ist getaucht|to dive, dip
die|die Konsequenz, -en|consequence
adj|die Schuld, -en|guilty
die|die Schuld, -en|guilt
die|die Mehrheit, -en|majority
verb|anhaben, hat an, hatte an, hat angehabt|to wear, damage
die|die Bestimmung, -en|regulation, purpose, fate
verb|vermeiden, vermeidet, vermied, hat vermieden|to avoid
adj|ehrlich|honest
verb|beachten, beachtet, beachtete, hat beachtet|to pay attention, observe
adj|statistisch|statistical
der|der Hals, -̈e|neck, throat
verb|durchsetzen, setzt durch, setzte durch, hat durchgesetzt|to carry through, enforce, implement
adj|italienisch|Italian
das|italienisch|Italian
die|die Scheiße|crap, shit
das|das Telefon, -e|telephone
der|der Herbst, -e|autumn
die|die Ausstellung, -en|exhibition
der|der Bau, -ten|construction, building
der|der Keller, -|cellar
der|der Bürgermeister, -|mayor
prep|entlang|along
die|die Flasche, -n|bottle
adj|wunderbar|wonderful
der|der Zweck, -e|purpose
verb|ehren, ehrt, ehrte, hat geehrt|to honor
die|die Verwendung, -en|use
adv|letztlich|in the end
die|die Fläche, -n|area, surface
verb|streichen, streicht, strich, hat gestrichen|to paint, cancel
verb|zitieren, zitiert, zitierte, hat zitiert|to quote
verb|senken, senkt, senkte, hat gesenkt|to sink, lower, decrease
verb|behalten, behält, behielt, hat behalten|to keep
verb|gestalten, gestaltet, gestaltete, hat gestaltet|to shape, design
verb|beweisen, beweist, bewies, hat bewiesen|to prove
der|der Umgang, -̈e|dealings, contact
verb|überprüfen, überprüft, überprüfte, hat überprüft|to check
der|der Lehrstuhl, -̈e|professorship, chair
verb|schenken, schenkt, schenkte, hat geschenkt|to give (as a present)
der|der Vorschlag, -̈e|suggestion, proposal
verb|anhalten, hält an, hielt an, hat angehalten|to stop, last
adj|entfernt|distant, away
der|der Leiter, -|leader
die|der Leiter, -|ladder
das|das Parlament, -e|parliament
verb|stürzen, stürzt, stürzte, ist gestürzt|to fall, stumble
die|die Waffe, -n|weapon
das|das Kriterium, -en|criterion
der|der Beifall|applause
verb|zerstören, zerstört, zerstörte, hat zerstört|to destroy
verb|zuhören, hört zu, hörte zu, hat zugehört|to listen
verb|ausfallen, fällt aus, fiel aus, ist ausgefallen|to drop out, be canceled
die|die Weile|while
verb|drängen, drängt, drängte, hat gedrängt|to push, insist
adv|einerseits|on the one hand
die|die Spannung, -en|suspense, tension
der|der Fortschritt, -e|progress
die|die Mathematik|mathematics
das|das Bad, -̈er|bath, bathroom, spa
verb|erläutern, erläutert, erläuterte, hat erläutert|to explain
verb|packen, packt, packte, hat gepackt|to pack, grab
das|Großbritannien|Great Britain
adj|vorsichtig|cautious, careful
verb|anwenden, wendet an, wandte an, hat angewandt|to apply, employ
adj|wild|wild
adj|gesetzlich|legal
die|die Spitze, -n|point, top, peak
das|das Gerät, -e|tool, piece of equipment, appliance
der|der Wille, -n|will
adv|sicherlich|certainly
verb|weisen, weist, wies, hat gewiesen|to point
die|die Tradition, -en|tradition
verb|brennen, brennt, brannte, hat gebrannt|to burn
adj|freiwillig|voluntary
conj|umso|the (more . . . the)
der|der Antrag, -̈e|application
das|das Reich, -e|empire, kingdom
verb|investieren, investiert, investierte, hat investiert|to invest
verb|bestellen, bestellt, bestellte, hat bestellt|to order, reserve
die|die Gelegenheit, -en|opportunity
die|die Mauer, -n|wall
adv|stattdessen|instead
der|der Stuhl, -̈e|chair
der|der Ton, -e|sound, tone, clay
das|das Büro, -s|office
die|die Umwelt, -en|environment
verb|rauchen, raucht, rauchte, hat geraucht|to smoke
die|die Beschreibung, -en|description
die|die Pflanze, -n|plant
die|die Tätigkeit, -en|activity, work
die|die Landschaft, -en|landscape, countryside
verb|verweisen, verweist, verwies, hat verwiesen|to refer, expel
der|der Arbeitsplatz, -̈e|workplace, job
verb|erfassen, erfasst, erfasste, hat erfasst|to determine, grasp, acquire
die|die Komponente, -n|component
das|das Ion, -en|ion
der|der Laden, -̈|shop
adj|fein|fine
der|der Stern, -e|star
der|der Schuh, -e|shoe
das|das Knie, -|knee
num||zero
die|die Schicht, -en|layer, class
adj|unglaublich|incredible
adv|zurück|back
die|die Realität, -en|reality
conj|sobald|as soon as
verb|belegen, belegt, belegte, hat belegt|to occupy, prove, verify, take
der|der Fluss, -̈e|river
die|die Alternative, -n|alternative
verb|verpflichten, verpflichtet, verpflichtete, hat verpflichtet|to obligate, oblige, commit
verb|begrüßen, begrüßt, begrüßte, hat begrüßt|to greet
die|die Führung, -en|management, command, leadership
adj|untere (r, s)|lower
das|das Handy, -s|mobile phone
die|die Hauptstadt, -̈e|capital city
das|das Experiment, -e|experiment
der|der Frieden, -|peace
der|der Verlauf, -̈e|course
das|das Potenzial, -e|potential
der|der Verlag, -e|publishing company
der|der Ministerpräsident, -en|governor, minister president
der|der Vogel, -̈|bird
verb|beschränken, beschränkt, beschränkte, hat beschränkt|to restrict
die|die Branche, -n|sector, line of business
der|der Schauspieler, -|actor
verb|vorschlagen, schlägt vor, schlug vor, hat vorgeschlagen|to suggest
adv|beinahe|almost, nearly
adj|jährlich|annual
die|die Botschaft, -en|message
der|der Alltag, -e|workday, daily routine, everyday life
der|der Umsatz, -̈e|turnover, sales
der|der Verband, -̈e|association, bandage
verb|betreten|to enter, walk into/onto
die|die Regelung, -en|regulation, settlement
verb|teilnehmen, nimmt teil, nahm teil, hat teilgenommen|to take part
verb|überwiegen, überwiegt, überwog, hat überwogen|to outweigh
verb|bedingen, bedingt, bedingte, hat bedingt|to cause
die|die Gestalt, -en|shape, form, figure
verb|zukommen, kommt zu, kam zu, ist zugekommen|to come toward, be in store
verb|ablaufen, läuft ab, lief ab, hat abgelaufen|to run out, expire
der|der Minister, -|minister
das|das Fahrzeug, -e|vehicle
verb|fließen, fließt, floss, ist geflossen|to flow
prep|gemäß|according to
der|der Vorwurf, -̈e|reproach, accusation
adj|erforderlich|required, necessary
die|die Haltung, -en|posture, attitude
der|der Schriftsteller, -|writer
die|die Stimmung, -en|mood, atmosphere
adj|zufällig|accidental, by chance
adj|enorm|enormous
das|das Fach, -̈er|compartment, subject
verb|begrenzen, begrenzt, begrenzte, hat begrenzt|to limit, restrict
das|das Lied, -er|song
die|die Nation, -en|nation
die|die Verhandlung, -en|negotiation
der|der Wein, -e|wine
die|die Auflage, -n|edition, condition, plating
adj|billig|cheap
adj|dünn|thin
verb|achten, achtet, achtete, hat geachtet|to respect, pay attention
der|der Amerikaner, -|American
der|der Anbieter, -|supplier
die|die Industrie, -n|industry
das|Spanien|Spain
adv|ab|off, away
der|der Jude, -n|Jew
der|der Vorgang, -̈e|procedure, process
verb|ausgeben, gibt aus, gab aus, hat ausgegeben|to spend
der|der Meister, -|master
verb|umdrehen, dreht um, drehte um, hat umgedreht|to turn over, turn around
adj|weitgehend|extensive
adj|traurig|sad
die|die Aufmerksamkeit, -en|attention
die|die Berechnung, -en|calculation
adj|gegenseitig|mutual, each other
adj|kurzfristig|at short notice
die|die Stufe, -n|step, level
das|das Urteil, -e|sentence, judgment
adj|primär|primary
der|der Schnee|snow
adj|vollkommen|complete, perfect
das|England|England
adj|massiv|solid, massive, severe
adj|sämtlich|all
verb|übersetzen, übersetzt, übersetzte, hat übersetzt|to translate
adj|dringend|urgent
verb|verursachen, verursacht, verursachte, hat verursacht|to cause
die|die Konkurrenz, -en|competition
der|der Muskel, -n|muscle
der|der Test, -s|test
der|Süden, Süd-|south
adj|super|super, great
adj|ökonomisch|economic
die|die Erzählung, -en|narration, story
die|die Initiative, -n|initiative
das|das Flugzeug, -e|airplane
die|DNA (DNS, Desoxyribonukleinsäure)|DNA, deoxyribonucleic acid
die|die Flüssigkeit, -en|liquid
der|der Geburtstag, -e|birthday
das|das Kleid, -er|dress
adj|zeitlich|in time
der|der Ball, -̈e|ball
die|die Brust, -̈e|breast, chest
adj|elektronisch|electronic
verb|verabschieden, verabschiedet, verabschiedete, hat verabschiedet|to say goodbye, pass
verb|ausdrücken, drückt aus, drückte aus, hat ausgedrückt|to express
das|das Detail, -s|detail
adj|demokratisch|democratic
die|die Variable, -n|variable
das|das Fleisch|meat, flesh
adj|körperlich|physical
die|die Liste, -n|list
verb|träumen, träumt, träumte, hat geträumt|to dream
das|das Volumen, -|volume, total amount
verb|zugeben, gibt zu, gab zu, hat zugegeben|to admit
part|ah|ah
das|das Drittel, -|third
verb|akzeptieren, akzeptiert, akzeptierte, hat akzeptiert|to accept
adj|endgültig|final
adj|ewig|eternal
die|die Perspektive, -n|perspective, prospects
das|das Restaurant, -s|restaurant
verb|wandern, wandert, wanderte, ist gewandert|to (go on a) walk or hike, migrate
die|die Tasche, -n|pocket, bag
verb|vornehmen (sich), nimmt vor, nahm vor, hat vorgenommen|to plan
der, die|die Beamte|official, civil servant
verb|orientieren, orientiert, orientierte, hat orientiert|to orient
adj|schmal|narrow, slender
der|der Streit, -e|argument, fight
adj|spannend|exciting, thrilling
pron|wohin|where
das|das Dach, -̈er|roof
die|die Karriere, -n|career
verb|regeln, regelt, regelte, hat geregelt|to control, regulate, direct
adv|insofern|as far as that goes, insofar, therefore
die|die Zigarette, -n|cigarette
adj|bunt|colorful
die|die Falle, -n|trap
verb|verbreiten, verbreitet, verbreitete, hat verbreitet|to spread
die|die Auswirkung, -en|effect
adv|einander|each other
pron|weshalb|why
der|der Unterricht, -e|instruction, classes
das|das Bedürfnis, -se|need
das|das Niveau, -s|level, standard
die|die Tante, -n|aunt
die|die Prüfung, -en|examination, test, exam
verb|mitbringen, bringt mit, brachte mit, hat mitgebracht|to bring
adj|seltsam|strange, peculiar
das|das Gen, -e|gene
verb|engagieren, engagiert, engagierte, hat engagiert|to hire, employ, commit, engage
der|der Onkel, -|uncle
adv|soweit|as far as
adj|mächtig|powerful
adv|ausgerechnet|of all people, of all times
adv|zweimal|twice
die|die Störung, -en|disturbance, interruption
die|die Aktion, -en|action, campaign
adj|-jährig|years (old)
adj|künstlich|artificial
die|die Auseinandersetzung, -en|argument, quarrel
verb|pflegen, pflegt, pflegte, hat gepflegt|to care, cultivate
die|die Ausgabe, -n|distribution, edition, issue, expense
adv|online|online
verb|ableiten, leitet ab, leitete ab, hat abgeleitet|to derive, deduce
adv|etc.|etc.
verb|leuchten, leuchtet, leuchtete, hat geleuchtet|to shine, glow
die|die Anlage, -n|facility, complex, investment, attachment
verb|erweitern, erweitert, erweiterte, hat erweitert|to widen, expand
verb|erweisen, erweist, erwies, hat erwiesen|to prove
die|die Gesundheit|health
verb|zutreffen, trifft zu, traf zu, hat zugetroffen|to be correct, apply to
verb|aufführen, führt auf, führte auf, hat aufgeführt|to perform
der|der Kandidat, -en|candidate
verb|profitieren, profitiert, profitierte, hat profitiert|to profit
die|die Rechnung, -en|bill, calculation, invoice
der|der Übergang, -̈e|crossing, transition
verb|zusammenfassen, fasst zusammen, fasste zusammen, hat zusammengefasst|to summarize
verb|beeindrucken, beeindruckt, beeindruckte, hat beeindruckt|to impress
verb|einnehmen, nimmt ein, nahm ein, hat eingenommen|to take (up/in)
das|das Loch, -̈er|hole
das|das Management, -s|management
verb|schwimmen, schwimmt, schwamm, ist geschwommen|to swim
die|die Erwartung, -en|expectation
verb|beantworten, beantwortet, beantwortete, hat beantwortet|to answer
der|der Beweis, -e|proof, evidence
der|der Weltkrieg, -e|world war
adj|kompliziert|complicated
die|die Stirn, -en|forehead
die|die Behandlung, -en|treatment
der|der Zahn, -̈e|tooth
verb|aussprechen, spricht aus, sprach aus, hat ausgesprochen|to pronounce, express
adj|beliebt|popular
das|das Eis|ice, ice cream
adj|komisch|funny
adj|westlich|western, west
adj|geistig|intellectual, mental
die|die Länge, -n|length
adj|unmöglich|impossible
adj|optimal|best possible, optimum
das|das Wetter, -|weather
verb|ergänzen, ergänzt, ergänzte, hat ergänzt|to add, complete
adv|voneinander|from each other
verb|auswählen, wählt aus, wählte aus, hat ausgewählt|to choose, select
verb|befragen, befragt, befragte, hat befragt|to ask, question
verb|rücken, rückt, rückte, hat gerückt|to move
der|der Anwalt, -̈e|attorney, lawyer
pron|dahinter|behind it
die|die Stärke, -n|strength
die|die Ironie, -n|irony
die|die Ansicht, -en|opinion, view
die|AG (Aktiengesellschaft)|incorporated company, inc.
verb|ausbilden, bildet aus, bildete aus, hat ausgebildet|to train, instruct, educate
adj|empirisch|empirical
die|die Kombination, -en|combination
die|die Ermittlung, -en|investigation
das|das Gedicht, -e|poem
verb|unterhalten (sich), unterhält, unterhielt, hat unterhalten|to amuse oneself, chat
die|die Hochschule, -n|college, university
die|die Umsetzung, -en|transfer, implementation
das|das Engagement, -s|commitment
verb|erschrecken, erschreckt, erschreckte, hat erschreckt|to frighten, be startled
verb|erwerben, erwirbt, erwarb, hat erworben|to acquire, purchase
das|das Wesen, -|being, creature, nature (of sth)
adj|parallel|parallel
adv|hierbei|while doing this, on this occasion
das|das Schloss, -̈er|lock, castle
verb|steuern, steuert, steuerte, hat gesteuert|to steer, control
das|das Wunder, -|miracle
der|der Abschluss, -̈e|end, conclusion, graduation
pron|irgendwelche (r, s)|some, any
adj|korrekt|correct
der, die|die Vorsitzende|chairperson
verb|verraten, verrät, verriet, hat verraten|to tell a secret, give away, betray
verb|anpassen, passt an, passte an, hat angepasst|to adjust, adapt
adj|automatisch|automatic
die|die Physik|physics
die|die Erkrankung, -en|illness, disease
adj|spanisch|Spanish
das|spanisch|Spanish
der|der Teilnehmer, -|participant
die|die Veranstaltung, -en|event
verb|vorhaben, hat vor, hatte vor, hat vorgehabt|to have in mind, be planning, intend
verb|verbergen, verbirgt, verbarg, hat verborgen|to hide, conceal
part|aha|aha, I see
verb|malen, malt, malte, hat gemalt|to paint
die|die Post, -en|mail, post office
die|die Seele, -n|soul, mind
verb|üben, übt, übte, hat geübt|to practice
der|der August, -e|August
der|der Knochen, -|bone
das|das Geräusch, -e|sound, noise
die|die Gegenwart|present
adj|generell|general
die|die Aminosäure, -n|amino acid
das|das Marketing|marketing
das|das Phänomen, -e|phenomenon
der|der Russe, -n|Russian
die|die Brücke, -n|bridge
pron|daneben|beside it, next to it
das|das Gewicht, -e|weight
verb|beruhigen, beruhigt, beruhigte, hat beruhigt|to calm
adv|ansonsten|otherwise
adj|verrückt|crazy, insane
verb|versorgen, versorgt, versorgte, hat versorgt|to supply, provide, look after
verb|laden, lädt, lud, hat geladen|to load
der|der Start, -s|start, takeoff, launch
verb|wagen, wagt, wagte, hat gewagt|to dare, risk
adj|weiblich|feminine, female
adv|seitdem|since then
die|die Treppe, -n|stairs
die|die Decke, -n|ceiling, blanket
die|die Einstellung, -en|attitude, employment
verb|heiraten, heiratet, heiratete, hat geheiratet|to marry
prep|mittels|by means of
der|der Unfall, -̈e|accident
der|der Bestandteil, -e|component
der|der Regen, -|rain
verb|entschuldigen, entschuldigt, entschuldigte, hat entschuldigt|to excuse, apologize
der|der Fisch, -e|fish
die|die Medizin, -en|medicine
das|das Schicksal, -e|fate
verb|aufgehen, geht auf, ging auf, ist aufgegangen|to rise, open
das|das Video, -s|video
verb|zugehen, geht zu, ging zu, ist zugegangen|to approach, close
adj|durchschnittlich|average
der|der Strand, -̈e|beach
der|der Zins, -en|interest
verb|bewerten, bewertet, bewertete, hat bewertet|to assess, judge
prep|bezüglich|regarding
verb|begeistern, begeistert, begeisterte, hat begeistert|to inspire, be enthusiastic
die|die Ladung, -en|charge, load
adv|äußerst|extremely
adj|lustig|funny, enjoyable
adj|potenziell|potential
der|der Dichter, -|writer, poet
die|die Religion, -en|religion
adj|religiös|religious
adj|nackt|naked, bare
die|die Ware, -n|goods
adj|beruflich|professional
adj|lokal|local
der|der Standard, -s|standard
der|der Kanzler, -|chancellor
adv|nochmal|again
verb|auflösen, löst auf, löste auf, hat aufgelöst|to dissolve
verb|aufregen, regt auf, regte auf, hat aufgeregt|to excite, upset, annoy
die|die Abhängigkeit, -en|dependence
die|die Einrichtung, -en|institution, furnishings
verb|vereinigen, vereinigt, vereinigte, hat vereinigt|to unite
verb|vereinbaren, vereinbart, vereinbarte, hat vereinbart|to agree
verb|verschieben, verschiebt, verschob, hat verschoben|to move, postpone
verb|bewirken, bewirkt, bewirkte, hat bewirkt|to cause
das|das Bundesland, -̈er|state, province
verb|erleichtern, erleichtert, erleichterte, hat erleichtert|to relieve, make easier
die|die Institution, -en|institution
adj|rechtlich|legal
das|das Viertel, -|quarter, district
die|die Dimension, -en|dimension
das|das Ei, -er|egg
adj|müde|tired
verb|sparen, spart, sparte, hat gespart|to save
adv|quasi|almost, virtually
adj|Wiener|Viennese
adj|blöd|stupid, dumb
die|die Soziologie|sociology
adj|tätig|active
das|Afghanistan|Afghanistan
die|die Flucht, -en|flight, escape
verb|absehen, sieht ab, sah ab, hat abgesehen|to foresee, be in sight
das|Afrika|Africa
adj|regional|regional
adj|strategisch|strategic
adj|exakt|exact
verb|fortsetzen, setzt fort, setzte fort, hat fortgesetzt|to continue
