|frequency_rank|part_of_speech_short|word_de|word_forms_de|sentence_de|word_translations_en|word_en|sentence_en|part_of_speech|sentence_original_de|sentence_original_en
2014|1931|das|das Geräusch|die Geräusche|Das Geräusch kam aus dem Keller.|sound, noise|noise|The noise came from the basement.|noun|Sie hört, dass das Auto ein komisches Geräusch macht.|She hears the car making a funny noise.
2015|1932|die|die Gegenwart||In der Gegenwart gibt es viele Chancen.|present|present|In the present, there are many opportunities.|noun|Die Menschen der Gegenwart können über das Internet viel einfacher miteinander in Kontakt treten.|People of the present can contact each other much more easily via the internet.
2016|1933|adj|generell||Generell verlief das Treffen gut.|general|general|In general, the meeting went well.|adjective|Sven fährt generell nicht mit dem Auto und geht lieber zu Fuß.|Sven generally does not drive and prefers to walk.
2017|1934|die|die Aminosäure|die Aminosäuren|Aminosäuren sind Bausteine der Proteine.|amino acid|amino acid|Amino acids are the building blocks of proteins.|noun|Die Aminosäure ist eine chemische Verbindung.|The amino acid is a chemical compound.
2018|1935|das|das Marketing||Das Marketing lockte viele Kunden an.|marketing|marketing|The marketing attracted many customers.|noun|Der Chef und der Manager diskutieren eine neue Strategie für das Marketing der Firma.|The boss and the manager discuss a new strategy for the marketing of the company.
2019|1936|das|das Phänomen|die Phänomene|Das Phänomen ist weltweit bekannt.|phenomenon|phenomenon|The phenomenon is known worldwide.|noun|Phänomene sind Dinge, die der Mensch mit seinen Sinnen wahrnehmen kann.|Phenomena are things that people can perceive with their senses.
2020|1937|der|der Russe|die Russen|Der Russe spricht fließend Deutsch.|Russian|Russian|The Russian speaks fluent German.|noun|Ivanas Vater ist Russe, weshalb sie auch Russisch spricht.|Ivana’s father is Russian, which is why she speaks Russian.
2021|1938|die|die Brücke|die Brücken|Die Brücke verbindet die beiden Städte.|bridge|bridge|The bridge connects the two cities.|noun|Die Kinder werfen Steine von der Brücke in den Fluss.|The children throw stones from the bridge into the river.
2022|1939|pron|daneben||Daneben liegt das richtige Buch.|beside it, next to it|next to it|Next to it lies the correct book.|pronoun|Auf dem Foto sieht man Günter und Hartmut und daneben steht ihre Schwester Gisela.|On the photo you can see Günter and Hartmut and next to them is their sister Gisela.
2023|1940|das|das Gewicht|die Gewichte|Das Gewicht des Pakets war groß.|weight|weight|The weight of the package was significant.|noun|Das zu hohe Gewicht vieler Kinder sorgt die Ärzte.|The doctors are concerned about the excessive weight of many children.
2024|1941|verb|beruhigen|beruhigen, beruhigt, beruhigte, hat beruhigt|Er beruhigt das weinende Kind.|to calm|to calm|He calms the crying child.|verb|Die Ärztin beruhigt den Patienten, der Angst hat.|The doctor calms the patient who is afraid.
2025|1942|adv|ansonsten||Ansonsten habe ich nichts mehr zu sagen.|otherwise|otherwise|Otherwise, I have nothing more to say.|adverb|Wenn es keinen Kaffee gibt, nehme ich ansonsten einen Tee.|If there’s no coffee, I’ll have tea otherwise.
2026|1943|adj|verrückt||Diese verrückte Idee gefällt mir!|crazy, insane|crazy|I like this crazy idea!|adjective|Diese Idee ist vollkommen verrückt.|This idea is completely insane.
2027|1944|verb|versorgen|versorgen, versorgt, versorgte, hat versorgt|Sie versorgten die Kinder mit Essen.|to supply, provide, look after|to provide|They provided the children with food.|verb|Es ist wichtig, arme Menschen mit Lebensmitteln zu versorgen.|It is important to provide poor people with food.
2028|1945|verb|laden|laden, lädt, lud, hat geladen|Er lädt die Kisten in den LKW.|to load|to load|He loads the boxes into the truck.|verb|Kräftige Männer laden die Ware auf den LKW.|Strong men are loading the goods onto the truck.
2029|1946|der|der Start|die Starts|Der Start der Kampagne war erfolgreich.|start, takeoff, launch|launch|The launch of the campaign was successful.|noun|Die Teilnehmer des Rennens gehen alle an den Start.|The participants of the race all go to the start.
2030|1947|verb|wagen|wagen, wagt, wagte, hat gewagt|Er hat es gewagt, nachzufragen.|to dare, risk|to dare|He dared to ask.|verb|Dominik wagt sich auf das dünne Eis auf dem See.|Dominik dares to walk on the thin ice on the lake.
2031|1948|adj|weiblich||Der weibliche Vogel singt nicht.|feminine, female|female|The female bird does not sing.|adjective|Sina und Anja sind meine einzigen weiblichen Freundinnen.|Sina and Anja are my only female friends.
2032|1949|adv|seitdem||Seitdem geht er jeden Tag joggen.|since then|since then|Since then, he jogs every day.|adverb|Seitdem Jonas den neuen Job hat, ist er seltener zu Hause.|Since Jonas got the new job, he’s at home less.
2033|1950|die|die Treppe|die Treppen|Die Treppe knarrte bei jedem Schritt.|stairs|stairs|The stairs creaked with every step.|noun|In unserem Haus gibt es zwei Treppen.|In our house there are two stairs.
2034|1951|die|die Decke|die Decken|Die Decke war aus schwerem Stoff.|ceiling, blanket|blanket|The blanket was made of heavy fabric.|noun|Im Winter schläft Matthias unter zwei Decken, wenn ihm kalt ist.|In the winter Matthias sleeps under two blankets when he is cold.
2035|1952|die|die Einstellung|die Einstellungen|Ihre Einstellung hat sich geändert.|attitude, employment|attitude|Her attitude has changed.|noun|Die politische Einstellung vieler Leute zeigt sich in den Ergebnissen der Wahl.|The political attitude of many people is shown in the results of the election.
2036|1953|verb|heiraten|heiraten, heiratet, heiratete, hat geheiratet|Er heiratet seine Jugendliebe.|to marry|to marry|He is marrying his childhood sweetheart.|verb|Maria heiratet nächstes Jahr ihren Freund Steffen.|Maria marries her boyfriend Steffen next year.
2037|1954|prep|mittels||Er löste das Rätsel mittels Logik.|by means of|by means of|He solved the puzzle by means of logic.|preposition|Die Feuerwehr rettet die Leute mittels Leiter aus dem Haus.|The fire brigade rescues the people from the house by means of a ladder.
2038|1955|der|der Unfall|die Unfälle|Der Unfall verlief glimpflich.|accident|accident|The accident ended without serious consequences.|noun|Ich hatte einen Unfall mit dem Auto und liege jetzt im Krankenhaus.|I had an accident with my car and I’m in the hospital.
2039|1956|der|der Bestandteil|die Bestandteile|Wasser bleibt ein wichtiger Bestandteil.|component|component|Water remains an important component.|noun|Zucker ist Bestandteil vieler Lebensmittel.|Sugar is a component of many foods.
2040|1957|der|der Regen|die Regen|Der Regen hörte plötzlich auf.|rain|rain|The rain suddenly stopped.|noun|Schlechtes Wetter bedeutet oft, dass es Regen gibt.|Bad weather often means rain.
2041|1958|verb|entschuldigen|entschuldigen, entschuldigt, entschuldigte, hat entschuldigt|Sie entschuldigt sich für den Fehler.|to excuse, apologize|to apologize|She apologizes for the mistake.|verb|Paula entschuldigt sich bei ihrer Schwester, weil sie sie geärgert hat.|Paula apologizes to her sister for teasing her.
2042|1959|der|der Fisch|die Fische|Der Fisch schwamm im klaren Wasser.|fish|fish|The fish swam in the clear water.|noun|Er isst lieber Fisch als Fleisch.|He prefers fish to meat.
2043|1960|die|die Medizin|die Medizinen|Die Medizin linderte sofort den Schmerz.|medicine|medicine|The medicine immediately relieved the pain.|noun|Melanie studiert Medizin an der Humboldt- Universität in Berlin.|Melanie is studying medicine at the Humboldt University in Berlin.
2044|1961|das|das Schicksal|die Schicksale|Das Schicksal meinte es gut mit ihm.|fate|fate|Fate was kind to him.|noun|Es ist Schicksal, dass wir uns nach so langer Zeit wieder treffen.|It is fate that we meet again after such a long time.
2045|1962|verb|aufgehen|aufgehen, geht auf, ging auf, ist aufgegangen|Die Sonne geht früh am Morgen auf.|to rise, open|to rise|The sun rises early in the morning.|verb|Die Sonne geht morgen um sechs Uhr auf.|The sun will rise tomorrow at six o’clock.
2046|1963|das|das Video|die Videos|Das Video ging im Internet viral.|video|video|The video went viral on the internet.|noun|Marlies macht ein Video von ihren Kindern, damit sie sich später an den Moment erinnern kann.|Marlies makes a video of her children so she can remember the moment later.
2047|1964|verb|zugehen|zugehen, geht zu, ging zu, ist zugegangen|Er geht langsam auf die Tür zu.|to approach, close|to approach|He slowly approaches the door.|verb|Ich gehe langsam auf den großen Hund zu.|I’m slowly approaching the big dog.
2048|1965|adj|durchschnittlich||Seine Leistungen waren durchschnittlich.|average|average|His performances were average.|adjective|In Deutschland wird durchschnittlich mehr Bier getrunken als in anderen europäischen Ländern.|On average, more beer is drunk in Germany than in other European countries.
2049|1966|der|der Strand|die Strände|Der Strand war am frühen Morgen leer.|beach|beach|The beach was empty in the early morning.|noun|Sabines Familie macht in diesem Jahr Urlaub in Italien am Strand.|Sabine’s family is on vacation in Italy this year at the beach.
2050|1967|der|der Zins|die Zinsen|Der Zins für das Darlehen ist hoch.|interest|interest|The interest on the loan is high.|noun|Der Kredit bei meiner Bank hat nur sehr geringe Zinsen.|The interest on the loan from my bank is very low.
2051|1968|verb|bewerten|bewerten, bewertet, bewertete, hat bewertet|Er bewertet das Ergebnis als positiv.|to assess, judge|to assess|He assesses the result as positive.|verb|Der Lehrer bewertet die Tests.|The teacher assesses the tests.
2052|1969|prep|bezüglich||Bezüglich des Plans habe ich Fragen.|regarding|regarding|I have questions regarding the plan.|preposition|Ich schreibe Toms Eltern einen Brief bezüglich dessen schlechten Verhaltens in der Schule.|I’m writing Tom’s parents a letter regarding his bad behavior at school.
2053|1970|verb|begeistern|begeistern, begeistert, begeisterte, hat begeistert|Das Konzert hat alle begeistert.|to inspire, be enthusiastic|to inspire|The concert inspired everyone.|verb|Die Schauspieler begeistern das Publikum mit ihrem neuen Stück.|The actors inspire the audience with their new play.
2054|1971|die|die Ladung|die Ladungen|Die Ladung des Lkw war zu schwer.|charge, load|load|The load on the truck was too heavy.|noun|Bei dem Unfall hat sich die Ladung des Wagens gelöst.|The car’s load came loose in the accident.
2055|1972|adv|äußerst||Der Vortrag war äußerst interessant.|extremely|extremely|The lecture was extremely interesting.|adverb|Lisa ist eine äußerst kluge Studentin.|Lisa is an extremely clever student.
2056|1973|adj|lustig||Er erzählte eine lustige Geschichte.|funny, enjoyable|funny|He told a funny story.|adjective|Alle lachen, weil Anika so lustig ist.|Everybody laughs because Anika is so funny.
2057|1974|adj|potenziell||Das potenzielle Risiko war bekannt.|potential|potential|The potential risk was known.|adjective|Magnus ist ein potenzieller Kandidat für den Job.|Magnus is a potential candidate for the job.
2058|1975|der|der Dichter|die Dichter|Der Dichter schrieb berühmte Gedichte.|writer, poet|poet|The poet wrote famous poems.|noun|Georg Trakl war ein österreichischer Dichter.|Georg Trakl was an Austrian poet.
2059|1976|die|die Religion|die Religionen|Die Religion beeinflusst viele Kulturen.|religion|religion|Religion influences many cultures.|noun|In meiner Religion gibt es einen Gott.|There is a God in my religion.
2060|1977|adj|religiös||Er ist sehr religiös erzogen worden.|religious|religious|He was raised to be very religious.|adjective|Veronika ist sehr religiös und geht jeden Sonntag in die Kirche.|Veronika is very religious and goes to church every Sunday.
2061|1978|adj|nackt||Er stand nackt vor der Dusche.|naked, bare|naked|He stood naked in front of the shower.|adjective|Wenn sie auf die Welt kommen, sind alle Menschen nackt.|When they’re born, all humans are naked.
2062|1979|die|die Ware|die Waren|Die Ware wurde heute geliefert.|goods|goods|The goods were delivered today.|noun|Der Besitzer des Ladens bekommt neue Ware, die er dann verkauft.|The owner of the shop gets new goods, which he then sells.
2063|1980|adj|beruflich||Die berufliche Veränderung fordert Mut.|professional|professional|The professional change requires courage.|adjective|Timo ist beruflicher Erfolg wichtiger als eine eigene Familie.|To Timo professional success is more important than having your own family.
2064|1981|adj|lokal||Das lokale Projekt fand großen Anklang.|local|local|The local project was well received.|adjective|Die lokale Presse berichtet von Themen aus der Umgebung.|The local press reports on topics from the area.
2065|1982|der|der Standard|die Standards|Der Standard ist hoch angesetzt.|standard|standard|The standard is set high.|noun|Die Herstellung von Bier folgt dem deutschen Standard.|The production of beer follows the German standard.
2066|1983|der|der Kanzler|die Kanzler|Der Kanzler hielt eine wichtige Rede.|chancellor|chancellor|The chancellor gave an important speech.|noun|Angela Merkel wurde im November 2005 zur Kanzlerin der Bundesrepublik Deutschland gewählt.|Angela Merkel was elected chancellor of the Federal Republic of Germany in November 2005.
2067|1984|adv|nochmal||Er versuchte es nochmal, ohne Erfolg.|again|again|He tried again, without success.|adverb|Weil viele Studenten es nicht verstanden haben, erklärt der Professor das Problem nochmal.|Because many students did not understand it, the professor explains the problem again.
2068|1985|verb|auflösen|auflösen, löst auf, löste auf, hat aufgelöst|Der Zucker löst sich im Tee auf.|to dissolve|to dissolve|The sugar dissolves in the tea.|verb|Der Zucker löst sich in dem Kaffee auf.|The sugar dissolves in the coffee.
2069|1986|verb|aufregen|aufregen, regt auf, regte auf, hat aufgeregt|Er regte sich über den Lärm auf.|to excite, upset, annoy|upset|He got upset about the noise.|verb|Erzähl es ihnen nicht, sonst regen sie sich auf.|Don’t tell them, otherwise they’ll get upset.
2070|1987|die|die Abhängigkeit|die Abhängigkeiten|Die Abhängigkeit macht Sorgen.|dependence|dependence|The dependence is worrying.|noun|Die Industrie für Autos hat eine wirtschaftliche Abhängigkeit von der Industrie für Metall.|The automotive industry is economically dependent on the metal industry.
2071|1988|die|die Einrichtung|die Einrichtungen|Die Einrichtung der Wohnung war modern.|institution, furnishings|furnishings|The furnishings in the apartment were modern.|noun|Die Einrichtung von Katjas Wohnung ist sehr modern.|The furnishings of Katja’s apartment are very modern.
2072|1989|verb|vereinigen|vereinigen, vereinigt, vereinigte, hat vereinigt|Die beiden Firmen wurden vereinigt.|to unite|to unite|The two companies were united.|verb|1990 vereinigten sich West- und Ostdeutschland wieder.|In 1990 West and East Germany reunited.
2073|1990|verb|vereinbaren|vereinbaren, vereinbart, vereinbarte, hat vereinbart|Sie vereinbarten einen neuen Termin.|to agree|to agree|They agreed on a new appointment.|verb|Ludwig und Christian vereinbaren, sich um acht Uhr an der Universität zu treffen.|Ludwig and Christian agree to meet at the university at eight o’clock.
2074|1991|verb|verschieben|verschieben, verschiebt, verschob, hat verschoben|Wir müssen das Treffen verschieben.|to move, postpone|postpone|We have to postpone the meeting.|verb|Elisabeth verschiebt den Termin von Mittwoch auf Freitag.|Elisabeth postpones the appointment from Wednesday to Friday.
2075|1992|verb|bewirken|bewirken, bewirkt, bewirkte, hat bewirkt|Er bewirkte eine große Veränderung.|to cause|to cause|He caused a significant change.|verb|Der Kaffee bewirkt, dass Jana nicht schlafen kann.|The coffee causes Jana not to be able to sleep.
2076|1993|das|das Bundesland|die Bundesländer|Das Bundesland hat viele Einwohner.|state, province|state|The state has many inhabitants.|noun|Deutschland besteht aus 16 Bundesländern.|Germany consists of 16 federal states.
2077|1994|verb|erleichtern|erleichtern, erleichtert, erleichterte, hat erleichtert|Das neue System erleichtert die Arbeit.|to relieve, make easier|to make easier|The new system makes the work easier.|verb|Ich bin erleichtert, dass du wieder gesund bist.|I’m relieved that you’re well again.
2078|1995|die|die Institution|die Institutionen|Die Institution fördert Bildung.|institution|institution|The institution promotes education.|noun|Die Universität ist eine Institution für Bildung und Wissenschaft.|The university is an institution for education and science.
2079|1996|adj|rechtlich||Die rechtliche Lage ist unsicher.|legal|legal|The legal situation is uncertain.|adjective|Dem Vater ist es rechtlich erlaubt, seine Kinder am Wochenende zu besuchen.|The father is legally allowed to visit his children on weekends.
2080|1997|das|das Viertel|die Viertel|Das Viertel ist bekannt für seine Cafés.|quarter, district|district|The district is known for its cafés.|noun|Jonas wohnt in einem der teuersten Viertel der Stadt.|Jonas lives in one of the most expensive districts of the city.
2081|1998|die|die Dimension|die Dimensionen|Die Dimension wurde genau berechnet.|dimension|dimension|The dimension was calculated precisely.|noun|Der Krieg nimmt eine Dimension an, die nicht zu erwarten war.|The war is taking on a dimension that was not to be expected.
2082|1999|das|das Ei|die Eier|Das Ei kocht in heißem Wasser.|egg|egg|The egg is boiling in hot water.|noun|Sonntags gibt es beim Frühstück immer ein Ei.|On Sundays there’s always an egg with breakfast.
2083|2000|adj|müde||Nach dem Lauf war ich sehr müde.|tired|tired|After the run, I was very tired.|adjective|Nach der Arbeit ist Annette zu müde für die Party.|After work Annette is too tired for the party.
2084|2001|verb|sparen|sparen, spart, sparte, hat gespart|Er spart für ein neues Fahrrad.|to save|to save|He is saving for a new bicycle.|verb|Helen spart ihr Geld für eine große Reise.|Helen’s saving her money for a big trip.
2085|2002|adv|quasi||Das Projekt ist quasi abgeschlossen.|almost, virtually|almost|The project is almost finished.|adverb|Der Bus hält quasi vor Adrians Haus, deswegen verpasst er ihn nie.|The bus stops virtually in front of Adrian’s house, so he never misses it.
2086|2003|adj|Wiener||Die Wiener Oper ist weltbekannt.|Viennese|Viennese|The Viennese Opera is world-renowned.|adjective|Es gibt 23 Wiener Bezirke, der erste Bezirk ist die Innenstadt von Wien.|There are 23 Viennese districts, the first district is the city center of Vienna.
2087|2004|adj|blöd||Es war wirklich eine blöde Entscheidung.|stupid, dumb|dumb|It was really a dumb decision.|adjective|Es gibt keine blöden Fragen.|There are no stupid questions.
2088|2005|die|die Soziologie||Soziologie erklärt soziale Strukturen.|sociology|sociology|Sociology explains social structures.|noun|Die Soziologie befasst sich mit den Strukturen der Gesellschaft.|Sociology deals with the structures of society.
2089|2006|adj|tätig||Er ist seit Jahren in der Firma tätig.|active|active|He has been active in the company for years.|adjective|Nach seinem Studium ist Markus in einer wirtschaftlichen Branche tätig.|After his studies Markus is active in a business sector.
2090|2007|das|Afghanistan||Afghanistan liegt in Südasien.|Afghanistan|Afghanistan|Afghanistan is located in South Asia.|noun|Afghanistan ist ein Land im Süden von Asien.|Afghanistan is a country in the south of Asia.
2091|2008|die|die Flucht|die Fluchten|Die Flucht gelang trotz großer Gefahr.|flight, escape|escape|The escape succeeded despite great danger.|noun|Der Mann erzählt von seiner Flucht aus Syrien.|The man tells of his escape from Syria.
2092|2009|verb|absehen|absehen, sieht ab, sah ab, hat abgesehen|Man konnte das Problem schon absehen.|to foresee, be in sight|to foresee|You could already foresee the problem.|verb|Es ist abzusehen, dass Christian seine Prüfung nicht besteht.|It can be foreseen that Christian will not pass his exam.
2093|2010|das|Afrika||Afrika hat viele verschiedene Kulturen.|Africa|Africa|Africa has many different cultures.|noun|Afrika ist einer der Kontinente der Erde.|Africa is one of the continents of the earth.
2094|2011|adj|regional||Die regionale Küche war lecker.|regional|regional|The regional cuisine was delicious.|adjective|Ich kaufe nur regionale Produkte, weil ich mein Bundesland unterstützen will.|I only buy regional products because I want to support my state.
2095|2012|adj|strategisch||Die strategische Planung bringt Erfolg.|strategic|strategic|The strategic planning brings success.|adjective|Dieses Spiel erfordert strategische Kompetenz.|This game requires strategic competence.
2096|2013|adj|exakt||Die exakte Zahl wurde genannt.|exact|exact|The exact number was mentioned.|adjective|Ich möchte kochen und brauche exakt 750 Milliliter Wasser dafür.|I want to cook and I need exactly 750 milliliters of water for it.
2097|2014|verb|fortsetzen|fortsetzen, setzt fort, setzte fort, hat fortgesetzt|Nach der Pause setzte er fort.|to continue|to continue|After the break, he continued.|verb|Wir werden das Thema morgen fortsetzen.|We will continue this topic tomorrow.
2098|2015|verb|steigern|steigern, steigert, steigerte, hat gesteigert|Er steigerte seine Leistung deutlich.|to increase, raise|to increase|He significantly increased his performance.|verb|Die neuen Produkte im Laden steigern den Umsatz.|The new products in the shop increase sales.
2099|2016|die|die Übersetzung|die Übersetzungen|Die Übersetzung war fehlerfrei.|translation|translation|The translation was flawless.|noun|Carlos ist für die Übersetzung vom Spanischen ins Deutsche verantwortlich.|Carlos is responsible for the translation from Spanish into German.
2100|2017|adv|womöglich||Womöglich kommt er morgen zurück.|possibly|possibly|Possibly, he will come back tomorrow.|adverb|Womöglich fällt der Unterricht heute aus, weil die Lehrerin krank ist.|Possibly the lessons will be canceled today because the teacher is ill.
2101|2018|das|das Argument|die Argumente|Sein Argument überzeugte die meisten.|argument|argument|His argument convinced most people.|noun|Judith liefert viele Argumente, die für ihre Annahme sprechen.|Judith makes many arguments in favor of her acceptance.
2102|2019|verb|berühren|berühren, berührt, berührte, hat berührt|Er berührt vorsichtig den heißen Topf.|to touch|to touch|He carefully touches the hot pot.|verb|Beim Küssen berühren sich die Lippen.|When kissing, the lips touch.
2103|2020|das|das Kino|die Kinos|Das Kino zeigt heute einen neuen Film.|cinema, movie theater|cinema|The cinema is showing a new movie today.|noun|Im Kino läuft seit Mittwoch ein Film über den Künstler Egon Schiele.|Since Wednesday a film about the artist Egon Schiele is showing in the cinema.
2104|2021|die|die Dauer|die Dauern|Die Dauer des Films ist zwei Stunden.|duration, length|duration|The duration of the movie is two hours.|noun|Die Dauer des Experiments beträgt nur 20 Minuten.|The duration of the experiment is only 20 minutes.
2105|2022|verb|klappen|klappen, klappt, klappte, hat geklappt|Der Plan klappte besser als erwartet.|to fold, go smoothly, work (out)|work (out)|The plan worked out better than expected.|verb|Ich habe es lange versucht, aber es klappt einfach nicht.|I’ve been trying for a long time, but it just won’t work.
2106|2023|das|Polen||Polen hat viele schöne Städte.|Poland|Poland|Poland has many beautiful cities.|noun|Polen ist ein europäisches Land, das an der Ostsee liegt.|Poland is a European country located on the Baltic Sea.
2107|2024|adj|golden||Die goldene Uhr gehört meinem Opa.|gold, golden|golden|The golden watch belongs to my grandpa.|adjective|Sie tragen beide einen goldenen Ring als Zeichen ihrer Liebe.|They both wear a golden ring as a sign of their love.
2108|2025|verb|klären|klären, klärt, klärte, hat geklärt|Er klärt die Situation schnell.|to clear up, clarify, resolve|to resolve|He quickly resolves the situation.|verb|Der Polizist versucht, den Streit zwischen den beiden wütenden Männern zu klären.|The police officer tries to resolve the dispute between the two angry men.
2109|2026|adj|sauber||Die Wohnung ist jetzt endlich sauber.|clean|clean|The apartment is finally clean now.|adjective|Das Haus ist bei mir immer sauber, wenn Besuch kommt.|My house is always clean when I’m getting company.
2110|2027|der|der Bahnhof|die Bahnhöfe|Der Bahnhof ist immer sehr belebt.|(railway) station|(railway) station|The railway station is always very busy.|noun|Katharina wartet am Bahnhof auf den Zug nach Leipzig.|Katharina waits at the station for the train to Leipzig.
2111|2028|die|die Bewertung|die Bewertungen|Die Bewertung der Arbeit war positiv.|assessment, evaluating, evaluation|evaluation|The evaluation of the work was positive.|noun|Der Professor ist für die Bewertung der Prüfung zuständig.|The professor is responsible for evaluating the exam.
2112|2029|die|die Messung|die Messungen|Die Messung ergibt klare Werte.|measuring, measurement|measurement|The measurement provides clear values.|noun|Die Messung zeigt an, dass das Wasser 20 Grad warm ist.|The measurement shows that the water is 20 degrees.
2113|2030|adj|gewaltig||Der Sturm hinterließ gewaltige Schäden.|enormous, tremendous, powerful|enormous|The storm left enormous damage.|adjective|Die Welle ist so gewaltig, dass sie auf unser Haus am Strand trifft.|The wave is so powerful that it hits our house on the beach.
2114|2031|adj|relevant||Die Daten sind für die Studie relevant.|relevant|relevant|The data are relevant for the study.|adjective|Der Professor gibt uns Texte, die für die Prüfung relevant sind.|The professor gives us texts that are relevant for the exam.
2115|2032|das|Israel||Israel ist ein Land im Nahen Osten.|Israel|Israel|Israel is a country in the Middle East.|noun|In einigen Religionen gilt Israel als heiliges Land.|In some religions Israel is considered a holy country.
2116|2033|die|die Lippe|die Lippen|Sie biss sich nervös auf die Lippe.|lip|lip|She nervously bit her lip.|noun|Er küsst sie direkt auf die Lippen.|He kisses her right on the lips.
2117|2034|die|die BRD (Bundesrepublik Deutschland)||Die BRD feiert dieses Jahr ein Jubiläum.|Federal Republic (of Germany)|Federal Republic (of Germany)|The Federal Republic of Germany is celebrating an anniversary this year.|noun|Die Bundesrepublik Deutschland wurde 1949 gegründet.|The Federal Republic of Germany was founded in 1949.
2118|2035|der|der Charakter|die Charaktere|Er hat einen starken Charakter.|character|character|He has a strong character.|noun|Sie hat einen guten Charakter, weil sie oft anderen Menschen hilft.|She has a good character because she often helps other people.
2119|2036|verb|antreten|antreten, tritt an, trat an, hat angetreten|Er tritt seine neue Stelle an.|to take up, start|to start|He is starting his new position.|verb|Er tritt das Amt des Präsidenten an.|He’s taking office as president.
2120|2037|die|die Lehre|die Lehren|Die Lehre erklärt die Grundlagen.|apprenticeship, lesson, doctrine|lesson|The lesson explains the basics.|noun|Niklas macht eine Lehre in der Firma seines Vaters.|Niklas is doing an apprenticeship in his father’s company.
2121|2038|verb|aufpassen|aufpassen, passt auf, passte auf, hat aufgepasst|Pass bitte auf die Kinder auf!|to pay attention, take care|to take care|Please take care of the children!|verb|Pass bitte auf dich auf, wenn du alleine verreist.|Please take care of yourself when you travel alone.
2122|2039|die|die Verletzung|die Verletzungen|Die Verletzung am Knie heilte langsam.|injury|injury|The injury on his knee healed slowly.|noun|Wegen ihrer schweren Verletzungen muss Karolin ins Krankenhaus.|Because of her serious injuries, Karolin has to go to the hospital.
2123|2040|die|die CSU (Christlich-Soziale Union)||Die CSU gewinnt in Bayern viele Stimmen.|CSU|CSU|The CSU wins many votes in Bavaria.|noun|Die CSU tritt ausschließlich in Bayern an.|The CSU will compete exclusively in Bavaria.
2124|2041|der|der Direktor|die Direktoren|Der Direktor begrüßte die Gäste.|director|director|The director welcomed the guests.|noun|Der Direktor der Klinik kündigt Veränderungen für die Zukunft an.|The director of the clinic announces changes for the future.
2125|2042|verb|enttäuschen|enttäuschen, enttäuscht, enttäuschte, hat enttäuscht|Er enttäuscht seine Eltern nie.|to disappoint|to disappoint|He never disappoints his parents.|verb|Stephanie ist sehr enttäuscht über ihr schlechtes Ergebnis in der Prüfung.|Stephanie is very disappointed about her bad result in the test.
2126|2043|verb|fangen|fangen, fängt, fing, hat gefangen|Er fing den Ball mit einer Hand.|to catch|to catch|He caught the ball with one hand.|verb|Sie fängt den Ball.|She catches the ball.
2127|2044|die|die Träne|die Tränen|Eine Träne rollt über seine Wange.|tear|tear|A tear rolls down his cheek.|noun|Sie hat Tränen in den Augen, weil sie weint.|She has tears in her eyes because she’s crying.
2128|2045|adj|damalig||Die damalige Entscheidung war schwer.|at that time|at that time|The decision at that time was difficult.|adjective|Unser damaliges Haus stand direkt an einem Wald.|Our house at that time stood directly next to a forest.
2129|2046|num|dreißig||Dreißig Minuten vergingen schnell.|thirty|thirty|Thirty minutes passed quickly.|number|Nick wird in diesem Jahr dreißig Jahre alt.|Nick turns thirty this year.
2130|2047|adj|mathematisch||Die mathematische Lösung ist korrekt.|mathematical|mathematical|The mathematical solution is correct.|adjective|Um die Höhe der Brücke zu bestimmen, wendet Max eine mathematische Formel an.|To determine the height of the bridge, Max uses a mathematical formula.
2131|2048|die|die Pflicht|die Pflichten|Es ist meine Pflicht, zu helfen.|duty|duty|It is my duty to help.|noun|Jeder Mensch hat Rechte, aber auch Pflichten dem Staat gegenüber.|Everyone has rights, but also duties toward the state.
2132|2049|verb|realisieren|realisieren, realisiert, realisierte, hat realisiert|Er realisierte seinen Traum endlich.|to realize, bring about|to realize|He finally realized his dream.|verb|Die Menschen müssen den schlechten Zustand der Erde endlich realisieren.|People must finally realize the bad state of the earth.
2133|2050|verb|einrichten|einrichten, richtet ein, richtete ein, hat eingerichtet|Er richtete die Wohnung gemütlich ein.|to furnish|to furnish|He furnished the apartment cozily.|verb|Matthias richtet seine neue Wohnung ein.|Matthias furnishes his new apartment.
2134|2051|der|der Käufer|die Käufer|Der Käufer verhandelte über den Preis.|buyer|buyer|The buyer negotiated the price.|noun|Der Käufer dieses Hauses bezahlt viel Geld.|The buyer of this house pays a lot of money.
2135|2052|das|das Rennen|die Rennen|Das Rennen beginnt um zehn Uhr.|race|race|The race begins at ten o’clock.|noun|Die Fahrer bereiten sich auf das Rennen durch die Berge vor.|The drivers are preparing for the race through the mountains.
2136|2053|der|der Täter|die Täter|Der Täter wurde schnell gefasst.|culprit, perpetrator|perpetrator|The perpetrator was quickly caught.|noun|Der Zeuge gibt an, den Täter zu kennen.|The witness claims to know the perpetrator.
2137|2054|verb|befreien|befreien, befreit, befreite, hat befreit|Er befreite den Vogel aus dem Käfig.|to free|to free|He freed the bird from the cage.|verb|Ann-Katrin befreit das Tier aus der Falle.|Ann-Katrin frees the animal from the trap.
